Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 31-12-2019,,,,,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,AT,BE,DE-LU,FR,NL
15-12-2019,22 - 23,35.07,34.04,34.04,34.04,34.04,34.04,32.8,32.8,36.25,36.25,36.25,34.04,34.04,34.04,34.04,34.04,34.04,34.04,33.15,32.8,33.11,33.4
15-12-2019,23 - 00,34.03,32.38,32.38,32.38,32.38,32.38,29.83,29.83,36.26,36.26,36.26,33.01,33.01,32.38,32.38,32.38,32.38,31.7,35.1,29.83,35.1,35.1
16-12-2019,00 - 01,34.46,32.87,32.87,32.87,32.87,32.87,29.46,29.46,36.39,36.39,36.39,32.87,32.87,32.87,32.87,32.87,32.87,33.87,35.23,29.46,39.53,35.23
16-12-2019,01 - 02,34.21,32.7,32.7,32.7,32.7,32.7,30.18,30.18,36.07,36.07,36.07,32.7,32.7,32.7,32.7,32.7,32.7,31.49,33.68,30.18,33.68,33.68
16-12-2019,02 - 03,34.14,32.75,32.75,32.75,32.75,32.75,30.91,30.91,35.96,35.96,35.96,32.75,32.75,32.75,32.75,32.75,32.75,30.91,30.91,30.91,30.91,30.91
16-12-2019,03 - 04,34.45,33.47,33.47,33.47,33.47,33.47,29.49,29.49,35.95,35.95,35.95,33.47,33.47,33.47,33.47,33.47,33.47,29.49,29.49,29.49,29.49,29.49
16-12-2019,04 - 05,35.44,35.13,35.13,35.13,35.13,35.13,29.19,29.19,35.93,35.93,35.93,35.13,35.13,35.13,35.13,35.13,35.13,29.19,29.19,29.19,29.19,29.19
16-12-2019,05 - 06,36.9,36.84,36.84,36.84,36.84,45.8,31.77,36.84,36.84,36.84,36.84,36.84,36.84,36.84,45.8,45.8,36.84,33.06,31.82,31.77,31.88,31.77
16-12-2019,06 - 07,39.41,38.87,38.87,38.87,38.87,55.53,38.87,38.87,38.87,38.87,38.87,38.87,38.87,38.87,55.53,55.53,46.8,47.82,39.16,38.87,39.27,38.87
16-12-2019,07 - 08,41.9,40.55,40.55,40.55,50.01,66,50.01,50.01,40.55,40.55,40.55,40.55,40.55,40.55,66,61.14,52.92,50.89,50.12,50.01,50.28,50.01
16-12-2019,08 - 09,44.88,42.88,42.88,42.88,44.43,61.11,44.43,44.43,42.88,42.88,42.88,42.88,42.88,42.88,61.11,61.11,57.5,50.67,45.14,44.74,47.45,44.43
16-12-2019,09 - 10,43.17,42,42,42,42,59.48,42,42,42,42,42,42,42,42,59.48,59.48,59.48,51.97,46.45,42,50.36,46.1
16-12-2019,10 - 11,41.22,41.2,41.2,41.2,41.2,45.76,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,45.76,45.76,45.76,52,46.59,41.2,50.98,42.56
16-12-2019,11 - 12,40.86,40.83,40.83,40.83,40.83,45.74,40.83,40.83,40.83,40.83,40.83,40.83,40.83,40.83,45.74,45.74,45.74,52,48.55,41.84,49,48
16-12-2019,12 - 13,41.97,41.1,41.1,41.1,41.1,58.56,41.1,41.1,41.1,41.1,41.1,41.1,41.1,41.1,58.56,58.56,58.56,50.01,44.48,42.11,44.61,44.24
16-12-2019,13 - 14,42,41.27,41.27,41.27,41.27,59.07,41.27,41.27,41.27,41.27,41.27,41.27,41.27,41.27,59.07,59.07,59.07,50,45.14,44.72,45.28,44.72
16-12-2019,14 - 15,42.15,41.41,41.41,41.41,41.41,57.17,41.41,41.41,41.41,41.41,41.41,41.41,41.41,41.41,57.17,57.17,57.17,51.96,46.48,46.03,46.54,46.03
16-12-2019,15 - 16,44.08,42.32,42.32,42.32,46.21,59.58,46.21,46.21,42.32,42.32,42.32,42.32,42.32,42.32,59.58,59.58,59.58,51.92,47.7,47.34,47.74,47.34
16-12-2019,16 - 17,44.67,41.64,41.64,42.66,48.8,58.82,46.27,48.8,42.66,42.66,42.66,41.64,41.64,41.64,58.82,58.82,58.82,50.94,50.02,50,50.02,50
16-12-2019,17 - 18,44.67,40.99,40.99,42.37,51.68,57.41,51.68,51.68,42.37,42.37,42.37,40.99,40.99,40.99,57.41,57.41,57.41,52.01,52.01,52.01,52.01,52.01
16-12-2019,18 - 19,42.99,40.82,40.82,41.41,50.71,54.94,50.71,50.71,41.41,41.41,41.41,40.82,40.82,40.82,54.94,54.94,54.94,51.96,51.96,51.96,51.96,51.96
16-12-2019,19 - 20,41.08,40.68,40.68,40.68,46.18,45.8,46.18,46.18,40.68,40.68,40.68,40.68,40.68,40.68,45.8,45.8,45.8,49.32,49.99,48.61,49.42,47.55
16-12-2019,20 - 21,40.14,40.17,40.17,40.17,40.17,40.17,42.17,42.17,40.17,40.17,40.17,40.17,40.17,40.17,40.17,40.17,40.17,47.86,45.16,43.5,44.97,42.17
16-12-2019,21 - 22,39.05,39.14,39.14,39.14,39.14,39.14,40.1,40.1,39.14,39.14,39.14,39.14,39.14,39.14,39.14,39.14,39.14,44.94,40.28,40.1,40.56,40.1
16-12-2019,22 - 23,37.84,37.86,37.86,37.86,37.86,37.86,38.08,37.86,37.86,37.86,37.86,37.86,37.86,37.86,37.86,37.86,37.86,39.79,38.16,38.08,38.26,38.08
16-12-2019,23 - 00,36.75,36.22,36.22,36.22,36.22,36.22,36,36.22,37.19,37.19,37.19,36.22,36.22,36.22,36.22,36.22,36.22,36,36,36,36,36
17-12-2019,00 - 01,36.21,35.68,35.68,35.68,35.68,35.68,32.71,32.71,36.51,36.51,36.51,35.68,35.68,35.68,35.68,35.68,35.68,32.71,32.71,32.71,32.71,32.71
17-12-2019,01 - 02,35.75,34.67,34.67,34.67,34.67,34.67,34.67,34.67,36.43,36.43,36.43,34.67,34.67,34.67,34.67,34.67,34.67,31.9,31.9,31.9,31.9,31.9
17-12-2019,02 - 03,35.65,34.66,34.66,34.66,34.66,34.66,34.66,34.66,36.39,36.39,36.39,34.66,34.66,34.66,34.66,34.66,34.66,30.5,30.5,30.5,30.5,30.5
17-12-2019,03 - 04,35.78,34.93,34.93,34.93,34.93,34.93,34.93,34.93,36.39,36.39,36.39,34.93,34.93,34.93,34.93,34.93,34.93,29.19,29.19,29.19,29.19,29.19
17-12-2019,04 - 05,36.16,36.06,36.06,36.06,36.06,36.06,36.06,36.06,36.33,36.33,36.33,36.06,36.06,36.06,36.06,36.06,36.06,29.4,29.4,29.4,29.4,29.4
17-12-2019,05 - 06,37.13,37.11,37.11,37.11,37.11,45.09,31.27,37.11,37.11,37.11,37.11,37.11,37.11,37.11,45.09,45.09,45.09,33.09,31.26,31.25,31.25,31.27
17-12-2019,06 - 07,38.14,37.94,37.94,37.94,37.94,53.15,35.74,37.94,37.94,37.94,37.94,37.94,37.94,37.94,53.15,53.15,53.15,44.02,35.74,35.74,35.74,35.74
17-12-2019,07 - 08,40.86,40.38,40.38,40.54,41.82,57.27,44.17,44.17,40.54,40.54,40.54,40.38,40.38,40.38,57.27,57.27,57.27,48.08,44.5,44.17,44.92,44.17
17-12-2019,08 - 09,43.76,40.45,40.45,45.09,48.31,57.4,49.5,49.5,45.09,45.09,45.09,40.45,40.45,40.45,57.4,57.4,57.4,49.5,49.5,49.5,49.5,49.5
17-12-2019,09 - 10,41.63,40.25,40.25,41.33,41.33,56.7,42.35,42.35,41.33,41.33,41.33,40.25,40.25,40.25,56.7,56.7,56.7,49.28,43.01,42.35,48,42.53
17-12-2019,10 - 11,40.14,40.15,40.15,40.15,40.15,43.01,40.15,40.15,40.15,40.15,40.15,40.15,40.15,40.15,43.01,43.01,43.01,48.89,40.51,40.15,48.5,39.98
17-12-2019,11 - 12,39.27,39.17,39.17,39.17,39.17,43.1,38.23,39.17,39.17,39.17,39.17,39.17,39.17,39.17,43.1,43.1,43.1,48.69,38.51,38.23,48.06,37.92
17-12-2019,12 - 13,39.42,38.88,38.88,38.88,38.88,58.21,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,58.21,58.21,58.21,47.01,33.54,38.88,47.01,34.7
17-12-2019,13 - 14,39.63,39.05,39.05,39.05,39.05,57.74,39.05,39.05,39.05,39.05,39.05,39.05,39.05,39.05,57.74,57.74,57.74,47.46,34.59,39.05,46.6,35.36
17-12-2019,14 - 15,40.12,39.6,39.6,39.6,39.6,56.63,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,56.63,56.63,56.63,49.28,38.66,39.6,45.23,38
17-12-2019,15 - 16,41.51,40.43,40.43,41.5,41.5,56.67,42.52,42.52,41.16,41.16,41.16,40.43,40.43,40.43,56.67,56.67,56.67,49.95,43.03,42.52,44.85,42.52
17-12-2019,16 - 17,42,40.53,40.53,41.42,41.55,58.58,42.57,42.57,41.42,41.42,41.42,40.53,40.53,40.53,58.58,58.58,58.58,49.98,42.7,42.57,46,42.57
17-12-2019,17 - 18,41.24,40.49,40.49,40.79,42.83,57.65,42.83,42.83,40.79,40.79,40.79,40.49,40.49,40.49,57.65,57.65,57.65,50.08,49,42.83,49.35,42.83
17-12-2019,18 - 19,39.19,38.79,38.79,38.79,38.79,56.69,38.79,38.79,38.79,38.79,38.79,38.79,38.79,38.79,56.69,56.69,56.69,48.97,51.18,38.79,56.27,38.79
17-12-2019,19 - 20,37.95,37.96,37.96,37.96,37.96,43.02,36.74,37.96,37.96,37.96,37.96,37.96,37.96,37.96,43.02,43.02,43.02,48.9,38.35,36.74,55.1,36.74
17-12-2019,20 - 21,37.15,37.21,37.21,37.21,37.21,37.21,34.2,37.21,37.21,37.21,37.21,37.21,37.21,37.21,37.21,37.21,37.21,47.56,34.85,33.99,49.43,34.2
17-12-2019,21 - 22,37.26,37.32,37.32,37.32,37.32,37.32,33.39,37.32,37.32,37.32,37.32,37.32,37.32,37.32,37.32,37.32,37.32,44.04,35.48,32.69,41.55,33.39
17-12-2019,22 - 23,36.91,36.93,36.93,36.93,36.93,36.93,31.9,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,35.07,33.68,30.28,43.49,31.9
17-12-2019,23 - 00,36.1,35.5,35.5,35.5,35.5,35.5,30.1,35.5,36.48,36.48,36.48,35.5,35.5,35.5,35.5,35.5,35.5,31.38,34,28.15,39.5,30.1
18-12-2019,00 - 01,35.1,33.93,33.93,33.93,33.93,33.93,33.93,33.93,36.24,36.24,36.24,33.93,33.93,33.93,33.93,33.93,33.93,29.03,34.03,21.95,37.01,33.93
18-12-2019,01 - 02,34.49,33.28,33.28,33.28,33.28,33.28,25.39,25.39,36.19,36.19,36.19,33.47,33.47,33.28,33.28,33.28,33.28,27.92,35.24,25.39,32.69,30.5
18-12-2019,02 - 03,34.26,32.94,32.94,32.94,32.94,32.94,26.35,26.35,36.18,36.18,36.18,33.35,33.35,32.94,32.94,32.94,32.94,27.54,31.26,26.35,29.67,30
18-12-2019,03 - 04,34.29,32.95,32.95,32.95,32.95,32.95,26.04,26.04,36.21,36.21,36.21,33.35,33.35,32.95,32.95,32.95,32.95,26.22,26.75,26.04,26.5,26.83
18-12-2019,04 - 05,35.31,34.16,34.16,34.16,34.16,34.16,28.39,28.39,36.29,36.29,36.29,34.16,34.16,34.16,34.16,34.16,34.16,28.39,28.39,28.39,28.39,28.39
18-12-2019,05 - 06,36.7,36.75,36.75,36.75,36.75,42,30.19,30.19,36.75,36.75,36.75,36.75,36.75,36.75,42,42,36.75,33.01,30.3,30.19,30.3,30.22
18-12-2019,06 - 07,37.75,37.61,37.61,37.61,37.61,53.52,36.19,37.61,37.61,37.61,37.61,37.61,37.61,37.61,53.52,53.52,48.68,40.47,36.46,36.19,36.59,36.19
18-12-2019,07 - 08,40.33,39.95,39.95,39.95,40.52,57.66,42.05,40.63,39.95,39.95,39.95,39.95,39.95,39.95,57.66,57.66,57.66,48.98,49.27,42.05,48.98,42.05
18-12-2019,08 - 09,42.46,40.76,40.76,40.76,46.32,53.56,47.45,47.45,40.76,40.76,40.76,40.76,40.76,40.76,53.56,53.56,52.97,49.93,52.16,47.45,51.4,52.1
18-12-2019,09 - 10,42.93,41.19,41.19,41.19,41.19,57.48,41.19,41.19,41.19,41.19,41.19,41.19,41.19,41.19,57.48,57.48,57.48,49.43,52.08,45.71,50.8,51.97
18-12-2019,10 - 11,40.67,40.63,40.63,40.63,40.63,41.43,40.63,40.63,40.63,40.63,40.63,40.63,40.63,40.63,41.43,41.43,41.43,48.91,49.04,44.48,49.69,44.48
18-12-2019,11 - 12,40.24,40.18,40.18,40.18,40.18,43.01,40.18,40.18,40.18,40.18,40.18,40.18,40.18,40.18,43.01,43.01,43.01,48.37,48.04,48.14,48.37,48.03
18-12-2019,12 - 13,40.17,39.88,39.88,39.88,39.88,54.14,39.88,39.88,39.88,39.88,39.88,39.88,39.88,39.88,54.14,54.14,54.14,46.63,46.5,46.45,46.63,46.31
18-12-2019,13 - 14,40.13,39.8,39.8,39.8,39.8,53.55,39.8,39.8,39.8,39.8,39.8,39.8,39.8,39.8,53.55,53.55,53.55,47.07,46.76,46.79,46.79,46.69
18-12-2019,14 - 15,40.29,39.88,39.88,39.88,46.7,53.53,46.7,46.7,39.88,39.88,39.88,39.88,39.88,39.88,53.53,53.53,53.53,48.36,47.78,47.85,47.84,47.65
18-12-2019,15 - 16,40.49,40.06,40.06,40.06,46.75,53.86,46.75,46.75,40.06,40.06,40.06,40.06,40.06,40.06,53.86,53.86,53.86,48.95,46.45,47.9,46.05,46.75
18-12-2019,16 - 17,41.09,39.79,39.79,40.43,49.78,53.59,50.39,50.39,40.43,40.43,40.43,39.79,39.79,39.79,53.59,53.59,53.59,51,47.98,51,46.29,50.39
18-12-2019,17 - 18,40.96,39.2,39.2,40.61,52.89,53.56,54.19,54.19,40.61,40.61,40.61,39.2,39.2,39.2,53.56,53.56,53.56,54.19,54.19,54.19,54.19,54.19
18-12-2019,18 - 19,40.49,38.94,38.94,40.25,49.78,53.58,51,51,40.25,40.25,40.25,38.94,38.94,38.94,53.58,53.58,53.58,51,51,51,51,51
18-12-2019,19 - 20,39.82,38.76,38.76,39.87,43.04,43.04,46.3,46.3,39.87,39.87,39.87,38.76,38.76,38.76,43.04,43.04,43.04,46.3,46.3,46.3,46.3,46.3
18-12-2019,20 - 21,39.11,38.69,38.69,39.17,39.17,39.17,43.85,43.85,39.17,39.17,39.17,38.69,38.69,38.69,39.17,39.17,39.17,43.85,43.85,43.85,43.85,43.85
18-12-2019,21 - 22,38.06,38.05,38.05,38.05,38.05,38.05,39.15,38.73,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,39.15,39.15,39.15,39.15,39.15
18-12-2019,22 - 23,36.85,36.33,36.33,36.33,36.33,36.33,35.9,36.33,37.09,37.09,37.09,36.33,36.33,36.33,36.33,36.33,36.33,35.9,35.9,35.9,35.9,35.9
18-12-2019,23 - 00,35.02,33.78,33.78,33.78,33.78,33.78,32.19,33.78,36.24,36.24,36.24,33.78,33.78,33.78,33.78,33.78,33.78,34.01,31.92,32.19,31.87,31.97
19-12-2019,00 - 01,35.2,34.54,34.54,34.54,34.54,34.54,29.08,34.54,36.07,36.07,36.07,34.54,34.54,34.54,34.54,34.54,34.54,29.08,20.13,29.08,15,27.38
19-12-2019,01 - 02,34.87,34.3,34.3,34.3,34.3,34.3,26.41,34.3,35.91,35.91,35.91,34.3,34.3,34.3,34.3,34.3,34.3,26.41,14.97,26.41,8.66,24.36
19-12-2019,02 - 03,34.58,33.92,33.92,33.92,33.92,33.92,27.71,33.92,35.57,35.57,35.57,33.92,33.92,33.92,33.92,33.92,33.92,26.72,13.54,26.72,6.41,24.36
19-12-2019,03 - 04,34.77,34.37,34.37,34.37,34.37,34.37,24.8,34.37,35.44,35.44,35.44,34.37,34.37,34.37,34.37,34.37,34.37,24.8,11.44,24.8,4.28,22.4
19-12-2019,04 - 05,35.33,35.27,35.27,35.27,35.27,35.27,25.97,35.27,35.57,35.57,35.57,35.27,35.27,35.27,35.27,35.27,35.27,28.01,7.61,25.97,2.27,15.66
19-12-2019,05 - 06,36.38,36.39,36.39,36.39,36.39,41.09,27.24,36.39,36.39,36.39,36.39,36.39,36.39,36.39,41.09,41.09,41.09,28.99,11.45,27.24,6.73,18.27
19-12-2019,06 - 07,37.31,37.1,37.1,37.1,37.1,53.56,31.56,37.1,37.1,37.1,37.1,37.1,37.1,37.1,53.56,53.56,53.56,31.73,30.28,31.56,29.87,30.84
19-12-2019,07 - 08,39.35,38.92,38.92,38.92,40,57.13,40,40,38.92,38.72,38.92,38.92,38.92,38.92,57.13,57.13,57.13,40,40,40,40,40
19-12-2019,08 - 09,40.6,40.09,40.09,40.09,42.95,58.54,42.95,42.95,40.09,40.09,40.09,40.09,40.09,40.09,58.54,58.54,58.54,42.95,42.95,42.95,42.95,42.95
19-12-2019,09 - 10,40.02,39.62,39.62,39.62,39.62,57.7,39.62,39.62,39.62,39.44,39.62,39.62,39.62,39.62,57.7,57.7,57.7,42.92,39.62,39.62,39.62,39.62
19-12-2019,10 - 11,38.11,38.04,38.04,38.04,38.04,43.02,37.86,38.04,38.04,38.04,38.04,38.04,38.04,38.04,43.02,43.02,43.02,39.97,37.79,37.86,37.78,37.86
19-12-2019,11 - 12,37.81,37.69,37.69,37.69,37.69,44.99,37.69,37.69,37.69,37.69,37.69,37.69,37.69,37.69,44.99,44.99,44.99,44.1,37.69,37.69,37.69,37.69
19-12-2019,12 - 13,37.74,37.57,37.57,37.57,37.57,54.31,36.87,37.57,37.57,37.57,37.57,37.57,37.57,37.57,54.31,54.31,54.31,42.91,36.87,36.87,36.87,36.87
19-12-2019,13 - 14,37.84,37.67,37.67,37.67,37.67,55.26,37.41,37.67,37.67,37.67,37.67,37.67,37.67,37.67,55.26,55.26,55.26,39.97,37.05,37.41,36.92,37.11
19-12-2019,14 - 15,38.37,38.01,38.01,38.01,38.01,56.04,38.01,38.01,38.01,38.01,38.01,38.01,38.01,38.01,56.04,56.04,56.04,39.98,35.96,38.01,35.33,36.8
19-12-2019,15 - 16,39.08,38.72,38.72,38.72,38.72,56.33,38.72,38.72,38.72,38.72,38.72,38.72,38.72,38.72,56.33,56.33,56.33,40.16,32.75,38.72,29.94,38.72
19-12-2019,16 - 17,39.98,39.49,39.49,39.49,39.49,57.14,39.49,39.49,39.49,39.49,39.49,39.49,39.49,39.49,57.14,57.14,57.14,42.42,31.56,40.46,27.88,39.49
19-12-2019,17 - 18,39.91,39.36,39.36,39.36,39.36,53.55,40.31,40.31,39.36,39.36,39.36,39.36,39.36,39.36,53.55,53.55,53.55,40.31,40.31,40.31,40.31,40.31
19-12-2019,18 - 19,39.2,38.81,38.81,38.81,38.95,53.58,39.91,39.91,38.81,38.81,38.81,38.81,38.81,38.81,53.58,53.58,53.58,39.91,39.91,39.91,39.91,39.91
19-12-2019,19 - 20,37.96,37.96,37.96,37.96,37.96,37.96,38.95,37.96,37.96,37.96,37.96,37.96,37.96,37.96,37.96,37.96,37.96,39.91,38.97,38.95,38.97,38.97
19-12-2019,20 - 21,36.92,36.93,36.93,36.93,36.93,36.93,35.69,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.01,35.67,35.69,35.67,35.68
19-12-2019,21 - 22,36.29,35.95,35.95,35.95,35.95,35.95,35.09,35.95,36.48,36.48,36.48,35.95,35.95,35.95,35.95,35.95,35.95,35.88,31.61,35.09,30,35.09
19-12-2019,22 - 23,35.3,34.14,34.14,34.14,34.14,34.14,34.14,34.14,36.49,36.49,36.49,34.14,34.14,34.14,34.14,34.14,34.14,33.99,28.29,32.95,26.21,34.14
19-12-2019,23 - 00,34.14,32.83,32.83,32.83,32.83,32.83,30.4,30.4,36.25,36.25,36.25,32.83,32.83,32.83,32.83,32.83,32.83,27.59,27.4,27.22,27.22,30.4
20-12-2019,00 - 01,34.21,32.33,32.33,32.33,32.33,32.33,26.56,32.33,36.11,36.11,36.11,32.33,32.33,32.33,32.33,32.33,32.33,26.56,26.56,26.56,26.56,26.56
20-12-2019,01 - 02,34.13,32.25,32.25,32.25,32.25,32.25,25.95,25.95,35.95,35.95,35.95,32.25,32.25,32.25,32.25,32.25,32.25,26.07,21.73,25.95,19.08,25.95
20-12-2019,02 - 03,34.07,32.26,32.26,32.26,32.26,32.26,23.3,23.3,35.92,35.92,35.92,32.26,32.26,32.26,32.26,32.26,32.26,24.1,13.73,23.3,07.09,25.78
20-12-2019,03 - 04,33.77,31.94,31.94,31.94,31.94,31.94,19.01,31.94,35.73,35.73,35.73,31.94,31.94,31.94,31.94,31.94,31.94,19.01,08.03,19.01,2.39,16.54
20-12-2019,04 - 05,34.79,33.8,33.8,33.8,33.8,33.8,24.59,33.8,35.91,35.91,35.91,33.8,33.8,33.8,33.8,33.8,33.8,24.59,9.63,24.59,1.76,21.22
20-12-2019,05 - 06,35.96,35.99,35.99,35.99,35.99,35.99,25.84,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,26.05,12.7,25.03,5.13,29.21
20-12-2019,06 - 07,36.7,36.68,36.68,36.68,36.68,40.72,34.1,36.68,36.68,36.68,36.68,36.68,36.68,36.68,40.72,40.72,40.72,27.62,27.19,26.92,26.92,34.1
20-12-2019,07 - 08,37.74,37.56,37.56,37.56,37.56,50.06,37.56,37.56,37.56,37.56,37.56,37.56,37.56,37.56,50.06,50.06,50.06,33.26,32.92,32.57,32.57,37.56
20-12-2019,08 - 09,38.39,38.13,38.13,38.13,38.13,51.16,38.13,38.13,38.13,38.13,38.13,38.13,38.13,38.13,51.16,51.16,51.16,35.73,35.44,35.4,35.4,39.39
20-12-2019,09 - 10,38.35,38.05,38.05,38.05,38.05,51.32,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,51.32,51.32,51.32,34.04,33.33,33.01,33.01,44.9
20-12-2019,10 - 11,37.92,37.94,37.94,37.94,37.94,38.05,37.94,37.94,37.94,37.94,37.94,37.94,37.94,37.94,38.05,38.05,38.05,31.51,30.86,30.67,30.67,39.19
20-12-2019,11 - 12,37.93,37.94,37.94,37.94,37.94,38.88,37.94,37.94,37.94,37.94,37.94,37.94,37.94,37.94,38.88,38.88,38.88,31.56,30.72,30.04,30.04,47
20-12-2019,12 - 13,37.95,37.77,37.77,37.77,37.77,50.1,37.77,37.77,37.77,37.77,37.77,37.77,37.77,37.77,50.1,50.1,50.1,29.07,28.33,28.17,28.17,39.02
20-12-2019,13 - 14,37.77,37.59,37.59,37.59,37.59,46.81,37.59,37.59,37.59,37.59,37.59,37.59,37.59,37.59,46.81,46.81,46.81,29.49,28.62,26.84,26.84,54
20-12-2019,14 - 15,37.66,37.49,37.49,37.49,37.49,49.7,37.49,37.49,37.49,37.49,37.49,37.49,37.49,37.49,49.7,49.7,49.7,28.76,28.27,27,27,44.9
20-12-2019,15 - 16,37.54,37.42,37.42,37.42,37.42,52.93,33.07,37.42,37.42,37.42,37.42,37.42,37.42,37.42,52.93,52.93,52.93,31.35,30.09,30.28,28.69,38.66
20-12-2019,16 - 17,37.57,37.46,37.46,37.46,37.46,50.6,37.46,37.46,37.46,37.46,37.46,37.46,37.46,37.46,50.6,50.6,50.6,34.01,33.62,33.51,33.51,38.69
20-12-2019,17 - 18,37.56,37.45,37.45,37.45,37.45,50.01,37.45,37.45,37.45,37.45,37.45,37.45,37.45,37.45,50.01,50.01,50.01,37.29,42.11,37.29,40.33,49.9
20-12-2019,18 - 19,37.62,37.48,37.48,37.48,37.48,50.01,37.48,37.48,37.48,37.48,37.48,37.48,37.48,37.48,50.01,50.01,50.01,37.48,37.95,37.48,37.8,38.71
20-12-2019,19 - 20,36.96,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
20-12-2019,20 - 21,36.1,36.16,36.16,36.16,36.16,36.16,34.01,36.16,36.16,36.16,36.16,36.16,36.16,36.16,36.16,36.16,36.16,34.01,34.01,34.01,34.01,34.01
20-12-2019,21 - 22,35.9,35.78,35.78,35.78,35.78,35.78,34.96,35.78,36.12,36.12,36.12,35.78,35.78,35.78,35.78,35.78,35.78,28.08,28.3,27.33,27.99,34.96
20-12-2019,22 - 23,34.94,34.38,34.38,34.38,34.38,34.38,32,34.38,35.79,35.79,35.79,34.38,34.38,34.38,34.38,34.38,34.38,27.26,29.08,26.97,28.37,32
20-12-2019,23 - 00,33.84,32.69,32.69,32.69,32.69,32.69,29.9,32.69,35.45,35.45,35.45,32.69,32.69,32.69,32.69,32.69,32.69,27.15,28.17,26.82,27.73,29.9
21-12-2019,00 - 01,33.24,27.4,27.4,27.4,27.4,27.4,27.4,27.4,35.55,35.55,35.55,32.07,32.07,32.07,27.4,27.4,27.4,19.22,18.8,18.11,18.11,27.4
21-12-2019,01 - 02,33.29,29.08,29.08,29.08,29.08,29.08,27.5,29.08,35.39,35.39,35.39,31.77,31.77,31.77,29.08,29.08,29.08,14.9,14.61,13.61,13.99,27.5
21-12-2019,02 - 03,32.81,29.03,29.03,29.03,29.03,29.03,10,29.03,35.16,35.16,35.16,31.44,31.44,31.44,29.03,29.03,29.03,10,10,10,10,10
21-12-2019,03 - 04,33.04,30.83,30.83,30.83,30.83,30.83,30.83,30.83,35,35,35,31.31,31.31,31.31,30.83,30.83,30.83,10,12.4,9.15,9.15,30.83
21-12-2019,04 - 05,33.17,31.67,31.67,31.67,31.67,31.67,31.67,31.67,35,35,35,31.67,31.67,31.67,31.67,31.67,31.67,10,9.75,7.82,7.82,31.67
21-12-2019,05 - 06,32.93,31.26,31.26,31.26,31.26,31.26,30.6,31.26,35.18,35.18,35.18,31.4,31.4,31.4,31.26,31.26,31.26,14.45,14.23,12.83,12.83,30.6
21-12-2019,06 - 07,33.33,33.01,33.01,33.01,33.01,33.01,29.9,33.01,34.56,34.56,34.56,33.01,33.01,33.01,33.01,33.01,33.01,21.95,21.46,21.36,21.36,29.9
21-12-2019,07 - 08,34.51,33.93,33.93,33.93,33.93,33.93,33.93,33.93,35.31,35.31,35.31,33.93,33.93,33.93,33.93,33.93,33.93,27.95,27.57,27.48,27.48,34.18
21-12-2019,08 - 09,34.91,34.69,34.69,34.69,34.69,34.69,31.23,34.69,35.15,35.15,35.15,34.69,34.69,34.69,34.69,34.69,34.69,33,30.12,31.23,29.57,30.98
21-12-2019,09 - 10,35.88,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.91,35.91,35.91,35.9,35.9,35.9,35.9,35.9,35.9,35.91,31.56,35.9,29.31,34.76
21-12-2019,10 - 11,36.06,36,36,36,36,36,36,36,36.18,36.18,36.18,36,36,36,36,36,36,36.21,25.98,35.94,19.8,36
21-12-2019,11 - 12,36.3,36.32,36.32,36.32,36.32,36.32,36.32,36.32,36.32,36.32,36.32,36.32,36.32,36.32,36.32,36.32,36.32,36.21,26.48,35.99,21.01,36.32
21-12-2019,12 - 13,36.23,36.23,36.23,36.23,36.23,36.23,36.23,36.23,36.25,36.25,36.25,36.23,36.23,36.23,36.23,36.23,36.23,36.41,25.16,36.07,18.9,36.23
21-12-2019,13 - 14,36.15,36.16,36.16,36.16,36.16,36.16,35.95,36.16,36.16,36.16,36.16,36.16,36.16,36.16,36.16,36.16,36.16,36.07,24.21,35.95,17.51,35
21-12-2019,14 - 15,36.77,36.78,36.78,36.78,36.78,36.78,36.21,36.78,36.78,36.78,36.78,36.78,36.78,36.78,36.78,36.78,36.78,36.39,22.42,36.21,14.41,35.6
21-12-2019,15 - 16,37.42,37.43,37.43,37.43,37.43,37.43,36.99,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.34,22.02,36.99,13.37,36.99
21-12-2019,16 - 17,38.2,38.17,38.17,38.17,38.17,38.17,39.39,39.39,38.17,38.17,38.17,38.17,38.17,38.17,38.17,38.17,38.17,39.88,22.68,39.83,13.45,36.95
