Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,,
Data was last updated 07-02-2017,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
08-01-2015,01 - 02,25.4,25.07,25.07,25.07,25.07,25.07,19.35,25.07,25.07,25.07,25.07,26.56,26.56,26.56,25.07,29.09,29.09,
08-01-2015,02 - 03,24.74,24.57,24.57,24.57,24.57,24.57,16.11,24.57,24.57,24.57,24.57,26.43,26.43,26.43,24.57,29.09,29.09,
08-01-2015,03 - 04,24.57,24.44,24.44,24.44,24.44,24.44,14.93,24.44,24.44,24.44,24.44,26.26,26.26,26.26,24.44,29.09,29.09,
08-01-2015,04 - 05,24.65,24.54,24.54,24.54,24.54,24.54,15,24.54,24.54,24.54,24.54,26.22,26.22,26.22,24.54,29.59,29.59,
08-01-2015,05 - 06,26.14,26.04,26.04,26.04,26.04,29.66,19.04,26.04,26.04,26.04,26.04,26.28,26.28,26.29,29.66,43.05,43.05,
08-01-2015,06 - 07,27.58,28.19,28.19,28.19,28.19,35.84,26.17,28.19,26.89,26.89,26.89,28.19,28.19,28.19,35.84,45.14,45.14,
08-01-2015,07 - 08,29.04,29.41,29.41,29.41,29.41,37.24,29.41,29.41,27.59,27.59,27.59,29.41,29.41,29.41,37.24,45.12,45.12,
08-01-2015,08 - 09,29.5,29.66,29.66,29.66,29.66,33.16,28.1,29.66,28.1,28.1,28.1,29.66,29.66,29.66,33.16,45.13,45.13,
08-01-2015,09 - 10,29.38,29.52,29.52,29.52,29.52,31.08,28.23,29.52,28.23,28.23,28.23,29.52,29.52,29.52,31.08,45.13,45.13,
08-01-2015,10 - 11,29.41,29.57,29.57,29.57,29.57,30.73,28.35,29.57,28.35,28.35,28.35,29.57,29.57,29.57,30.73,45.12,45.12,
08-01-2015,11 - 12,29.56,29.72,29.72,29.72,29.72,31.04,28.46,29.72,28.46,28.46,28.46,29.72,29.72,29.72,31.04,45.12,45.12,
08-01-2015,12 - 13,29.57,29.72,29.72,29.72,29.72,30.33,28.46,29.72,28.46,28.46,28.46,29.72,29.72,29.72,30.33,45.13,45.13,
08-01-2015,13 - 14,29.65,29.85,29.85,29.85,29.85,31,28.6,29.85,28.6,28.6,28.6,29.85,29.85,29.85,31,45.12,45.12,
08-01-2015,14 - 15,29.73,30.22,30.22,30.22,30.22,30.99,28.45,30.22,28.45,28.45,28.45,30.22,30.22,30.22,30.99,45.14,45.14,
08-01-2015,15 - 16,30.09,30.83,30.83,30.83,30.83,32.93,28.24,30.83,28.24,28.24,28.24,30.83,30.83,30.83,32.93,45.14,45.14,
08-01-2015,16 - 17,30.6,31.69,31.69,31.69,31.69,32.81,28.43,31.69,28.43,28.43,28.43,31.69,31.69,31.69,32.81,45.15,45.15,
08-01-2015,17 - 18,30.68,32.03,32.03,32.03,32.03,32.03,28.4,32.03,28.4,28.4,28.4,32.03,32.03,32.03,32.03,45.15,45.15,
08-01-2015,18 - 19,30.05,31.05,31.05,31.05,31.05,31.05,27.98,31.05,27.98,27.98,27.98,31.05,31.05,31.05,31.05,45.14,45.14,
08-01-2015,19 - 20,29.6,30.37,30.37,30.37,30.37,30.37,27.69,30.37,27.69,27.69,27.69,30.37,30.37,30.37,30.37,45.12,45.12,
08-01-2015,20 - 21,28.59,29.44,29.44,29.44,29.44,29.44,27.46,29.44,27.46,27.46,27.46,29.44,29.44,29.44,29.44,45.13,45.13,
08-01-2015,21 - 22,27.9,28.62,28.62,28.62,28.62,29.36,27.31,28.62,27.31,27.31,27.31,28.62,28.62,28.62,29.36,43.09,43.09,
08-01-2015,22 - 23,27.08,27.4,27.4,27.4,27.4,27.4,26.71,27.4,26.71,26.71,26.71,27.4,27.4,27.4,27.4,30.06,30.06,
08-01-2015,23 - 00,26.11,25.91,25.91,25.91,25.91,25.91,15.93,25.91,25.91,25.91,25.91,26.64,26.64,26.64,25.91,29.58,29.58,
09-01-2015,00 - 01,25.75,25.89,25.89,25.89,25.89,25.89,11.55,25.89,25.89,25.89,25.89,26.15,26.15,26.15,25.89,28.07,28.07,
09-01-2015,01 - 02,25.28,25.37,25.37,25.37,25.37,25.37,13.47,25.37,25.37,25.37,25.37,26.04,26.04,26.04,25.37,28.03,28.03,
09-01-2015,02 - 03,25.11,25.17,25.17,25.17,25.17,25.17,11.23,25.17,25.17,25.17,25.17,26.01,26.01,26.01,25.17,28.02,28.02,
09-01-2015,03 - 04,25.1,25.12,25.12,25.12,25.12,25.12,16,25.12,25.12,25.12,25.12,26.05,26.05,26.05,25.12,28.02,28.02,
09-01-2015,04 - 05,25.45,25.46,25.46,25.46,25.46,25.46,16.26,25.46,25.46,25.46,25.46,26.11,26.11,26.11,25.46,28.06,28.06,
09-01-2015,05 - 06,26.39,26.88,26.88,26.88,26.88,29.78,19.94,26.88,26.25,25.84,26.25,26.88,26.88,26.88,29.78,43.04,43.04,
09-01-2015,06 - 07,27.31,28.17,28.17,28.17,28.17,35.3,24.36,28.17,26.71,26.45,26.71,28.17,28.17,28.17,35.3,44.6,44.6,
09-01-2015,07 - 08,28.95,29.24,29.24,29.24,29.24,43.72,29.24,29.24,28.33,27.16,28.33,29.24,29.24,29.24,43.72,43.72,43.72,
09-01-2015,08 - 09,29.45,29.71,29.71,29.71,29.71,43.81,27.45,29.71,28.88,27.45,28.88,29.71,29.71,29.71,43.81,44.61,44.61,
09-01-2015,09 - 10,29.08,29.11,29.11,29.11,29.11,36.97,27.38,29.11,29.11,27.38,29.11,29.11,29.11,29.11,36.97,43.1,43.1,
09-01-2015,10 - 11,29.21,29.74,29.74,29.74,29.74,37.46,27.33,29.74,28.94,27.33,28.94,29.74,29.74,29.74,37.46,43.08,43.08,
09-01-2015,11 - 12,29.21,30.46,30.46,30.46,30.46,33.88,27.23,30.46,28.35,27.23,28.35,30.46,30.46,30.46,33.88,43.09,43.09,
09-01-2015,12 - 13,29.19,30.51,30.51,30.51,30.51,33.16,27.15,30.51,28.06,27.15,28.06,30.51,30.51,30.51,33.16,44.61,44.61,
09-01-2015,13 - 14,28.85,29.95,29.95,29.95,29.95,31.77,27.08,29.95,27.91,27.08,27.91,29.95,29.95,29.95,31.77,44.61,44.61,
09-01-2015,14 - 15,28.61,29.17,29.17,29.17,29.17,38.25,27.03,29.17,27.91,27.03,27.91,29.17,29.17,29.17,38.25,44.62,44.62,
09-01-2015,15 - 16,28.69,29.47,29.47,29.47,29.47,43.13,27.02,29.47,27.87,27.02,27.87,29.47,29.47,29.47,43.13,44.62,44.62,
09-01-2015,16 - 17,29.09,30.09,30.09,30.09,30.09,42.18,27.12,30.09,28.08,27.12,28.08,30.09,30.09,30.09,42.18,44.62,44.62,
09-01-2015,17 - 18,29.5,30.99,30.99,30.99,30.99,38.25,27.15,30.99,28.08,27.15,28.08,30.99,30.99,30.99,38.25,44.62,44.62,
09-01-2015,18 - 19,29.25,30.63,30.63,30.63,30.63,36.98,27.1,30.63,27.87,27.1,27.87,30.63,30.63,30.63,36.98,44.61,44.61,
09-01-2015,19 - 20,28.7,29.91,29.91,29.91,29.91,31.75,27.02,29.91,27.6,27.02,27.6,29.91,29.91,29.91,31.75,43.08,43.08,
09-01-2015,20 - 21,27.92,28.85,28.85,28.85,28.85,29.65,26.96,28.85,27.32,26.96,27.32,28.85,28.85,28.85,29.65,44.62,44.62,
09-01-2015,21 - 22,27.38,28.32,28.32,28.32,28.32,29.75,26.69,28.32,27.02,26.69,27.02,28.32,28.32,28.32,29.75,43.06,43.06,
09-01-2015,22 - 23,27.06,27.89,27.89,27.89,27.89,27.89,21.64,27.89,26.47,26.27,26.47,27.89,27.89,27.89,27.89,31.02,31.02,
09-01-2015,23 - 00,26.35,26.74,26.74,26.74,26.74,26.74,14.72,26.74,26.44,26.15,26.44,26.74,26.74,26.74,26.74,28.09,28.09,
10-01-2015,00 - 01,26.32,27.84,27.84,27.84,27.84,27.84,21.94,27.84,25.88,25.88,25.88,27.84,27.84,27.84,27.84,28.58,28.58,
10-01-2015,01 - 02,26.12,27.21,27.21,27.21,27.21,27.21,25.08,27.21,25.78,25.78,25.78,27.21,27.21,27.21,27.21,28.53,28.53,
10-01-2015,02 - 03,25.83,27.04,27.04,27.04,27.04,27.04,20.91,27.04,25.5,25.5,25.5,27.04,27.04,27.04,27.04,28.5,28.5,
10-01-2015,03 - 04,25.79,27.47,27.47,27.47,27.47,27.47,20.68,27.47,25.34,25.34,25.34,27.47,27.47,27.47,27.47,28.51,28.51,
10-01-2015,04 - 05,25.88,27.71,27.71,27.71,27.71,27.71,21.91,27.71,25.24,25.24,25.24,27.71,27.71,27.71,27.71,44.8,44.8,
10-01-2015,05 - 06,25.71,27.91,27.91,27.91,27.91,27.91,12.28,27.91,25.33,24.33,25.33,27.91,27.91,27.91,27.91,44.84,44.84,
10-01-2015,06 - 07,25.94,27.97,27.97,27.97,27.97,27.97,7.19,27.97,25.45,24.83,25.45,27.97,27.97,27.97,27.97,44.83,44.83,
10-01-2015,07 - 08,26.46,28.43,28.43,28.43,28.43,28.43,9.31,28.43,25.39,25.39,25.39,28.43,28.43,28.43,29.4,44.84,44.84,
10-01-2015,08 - 09,26.85,28.55,28.55,28.55,28.55,28.55,11.35,28.55,25.89,25.89,25.89,28.55,28.55,28.55,29.61,44.85,44.85,
10-01-2015,09 - 10,27.05,28.56,28.56,28.56,28.56,28.56,15.87,28.56,26.05,26.05,26.05,28.56,28.56,28.56,29.65,44.84,44.84,
10-01-2015,10 - 11,27.25,28.58,28.58,28.58,28.58,28.58,15.84,28.58,26.23,26.13,26.23,28.58,28.58,28.58,29.66,44.85,44.85,
10-01-2015,11 - 12,27.01,28.42,28.42,28.42,28.42,28.42,14.83,28.42,26.29,26.13,26.29,28.42,28.42,28.42,29.67,44.85,44.85,
10-01-2015,12 - 13,26.81,28.24,28.24,28.24,28.24,28.24,15.83,28.24,26.18,26.11,26.18,28.24,28.24,28.24,29.67,44.84,44.84,
10-01-2015,13 - 14,26.62,27.96,27.96,27.96,27.96,29.35,14.85,27.96,26.11,26.09,26.11,27.96,27.96,27.96,29.66,44.84,44.84,
10-01-2015,14 - 15,26.58,27.84,27.84,27.84,27.84,29.93,11.42,27.84,26.09,26.09,26.09,27.84,27.84,27.84,29.93,44.83,44.83,
10-01-2015,15 - 16,26.71,27.86,27.86,27.86,27.86,31.94,11.34,27.86,26.2,26.11,26.2,27.86,27.86,27.86,31.94,44.82,44.82,
10-01-2015,16 - 17,26.95,28.13,28.13,28.13,28.13,32.25,14.15,28.13,26.44,26.19,26.44,28.13,28.13,28.13,32.25,44.82,44.82,
10-01-2015,17 - 18,27.29,28.36,28.36,28.36,28.36,32.59,17.09,28.36,26.55,26.25,26.55,28.36,28.36,28.36,32.59,44.8,44.8,
10-01-2015,18 - 19,26.97,28.1,28.1,28.1,28.1,29.72,18.87,28.1,26.46,26.25,26.46,28.1,28.1,28.1,29.72,29.72,29.72,
10-01-2015,19 - 20,26.63,27.71,27.71,27.71,27.71,28.74,13.44,27.71,26.26,26.2,26.26,27.71,27.71,27.71,28.74,28.74,28.74,
10-01-2015,20 - 21,26.68,27.86,27.86,27.86,27.86,27.86,15.82,27.86,26.14,26.11,26.14,27.86,27.86,27.86,27.86,44.82,44.82,
10-01-2015,21 - 22,26.46,27.64,27.64,27.64,27.64,28.98,11.51,27.64,26.04,26.04,26.04,27.64,27.64,27.64,28.98,30.52,30.52,
10-01-2015,22 - 23,26.06,26.46,26.46,26.46,26.46,27.83,11.81,26.46,25.95,25.95,25.95,26.46,26.46,26.46,27.83,28.03,28.03,
10-01-2015,23 - 00,25.63,25.54,25.54,25.54,25.54,25.54,05.08,25.54,25.54,25.54,25.54,26.1,26.1,26.36,25.54,27.06,27.06,
11-01-2015,00 - 01,24.84,24.97,24.97,24.97,24.97,24.97,0.05,24.97,24.97,24.97,24.97,26.59,26.59,26.59,24.97,28.58,28.58,
11-01-2015,01 - 02,24.09,24.22,24.22,24.22,24.22,24.22,−2.06,24.22,24.22,24.22,24.22,26.46,26.46,26.46,24.22,28.53,28.53,
11-01-2015,02 - 03,23.82,24.03,24.03,24.03,24.03,24.03,−4.11,24.03,24.03,24.03,24.03,26.34,26.34,26.34,24.03,28.5,28.5,
11-01-2015,03 - 04,23.22,23.44,23.44,23.44,23.44,23.44,−5.06,23.44,23.44,23.44,23.44,26.34,26.34,26.34,23.44,23.44,23.44,
11-01-2015,04 - 05,23.35,23.56,23.56,23.56,23.56,23.56,−4.12,23.56,23.56,23.56,23.56,26.39,26.39,26.39,23.56,23.56,23.56,
11-01-2015,05 - 06,23.65,23.91,23.91,23.91,23.91,23.91,−0.74,23.91,23.91,23.91,23.91,26.45,26.45,26.45,23.91,31.07,31.07,
11-01-2015,06 - 07,23.83,23.9,23.9,23.9,23.9,23.9,−0.09,23.9,23.9,23.9,23.9,26.56,26.56,26.56,23.9,44.81,44.81,
11-01-2015,07 - 08,24.41,24.71,24.71,24.71,24.71,24.71,0.05,24.71,24.71,24.32,24.71,26.41,26.41,26.41,24.71,44.81,44.81,
11-01-2015,08 - 09,25.05,25.18,25.18,25.18,25.18,25.18,0.11,25.18,25.18,25.18,25.18,26.45,26.45,26.47,25.18,44.83,44.83,
11-01-2015,09 - 10,25.83,25.95,25.95,25.95,25.95,25.95,04.05,25.95,25.95,25.86,25.95,26.62,26.62,26.62,25.95,44.84,44.84,
11-01-2015,10 - 11,26.22,27.11,27.11,27.11,27.11,27.11,5.61,27.11,26.23,26,26.23,27.11,27.11,27.11,27.11,44.85,44.85,
11-01-2015,11 - 12,26.54,27.84,27.84,27.84,27.84,27.84,9.91,27.84,26.34,26.03,26.34,27.84,27.84,27.84,27.84,44.85,44.85,
11-01-2015,12 - 13,26.51,27.65,27.65,27.65,27.65,27.65,8.71,27.65,26.4,26.03,26.4,27.65,27.65,27.65,27.65,44.85,44.85,
11-01-2015,13 - 14,26.38,27.68,27.68,27.68,27.68,27.68,0.11,27.68,26.39,25.87,26.39,27.68,27.68,27.68,27.68,44.85,44.85,
11-01-2015,14 - 15,26.37,27.65,27.65,27.65,27.65,28.2,0.11,27.65,26.42,25.87,26.42,27.65,27.65,27.65,28.2,44.85,44.85,
11-01-2015,15 - 16,26.71,27.8,27.8,27.8,27.8,29.78,0.15,27.8,26.63,25.9,26.63,27.8,27.8,27.8,29.78,44.86,44.86,
11-01-2015,16 - 17,27.57,28.6,28.6,28.6,28.6,30.97,6.73,28.6,26.95,25.98,26.95,28.6,28.6,28.6,30.97,44.87,44.87,
11-01-2015,17 - 18,27.94,28.97,28.97,28.97,28.97,31.25,13.72,28.97,27.04,25.99,27.04,28.97,28.97,28.97,31.25,44.86,44.86,
11-01-2015,18 - 19,27.97,29.1,29.1,29.1,29.1,31.12,12.44,29.1,26.99,25.99,26.99,29.1,29.1,29.1,31.12,44.86,44.86,
11-01-2015,19 - 20,27.76,28.9,28.9,28.9,28.9,29.79,14.88,28.9,26.86,26,26.86,28.9,28.9,28.9,29.79,44.86,44.86,
11-01-2015,20 - 21,27.46,28.57,28.57,28.57,28.57,29.64,9.63,28.57,26.83,25.98,26.83,28.57,28.57,28.57,29.64,44.86,44.86,
11-01-2015,21 - 22,27.1,28.16,28.16,28.16,28.16,30.8,9.29,28.16,26.59,25.92,26.59,28.16,28.16,28.16,30.8,44.83,44.83,
11-01-2015,22 - 23,26.73,27.98,27.98,27.98,27.98,29.71,10.18,27.98,26.31,25.88,26.31,27.98,27.98,27.98,29.71,31.05,31.05,
11-01-2015,23 - 00,26.24,27.64,27.64,27.64,27.64,28.74,0.12,27.64,26.04,25.77,26.04,27.64,27.64,27.64,28.74,30.09,30.09,
12-01-2015,00 - 01,26.99,28.47,28.47,28.47,28.47,28.47,9.3,28.47,26.53,26.46,26.53,28.47,28.47,28.47,28.47,28.58,28.58,
12-01-2015,01 - 02,26.83,28.1,28.1,28.1,28.1,28.1,2.87,28.1,26.48,26.48,26.48,28.1,28.1,28.1,28.1,28.1,28.1,
12-01-2015,02 - 03,26.45,27.95,27.95,27.95,27.95,27.95,0.09,27.95,26.26,26.09,26.26,27.95,27.95,27.95,27.95,27.95,27.95,
12-01-2015,03 - 04,26.36,28.07,28.07,28.07,28.07,28.07,0.1,28.07,26.28,25.77,26.28,28.07,28.07,28.07,28.07,28.07,28.07,
12-01-2015,04 - 05,26.56,28.48,28.48,28.48,28.48,29.2,0.07,28.48,26.41,25.69,26.41,28.48,28.48,28.48,29.93,29.93,29.93,
12-01-2015,05 - 06,27.44,27.83,27.83,27.83,27.83,47.23,0.11,27.83,26.79,26.14,26.79,27.83,27.83,27.83,46.5,46.5,46.5,
12-01-2015,06 - 07,29.55,29.53,29.53,29.53,29.53,55.46,10.05,29.53,27.97,26.49,27.97,29.53,29.53,29.53,55.46,55.46,55.46,
12-01-2015,07 - 08,34.29,34.59,34.59,34.59,34.59,65.66,17.03,34.59,29.24,26.67,29.24,34.59,34.59,34.59,65.66,65.66,65.66,
12-01-2015,08 - 09,34.71,34.63,34.63,34.63,34.63,65.65,17.92,34.63,34.63,26.83,30.81,34.63,34.63,34.63,65.65,65.65,65.65,
12-01-2015,09 - 10,34.03,34.03,34.03,34.03,34.03,65.64,17.66,34.03,30.52,26.81,30.52,34.03,34.03,34.03,65.64,65.64,65.64,
12-01-2015,10 - 11,31.76,30.84,30.84,30.84,30.84,65.66,17.66,30.84,30.17,26.77,30.17,30.84,30.84,30.84,65.66,65.66,65.66,
12-01-2015,11 - 12,30.35,30.07,30.07,30.07,30.07,65.68,17.41,30.07,29.68,26.7,29.68,30.07,30.07,30.07,65.68,65.68,65.68,
12-01-2015,12 - 13,29.69,29.33,29.33,29.33,29.33,65.67,15.43,29.33,29.15,26.67,29.15,29.33,29.33,29.33,65.67,65.67,65.67,
12-01-2015,13 - 14,29.65,29.39,29.39,29.39,29.39,65.64,14.59,29.39,28.99,26.66,28.99,29.39,29.39,29.39,65.64,65.64,65.64,
12-01-2015,14 - 15,29.46,28.98,28.98,28.98,28.98,65.66,6.63,28.98,28.81,26.64,28.81,28.98,28.98,28.98,65.66,65.66,65.66,
12-01-2015,15 - 16,29.83,29.49,29.49,29.49,29.49,75,0.15,29.49,28.89,26.66,28.89,29.49,29.49,29.49,75,75,75,
12-01-2015,16 - 17,30.14,29.7,29.7,29.7,29.7,66.44,15.63,29.7,29.21,26.73,29.21,29.7,29.7,29.7,66.44,66.44,66.44,
12-01-2015,17 - 18,30.81,30.25,30.25,30.25,30.25,65.68,18.34,30.25,29.03,26.75,29.03,30.25,30.25,30.25,65.68,65.68,65.68,
12-01-2015,18 - 19,30.21,29.97,29.97,29.97,29.97,65.65,17.86,29.97,28.82,26.71,28.82,29.97,29.97,29.97,65.65,65.65,65.65,
12-01-2015,19 - 20,28.95,28.93,28.93,28.93,28.93,45.19,16.78,28.93,28.23,26.69,28.23,28.93,28.93,28.93,45.19,45.19,45.19,
12-01-2015,20 - 21,27.92,28.26,28.26,28.26,28.26,30.23,15.68,28.26,27.77,26.63,27.77,28.26,28.26,28.26,30.23,45.14,45.14,
12-01-2015,21 - 22,27.57,27.8,27.8,27.8,27.8,31.62,13.91,27.8,27.33,26.56,27.33,27.8,27.8,27.8,31.62,45.11,45.11,
12-01-2015,22 - 23,27.12,27.63,27.63,27.63,27.63,29.75,14.91,27.63,27.08,26.5,27.08,27.63,27.63,27.63,29.75,30.07,30.07,
12-01-2015,23 - 00,26.42,26.4,26.4,26.4,26.4,26.4,9.1,9.1,26.4,26.4,26.4,26.86,26.86,26.86,26.4,30.03,30.03,
13-01-2015,00 - 01,26.26,28.12,28.12,28.12,28.12,28.12,9.27,9.27,25.6,25.6,25.6,28.12,28.12,28.12,28.12,28.12,28.12,
13-01-2015,01 - 02,26.07,27.91,27.91,27.91,27.91,27.91,10.42,10.42,25.47,25.47,25.47,27.91,27.91,27.91,27.91,28.05,28.05,
13-01-2015,02 - 03,26.02,27.87,27.87,27.87,27.87,27.87,11.16,11.16,25.38,25.38,25.38,27.87,27.87,27.87,27.87,28.04,28.04,
13-01-2015,03 - 04,25.95,28.02,28.02,28.02,28.02,28.02,15.9,28.02,25.04,25.04,25.04,28.02,28.02,28.02,28.02,28.02,28.02,
13-01-2015,04 - 05,26.23,28.95,28.95,28.95,28.95,28.95,17.81,28.95,24.99,24.99,24.99,28.95,28.95,28.95,28.95,29.02,29.02,
13-01-2015,05 - 06,27.1,29.88,29.88,29.88,29.88,40.11,19.92,29.88,25.39,25.39,25.39,29.88,29.88,29.88,40.11,44.56,44.56,
13-01-2015,06 - 07,29.58,31.84,31.84,31.84,31.84,59.92,21.05,31.84,26.14,26.14,26.14,31.84,31.84,31.84,59.92,59.92,59.92,
13-01-2015,07 - 08,32.81,35.04,35.04,35.04,35.04,64.55,32.37,35.04,26.84,26.84,26.84,35.04,35.04,35.04,64.55,64.55,64.55,
13-01-2015,08 - 09,33.97,35.65,35.65,35.65,35.65,64.54,32.28,35.65,27.24,27.24,27.24,35.65,35.65,35.65,64.54,64.54,64.54,
13-01-2015,09 - 10,32.07,34.95,34.95,34.95,34.95,64.54,28.47,34.95,26.85,26.85,26.85,34.95,34.95,34.95,64.54,64.54,64.54,
13-01-2015,10 - 11,31.17,34.87,34.87,34.87,34.87,64.56,26.07,34.87,26.62,26.62,26.62,34.87,34.87,34.87,64.56,64.56,64.56,
13-01-2015,11 - 12,30.01,34.5,34.5,34.5,34.5,64.59,25.22,34.5,26.28,26.28,26.28,34.5,34.5,34.5,64.59,64.59,64.59,
13-01-2015,12 - 13,29.74,33.87,33.87,33.87,33.87,64.58,25.25,33.87,26.15,26.15,26.15,33.87,33.87,33.87,64.58,64.58,64.58,
13-01-2015,13 - 14,29.64,33.82,33.82,33.82,33.82,64.57,24.91,33.82,26.2,26.2,26.2,33.82,33.82,33.82,64.57,64.57,64.57,
13-01-2015,14 - 15,30.24,34.3,34.3,34.3,34.3,64.55,25.62,34.3,26.49,26.49,26.49,34.3,34.3,34.3,64.55,64.55,64.55,
13-01-2015,15 - 16,31.75,34.76,34.76,34.76,34.76,64.59,28.91,34.76,26.75,26.75,26.75,34.76,34.76,34.76,64.59,64.59,64.59,
13-01-2015,16 - 17,32.59,36.61,36.61,36.61,36.61,64.57,26.98,36.61,26.98,26.98,26.98,36.61,36.61,36.61,64.57,64.57,64.57,
13-01-2015,17 - 18,34.05,42.16,42.16,42.16,42.16,61.52,27.12,42.16,27.12,27.12,27.12,42.16,42.16,42.16,61.52,64.54,64.54,
13-01-2015,18 - 19,33.34,41.99,41.99,41.99,41.99,51.54,26.98,41.99,26.98,26.98,26.98,41.99,41.99,41.99,51.54,64.52,64.52,
13-01-2015,19 - 20,31.37,37.75,37.75,37.75,37.75,37.75,26.87,37.75,26.87,26.87,26.87,37.75,37.75,37.75,37.75,55.02,55.02,
13-01-2015,20 - 21,29.23,31.57,31.57,31.57,31.57,31.57,26.68,31.57,26.68,26.68,26.68,31.57,31.57,31.57,31.57,46.73,46.73,
13-01-2015,21 - 22,28.55,30.77,30.77,30.77,30.77,30.77,26.42,30.77,26.42,26.42,26.42,30.77,30.77,30.77,30.77,44.59,44.59,
13-01-2015,22 - 23,27.91,29.86,29.86,29.86,29.86,29.86,27.02,29.86,25.99,25.99,25.99,29.86,29.86,29.86,29.86,29.86,29.86,
13-01-2015,23 - 00,26.5,28.64,28.64,28.64,28.64,28.64,18.36,28.64,25.58,25.58,25.58,28.64,28.64,28.64,28.64,28.64,28.64,
14-01-2015,00 - 01,26.1,27.67,27.67,27.67,27.67,27.67,16.06,16.06,25.72,25.72,25.72,27.67,27.67,27.67,27.67,29.05,29.05,
14-01-2015,01 - 02,25.82,26,26,26,26,26,15.02,15.02,25.85,25.85,25.85,26.29,26.29,26.29,26,29.04,29.04,
14-01-2015,02 - 03,25.72,25.75,25.75,25.75,25.75,25.75,11.99,11.99,25.75,25.75,25.75,26.23,26.23,26.23,25.75,29.04,29.04,
14-01-2015,03 - 04,25.73,25.76,25.76,25.76,25.76,25.76,13.68,13.68,25.76,25.76,25.76,26.22,26.22,26.22,25.76,25.76,25.76,
14-01-2015,04 - 05,25.91,26.08,26.08,26.08,26.08,26.08,13.91,13.91,25.98,25.98,25.98,26.26,26.26,26.26,26.08,43.7,43.7,
14-01-2015,05 - 06,26.6,27.51,27.51,27.51,27.51,29.91,16.26,16.26,26.21,26.05,26.21,27.51,27.51,27.51,29.91,44.75,44.75,
14-01-2015,06 - 07,28.46,28.69,28.69,28.69,28.69,38.46,27.32,28.08,27.11,26.52,27.11,28.69,28.69,28.69,38.46,55.04,55.04,
14-01-2015,07 - 08,30.83,30.86,30.86,30.86,30.86,41.73,30.86,30.86,28.97,26.99,28.97,30.86,30.86,30.86,41.73,64.53,64.53,
14-01-2015,08 - 09,33.41,32.52,32.52,32.52,32.52,40.7,28.92,32.52,32.52,28.92,32.52,32.52,32.52,32.52,40.7,64.52,64.52,
14-01-2015,09 - 10,32.16,31.63,31.63,31.63,31.63,39.11,28.76,31.63,31.63,28.76,31.63,31.63,31.63,31.63,39.11,64.51,64.51,
14-01-2015,10 - 11,31.25,30.49,30.49,30.49,30.49,37.85,29,30.49,30.49,29,30.49,30.49,30.49,30.49,37.85,64.51,64.51,
14-01-2015,11 - 12,30.89,30.32,30.32,30.32,30.32,38.18,28.51,30.32,30.32,28.51,30.32,30.32,30.32,30.32,38.18,64.06,64.06,
14-01-2015,12 - 13,29.99,29.7,29.7,29.7,29.7,37.09,27.59,29.7,29.7,27.59,29.7,29.7,29.7,29.7,37.09,64.05,64.05,
14-01-2015,13 - 14,29.91,29.58,29.58,29.58,29.58,36.23,27.73,29.58,29.58,27.73,29.58,29.58,29.58,29.58,36.23,64.01,64.01,
14-01-2015,14 - 15,30.82,30.37,30.37,30.37,30.37,39.16,27.85,30.37,30.37,27.85,30.37,30.37,30.37,30.37,39.16,64.03,64.03,
14-01-2015,15 - 16,32.78,32.28,32.28,32.28,32.28,41.76,28.85,32.28,29.66,28.85,29.66,32.28,32.28,32.28,41.76,64.51,64.51,
14-01-2015,16 - 17,34.23,33.89,33.89,33.89,33.89,40.61,30.79,33.89,33.89,30.79,30.79,33.89,33.89,33.89,40.61,64.51,64.51,
14-01-2015,17 - 18,35.47,35.93,35.93,35.93,35.93,39.34,31.87,35.93,35.93,31.87,31.87,35.93,35.93,35.93,39.34,64.52,64.52,
14-01-2015,18 - 19,34.28,34.72,34.72,34.72,34.72,38.95,29.99,34.72,29.99,29.99,29.99,34.72,34.72,34.72,38.95,64,64,
14-01-2015,19 - 20,31.05,32.79,32.79,32.79,32.79,32.79,28.55,32.79,28.55,28.55,28.55,32.79,32.79,32.79,32.79,45.1,45.1,
14-01-2015,20 - 21,29.14,29.75,29.75,29.75,29.75,29.75,28.53,29.75,27.9,27.28,27.9,29.75,29.75,29.75,29.75,45.01,45.01,
14-01-2015,21 - 22,28.49,29.31,29.31,29.31,29.31,29.31,27.96,29.31,27.58,26.7,27.58,29.31,29.31,29.31,29.31,44.75,44.75,
14-01-2015,22 - 23,27.13,28.61,28.61,28.61,28.61,28.61,23.73,23.73,26.86,26.24,26.86,28.61,28.61,28.61,28.61,28.61,28.61,
14-01-2015,23 - 00,26.31,27.4,27.4,27.4,27.4,27.4,16.29,16.29,26.46,25.78,26.46,27.4,27.4,27.4,27.4,28.07,28.07,
15-01-2015,00 - 01,26.44,27.37,27.37,27.37,27.37,27.37,24.36,24.36,26.44,25.86,26.44,27.37,27.37,27.37,27.37,28.08,28.08,
15-01-2015,01 - 02,26.03,27.13,27.13,27.13,27.13,27.13,21.59,21.59,26.34,25.59,26.34,27.13,27.13,27.13,27.13,28.07,28.07,
