Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,
Data was last updated 12-11-2015,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
20-09-2014,00 - 01,"34,53","34,97","34,97","34,97","34,97","34,97","34,02","34,02","34,1","34,1","34,1","34,97","34,97","34,97","34,97","34,97","34,97"
20-09-2014,01 - 02,"33,86","33,97","33,97","33,97","33,97","33,97","32,03","32,03","33,97","33,97","33,97","33,97","33,97","33,97","33,97","33,97","33,97"
20-09-2014,02 - 03,"33,56","33,55","33,55","33,55","33,55","33,55","33,34","33,34","33,55","33,55","33,55","33,55","33,55","33,55","33,55","33,55","33,55"
20-09-2014,03 - 04,"33,51","33,45","33,45","33,45","33,45","33,45","33,45","33,45","33,45","33,45","33,45","33,45","33,45","33,45","33,45","33,51","33,51"
20-09-2014,04 - 05,"33,42","33,37","33,37","33,37","33,37","33,37","33,37","33,37","33,37","33,37","33,37","33,37","33,37","33,37","33,37","33,54","33,54"
20-09-2014,05 - 06,"33,59","33,53","33,53","33,53","33,53","33,53","33,53","33,53","33,53","33,53","33,53","33,53","33,53","33,53","33,53","34,01","34,01"
20-09-2014,06 - 07,"33,9","34,57","34,57","34,57","34,57","34,57","33,79","33,79","33,78","33,78","33,78","34,57","34,57","34,57","34,57","34,57","34,57"
20-09-2014,07 - 08,"34,83","36,44","36,44","36,44","36,44","36,44","36,44","36,44","33,9","33,9","33,9","36,44","36,44","36,44","36,44","36,44","36,44"
20-09-2014,08 - 09,"35,95","38,22","38,22","38,22","38,22","38,22","38,22","38,22","34,11","34,11","34,11","38,22","38,22","38,22","38,22","57,02","57,02"
20-09-2014,09 - 10,"36,11","38,65","38,65","38,65","38,65","38,65","42,05","42,05","33,8","33,8","33,8","38,65","38,65","38,65","38,65","70,07","70,07"
20-09-2014,10 - 11,"36,46","38,95","38,95","38,95","38,95","38,95","41,85","41,85","33,92","33,92","33,92","38,95","38,95","38,95","38,95","65,06","65,06"
20-09-2014,11 - 12,"36,33","38,55","38,55","38,55","38,55","38,55","43,17","43,17","33,9","33,9","33,9","38,55","38,55","38,55","38,55","65,01","65,01"
20-09-2014,12 - 13,"35,81","37,94","37,94","37,94","37,94","37,94","43,71","43,71","33,85","33,85","33,85","37,94","37,94","37,94","37,94","65,04","65,04"
20-09-2014,13 - 14,"35,17","37,12","37,12","37,12","37,12","37,12","37,12","37,12","33,84","33,84","33,84","37,12","37,12","37,12","37,12","65,03","65,03"
20-09-2014,14 - 15,"34,87","36,43","36,43","36,43","36,43","36,43","36,43","36,43","33,85","33,85","33,85","36,43","36,43","36,43","36,43","65,01","65,01"
20-09-2014,15 - 16,"34,9","36,43","36,43","36,43","36,43","36,43","36,43","36,43","33,9","33,9","33,9","36,43","36,43","36,43","36,43","57,07","57,07"
20-09-2014,16 - 17,"35,24","36,94","36,94","36,94","36,94","36,94","36,94","36,94","33,91","33,91","33,91","36,94","36,94","36,94","36,94","57,08","57,08"
20-09-2014,17 - 18,"35,83","37,95","37,95","37,95","37,95","37,95","41,94","41,94","33,95","33,95","33,95","37,95","37,95","37,95","37,95","57,09","57,09"
20-09-2014,18 - 19,"35,98","38,26","38,26","38,26","38,26","38,26","46,42","46,42","33,96","33,96","33,96","38,26","38,26","38,26","38,26","57,07","57,07"
20-09-2014,19 - 20,"36,61","39,09","39,09","39,09","39,09","39,09","49,37","49,37","34,05","34,05","34,05","39,09","39,09","39,09","70,05","70,05","70,05"
20-09-2014,20 - 21,"36,89","38,65","38,65","38,65","38,65","38,65","47,52","47,52","34,43","34,43","34,43","38,65","38,65","38,65","38,65","57,09","57,09"
20-09-2014,21 - 22,"36,05","37,75","37,75","37,75","37,75","37,75","40,95","40,95","34,26","34,26","34,26","37,75","37,75","37,75","37,75","37,75","37,75"
20-09-2014,22 - 23,"35,1","36,81","36,81","36,81","36,81","36,81","40,45","40,45","34,07","34,07","34,07","36,81","36,81","36,81","36,81","36,81","36,81"
20-09-2014,23 - 00,"33,62","33,8","33,8","33,8","33,8","33,8","33,04","33,04","33,8","33,8","33,8","33,8","33,8","33,8","33,8","34,01","34,01"
21-09-2014,00 - 01,"34,23","34,27","34,27","34,27","34,27","34,27","35,07","35,07","34,27","34,27","34,27","34,27","34,27","34,27","34,27","34,27","34,27"
21-09-2014,01 - 02,"33,11","33,25","33,25","33,25","33,25","33,25","32,45","32,45","33,25","33,25","33,25","33,25","33,25","33,25","34,01","34,01","34,01"
21-09-2014,02 - 03,"32,72","32,75","32,75","32,75","32,75","32,75","32,75","32,75","32,75","32,75","32,75","32,75","32,75","32,75","32,75","32,75","32,75"
21-09-2014,03 - 04,"32,28","32,31","32,31","32,31","32,31","32,31","32,31","32,31","32,31","32,31","32,31","32,31","32,31","32,31","32,31","32,31","32,31"
21-09-2014,04 - 05,"32,02","32,05","32,05","32,05","32,05","32,05","32,05","32,05","32,05","32,05","32,05","32,05","32,05","32,05","32,05","32,05","32,05"
21-09-2014,05 - 06,"31,88","31,92","31,92","31,92","31,92","31,92","31,92","31,92","31,92","31,92","31,92","31,92","31,92","31,92","31,92","31,92","31,92"
21-09-2014,06 - 07,"32,07","32,1","32,1","32,1","32,1","32,1","32,1","32,1","32,1","32,1","32,1","32,1","32,1","32,1","34,03","34,03","34,03"
21-09-2014,07 - 08,"32,34","32,42","32,42","32,42","32,42","32,42","32,33","32,33","32,33","32,33","32,33","32,42","32,42","32,42","57,03","57,03","57,03"
21-09-2014,08 - 09,"33,16","33,45","33,45","33,45","33,45","33,45","31,7","31,7","32,94","32,94","32,94","33,45","33,45","33,45","57,02","57,02","57,02"
21-09-2014,09 - 10,"34,63","35,28","35,28","35,28","35,28","35,28","35,28","35,28","34,04","34,04","34,04","35,28","35,28","35,28","61,01","61,01","61,01"
21-09-2014,10 - 11,"34,54","35,05","35,05","35,05","35,05","35,05","34,17","34,17","34,17","34,17","34,17","35,05","35,05","35,05",65,65,65
21-09-2014,11 - 12,"34,54","35,81","35,81","35,81","35,81","35,81","33,94","33,94","33,94","33,94","33,94","35,81","35,81","35,81","35,81","57,09","57,09"
21-09-2014,12 - 13,"34,33","35,2","35,2","35,2","35,2","35,2","33,62","33,62","33,62","33,62","33,62","35,2","35,2","35,2","35,2","57,07","57,07"
21-09-2014,13 - 14,"33,98","35,41","35,41","35,41","35,41","35,41","29,99","29,99","33,27","33,27","33,27","35,41","35,41","35,41","35,41","65,01","65,01"
21-09-2014,14 - 15,"33,61","35,27","35,27","35,27","35,27","35,27","24,97","24,97","32,82","32,82","32,82","35,27","35,27","35,27","35,27","65,06","65,06"
21-09-2014,15 - 16,"33,44","35,02","35,02","35,02","35,02","35,02","20,53","20,53",33,33,33,"35,02","35,02","35,02","35,02","79,81","79,81"
21-09-2014,16 - 17,"33,43","35,26","35,26","35,26","35,26","35,26","22,35","22,35","32,69","32,69","32,69","35,26","35,26","35,26","35,26","79,81","79,81"
21-09-2014,17 - 18,"34,36","36,5","36,5","36,5","36,5","36,5","30,5","30,5","33,34","33,34","33,34","36,5","36,5","36,5","38,72","79,82","79,82"
21-09-2014,18 - 19,"34,75","36,67","36,67","36,67","36,67","36,67","33,16","33,16","33,85","33,85","33,85","36,67","36,67","36,67","79,83","79,83","79,83"
21-09-2014,19 - 20,"36,84","37,97","37,97","37,97","37,97","37,97","38,06","38,06","34,53","34,53","34,53","37,97","37,97","37,97","79,85","79,85","79,85"
21-09-2014,20 - 21,"36,74","37,48","37,48","37,48","37,48","37,48","39,01","39,01","34,64","34,64","34,64","37,48","37,48","37,48","79,85","79,85","79,85"
21-09-2014,21 - 22,"34,41","34,9","34,9","34,9","34,9","34,9","33,07","33,07","34,09","34,09","34,09","34,9","34,9","34,9","34,9","57,07","57,07"
21-09-2014,22 - 23,"33,28","33,48","33,48","33,48","33,48","33,48","27,96","27,96","33,41","33,41","33,41","33,48","33,48","33,48","33,48","39,05","39,05"
21-09-2014,23 - 00,"32,62","32,65","32,65","32,65","32,65","32,65","14,24","14,24","32,65","32,65","32,65","32,65","32,65","32,65","32,65","33,6","33,6"
22-09-2014,00 - 01,"30,91","31,42","31,42","31,42","31,42","31,42","15,11","15,11","31,42","31,42","31,42","31,42","31,42","31,42","31,42","31,42","31,42"
22-09-2014,01 - 02,"30,34","30,8","30,8","30,8","30,8","30,8","14,27","14,27","30,8","30,8","30,8","30,8","30,8","30,8","30,8","30,8","30,8"
22-09-2014,02 - 03,"30,12","30,57","30,57","30,57","30,57","30,57","13,12","13,12","30,57","30,57","30,57","30,57","30,57","30,57","30,57","30,57","30,57"
22-09-2014,03 - 04,"30,19","30,67","30,67","30,67","30,67","30,67","9,85","9,85","30,67","30,67","30,67","30,67","30,67","30,67","30,67","30,67","30,67"
22-09-2014,04 - 05,"31,12","31,86","31,86","31,86","31,86","31,86","10,83","10,83","31,86","31,86","31,86","31,86","31,86","31,86","31,86","34,01","34,01"
22-09-2014,05 - 06,"32,6","32,8","32,8","32,8","32,8","32,8","15,1","15,1","32,8","32,8","32,8","32,8","32,8","32,8","32,8","34,1","34,1"
22-09-2014,06 - 07,"34,62","35,45","35,45","35,45","35,45","35,58","35,45","35,45","33,94","33,94","33,94","35,45","35,45","35,45","35,58","64,06","64,06"
22-09-2014,07 - 08,"36,05","36,96","36,96","36,96","36,96","38,46","40,09","40,09","34,74","34,74","34,74","36,96","36,96","36,96","38,46","79,83","79,83"
22-09-2014,08 - 09,"36,96","37,32","37,32","37,32","37,32","38,47","35,9","40,91","35,56","35,56","35,52","37,32","37,32","37,32","38,47","79,85","79,85"
22-09-2014,09 - 10,"35,73","36,47","36,47","36,47","36,47","38,46","36,47","36,47","34,41","34,41","34,41","36,47","36,47","36,47","38,46","79,84","79,84"
22-09-2014,10 - 11,"34,91","36,39","36,39","36,39","36,39","38,43","31,49","31,49","33,9","33,9","33,9","36,39","36,39","36,39","38,43","79,84","79,84"
22-09-2014,11 - 12,"34,69","36,26","36,26","36,26","36,26","38,47","29,62","29,62","33,75","33,75","33,75","36,26","36,26","36,26","38,47","79,85","79,85"
22-09-2014,12 - 13,"34,18","35,62","35,62","35,62","35,62","35,62","26,35","26,35","33,71","33,71","33,71","35,62","35,62","35,62","35,62","79,83","79,83"
22-09-2014,13 - 14,"34,27","35,88","35,88","35,88","35,88","36,07","28,04","28,04","33,68","33,68","33,68","35,88","35,88","35,88","36,07","79,81","79,81"
22-09-2014,14 - 15,"34,28","35,91","35,91","35,91","35,91","35,91","28,23","28,23","33,64","33,64","33,64","35,91","35,91","35,91","35,91","79,81","79,81"
22-09-2014,15 - 16,"34,29","36,06","36,06","36,06","36,06","36,06","30,86","30,86","33,58","33,58","33,58","36,06","36,06","36,06","36,06","79,81","79,81"
22-09-2014,16 - 17,"34,51","35,89","35,89","35,89","35,89","35,89","29,21","29,21","33,93","33,93","33,93","35,89","35,89","35,89","35,89","79,04","79,04"
22-09-2014,17 - 18,"34,96","36,26","36,26","36,26","36,26","36,43","31,51","31,51","34,35","34,35","34,35","36,26","36,26","36,26","36,43","79,82","79,82"
22-09-2014,18 - 19,"36,59","37,92","37,92","37,92","37,92","37,94",39,39,"34,72","34,72","34,72","37,92","37,92","37,92","37,94","79,85","79,85"
22-09-2014,19 - 20,"37,81","39,67","39,67","39,67","39,67","39,67","48,88","48,88","34,96","34,96","34,96","39,67","39,67","39,67","39,67","79,82","79,82"
22-09-2014,20 - 21,"37,4","38,49","38,49","38,49","38,49","38,49","38,49","43,78","35,63","35,63","35,08","38,49","38,49","38,49","38,49","65,09","65,09"
22-09-2014,21 - 22,"36,81","37,83","37,83","37,83","37,83","37,83","38,68","40,02","34,96","34,96","34,96","37,83","37,83","37,83","37,83","61,06","61,06"
22-09-2014,22 - 23,"34,91","35,36","35,36","35,36","35,36","35,36","34,51","34,51","34,64","34,64","34,64","35,36","35,36","35,36","35,36","38,06","38,06"
22-09-2014,23 - 00,"33,8","33,83","33,83","33,83","33,83","33,83","33,83","33,83","33,83","33,83","33,83","33,83","33,83","33,83","33,83","34,05","34,05"
23-09-2014,00 - 01,"33,13","33,16","33,16","33,16","33,16","33,16","33,16","33,16","33,16","33,16","33,16","33,16","33,16","33,16","33,16","34,06","34,06"
23-09-2014,01 - 02,"33,03","33,05","33,05","33,05","33,05","33,05","33,05","33,05","33,05","33,05","33,05","33,05","33,05","33,05","33,05","34,03","34,03"
23-09-2014,02 - 03,"32,95","32,97","32,97","32,97","32,97","32,97","32,97","32,97","32,97","32,97","32,97","32,97","32,97","32,97","32,97","32,97","32,97"
23-09-2014,03 - 04,"33,25","33,27","33,27","33,27","33,27","33,27","33,27","33,27","33,27","33,27","33,27","33,27","33,27","33,27","33,27","34,01","34,01"
23-09-2014,04 - 05,"33,72","33,84","33,84","33,84","33,84","33,84","32,25","32,25","33,84","33,84","33,84","33,84","33,84","33,84","33,84","34,04","34,04"
23-09-2014,05 - 06,"34,98","36,86","36,86","36,86","36,86","36,86","33,83","33,83","33,94","33,94","33,94","36,86","36,86","36,86","36,86","43,05","43,05"
23-09-2014,06 - 07,"37,58","39,75","39,75","39,75","39,75","39,75","44,37","44,37","34,14","34,14","34,14","39,75","39,75","39,75","39,75","65,06","65,06"
23-09-2014,07 - 08,"39,54","43,42","43,42","43,42","43,42","43,42","52,5","52,5","34,77","34,77","34,77","43,42","43,42","43,42","43,42","79,84","79,84"
23-09-2014,08 - 09,"41,23","48,17","48,17","48,17","48,17","48,17","50,94","50,94","34,79","34,79","34,79","48,17","48,17","48,17","48,17","79,86","79,86"
23-09-2014,09 - 10,"40,91","46,87","46,87","46,87","46,87","46,87","48,03","48,03","34,7","34,7","34,7","46,87","46,87","46,87","46,87","79,85","79,85"
23-09-2014,10 - 11,"39,44","44,03","44,03","44,03","44,03","44,03","44,03","44,03","34,54","34,54","34,54","44,03","44,03","44,03","44,03","79,84","79,84"
23-09-2014,11 - 12,"38,87","42,68","42,68","42,68","42,68","42,68","42,68","42,68","34,43","34,43","34,43","42,68","42,68","42,68","42,68","79,83","79,83"
23-09-2014,12 - 13,"38,44","40,55","40,55","40,55","40,55","40,55","40,55","40,55","34,31","34,31","34,31","40,55","40,55","40,55","40,55","79,82","79,82"
23-09-2014,13 - 14,"38,45","40,48","40,48","40,48","40,48","40,48","40,48","40,48","34,36","34,36","34,36","40,48","40,48","40,48","40,48","79,84","79,84"
23-09-2014,14 - 15,"38,19","40,16","40,16","40,16","40,16","40,16","40,16","40,16","34,31","34,31","34,31","40,16","40,16","40,16","40,16","79,83","79,83"
23-09-2014,15 - 16,"37,84","39,9","39,9","39,9","39,9","39,9","39,9","39,9","34,27","34,27","34,27","39,9","39,9","39,9","39,9","79,82","79,82"
23-09-2014,16 - 17,"37,89","40,01","40,01","40,01","40,01","40,01","40,01",41,"34,26","34,26","34,26","40,01","40,01","40,01","40,01","79,8","79,8"
23-09-2014,17 - 18,"38,42","41,88","41,88","41,88","41,88","41,88","45,88","45,88","34,16","34,16","34,16","41,88","41,88","41,88","41,88","79,81","79,81"
23-09-2014,18 - 19,"39,11","44,95","44,95","44,95","44,95","44,95","49,55","49,55","34,17","34,17","34,17","44,95","44,95","44,95","44,95","79,85","79,85"
23-09-2014,19 - 20,"39,43","45,89","45,89","45,89","45,89","45,89","69,3","69,3","34,29","34,29","34,29","45,89","45,89","45,89","45,89","79,85","79,85"
23-09-2014,20 - 21,"38,22","40,5","40,5","40,5","40,5","40,5","40,5","64,94","34,41","34,41","34,41","40,5","40,5","40,5","40,5","79,83","79,83"
23-09-2014,21 - 22,"37,52","39,53","39,53","39,53","39,53","39,53","39,53","47,33","34,39","34,39","34,39","39,53","39,53","39,53","39,53",61,61
23-09-2014,22 - 23,"36,51","37,97","37,97","37,97","37,97","37,97","40,43","41,99","34,28","34,28","34,28","37,97","37,97","37,97","37,97","38,07","38,07"
23-09-2014,23 - 00,"34,63","35,55","35,55","35,55","35,55","35,55","33,09","33,09","34,05","34,05","34,05","35,55","35,55","35,55","35,55","35,55","35,55"
24-09-2014,00 - 01,"33,79","33,98","33,98","33,98","33,98","33,98","32,71","32,71","33,9","33,9","33,9","33,98","33,98","33,98","33,98","34,55","34,55"
24-09-2014,01 - 02,"33,34","33,9","33,9","33,9","33,9","33,9","30,27","30,27","33,47","33,47","33,47","33,9","33,9","33,9","33,9","34,53","34,53"
24-09-2014,02 - 03,"33,03","33,55","33,55","33,55","33,55","33,55","32,54","32,54",33,33,33,"33,55","33,55","33,55","33,55","34,51","34,51"
24-09-2014,03 - 04,"32,96","33,84","33,84","33,84","33,84","33,84","25,96","25,96",33,33,33,"33,84","33,84","33,84","33,84","34,58","34,58"
24-09-2014,04 - 05,"33,48","35,26","35,26","35,26","35,26","35,26","26,17","26,17","33,14","33,14","33,14","35,26","35,26","35,26","35,26","35,26","35,26"
24-09-2014,05 - 06,"34,38","36,58","36,58","36,58","36,58","36,58","28,89","28,89","33,51","33,51","33,51","36,58","36,58","36,58","36,58","55,01","55,01"
24-09-2014,06 - 07,"36,99","38,9","38,9","38,9","38,9","40,59","41,1","41,1","34,03","34,03","34,03","38,9","38,9","38,9","40,59","65,01","65,01"
24-09-2014,07 - 08,"39,16","42,09","42,09","42,09","42,09","43,98","45,42","45,42","34,97","34,97","34,97","42,09","42,09","42,09","43,98","79,86","79,86"
24-09-2014,08 - 09,"40,41","48,74","48,74","48,74","48,74","48,74","49,94","49,94","34,96","34,96","34,96","48,74","48,74","48,74","48,74","79,87","79,87"
24-09-2014,09 - 10,"39,32","42,95","42,95","42,95","42,95","45,8","42,95","42,95","34,87","34,87","34,87","42,95","42,95","42,95","45,8","79,87","79,87"
24-09-2014,10 - 11,"37,92","39,27","39,27","39,27","39,27","44,31","39,27","39,27","34,64","34,64","34,64","39,27","39,27","39,27","44,31","79,86","79,86"
24-09-2014,11 - 12,"37,1","37,85","37,85","37,85","37,85","44,97","35,01","35,01","34,48","34,48","34,48","37,85","37,85","37,85","44,97","79,87","79,87"
24-09-2014,12 - 13,"36,87","38,01","38,01","38,01","38,01","40,69","34,19","34,19","34,19","34,19","34,19","38,01","38,01","38,01","40,69","79,87","79,87"
24-09-2014,13 - 14,"36,14","37,89","37,89","37,89","37,89","38,74","33,04","33,04","33,89","33,89","33,89","37,89","37,89","37,89","38,74","79,86","79,86"
24-09-2014,14 - 15,"36,28","37,77","37,77","37,77","37,77","38,41","35,05","35,05","34,2","34,2","34,2","37,77","37,77","37,77","38,41","79,85","79,85"
24-09-2014,15 - 16,"36,47","37,91","37,91","37,91","37,91","37,99",37,37,"34,31","34,31","34,31","37,91","37,91","37,91","37,99","79,83","79,83"
24-09-2014,16 - 17,"37,28","39,75","39,75","39,75","39,75","39,75","40,05","40,05","34,29","34,29","34,29","39,75","39,75","39,75","39,75","79,81","79,81"
24-09-2014,17 - 18,"38,23","41,92","41,92","41,92","41,92","44,95","41,92","42,95","34,26","34,26","34,26","41,92","41,92","41,92","44,95","79,81","79,81"
24-09-2014,18 - 19,"38,43","40,9","40,9","40,9","40,9","53,78","40,9","47,93","34,25","34,25","34,25","40,9","40,9","40,9","53,78","79,83","79,83"
24-09-2014,19 - 20,"39,22","43,43","43,43","43,43","43,43","45,85","43,43","52,91","34,58","34,58","34,58","43,43","43,43","43,43","45,85","79,85","79,85"
24-09-2014,20 - 21,"37,91","40,45","40,45","40,45","40,45","40,45","40,64","46,63","34,84","34,84","34,84","40,45","40,45","40,45","40,45","79,81","79,81"
24-09-2014,21 - 22,"36,99","38,82","38,82","38,82","38,82","38,82","41,32","41,32","34,77","34,77","34,77","38,82","38,82","38,82","38,82","55,08","55,08"
24-09-2014,22 - 23,"35,26","36,35","36,35","36,35","36,35","36,35","35,2","35,2","34,57","34,57","34,57","36,35","36,35","36,35","36,35","40,05","40,05"
24-09-2014,23 - 00,"33,89","34,97","34,97","34,97","34,97","34,97","30,53","30,53","33,86","33,86","33,86","34,97","34,97","34,97","34,97","34,97","34,97"
25-09-2014,00 - 01,"33,04","33,16","33,16","33,16","33,16","33,16","32,56","32,56","33,16","33,16","33,16","33,16","33,16","33,16","33,16","34,56","34,56"
25-09-2014,01 - 02,"32,53","32,85","32,85","32,85","32,85","32,85","27,74","27,74","32,85","32,85","32,85","32,85","32,85","32,85","32,85","34,54","34,54"
25-09-2014,02 - 03,"32,32","32,61","32,61","32,61","32,61","32,61","27,85","27,85","32,61","32,61","32,61","32,61","32,61","32,61","32,61","34,53","34,53"
25-09-2014,03 - 04,"32,13","32,37","32,37","32,37","32,37","32,37","25,35","25,35","32,37","32,37","32,37","32,37","32,37","32,37","32,37","34,6","34,6"
25-09-2014,04 - 05,"32,5","32,92","32,92","32,92","32,92","32,92","25,07","25,07","32,9","32,9","32,9","32,92","32,92","32,92","32,92","34,55","34,55"
25-09-2014,05 - 06,"33,79","34,83","34,83","34,83","34,83",38,"28,52","28,52","33,43","33,43","33,43","34,83","34,83","34,83",38,"45,08","45,08"
25-09-2014,06 - 07,"36,47","37,89","37,89","37,89","37,89","39,51","44,93","44,93","33,8","33,8","33,8","37,89","37,89","37,89","39,51","65,09","65,09"
25-09-2014,07 - 08,"38,1","38,81","38,81","38,81","38,81","49,94","36,22","53,98","34,65","34,65","34,65","38,81","38,81","38,81","49,94","93,02","93,02"
25-09-2014,08 - 09,"38,49","39,52","39,52","39,52","39,52","66,49","34,47","53,79","34,47","34,47","34,47","39,52","39,52","39,52","66,49","93,05","93,05"
25-09-2014,09 - 10,"38,2","38,92","38,92","38,92","38,92","69,36","34,56","49,83","34,56","34,56","34,56","38,92","38,92","38,92","69,36","93,04","93,04"
25-09-2014,10 - 11,"37,83","39,87","39,87","39,87","39,87","62,01","34,31","48,26","34,31","34,31","34,31","39,87","39,87","39,87","62,01","93,04","93,04"
25-09-2014,11 - 12,"37,35","39,04","39,04","39,04","39,04","61,25","34,09","42,91","34,09","34,09","34,09","39,04","39,04","39,04","61,25","93,03","93,03"
25-09-2014,12 - 13,"35,79","36,94","36,94","36,94","36,94","41,42","34,57","34,57","33,86","33,86","33,86","36,94","36,94","36,94","41,42","93,04","93,04"
25-09-2014,13 - 14,"34,83","36,81","36,81","36,81","36,81","37,07","32,8","32,8","33,51","33,51","33,51","36,81","36,81","36,81","37,07","93,01","93,01"
25-09-2014,14 - 15,"34,31","36,78","36,78","36,78","36,78","36,78","30,48","30,48","33,11","33,11","33,11","36,78","36,78","36,78","36,78","90,1","90,1"
25-09-2014,15 - 16,"34,18","36,37","36,37","36,37","36,37","36,45","32,04","32,04","33,12","33,12","33,12","36,37","36,37","36,37","36,45","90,04","90,04"
25-09-2014,16 - 17,"34,5","35,96","35,96","35,96","35,96","38,58","31,06","31,06","33,42","33,42","33,42","35,96","35,96","35,96","38,58","90,08","90,08"
25-09-2014,17 - 18,"35,53","36,1","36,1","36,1","36,1","57,66","35,24","35,24","33,74","33,74","33,74","36,1","36,1","36,1","57,66",93,93
25-09-2014,18 - 19,"36,65","37,39","37,39","37,39","37,39","93,05","38,25","41,97","34,02","34,02","34,02","37,39","37,39","37,39","93,05","93,05","93,05"
25-09-2014,19 - 20,"36,91","37,83","37,83","37,83","37,83","91,95","37,83","43,94","34,06","34,06","34,06","37,83","37,83","37,83","91,95","93,02","93,02"
25-09-2014,20 - 21,"36,24","37,38","37,38","37,38","37,38","38,97","38,4",40,"34,13","34,13","34,13","37,38","37,38","37,38","38,97","65,05","65,05"
25-09-2014,21 - 22,"34,82","35,79","35,79","35,79","35,79","37,92","34,96","34,96","33,88","33,88","33,88","35,79","35,79","35,79","37,92","61,02","61,02"
25-09-2014,22 - 23,"33,68","34,57","34,57","34,57","34,57","36,48","31,47","31,47","33,57","33,57","33,57","34,57","34,57","34,57","36,48","40,07","40,07"
25-09-2014,23 - 00,"32,7","33,03","33,03","33,03","33,03","33,03","27,29","27,29","33,03","33,03","33,03","33,03","33,03","33,03","33,03","38,01","38,01"
26-09-2014,00 - 01,"32,27","32,32","32,32","32,32","32,32","32,32","29,95","29,95","32,32","32,32","32,32","32,32","32,32","32,32","32,32","36,02","36,02"
26-09-2014,01 - 02,"32,19","32,27","32,27","32,27","32,27","32,27","28,57","28,57","32,27","32,27","32,27","32,27","32,27","32,27","32,27","35,59","35,59"
26-09-2014,02 - 03,"31,98","32,18","32,18","32,18","32,18","32,18","24,09","24,09","32,18","32,18","32,18","32,18","32,18","32,18","32,18","35,58","35,58"
26-09-2014,03 - 04,"31,93","32,09","32,09","32,09","32,09","32,09","24,03","24,03","32,09","32,09","32,09","32,09","32,09","32,09","32,09","35,6","35,6"
26-09-2014,04 - 05,"32,37","32,47","32,47","32,47","32,47","32,47","29,53","29,53","32,47","32,47","32,47","32,47","32,47","32,47","32,47","36,52","36,52"
26-09-2014,05 - 06,"32,83","32,72","32,72","32,72","32,72","38,87","25,74","25,74","32,72","32,72","32,72","32,72","32,72","32,72","38,87","46,09","46,09"
26-09-2014,06 - 07,"34,68","35,03","35,03","35,03","35,03","46,83","40,06","40,06","33,55","33,55","33,55","35,03","35,03","35,03","46,83","79,82","79,82"
26-09-2014,07 - 08,37,"38,17","38,17","38,17","38,17","62,46","41,57","47,1","34,12","34,12","34,12","38,17","38,17","38,17","62,46","79,9","79,9"
26-09-2014,08 - 09,"36,97","37,4","37,4","37,4","37,4","70,12","37,4","49,2","34,28","34,28","34,28","37,4","37,4","37,4","70,12","79,89","79,89"
26-09-2014,09 - 10,"36,07","36,88","36,88","36,88","36,88","59,99","36,88","42,95","33,95","33,95","33,95","36,88","36,88","36,88","59,99","79,89","79,89"
26-09-2014,10 - 11,"35,62","36,08","36,08","36,08","36,08","52,25","33,82","42,98","33,82","33,82","33,82","36,08","36,08","36,08","52,25","79,86","79,86"
26-09-2014,11 - 12,"34,96","35,52","35,52","35,52","35,52","49,82","33,55","41,12","33,55","33,55","33,55","35,52","35,52","35,52","49,82","79,85","79,85"
26-09-2014,12 - 13,"34,14","34,88","34,88","34,88","34,88","38,45","34,4","34,4","33,12","33,12","33,12","34,88","34,88","34,88","38,45","79,84","79,84"
26-09-2014,13 - 14,"33,52","34,52","34,52","34,52","34,52","37,89","31,38","31,38","32,66","32,66","32,66","34,52","34,52","34,52","37,89","79,81","79,81"
26-09-2014,14 - 15,"33,16","34,25","34,25","34,25","34,25","37,33","30,29","30,29","32,5","32,5","32,5","34,25","34,25","34,25","37,33","50,1","50,1"
26-09-2014,15 - 16,"32,87","34,16","34,16","34,16","34,16","36,41","31,25","31,25","32,44","32,44","32,44","34,16","34,16","34,16","36,41","50,08","50,08"
26-09-2014,16 - 17,"32,78","32,96","32,96","32,96","32,96","35,3","32,28","32,28","32,86","32,63","32,86","32,96","32,96","32,96","35,3","41,06","41,06"
26-09-2014,17 - 18,"33,91","34,13","34,13","34,13","34,13","40,4","33,03","37,65","33,46","33,03","33,46","34,13","34,13","34,13","40,4","79,09","79,09"
26-09-2014,18 - 19,"34,1","33,93","33,93","33,93","33,93","47,03","33,45","41,92","33,5","33,45","33,5","33,93","33,93","33,93","47,03","79,86","79,86"
26-09-2014,19 - 20,"34,11","33,69","33,69","33,69","33,69","43,08","33,61","43,92","33,69","33,61","33,69","33,69","33,69","33,69","43,08","79,8","79,8"
26-09-2014,20 - 21,"33,6","33,58","33,58","33,58","33,58","34,18","33,58","42,97","33,58","33,58","33,58","33,58","33,58","33,58","34,18","41,1","41,1"
26-09-2014,21 - 22,"32,97","32,99","32,99","32,99","32,99","32,99","32,99","35,05","32,99","32,99","32,99","32,99","32,99","32,99","32,99","46,06","46,06"
26-09-2014,22 - 23,"32,05","32,07","32,07","32,07","32,07","32,07","32,07","32,07","32,07","32,07","32,07","32,07","32,07","32,07","32,07","32,07","32,07"
