Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,
Data was last updated 24-04-2017,,,,,,,,,,,,,,,,,,
,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
28-08-2015,16.13,18.53,18.53,18.53,18.53,30.93,26.2,26.2,11.17,11.17,11.17,18.53,18.53,17.6,30.93,42.78,42.78,
29-08-2015,13.92,16.66,16.66,16.66,16.66,26.57,21.35,21.93,11.86,11.86,11.86,16.66,16.66,16.66,26.57,40.91,40.91,
30-08-2015,15.26,19.21,19.21,19.21,19.21,31.52,25.61,25.61,11.25,11.25,11.25,19.2,19.2,18.65,31.52,43.98,43.98,
31-08-2015,18.05,31.46,31.46,31.46,31.46,41.09,31.4,32.08,11.78,11.78,11.78,24.47,24.47,19.99,41.09,46.12,46.12,
01-09-2015,16.46,29.35,29.35,29.35,29.35,35.85,27.33,29.72,10.12,10.12,10.12,19.93,19.93,17.92,35.85,43.41,43.41,
02-09-2015,16.1,18.68,18.68,18.68,18.68,33.01,11.36,18.68,10.92,10.92,10.92,18.65,18.65,18.13,33.01,41.05,41.05,
03-09-2015,17.75,37.43,37.43,37.43,41.59,38.47,22.21,41.66,10.55,10.55,10.55,22.6,22.6,21.51,36.91,42.48,42.48,
04-09-2015,19.34,26.36,26.36,26.36,33.46,34.15,27.89,35.27,11.83,11.83,11.83,26.25,26.25,22.58,34.15,44.19,44.19,
05-09-2015,15.18,18.8,18.8,18.8,18.8,24.2,10.85,18.8,10.33,10.33,10.33,19.01,19.01,19.01,24.2,36.98,36.98,
06-09-2015,11.05,14.34,14.34,14.34,14.34,19.5,5.23,14.34,7.56,7.56,7.56,18.12,18.12,18.08,19.5,40.38,40.38,
07-09-2015,20.62,25.57,25.57,25.57,30.85,30.65,27.83,30.85,15.11,15.11,15.11,22.84,22.84,21.69,30.65,41.32,41.32,
08-09-2015,21.49,22.89,22.89,22.89,31.94,36.9,30.55,32.04,15.52,15.52,15.52,22.89,22.89,22.71,36.9,43.46,43.46,
09-09-2015,21.57,25.81,26.75,27.45,32.15,37.23,32.28,32.28,14.72,14.72,14.72,26.75,26.75,22.55,37.23,44.07,44.07,
10-09-2015,21.83,25.93,29.34,29.34,31.56,38.23,30.57,31.56,13.44,13.44,13.44,24.09,24.09,23.33,38.23,46.01,46.01,
11-09-2015,20.13,24.45,24.45,24.45,24.45,34.54,18.97,24.45,12.94,12.94,12.94,22.24,22.24,22.18,34.54,44.22,44.22,
12-09-2015,16.37,20.86,20.86,20.86,20.86,25.94,14.78,23.1,12.8,12.8,12.8,20.86,20.86,20.86,25.94,37.22,37.22,
13-09-2015,17.05,20.62,20.62,20.62,20.62,23.81,19.11,21.11,13.72,13.72,13.72,20.62,20.62,20.62,23.81,37.69,37.69,
14-09-2015,19.25,19.69,19.69,19.69,19.69,34.33,18.82,19.97,14.75,14.75,14.75,20.1,20.1,19.97,34.33,39.88,39.88,
15-09-2015,18.6,18.59,18.59,18.59,18.59,38.01,15.46,18.59,13.71,13.71,13.71,21.07,21.07,20.98,38.01,41.52,41.52,
16-09-2015,20.33,26.22,26.22,27.81,27.81,41.55,20.05,27.81,13.12,13.12,13.12,22.09,22.09,22.07,41.55,43.36,43.36,
17-09-2015,18.75,19.33,19.33,19.33,19.33,37.13,15.17,19.33,14.01,14.01,14.01,22.29,22.29,20.27,37.13,50.07,50.07,
18-09-2015,14.67,16.11,16.11,16.11,16.11,17.95,15.03,16.84,11.54,11.54,11.54,21.77,21.77,19.99,17.95,45.54,45.54,
19-09-2015,13.21,15.71,15.71,15.71,15.71,19.36,16.63,16.63,11.01,11.01,11.01,15.71,15.71,15.71,19.36,41.45,41.45,
20-09-2015,14.9,17.1,17.1,17.1,17.1,25.8,16.28,17.1,12.85,12.85,12.85,17.1,17.1,17.1,25.8,42.75,42.75,
21-09-2015,20.88,22.45,22.45,22.45,22.45,38.48,32.69,25.8,13.9,13.9,13.9,22.74,22.74,22.68,38.48,48.17,48.17,
22-09-2015,18.53,19.93,19.93,19.93,19.93,32.75,21.63,22.17,13.36,13.36,13.36,21.8,21.8,21.79,32.75,50.22,50.22,
23-09-2015,18.92,20.24,20.24,20.24,20.24,28.96,36.48,32.51,13.38,13.38,13.38,22.01,22.01,21.98,28.96,48.35,48.35,
24-09-2015,16.71,18.55,18.55,18.55,18.55,30.21,18.06,27.74,13.32,13.32,13.32,20.07,20.07,19.92,30.21,54.16,54.16,
25-09-2015,15.26,15.3,15.3,15.3,15.3,31.18,15.3,31.77,13.48,13.48,13.48,17.99,17.99,17.99,31.18,52.95,52.95,
26-09-2015,14.58,14.23,14.23,14.23,14.23,30.56,14.23,21.54,14.08,14.08,14.08,14.5,14.5,14.5,30.56,42.78,42.78,
27-09-2015,14.69,14.77,14.77,14.77,14.77,25.48,17.12,17.12,14.41,14.41,14.41,14.94,14.94,14.94,25.48,40.49,40.49,
28-09-2015,17.72,18.86,18.86,18.86,18.86,36.97,29.27,29.27,14.58,14.58,14.58,18.86,18.86,18.61,36.97,47.07,47.07,
29-09-2015,16.49,17.54,17.54,17.54,17.54,36.76,28.86,29.21,13.91,13.91,13.91,17.54,17.54,17.49,36.76,47.92,47.92,
30-09-2015,15.16,14.94,14.94,14.94,14.94,34.64,27.12,31.18,13.32,13.32,13.32,14.94,14.94,14.94,34.64,49.92,49.92,
01-10-2015,13.54,12.97,12.97,12.97,12.97,29.17,21.12,23.66,12.97,12.97,12.97,13.06,13.06,13.06,29.17,46.66,46.66,
02-10-2015,11.75,10.9,10.9,10.9,10.9,28.36,22.43,22.43,10.9,10.9,10.9,10.9,10.9,10.9,28.36,42.26,42.26,
03-10-2015,12.72,12.54,12.54,12.56,12.56,16.85,22.36,22.36,12.56,12.56,12.56,12.54,12.54,12.54,24.54,33.4,33.4,
04-10-2015,13.61,13.13,13.13,13.48,13.48,15.62,25,25,13.48,13.48,13.48,13.13,13.13,13.13,25.4,30.14,30.14,
05-10-2015,16.18,16.52,16.52,16.52,22.95,32.55,31.06,31.06,14.72,14.72,14.72,16.52,16.52,15.37,32.55,49.44,49.44,
06-10-2015,13.84,13.25,13.25,13.25,13.25,32.24,13.25,13.25,13.25,13.25,13.25,13.44,13.44,13.43,32.24,46.7,46.7,
07-10-2015,15.61,14.47,14.47,14.47,14.47,60.24,14.47,14.47,14.47,14.47,14.47,15.02,15.02,15.02,60.24,64.23,64.23,
08-10-2015,19.74,18.22,18.22,18.34,18.34,66.48,20.09,20.09,18.34,18.34,18.34,18.22,18.22,18.22,66.48,96.49,96.49,
09-10-2015,21.78,19.86,19.86,25.61,25.61,56.19,32.68,32.68,20.51,20.51,20.51,19.86,19.86,19.82,56.19,69.36,69.36,
10-10-2015,20.79,20.48,20.48,20.64,20.64,32.33,20.64,20.64,20.64,20.64,20.64,20.48,20.48,20.48,32.33,63.29,63.29,32.33
11-10-2015,20.21,20.13,20.13,20.13,20.13,23.73,20.13,20.17,20.13,20.13,20.13,20.13,20.13,20.13,23.73,64.79,64.79,23.73
12-10-2015,23.08,24.7,24.7,24.7,26.26,39.55,24.86,26.26,22.15,22.15,22.15,24.7,24.7,21.16,39.77,69.43,69.43,
13-10-2015,22.89,21.61,21.61,26.25,26.25,31.16,26.25,26.25,22.69,22.69,22.69,21.61,21.61,21.34,31.18,70.93,70.93,
14-10-2015,23.27,22.44,22.44,23.87,23.87,31.88,23.87,23.87,23.87,23.87,23.87,22.44,22.44,21.14,31.88,115.33,115.33,
15-10-2015,23.59,23.07,23.07,23.54,23.54,29.06,23.54,23.54,23.56,23.56,23.56,23.07,23.07,23.07,29.06,65.26,65.26,
16-10-2015,23.92,23.47,23.47,23.84,23.84,32.2,23.84,23.84,23.84,23.84,23.84,23.47,23.47,23.47,32.2,77.85,77.85,
17-10-2015,23.34,23.36,23.36,23.37,23.37,23.37,23.37,23.37,23.37,23.37,23.37,23.36,23.36,23.18,23.37,59.69,59.69,23.37
18-10-2015,23.77,23.96,23.96,23.96,24.48,23.96,24.54,24.54,23.95,23.95,23.95,23.96,23.96,22.81,23.96,54.92,54.92,23.96
19-10-2015,30.57,36.83,36.83,36.83,39.33,37.88,39.36,39.45,26.96,26.96,26.96,36.33,36.33,21.57,38.27,47.19,47.19,
20-10-2015,30.47,36.97,36.97,37.31,43.83,37.59,41.37,44.21,26.58,26.58,26.58,35.58,35.58,21.84,38.66,49.03,49.03,
21-10-2015,25.11,25.57,25.57,25.97,33.63,31.17,27.54,33.63,25.22,25.22,25.22,25.57,25.57,22.36,33.02,49.9,49.9,
22-10-2015,23.85,23.8,23.8,23.8,23.8,31.43,23.8,23.8,23.87,23.87,23.87,23.8,23.8,22.75,31.87,78.17,78.17,
23-10-2015,23.89,23.31,23.31,23.31,23.31,33.63,23.47,23.47,24.05,24.05,24.05,23.31,23.31,22.52,34.15,58.2,58.2,
24-10-2015,23.84,23.94,23.94,23.94,23.94,23.94,23.94,23.94,23.94,23.94,23.94,23.94,23.94,22.96,31.37,40.8,40.8,23.94
25-10-2015,23.09,23.01,23.01,23.01,23.01,23.01,23.04,23.04,23.25,23.25,23.25,23.01,23.01,22.45,26.14,36.85,36.85,23.01
26-10-2015,26.66,29.09,29.09,35.11,36.05,35.28,35.11,36.05,25.69,25.69,25.69,27.34,27.34,23.54,36.12,46.63,46.63,
27-10-2015,26.86,27.65,27.65,31.64,31.96,34.86,31.07,31.96,26.14,26.14,26.14,27.65,27.65,24.28,35.54,46.29,46.29,
28-10-2015,26.66,27.07,27.07,27.07,27.07,40.05,27.07,27.07,26.15,26.15,26.15,27.07,27.07,24.78,40.05,45.51,45.51,
29-10-2015,29.37,29.24,29.24,35.69,43.12,41.07,44.09,44.09,26.07,26.07,26.07,29.15,29.15,24.32,41.07,48,48,
30-10-2015,27.29,26.78,26.78,35.53,36.35,38.75,35.61,36.85,26.33,26.33,26.33,26.57,26.57,24.17,39.77,45.2,45.2,
31-10-2015,24.84,24.91,24.91,24.91,24.91,25.06,24.91,24.91,24.91,24.91,24.91,24.91,24.91,24.55,35.87,38.59,38.59,25.06
01-11-2015,24.52,24.51,24.51,24.51,24.51,24.51,25.56,25.56,24.62,24.62,24.62,24.48,24.48,24.09,31.28,37.69,37.69,24.51
02-11-2015,25.41,24.71,24.71,25.44,27.18,30.21,32.41,32.82,25.46,25.46,25.46,24.7,24.7,24.38,43.49,44.71,44.71,
03-11-2015,25.91,25.58,25.58,25.69,30.5,33.51,32.8,32.8,25.7,25.7,25.7,25.11,25.11,24.22,43.23,47.25,47.25,
04-11-2015,25.83,25.3,25.3,26.53,29.89,27.32,30.1,30.86,25.78,25.78,25.78,25.3,25.3,24.04,30.3,45.57,45.57,27.32
05-11-2015,26.06,27.02,27.02,27.02,27.02,41.98,27.02,27.02,25.44,25.44,25.44,25.19,25.19,22.48,43.14,51.75,51.75,
06-11-2015,25.74,25.72,25.72,25.72,25.72,36.5,25.82,26.67,25.14,25.14,25.14,25.28,25.28,22.85,36.86,48.19,48.19,
07-11-2015,23.15,22.99,22.99,22.99,22.99,29.75,22.74,22.74,23.13,23.13,23.13,22.99,22.99,21.95,29.75,47.02,47.02,29.75
08-11-2015,22.44,22.16,22.16,22.16,22.16,29.19,15.93,15.93,22.87,22.87,22.87,22.11,22.11,20.96,29.19,40.02,40.02,29.19
09-11-2015,22.91,22.59,22.59,22.59,22.59,36.18,21.84,22.18,22.72,22.72,22.72,22.66,22.66,20.48,36.18,49.25,49.25,
10-11-2015,22.71,22.24,22.24,22.24,22.24,34.43,21.61,21.61,22.78,22.78,22.78,22.24,22.24,19.61,34.43,47.06,47.06,
11-11-2015,24.23,24.35,24.35,24.35,24.35,34.11,24.35,24.35,24.11,24.11,24.11,24.35,24.35,21.27,34.11,44.87,44.87,
12-11-2015,24.28,24.33,24.33,24.33,24.33,33.91,24.33,24.33,24.17,24.17,24.17,24.33,24.33,22.05,33.91,46.97,46.97,
13-11-2015,23.28,23.28,23.28,23.28,23.28,31.33,23.28,23.28,23.28,23.28,23.28,23.29,23.29,21.91,31.33,43.3,43.3,
14-11-2015,20.67,20.62,20.62,20.62,20.62,21.25,20.62,20.62,20.72,20.72,20.72,20.71,20.71,20.43,21.25,43.46,43.46,21.25
15-11-2015,22.65,22.82,22.82,22.82,22.82,22.82,22.82,22.99,22.8,22.8,22.8,22.82,22.82,21.84,22.82,41.85,41.85,22.82
16-11-2015,23.92,23.8,23.8,23.8,23.8,32.77,23.8,23.8,23.8,23.8,23.8,23.8,23.8,22.64,32.77,51.26,51.31,
17-11-2015,24.76,24.98,24.98,24.98,24.98,31.75,24.98,24.98,24.57,24.57,24.57,24.98,24.98,22.55,31.75,45.28,46.6,
18-11-2015,24.34,24.18,24.18,24.18,24.18,31.95,24.18,24.26,24.18,24.18,24.18,24.18,24.18,22.64,31.95,46.98,46.98,
19-11-2015,24.83,24.64,24.64,24.64,24.64,35.38,22.06,22.06,24.63,24.63,24.63,24.64,24.64,23.2,35.38,45.63,45.63,
20-11-2015,27.5,26.83,26.83,27.27,27.27,34.19,27.33,27.27,27.27,26.53,26.53,26.79,26.79,23.66,34.19,45.97,45.97,
21-11-2015,24.91,24.85,24.85,24.88,24.88,25.72,24.88,24.88,24.88,24.86,24.86,24.85,24.85,24.44,25.72,45.56,45.56,25.72
22-11-2015,24.36,24.41,24.41,24.41,24.41,24.77,24.3,24.41,24.41,24.3,24.3,24.41,24.41,24.26,24.77,42.09,42.09,24.77
23-11-2015,41.14,26.99,26.99,61.75,61.75,63.34,47.29,61.75,38.15,35.26,35.26,25.72,25.72,24.41,63.34,66.61,66.61,
24-11-2015,25.72,25.05,25.05,25.39,25.39,36.86,25.39,25.39,25.39,25.39,25.39,24.3,24.3,24.29,36.86,47.6,47.69,
25-11-2015,31,28.18,28.18,32.54,32.83,32.93,32.54,32.83,30.7,30.7,30.7,25.64,25.64,24.27,32.93,43.56,43.56,
26-11-2015,28.24,25.24,25.24,33.35,33.41,33.57,33.25,33.41,33.24,26.47,26.47,24.97,24.97,24.15,33.57,43.87,44.99,
27-11-2015,22.72,22.57,22.57,22.57,22.57,31.18,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,31.18,47.45,47.45,
28-11-2015,20.68,20.68,20.68,20.68,20.68,20.68,20.32,20.68,20.7,20.7,20.7,20.68,20.68,20.68,20.68,35.68,35.68,
29-11-2015,19.59,19.81,19.81,19.81,19.81,19.81,12.71,19.81,19.81,19.81,19.81,19.89,19.89,19.89,19.81,42.13,42.13,
30-11-2015,22.73,22.54,22.54,22.54,22.54,30.34,18.52,18.96,22.78,22.77,22.77,22.61,22.61,21.89,30.34,44.12,44.12,
01-12-2015,23.83,23.09,23.09,23.98,23.98,33.64,23.69,23.98,23.98,23.65,23.65,23.2,23.2,22.39,33.64,41.85,41.85,
02-12-2015,25.32,27,27,27,27,40.07,23.99,27,24.39,23.99,23.99,27,27,22.54,40.07,45.6,45.6,
03-12-2015,24.6,23.29,23.29,25.83,25.83,33.29,25.6,25.83,25.83,25.6,25.6,23.29,23.29,21.6,33.29,44.28,44.28,
04-12-2015,20.71,20.53,20.53,20.53,20.53,29.63,20.53,20.53,20.53,20.53,20.53,20.77,20.77,20.35,29.63,41.08,41.08,
05-12-2015,16.06,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,18.51,18.51,18.51,15.23,33.79,33.79,
06-12-2015,12.78,11.36,11.36,11.36,11.36,11.36,11.29,11.36,11.36,11.36,11.36,18.65,18.65,18.65,11.36,27.09,27.09,
07-12-2015,21.14,19.68,19.68,23.41,24.45,28.49,23.41,24.45,23.25,23.25,23.25,20.63,20.63,19.63,28.49,42.32,42.32,
08-12-2015,21.86,23.46,23.46,23.46,23.46,31.29,21.36,23.46,21.36,21.36,21.36,23.54,23.54,19.65,31.29,43.84,43.84,
09-12-2015,19.68,19.33,19.33,19.33,19.33,30.84,19.33,19.33,19.33,19.33,19.33,20.15,20.15,19.4,30.84,42.83,42.83,
10-12-2015,18.62,18.05,18.05,18.05,18.05,29.16,18.05,18.05,18.05,18.05,18.05,19.46,19.46,19.28,29.16,42.07,42.07,
11-12-2015,20.08,19.71,19.71,19.71,19.71,36.84,19.71,19.71,19.71,19.71,19.71,20.06,20.06,19.43,36.84,39.02,39.02,
12-12-2015,19.79,19.68,19.68,19.68,19.68,26.97,19.68,19.68,19.68,19.68,19.68,19.93,19.93,19.82,26.97,33.26,33.26,
13-12-2015,21.96,22.26,22.26,23.6,23.6,25.72,23.26,23.6,21.33,21.33,21.33,22.26,22.26,20.28,25.72,38.52,38.52,
14-12-2015,34,30.24,30.24,38.56,38.56,40.49,38.43,38.56,29.32,27.98,24.85,27.33,27.33,20.8,40.49,44.03,44.1,
15-12-2015,27.81,22.14,22.14,37.77,37.81,38.57,37.77,37.81,21.51,21.51,21.51,21.94,21.94,19.72,38.57,44.68,44.68,
16-12-2015,30.16,27.88,27.88,34.85,34.85,36.33,33.95,34.85,22.07,22.07,22.07,27.37,27.37,19.81,36.33,44.98,44.98,
17-12-2015,26.69,27.69,27.69,29.12,29.12,35.12,28.74,29.12,20.61,20.61,20.61,27.65,27.65,18.39,35.12,43.85,43.85,
18-12-2015,18.51,18.19,18.19,18.19,18.19,29.84,18.19,18.19,18.19,18.19,18.19,18.19,18.19,17.76,29.84,44.08,44.08,
19-12-2015,15.53,15.52,15.52,15.52,15.52,17.34,15.16,15.52,15.5,15.5,15.5,15.52,15.52,15.52,17.34,39.7,39.7,
20-12-2015,12.82,12.82,12.82,12.82,12.82,12.82,12.82,12.82,12.82,12.82,12.82,12.84,12.84,12.84,12.82,37.12,37.12,
21-12-2015,13.46,13.25,13.25,13.25,13.25,21.76,13.01,13.25,13.25,13.25,13.25,14.19,14.19,14.19,22.07,41.39,41.39,
22-12-2015,12.94,13.09,13.09,13.09,13.09,20.44,10.68,11.47,13.09,13.09,13.09,13.09,13.09,13.09,21.98,34.21,34.21,
23-12-2015,11.89,11.89,11.89,11.89,11.89,16.91,11.44,11.53,11.89,11.8,11.89,11.89,11.89,11.89,16.91,33.8,33.8,
24-12-2015,10.51,10.94,10.94,10.94,10.94,10.94,9.74,10.81,10.31,10.04,10.31,10.94,10.94,10.94,12.61,28.8,28.8,
25-12-2015,8.74,8.93,8.93,8.93,8.93,8.93,8.26,8.66,8.92,8.73,8.92,8.99,8.99,09.02,8.93,23.83,23.83,
26-12-2015,11.97,12.13,12.13,12.13,12.13,12.13,11.07,12.13,11.7,11.21,11.7,12.13,12.13,12.13,12.13,25.41,25.41,
27-12-2015,13.83,14.73,14.73,14.73,14.73,18.79,10.05,14.73,13.72,11.9,13.72,14.73,14.73,14.73,20.33,30.91,30.91,
28-12-2015,21.19,18.85,18.85,18.85,19.83,39.83,17.71,19.83,18.05,17.56,18.03,17.99,17.99,17.99,39.83,41.07,41.07,
29-12-2015,16.44,16.22,16.22,16.22,16.22,33.65,14.91,16.22,16.19,14.91,16.19,16.22,16.22,16.22,33.65,42.06,42.06,
30-12-2015,16.01,15.66,15.66,15.66,15.66,31.78,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,31.78,39.02,39.02,
31-12-2015,15.47,15.28,15.28,15.28,15.28,25.16,13.68,15.28,15.28,15.28,15.28,15.28,15.28,15.28,25.16,34.14,34.14,
