Date,NO Prod,SE Prod,FI Prod,DK Prod,Nordic Prod,EE Prod,LV Prod,LT Prod,Baltic Prod,Total Prod
24-12-2018,380553,507818,219132,93676,1.20119e+06,16518,12446,5954,34918,1.23611e+06
25-12-2018,297668,465507,208388,125724,1.09729e+06,17916,10765,5728,34409,1.1317e+06
26-12-2018,336473,478809,203191,97652,1.11613e+06,19882,11266,9386,40534,1.15667e+06
27-12-2018,397067,504695,202332,107647,1.21175e+06,17421,13222,6742,37385,1.24913e+06
28-12-2018,470700,503956,204887,91363,1.27091e+06,17856,14285,7611,39752,1.31066e+06
29-12-2018,373348,487657,218876,93277,1.17317e+06,17580,14075,6760,38415,1.21159e+06
30-12-2018,366357,475073,207991,90931,1.14037e+06,15998,14611,4786,35395,1.17576e+06
31-12-2018,346854,530649,231294,102412,1.21122e+06,20123,15958,7200,43281,1.2545e+06
01-01-2019,315290,453820,191443,104087,1.06464e+06,19871,5849,14007,39727,1.10437e+06
02-01-2019,400696,526742,220049,104749,1.25224e+06,23924,13541,14989,52454,1.30469e+06
03-01-2019,492161,522413,232896,90796,1.33828e+06,24815,19036,17871,61722,1.4e+06
04-01-2019,418024,510016,213621,126504,1.26818e+06,25675,16944,9976,52595,1.32077e+06
05-01-2019,415984,465020,195174,81855,1.15804e+06,22533,15371,11236,49140,1.20718e+06
06-01-2019,432608,481411,199532,70109,1.18367e+06,24001,16344,6207,46552,1.23022e+06
07-01-2019,458316,512990,213638,103373,1.28834e+06,30143,17404,9923,57470,1.34580e+06
08-01-2019,393035,533069,201733,140199,1.22045e+06,28535,15680,10799,55014,1.27547e+06
09-01-2019,421593,564151,213524,130686,1.32996e+06,29744,20848,7475,58067,1.38803e+06
10-01-2019,510903,539734,226223,82904,1.35977e+06,37459,25200,7463,70122,1.42989e+06
11-01-2019,404485,550910,223573,129433,1.30841e+06,35679,16041,10689,62409,1.37082e+06
12-01-2019,370031,490122,216037,114810,1.19101e+06,29315,11614,8862,49791,1.24080e+06
13-01-2019,350664,476794,198034,121054,1.14656e+06,24637,12259,8278,45174,1.19173e+06
14-01-2019,409788,574510,218326,149673,1.35231e+06,28110,15270,10920,54300,1.40661e+06
15-01-2019,458832,539350,223225,129231,1.35065e+06,32222,15933,13111,61266,1.41191e+06
16-01-2019,464299,523714,219364,140245,1.34764e+06,35113,21535,9709,66357,1.41399e+06
17-01-2019,499997,538812,223890,111952,1.37466e+06,38222,14142,13759,66123,1.44078e+06
18-01-2019,549911,560177,226580,93175,1.42984e+06,36803,23257,11933,71993,1.50184e+06
19-01-2019,487437,532792,220794,87412,1.32844e+06,30301,14862,9894,55057,1.3835e+06
20-01-2019,474157,505769,232679,81147,1.29376e+06,31720,16304,8683,56707,1.35047e+06
21-01-2019,566360,526054,245907,114272,1.4526e+06,45861,25528,10474,81863,1.53446e+06
22-01-2019,574022,512707,248428,106549,1.38936e+06,44799,24957,8688,78444,1.4678e+06
23-01-2019,578620,521950,239922,105285,1.39131e+06,46400,25927,9268,81595,1.4729e+06
24-01-2019,596890,535327,246189,89416,1.41202e+06,44261,28056,9807,82124,1.49414e+06
25-01-2019,570255,524992,237723,99657,1.43264e+06,37739,24344,9689,71772,1.50441e+06
26-01-2019,477896,480638,229973,98693,1.28721e+06,29374,16761,5348,51483,1.33869e+06
27-01-2019,423038,505520,219106,110037,1.25771e+06,28592,17038,10566,56196,1.3139e+06
28-01-2019,510068,535588,250953,102124,1.39874e+06,38800,25359,11175,75334,1.47408e+06
29-01-2019,552944,529313,241899,98850,1.42301e+06,38847,25691,8985,73523,1.49653e+06
30-01-2019,556302,529371,227036,117923,1.43063e+06,40296,24866,8715,73877,1.50451e+06
31-01-2019,555280,542227,222896,129218,1.44963e+06,37288,26434,8742,72464,1.5221e+06
01-02-2019,536435,537161,224997,108933,1.40753e+06,39944,23347,7567,70858,1.47839e+06
02-02-2019,457458,500054,230080,91633,1.27923e+06,34022,16195,11676,61893,1.34113e+06
03-02-2019,426780,495946,236557,91467,1.25076e+06,27770,15995,7683,51448,1.30221e+06
04-02-2019,494411,522629,232370,139931,1.38935e+06,36124,23975,8370,68469,1.45782e+06
05-02-2019,510689,540771,214674,131812,1.34927e+06,36559,18201,12917,67677,1.41695e+06
06-02-2019,529802,542487,225677,105469,1.35469e+06,32670,19474,11823,63967,1.41866e+06
07-02-2019,472071,519181,220210,120948,1.33242e+06,24081,23545,9700,57326,1.38974e+06
08-02-2019,419075,527633,207302,134090,1.2881e+06,21895,21820,11298,55013,1.34312e+06
09-02-2019,369247,464023,189353,118287,1.14091e+06,22486,12894,13502,48882,1.18979e+06
10-02-2019,355664,442996,196237,91642,1.08655e+06,20947,12720,14317,47984,1.13453e+06
11-02-2019,409063,534439,203883,121220,1.2686e+06,19553,18574,12165,50292,1.3189e+06
12-02-2019,463747,542757,219171,100666,1.32634e+06,20492,16206,14070,50768,1.37711e+06
13-02-2019,395368,545053,213372,108721,1.26252e+06,19248,16241,16729,52218,1.31474e+06
14-02-2019,430023,543074,218775,89049,1.28093e+06,20402,17174,10788,48364,1.32929e+06
15-02-2019,402190,545911,215403,85077,1.24859e+06,20967,16871,11637,49475,1.29806e+06
16-02-2019,333840,491293,205899,104423,1.13547e+06,19119,9528,11260,39907,1.17538e+06
17-02-2019,358204,452171,204297,68251,1.08292e+06,18704,11207,7921,37832,1.12076e+06
18-02-2019,410244,528536,222912,86213,1.20389e+06,19572,15463,8839,43874,1.24776e+06
19-02-2019,376874,517587,204284,122763,1.22151e+06,20312,14285,12625,47222,1.26873e+06
20-02-2019,425314,538213,230965,91054,1.23776e+06,21366,18403,14420,54189,1.29195e+06
21-02-2019,453964,534946,224548,91436,1.25534e+06,20392,22852,10051,53295,1.30864e+06
22-02-2019,436502,559423,235484,87229,1.31864e+06,18753,23469,10031,52253,1.3709e+06
23-02-2019,343334,520161,208248,74011,1.14576e+06,21547,12129,10892,44568,1.19033e+06
24-02-2019,338774,488772,201247,69212,1.09801e+06,19110,8244,8755,36109,1.13412e+06
25-02-2019,401292,540121,213845,73743,1.22902e+06,22740,14693,10144,47577,1.27659e+06
26-02-2019,407718,518209,210410,61458,1.19781e+06,20099,16842,11975,48916,1.24673e+06
27-02-2019,383220,546803,218169,82367,1.18639e+06,19328,11220,10227,40775,1.22717e+06
28-02-2019,386945,531750,219650,72946,1.21131e+06,20333,14597,13585,48515,1.25982e+06
01-03-2019,465022,521690,227051,65110,1.27888e+06,19855,20941,14290,55086,1.33396e+06
02-03-2019,354243,515190,219877,83063,1.17238e+06,20458,19471,9751,49680,1.22206e+06
03-03-2019,318284,460367,202509,92484,1.07365e+06,16931,13742,12386,43059,1.11671e+06
04-03-2019,401020,516461,215221,109510,1.19624e+06,18963,20482,12378,51823,1.24806e+06
05-03-2019,438947,528459,231029,107030,1.30547e+06,21808,16357,13400,51565,1.35704e+06
06-03-2019,449835,522945,235783,109654,1.31822e+06,20651,25470,7466,53587,1.37181e+06
07-03-2019,394232,509438,210837,124725,1.23924e+06,24484,22601,13597,60682,1.29992e+06
08-03-2019,344196,530592,204169,134665,1.21363e+06,22824,16275,14519,53618,1.26725e+06
09-03-2019,336792,480797,198199,128014,1.14380e+06,23079,14784,13882,51745,1.19555e+06
10-03-2019,329940,497838,195370,92017,1.11517e+06,20355,20523,11556,52434,1.16761e+06
11-03-2019,421234,568900,227611,69086,1.28684e+06,21279,23849,11934,57062,1.3439e+06
12-03-2019,412779,536180,217714,124505,1.29119e+06,21375,26724,10357,58456,1.34964e+06
13-03-2019,354665,553019,219585,132376,1.25965e+06,20555,25512,13439,59506,1.31916e+06
14-03-2019,388939,511932,222366,107112,1.23035e+06,21620,25978,12327,59925,1.29027e+06
15-03-2019,386793,495096,202833,103141,1.18812e+06,21741,25359,11173,58273,1.24639e+06
16-03-2019,315807,454904,181478,105774,1.05797e+06,20511,19841,9065,49417,1.10739e+06
17-03-2019,303892,453814,178888,124281,1.06089e+06,21244,21786,9977,53007,1.11389e+06
18-03-2019,380898,512684,191666,119289,1.16225e+06,23378,21438,14397,59213,1.22146e+06
19-03-2019,431013,489161,191352,76101,1.18764e+06,22301,25662,12627,60590,1.24823e+06
20-03-2019,378596,517352,199668,97822,1.14996e+06,22154,21398,11473,55025,1.20498e+06
21-03-2019,338628,508522,202134,104336,1.15364e+06,20156,23810,11697,55663,1.2093e+06
22-03-2019,381008,496909,214195,73992,1.12146e+06,21905,23942,9313,55160,1.17662e+06
23-03-2019,302722,478048,212708,95031,1.08852e+06,20432,18187,10730,49349,1.13786e+06
24-03-2019,285652,451510,206249,94726,1.03815e+06,19485,19877,9578,48940,1.08709e+06
25-03-2019,359728,483630,199921,97559,1.14085e+06,19806,25461,8269,53536,1.19438e+06
26-03-2019,381785,488740,193680,104895,1.12524e+06,18918,27408,12846,59172,1.18442e+06
27-03-2019,373549,492677,202242,106123,1.17459e+06,19260,29047,8369,56676,1.23127e+06
28-03-2019,367370,512708,199920,84420,1.16443e+06,19477,28532,7902,55911,1.22034e+06
29-03-2019,321345,512015,192280,111011,1.13666e+06,19224,20764,14495,54483,1.19114e+06
30-03-2019,303720,464632,184196,82872,1.03542e+06,17471,17166,12152,46789,1.08221e+06
31-03-2019,284706,443208,164685,87372,979977,18067,16829,12963,47859,1.02784e+06
01-04-2019,376656,508226,200814,56769,1.14248e+06,21265,22598,11549,55412,1.19789e+06
02-04-2019,330592,489961,192849,110109,1.12352e+06,18897,18275,12949,50121,1.17364e+06
03-04-2019,403402,482539,193792,74447,1.15419e+06,21271,18787,15510,55568,1.20976e+06
04-04-2019,397442,466374,184177,85916,1.13392e+06,18467,22558,14994,56019,1.18994e+06
05-04-2019,390305,473875,179362,82787,1.12634e+06,16484,20549,12348,49381,1.17572e+06
06-04-2019,328781,425841,174832,54475,983933,18031,15651,11710,45392,1.02932e+06
07-04-2019,304915,429249,173672,41241,949083,19711,14403,7441,41555,990638
08-04-2019,369752,507020,205354,67756,1.14989e+06,19758,20249,7579,47586,1.19747e+06
09-04-2019,372985,504067,208573,75666,1.11848e+06,19527,20934,8555,49016,1.16749e+06
10-04-2019,407954,487861,207261,71735,1.17488e+06,21629,20168,6264,48061,1.22294e+06
11-04-2019,433149,463025,201283,64903,1.16237e+06,21533,18411,6952,46896,1.20927e+06
12-04-2019,426919,452188,193241,74480,1.14684e+06,20541,28058,9098,57697,1.20454e+06
13-04-2019,323964,421383,169511,86105,1.00096e+06,20214,21428,9161,50803,1.05176e+06
14-04-2019,293189,414661,170332,87662,965851,19302,10889,9801,39992,1.00584e+06
15-04-2019,378848,439624,177221,83913,1.07961e+06,20296,19993,8870,49159,1.12877e+06
16-04-2019,368020,434974,166427,93203,1.06264e+06,20363,20566,7897,48826,1.11146e+06
17-04-2019,359694,430325,165503,85440,1.04096e+06,20068,20887,8473,49428,1.09039e+06
18-04-2019,312554,411251,161931,63905,949638,19414,20967,7324,47705,997343
19-04-2019,247290,408023,157735,49238,862300,18742,13302,7575,39619,901919
20-04-2019,244554,400144,147892,33183,825779,18739,6380,7392,32511,858290
21-04-2019,223832,383329,171191,32532,810893,18042,11708,7460,37210,848103
22-04-2019,221658,372435,155974,69859,789191,18012,11216,8655,37883,827074
23-04-2019,262168,408761,171788,97864,940592,17302,11293,12127,40722,981314
24-04-2019,276562,431533,159137,94540,961775,18576,11694,16548,46818,1.00859e+06
25-04-2019,325345,428229,159933,61588,975105,18972,12855,12971,44798,1.0199e+06
26-04-2019,344075,432729,163440,54615,995227,19007,10250,10354,39611,1.03484e+06
27-04-2019,257207,412154,169677,35760,874804,15803,7973,7293,31069,905873
28-04-2019,275944,420891,166281,33476,896591,17564,9577,8090,35231,931822
29-04-2019,331680,442665,177558,50685,1.0026e+06,15857,16406,12244,44507,1.0471e+06
30-04-2019,315324,411722,173850,55667,956571,16072,19372,10819,46263,1.00283e+06
01-05-2019,254428,399238,166594,107471,927731,15628,8273,7074,30975,958706
02-05-2019,294942,456356,175559,128044,1.05491e+06,16168,6469,15394,38031,1.09294e+06
03-05-2019,325275,439214,189653,111250,1.0654e+06,17050,10691,10995,38736,1.10414e+06
04-05-2019,300977,403907,158898,81777,945565,15272,9421,7619,32312,977877
05-05-2019,283958,379480,158027,86227,907703,14744,8724,5564,29032,936735
06-05-2019,353532,417657,167965,115169,1.05434e+06,17573,15281,7899,40753,1.09509e+06
07-05-2019,378374,427111,175140,109223,1.08986e+06,18731,8464,10854,38049,1.12791e+06
08-05-2019,337929,418795,181300,59803,997829,19382,9441,6531,35354,1.03318e+06
09-05-2019,356099,436958,160336,66457,1.01986e+06,19777,12536,10898,43211,1.06307e+06
10-05-2019,345261,414384,161116,71270,992042,18645,14064,8084,40793,1.03284e+06
11-05-2019,263113,384580,143479,77254,868437,18037,7492,5558,31087,899524
12-05-2019,248674,395537,162959,86703,893892,15746,5820,5697,27263,921155
13-05-2019,316892,430842,172621,73253,957414,15272,11181,9215,35668,993082
14-05-2019,342488,399849,160624,40053,943020,16804,15005,9273,41082,984102
15-05-2019,340192,382124,148980,39074,910377,15000,17134,11467,43601,953978
16-05-2019,309264,396972,145588,69038,920876,15441,16809,12246,44496,965372
17-05-2019,280611,405304,144540,78516,908987,16140,16972,11666,44778,953765
18-05-2019,269227,368713,130583,41771,810290,11885,12861,7015,31761,842051
19-05-2019,271903,348916,132746,38330,791912,12080,13110,8524,33714,825626
20-05-2019,366123,379850,142343,39081,927411,13070,19921,12770,45761,973172
21-05-2019,343641,385382,137365,38199,904597,13042,20523,9731,43296,947893
22-05-2019,335357,374808,141819,65819,917822,12947,21481,8093,42521,960343
23-05-2019,348244,400129,141924,64723,955033,13964,23728,7337,45029,1.00006e+06
24-05-2019,338317,405277,150522,83177,977304,12652,22733,7139,42524,1.01983e+06
25-05-2019,280184,385083,136284,78681,880238,12490,8598,7976,29064,909302
26-05-2019,234326,392515,135098,59270,821212,13182,9940,10242,33364,854576
27-05-2019,316665,427280,158104,76679,978741,13053,14465,9679,37197,1.01594e+06
28-05-2019,337506,446873,165410,81651,1.03144e+06,12054,15825,7773,35652,1.0671e+06
29-05-2019,327494,463246,173923,58794,1.02347e+06,11154,15142,9689,35985,1.05946e+06
30-05-2019,251741,434595,181368,87111,954820,10354,14281,7692,32327,987147
31-05-2019,290704,445525,186971,38421,961631,12237,12764,10438,35439,997070
01-06-2019,247926,421638,172039,70880,912495,10751,7405,6228,24384,936879
02-06-2019,241922,406311,149588,45920,843760,10312,6430,9218,25960,869720
03-06-2019,336715,433367,155772,52818,978673,13565,17768,8337,39670,1.01834e+06
04-06-2019,334335,422662,157242,34528,948769,17102,15883,12016,45001,993770
05-06-2019,333015,434712,146669,48795,963203,15129,20067,10426,45622,1.00882e+06
06-06-2019,297205,427950,145532,59204,929899,13940,20084,10786,44810,974709
07-06-2019,312362,438581,145095,28181,924228,14807,19198,8868,42873,967101
08-06-2019,232002,388766,134960,86821,842560,8116,10668,6765,25549,868109
09-06-2019,243295,425418,141251,79989,889966,9086,5446,5983,20515,910481
10-06-2019,288439,445697,152094,41282,927517,8154,16633,9077,33864,961381
11-06-2019,333303,463313,148437,56732,1.00178e+06,8289,18435,9721,36445,1.03823e+06
12-06-2019,339297,472207,149004,40584,1.0011e+06,10424,12820,8824,32068,1.03317e+06
13-06-2019,336764,439777,159422,49474,985447,9509,20988,10621,41118,1.02656e+06
14-06-2019,356413,418572,153475,35345,963811,10523,16753,6992,34268,998079
15-06-2019,273128,408844,146620,45469,874061,7591,10700,6553,24844,898905
16-06-2019,267394,398805,148938,43458,858602,6873,9704,7435,24012,882614
17-06-2019,328786,439574,149511,37685,955571,8332,14546,8344,31222,986793
18-06-2019,322684,444225,147667,38731,953314,9233,19905,7047,36185,989499
19-06-2019,350719,432189,142320,33589,958830,10513,15710,7280,33503,992333
20-06-2019,327672,446580,139183,31523,944964,7473,16387,8098,31958,976922
21-06-2019,295312,423604,140861,36767,896559,8336,14899,7339,30574,927133
22-06-2019,251391,423317,146441,29363,850517,8371,11493,6564,26428,876945
23-06-2019,232764,404437,145733,26966,809906,7575,9326,5368,22269,832175
24-06-2019,329509,415998,139085,51598,936195,8461,9512,5838,23811,960006
25-06-2019,359805,413147,147920,50982,971867,8537,16360,8262,33159,1.00503e+06
26-06-2019,339248,425176,152360,61553,978343,11341,15587,8234,35162,1.01350e+06
27-06-2019,296458,451630,155260,81306,984659,9517,9628,13725,32870,1.01753e+06
28-06-2019,334631,438355,157369,37179,967546,10733,10534,13615,34882,1.00243e+06
29-06-2019,263141,433792,148309,38622,883879,6642,8735,9286,24663,908542
30-06-2019,224949,401119,137260,78700,842034,5046,6409,8587,20042,862076
01-07-2019,294082,444314,158996,94160,991566,10407,10742,15110,36259,1.02782e+06
02-07-2019,315312,420395,148835,108724,993273,12634,10480,15757,38871,1.03214e+06
03-07-2019,341501,412175,154614,88638,996943,11822,10740,11937,34499,1.03144e+06
04-07-2019,337749,416228,156131,101762,1.01188e+06,8042,10867,13775,32684,1.04457e+06
05-07-2019,335519,438701,149486,63767,987482,8715,12169,14303,35187,1.02267e+06
06-07-2019,284468,383609,134964,83999,887038,6159,6530,8085,20774,907812
07-07-2019,238419,360583,137594,90411,827018,5113,7288,7284,19685,846703
08-07-2019,341083,416536,153291,56669,967586,6750,12063,12169,30982,998568
09-07-2019,341964,415405,156793,62329,976503,8739,12220,9974,30933,1.00744e+06
10-07-2019,333601,420278,151749,47070,952708,7744,11832,9761,29337,982045
11-07-2019,350529,417128,154015,25800,947479,10001,12437,8441,30879,978358
12-07-2019,350766,405655,154089,19642,930171,9630,12326,7511,29467,959638
13-07-2019,290644,371023,135657,33923,831255,6625,8550,5201,20376,851631
14-07-2019,254507,351770,130312,36956,773555,6177,6486,5854,18517,792072
15-07-2019,312898,409741,147649,47151,917440,8940,12443,9500,30883,948323
16-07-2019,307997,419688,149227,43804,920729,10719,11368,9715,31802,952531
17-07-2019,341622,398309,146768,24762,911466,10456,11593,9134,31183,942649
18-07-2019,345272,391069,149420,27313,913086,9331,13122,9098,31551,944637
19-07-2019,332781,399900,146672,25583,904941,10108,12951,8239,31298,936239
20-07-2019,268885,332273,128603,49624,779401,5540,10118,5043,20701,800102
21-07-2019,251188,319435,127362,64725,762722,5264,8811,5916,19991,782713
22-07-2019,301629,356024,145067,51626,854350,8597,11103,12238,31938,886288
23-07-2019,318538,353222,144863,40481,857109,10760,13602,9844,34206,891315
24-07-2019,321634,346691,142374,36057,846775,11890,15690,8896,36476,883251
25-07-2019,316155,357160,139920,41599,854848,11996,15895,9372,37263,892111
26-07-2019,309825,353737,140734,47192,851493,11751,14295,10884,36930,888423
27-07-2019,248755,313471,129280,78012,769525,8053,11134,8334,27521,797046
28-07-2019,250481,320956,134097,60857,766400,7932,9629,7991,25552,791952
29-07-2019,323140,352316,151117,29369,855948,11790,13471,11639,36900,892848
30-07-2019,337513,358404,156254,27914,880090,12211,12382,9317,33910,914000
31-07-2019,341244,356081,147766,35851,880952,12007,11703,9119,32829,913781
01-08-2019,355284,333872,141911,25497,856563,11114,12450,8318,31882,888445
02-08-2019,354814,336787,142218,20900,854730,10795,13018,8355,32168,886898
03-08-2019,304442,280044,124344,26255,735086,7068,12252,5931,25251,760337
04-08-2019,304467,264657,127000,28994,725123,7484,15065,5671,28220,753343
05-08-2019,348829,344393,137241,22933,853394,15226,17919,9497,42642,896036
06-08-2019,348042,331218,132026,48185,859484,14967,19128,9474,43569,903053
07-08-2019,339984,339704,136333,47229,863256,14418,18810,9797,43025,906281
08-08-2019,334086,315646,133402,64738,847888,14758,17501,10291,42550,890438
09-08-2019,348998,322476,129693,43328,844496,13856,18857,9437,42150,886646
10-08-2019,257425,292222,115500,82143,747295,7367,10025,5346,22738,770033
11-08-2019,224261,310781,128128,86818,750001,8278,12656,6855,27789,777790
12-08-2019,305196,360587,142276,80793,888855,13942,12584,10898,37424,926279
13-08-2019,330895,344354,143948,47854,867057,15592,12369,8487,36448,903505
14-08-2019,319154,353568,137115,45421,855268,19521,12432,8834,40787,896055
15-08-2019,303645,355026,137102,46996,842771,16580,12288,8837,37705,880476
16-08-2019,319308,354479,134437,46413,854639,14455,19181,10237,43873,898512
17-08-2019,252257,334667,129847,76310,793086,8932,2919,5140,16991,810077
18-08-2019,275258,321329,131895,32543,761038,8794,8382,6268,23444,784482
19-08-2019,295559,377495,145168,75047,864634,12915,16264,11236,40415,905049
20-08-2019,336758,391031,138370,54533,920699,13096,19748,7776,40620,961319
21-08-2019,344407,376721,133813,43934,898881,14743,22687,8868,46298,945179
22-08-2019,336908,375333,127590,63343,903182,14549,23195,9074,46818,950000
23-08-2019,340779,379874,130851,56821,908339,13027,24889,10316,48232,956571
24-08-2019,314253,323283,114507,23888,775940,7981,16816,5974,30771,806711
25-08-2019,296015,319224,121562,29311,766119,6253,11285,4445,21983,788102
26-08-2019,351386,389610,135485,35854,912345,10425,24342,9638,44405,956750
27-08-2019,355745,386038,131847,40961,914602,10259,23883,8934,43076,957678
28-08-2019,347988,379246,135069,39020,901333,14602,25832,11717,52151,953484
29-08-2019,356265,375746,141222,36270,909515,15641,25646,10310,51597,961112
30-08-2019,360336,356310,139915,48846,905420,15558,25121,9646,50325,955745
31-08-2019,322604,315001,121128,39142,797886,11025,14813,4206,30044,827930
01-09-2019,300067,316137,121767,42489,780458,13230,9558,6877,29665,810123
02-09-2019,348157,360091,143280,61084,912625,16580,17256,10871,44707,957332
03-09-2019,355371,372148,134571,75404,937505,16167,21311,9087,46565,984070
04-09-2019,363666,381444,132020,63201,940342,16673,20958,10724,48355,988697
05-09-2019,334360,373005,142728,79710,929805,18504,20998,12879,52381,982186
06-09-2019,356986,371511,146458,77604,952560,17954,20993,15521,54468,1.00703e+06
07-09-2019,370893,345639,122718,39152,878417,15883,17336,10884,44103,922520
08-09-2019,375620,330736,111242,20112,837719,16984,18658,7428,43070,880789
09-09-2019,382396,389493,133776,33530,904765,19537,21943,12279,53759,958524
10-09-2019,351068,381826,128066,66104,927070,20007,21014,15025,56046,983116
11-09-2019,343961,374448,134033,86102,938551,19274,22063,12869,54206,992757
12-09-2019,362795,398921,141498,74998,978214,19001,23174,13127,55302,1.03352e+06
13-09-2019,365711,387007,138993,74849,966570,13200,23731,13486,50417,1.01699e+06
14-09-2019,367458,354517,128386,74016,924380,12074,8203,11846,32123,956503
15-09-2019,307565,355806,132052,112536,907973,11349,7663,12187,31199,939172
16-09-2019,374764,417127,143067,102543,1.03751e+06,14101,15723,16456,46280,1.08379e+06
17-09-2019,380146,402478,146093,102760,1.0315e+06,12030,16364,11552,39946,1.07144e+06
18-09-2019,385154,399886,152310,88845,1.02619e+06,12782,18265,10313,41360,1.06755e+06
19-09-2019,405632,423193,152449,48498,1.02978e+06,12003,20724,10012,42739,1.07252e+06
20-09-2019,403768,399653,155942,68173,1.02755e+06,12529,19435,9956,41920,1.06947e+06
21-09-2019,353607,338939,131828,34513,858895,9827,7199,8687,25713,884608
22-09-2019,327318,327548,139923,40429,835227,9330,6465,6753,22548,857775
23-09-2019,380656,399187,162377,85019,1.02725e+06,11658,17760,11250,40668,1.06792e+06
24-09-2019,393998,414755,158673,36479,1.00392e+06,14364,23496,9632,47492,1.05141e+06
25-09-2019,390420,400626,156051,48938,996030,15738,23438,9948,49124,1.04515e+06
26-09-2019,383715,386034,160237,66707,996707,17135,24567,8616,50318,1.04702e+06
27-09-2019,370129,386424,156031,54786,967370,16195,21948,8541,46684,1.01405e+06
28-09-2019,295368,326858,144598,76561,843399,12386,17089,9896,39371,882770
29-09-2019,284053,335669,137183,56267,813190,12457,17215,8097,37769,850959
30-09-2019,345555,386273,156453,97591,985881,14512,20431,9338,44281,1.03016e+06
01-10-2019,351966,452165,173250,65360,1.04275e+06,17174,15471,12965,45610,1.08836e+06
02-10-2019,346312,454254,177390,84589,1.06256e+06,13578,12632,8110,34320,1.09688e+06
03-10-2019,379394,447392,180167,44618,1.05158e+06,12378,18939,8277,39594,1.09118e+06
04-10-2019,406501,452452,179063,70655,1.10869e+06,12539,16818,9305,38662,1.14735e+06
05-10-2019,368458,439582,159204,73171,1.04043e+06,7878,8795,6286,22959,1.06339e+06
06-10-2019,337980,416592,150003,56192,960779,7424,9529,4977,21930,982709
07-10-2019,407684,450078,177610,57136,1.09252e+06,12270,20290,13629,46189,1.13871e+06
08-10-2019,394859,426279,183581,84459,1.08919e+06,14392,21493,11809,47694,1.13688e+06
09-10-2019,378539,419447,180336,81095,1.05942e+06,15585,24394,10910,50889,1.11031e+06
10-10-2019,359545,407618,177058,84900,1.02914e+06,17134,23802,9180,50116,1.07925e+06
11-10-2019,337848,408986,171893,102401,1.02114e+06,15399,18628,13788,47815,1.06895e+06
12-10-2019,331194,373671,142377,101934,949182,12362,6409,12702,31473,980655
13-10-2019,344796,372901,141267,62560,921531,11524,7290,7365,26179,947710
14-10-2019,388994,422444,166656,82447,1.06055e+06,14004,20995,15220,50219,1.11077e+06
15-10-2019,408097,418475,168474,73854,1.06891e+06,14130,23877,10603,48610,1.11752e+06
16-10-2019,405096,422985,169304,45831,1.04323e+06,14255,21332,11579,47166,1.0904e+06
17-10-2019,399783,414984,182483,56818,1.05408e+06,15348,23285,13080,51713,1.10579e+06
18-10-2019,363774,397481,179344,66496,1.0071e+06,15541,19069,8244,42854,1.04995e+06
19-10-2019,302639,414179,158649,82304,957775,14039,8082,5520,27641,985416
20-10-2019,337845,417099,157199,35407,947557,13639,5334,5778,24751,972308
21-10-2019,408931,460816,175294,42667,1.08772e+06,13981,18694,7792,40467,1.12819e+06
22-10-2019,352324,503232,180330,67127,1.10302e+06,13244,18684,8104,40032,1.14306e+06
23-10-2019,380730,491917,174387,57526,1.10456e+06,11691,16426,10184,38301,1.14286e+06
24-10-2019,370345,470736,171295,71271,1.08366e+06,11138,16551,9245,36934,1.12059e+06
25-10-2019,312412,490317,171832,101762,1.07634e+06,14129,11098,11732,36959,1.11329e+06
26-10-2019,269447,461415,165861,75762,972485,12265,9999,12054,34318,1.0068e+06
27-10-2019,314418,459907,167210,100454,1.04199e+06,10530,8447,12898,31875,1.07387e+06
28-10-2019,422484,489448,186826,71647,1.17042e+06,13248,16648,8640,38536,1.20896e+06
29-10-2019,442175,511904,198963,53523,1.20658e+06,14759,18939,9288,42986,1.24956e+06
30-10-2019,455772,504716,202379,59158,1.22203e+06,15274,21765,7890,44929,1.26696e+06
31-10-2019,401562,520936,197138,55922,1.17557e+06,14948,20091,8174,43213,1.21878e+06
01-11-2019,352212,498342,185939,85082,1.12158e+06,14263,16530,6760,37553,1.15913e+06
02-11-2019,310051,452206,172246,79360,1.01387e+06,12079,6701,11584,30364,1.04423e+06
03-11-2019,321260,487796,162714,61575,1.03336e+06,10296,5988,7911,24195,1.05755e+06
04-11-2019,426639,510740,177510,111994,1.22689e+06,16981,10755,8078,35814,1.2627e+06
05-11-2019,481030,513421,194301,91316,1.28008e+06,18073,15587,11071,44731,1.32481e+06
06-11-2019,501443,494651,199250,59838,1.25519e+06,20312,23754,10905,54971,1.31016e+06
07-11-2019,496930,481993,197672,65290,1.24188e+06,19915,22717,6531,49163,1.29105e+06
08-11-2019,510200,489317,192947,69308,1.26179e+06,19545,23306,7677,50528,1.31232e+06
09-11-2019,453282,462857,170745,51635,1.13853e+06,12111,9303,6476,27890,1.16642e+06
10-11-2019,422372,460379,173766,51053,1.10758e+06,14020,10733,7212,31965,1.13955e+06
11-11-2019,482866,496594,183711,95648,1.25883e+06,12848,20511,4493,37852,1.29668e+06
12-11-2019,448424,494193,188726,122577,1.25392e+06,17957,16467,10339,44763,1.29868e+06
13-11-2019,459640,464630,187071,101898,1.21326e+06,19054,24793,10203,54050,1.26730e+06
14-11-2019,461010,464802,176967,72632,1.17542e+06,19451,25895,8934,54280,1.2297e+06
