Date,NO Prod,SE Prod,FI Prod,DK Prod,Nordic Prod,EE Prod,LV Prod,LT Prod,Baltic Prod,Total Prod
01-02-2018,473233,553591,237697,122774,1.38733e+06,33061,27099,10256,70416,1.45774e+06
02-02-2018,544628,560885,235292,110600,1.39581e+06,32351,25994,8488,66833,1.46265e+06
03-02-2018,546315,557605,233942,95113,1.43299e+06,27034,17285,7376,51695,1.48468e+06
04-02-2018,504848,526739,225741,119818,1.37715e+06,27298,18548,9225,55071,1.43222e+06
05-02-2018,571987,558010,240557,89542,1.4601e+06,34242,34356,11602,80200,1.5403e+06
06-02-2018,588417,551499,252546,92272,1.48474e+06,31223,27831,11310,70364,1.55510e+06
07-02-2018,597123,556449,244065,107451,1.5051e+06,36345,25300,11577,73222,1.57832e+06
08-02-2018,584027,559535,237462,110290,1.49132e+06,42169,24029,8093,74291,1.56561e+06
09-02-2018,545679,558542,239310,119503,1.46304e+06,40139,22723,7724,70586,1.53363e+06
10-02-2018,521579,535392,212932,98397,1.36831e+06,30729,14929,6640,52298,1.42061e+06
11-02-2018,406228,512931,203586,132435,1.25519e+06,27535,13845,7133,48513,1.3037e+06
12-02-2018,488077,570584,220901,134449,1.41401e+06,37523,22890,11141,71554,1.48557e+06
13-02-2018,549326,544887,229895,96870,1.42098e+06,40648,24304,7990,72942,1.49392e+06
14-02-2018,524364,531800,226435,112419,1.39502e+06,38308,24089,7148,69545,1.46456e+06
15-02-2018,449941,573259,232378,137680,1.39327e+06,37634,25037,7516,70187,1.46346e+06
16-02-2018,523614,544580,222676,106173,1.39705e+06,38019,24309,8960,71288,1.46834e+06
17-02-2018,539783,495510,216276,76377,1.32795e+06,30828,23276,6544,60648,1.3886e+06
18-02-2018,489119,485805,213268,92856,1.28106e+06,27394,21997,6746,56137,1.3372e+06
19-02-2018,564179,540403,233303,94418,1.43232e+06,30561,31509,9069,71139,1.50345e+06
20-02-2018,577325,534788,232641,102678,1.44744e+06,32588,30303,9302,72193,1.51963e+06
21-02-2018,560406,526233,238692,91688,1.41703e+06,35347,30535,8261,74143,1.49117e+06
22-02-2018,560359,515578,240344,93623,1.40992e+06,33815,31647,8482,73944,1.48386e+06
23-02-2018,547504,527287,235296,90489,1.40059e+06,28235,30926,7480,66641,1.46723e+06
24-02-2018,466986,494980,224387,95385,1.28174e+06,21313,27946,9362,58621,1.34036e+06
25-02-2018,454013,505179,237410,96756,1.29336e+06,21892,22023,6777,50692,1.34406e+06
26-02-2018,527743,575431,252099,125056,1.48034e+06,30766,30027,9374,70167,1.55051e+06
27-02-2018,551264,605659,244099,160787,1.56182e+06,33451,31416,12902,77769,1.63959e+06
28-02-2018,561717,584123,241397,156691,1.54393e+06,37228,32292,14783,84303,1.62824e+06
01-03-2018,544450,562079,236267,146073,1.4889e+06,39318,35715,13964,88997,1.57789e+06
02-03-2018,552609,555929,227548,136628,1.47272e+06,38210,31071,13564,82845,1.55557e+06
03-03-2018,517674,494975,212165,108017,1.33284e+06,29756,25246,7043,62045,1.39489e+06
04-03-2018,476959,468542,213761,115734,1.275e+06,29058,24218,5640,58916,1.33391e+06
05-03-2018,534503,547422,235135,131602,1.44867e+06,40039,33965,8214,82218,1.53088e+06
06-03-2018,541803,545407,244342,100971,1.43253e+06,40668,22618,8367,71653,1.50418e+06
07-03-2018,538394,550281,247099,104081,1.43987e+06,39860,21495,10853,72208,1.51208e+06
08-03-2018,504632,518721,233147,85699,1.29366e+06,37740,20820,6492,65052,1.35871e+06
09-03-2018,500286,521717,227842,91170,1.34100e+06,38694,19300,9775,67769,1.40877e+06
10-03-2018,424140,474735,212143,112258,1.22328e+06,31121,15452,5352,51925,1.27520e+06
11-03-2018,381792,487443,202216,115098,1.18655e+06,31729,10612,8294,50635,1.23719e+06
12-03-2018,487849,526681,220770,97097,1.33241e+06,34827,18515,14682,68024,1.40044e+06
13-03-2018,469146,525549,217965,100883,1.31354e+06,34576,20840,13071,68487,1.38202e+06
14-03-2018,486115,525875,233572,92218,1.33779e+06,35135,23009,9538,67682,1.40547e+06
15-03-2018,444425,520178,236389,136439,1.33744e+06,34545,26990,9203,70738,1.40818e+06
16-03-2018,467667,538115,238525,155765,1.40008e+06,33721,29393,13493,76607,1.47668e+06
17-03-2018,404829,501510,219675,134606,1.26063e+06,30599,27019,12438,70056,1.33068e+06
18-03-2018,373432,496764,228798,104338,1.20334e+06,36287,20514,6958,63759,1.2671e+06
19-03-2018,458191,555908,232773,111595,1.35848e+06,40967,26625,11096,72966,1.43144e+06
20-03-2018,448313,511929,235954,113907,1.31011e+06,40563,24838,10646,76047,1.38616e+06
21-03-2018,454026,521691,241176,123789,1.34069e+06,42813,22810,10996,76619,1.41731e+06
22-03-2018,442852,503971,224980,97616,1.26943e+06,43204,23812,11015,78031,1.34746e+06
23-03-2018,486706,496350,224130,107775,1.31511e+06,39833,24400,8203,72436,1.38754e+06
24-03-2018,369918,461317,217662,97692,1.1466e+06,36900,17881,8004,62785,1.20938e+06
25-03-2018,327744,422267,199922,73016,1.02296e+06,34227,17588,8201,60016,1.08297e+06
26-03-2018,458438,505045,231274,98588,1.29335e+06,39017,22128,9332,70477,1.36383e+06
27-03-2018,464891,507300,227357,109168,1.30872e+06,36874,24325,9953,71152,1.37988e+06
28-03-2018,421426,486531,220031,146142,1.27414e+06,37697,24813,8206,70716,1.34486e+06
29-03-2018,390900,504430,222286,132389,1.25001e+06,37971,24408,13946,76325,1.32634e+06
30-03-2018,376723,459733,210514,98454,1.14543e+06,29509,24214,8902,62625,1.20806e+06
31-03-2018,340703,427254,204916,113985,1.08687e+06,25829,18570,8195,52594,1.13947e+06
01-04-2018,321173,427224,195991,97866,1.04227e+06,27351,17421,13007,57779,1.10004e+06
02-04-2018,332963,448762,211152,83550,1.07643e+06,33565,19672,12841,66078,1.14251e+06
03-04-2018,414161,482547,226600,109013,1.23232e+06,31686,24910,8820,65416,1.29774e+06
04-04-2018,406604,486701,216779,96622,1.20672e+06,33426,26444,10331,70201,1.27692e+06
05-04-2018,391133,459237,200324,116350,1.16705e+06,38327,23727,8245,70299,1.23735e+06
06-04-2018,352677,493815,201959,109263,1.15776e+06,40337,28668,15006,84011,1.24177e+06
07-04-2018,317518,412870,194231,88739,1.01336e+06,33432,27053,8769,69254,1.08262e+06
08-04-2018,322494,393138,176005,66442,958085,30804,28150,9996,68950,1.02704e+06
09-04-2018,397604,460798,199010,73097,1.13052e+06,37106,28971,9764,75841,1.20636e+06
10-04-2018,358179,454855,189207,117893,1.12014e+06,35053,31528,10539,77120,1.19726e+06
11-04-2018,353247,458269,185461,128559,1.12554e+06,34015,33568,15422,83005,1.20855e+06
12-04-2018,356846,449770,179123,131356,1.1171e+06,33717,34265,13278,81260,1.19836e+06
13-04-2018,334472,453229,177692,132157,1.09756e+06,33582,35046,13799,82427,1.17999e+06
14-04-2018,321762,375748,171148,68876,937545,21647,33058,10099,64804,1.00235e+06
15-04-2018,329785,349896,157235,57397,894317,21107,30775,7356,59238,953555
16-04-2018,419030,392510,171224,69295,1.05207e+06,33390,27916,9078,70384,1.12245e+06
17-04-2018,409345,385173,169329,69276,1.03318e+06,37409,32543,9603,79555,1.11273e+06
18-04-2018,377799,408814,160228,76790,1.02364e+06,38452,30405,9561,78418,1.10206e+06
19-04-2018,377301,398190,166196,56224,997948,38403,30909,10612,79924,1.07787e+06
20-04-2018,339617,419744,167037,79104,1.00551e+06,34953,28543,8560,72056,1.07757e+06
21-04-2018,284686,404844,159533,61781,910855,26180,28314,11735,66229,977084
22-04-2018,310120,368048,153513,44646,876333,24022,23976,7445,55443,931776
23-04-2018,329952,445383,160955,102149,1.00452e+06,37115,25873,9935,72923,1.07745e+06
24-04-2018,332200,451242,167998,104130,1.05557e+06,39018,26580,11310,76908,1.13248e+06
25-04-2018,354648,422222,158427,73216,1.00853e+06,42460,25183,13025,80668,1.0892e+06
26-04-2018,346516,430240,155056,83535,1.01536e+06,40343,25581,12791,78715,1.09407e+06
27-04-2018,366010,442946,156798,70391,1.03614e+06,39811,24077,10593,74481,1.11062e+06
28-04-2018,333785,414620,154603,43649,946669,21641,20588,7701,49930,996599
29-04-2018,306758,404476,149045,38996,899280,19827,21059,6623,47509,946789
30-04-2018,288526,451439,147806,82023,969802,21042,22022,8576,51640,1.02144e+06
01-05-2018,284603,439188,161558,69623,954976,20052,20267,6660,46979,1.00196e+06
02-05-2018,368808,439175,167510,86346,1.06185e+06,22001,21036,10573,53610,1.11546e+06
03-05-2018,368430,456177,165952,83859,1.07445e+06,32221,19222,11354,62797,1.13725e+06
04-05-2018,381139,436067,177820,53228,1.04827e+06,29868,18418,8665,56951,1.10522e+06
05-05-2018,279944,416493,155081,34693,886211,19770,17184,6978,43932,930143
06-05-2018,243608,418429,166323,33967,862341,16736,17610,5552,39898,902239
07-05-2018,313969,443306,182486,54542,994327,17447,17767,7836,43050,1.03738e+06
08-05-2018,315756,424264,176977,60998,978011,16658,16578,9413,42649,1.02066e+06
09-05-2018,309539,440160,171962,73496,995205,12646,14271,10573,37490,1.0327e+06
10-05-2018,278354,441404,172034,53008,944810,13115,13760,11584,38459,983269
11-05-2018,353975,419298,167260,43670,984242,18471,14611,11492,44574,1.02882e+06
12-05-2018,321209,397774,152253,29174,900421,17525,12627,6856,37008,937429
13-05-2018,259723,402885,138514,51536,852668,14876,11204,7982,34062,886730
14-05-2018,365788,403607,137079,49302,912129,24048,12870,9832,46750,958879
15-05-2018,365936,392831,140332,44430,943629,24481,19377,9248,53106,996735
16-05-2018,345278,401670,143373,56270,946605,23341,16577,8530,48448,995053
17-05-2018,310420,426042,151338,57531,945335,18128,11033,9333,38494,983829
18-05-2018,332814,432824,148491,54581,968734,18684,13013,8952,40649,1.00938e+06
19-05-2018,295813,395689,132706,36634,860840,19506,10957,7635,38098,898938
20-05-2018,235499,395932,134667,38480,804582,16054,9768,6235,32057,836639
21-05-2018,279583,403856,143035,57501,883982,25156,10702,9566,45424,929406
22-05-2018,348252,401658,139289,54365,943578,30100,16920,8312,55332,998910
23-05-2018,362444,404248,152140,43143,961987,28913,10117,7937,46967,1.00895e+06
24-05-2018,339786,386405,144102,59284,929629,31597,9452,8999,50048,979677
25-05-2018,341559,391638,144847,53161,931236,30587,10268,10347,51202,982438
26-05-2018,299431,374314,132761,34067,840590,17672,8735,6651,33058,873648
27-05-2018,267424,359919,124809,43653,795817,17142,8563,4841,30546,826363
28-05-2018,338893,399756,143036,53525,935249,25246,11520,9817,46583,981832
29-05-2018,331615,395394,148798,46139,921960,29473,12750,9016,51239,973199
30-05-2018,340495,394074,145727,64842,945142,30255,12408,8188,50851,995993
31-05-2018,324256,407782,131901,59607,923579,27372,11248,8656,47276,970855
01-06-2018,336073,390381,141494,38934,906901,29096,12712,8795,50603,957504
02-06-2018,303361,346263,119358,23891,792878,20798,6535,5653,32986,825864
03-06-2018,281358,336600,124983,34579,777525,19657,5683,4492,29832,807357
04-06-2018,324425,435250,153604,57138,970425,18420,7667,10071,36158,1.00658e+06
05-06-2018,356841,430030,151917,36495,975323,20561,8643,9070,38274,1.0136e+06
06-06-2018,352105,396447,139544,34951,923072,19204,15730,7312,42246,965318
07-06-2018,347003,411991,142787,36701,938487,20137,13348,5996,39481,977968
08-06-2018,374584,378063,133886,28784,915329,18995,14447,7433,40875,956204
09-06-2018,345115,318835,118146,20455,802562,21124,8666,5717,35507,838069
10-06-2018,330926,306364,109668,21216,768186,16522,5689,4600,26811,794997
11-06-2018,355236,356133,126033,83229,920646,23722,12169,6778,42669,963315
12-06-2018,364773,354102,134225,51198,904308,24407,14989,8063,47459,951767
13-06-2018,368100,351512,135109,72990,927721,24407,17821,5078,47306,975027
14-06-2018,333758,364650,135129,79049,912598,27374,15350,4667,47391,959989
15-06-2018,346664,386270,142387,37938,913265,28400,12992,5336,46728,959993
16-06-2018,333059,294727,116378,29248,773416,22011,5802,3935,31748,805164
17-06-2018,298636,307832,107837,58788,773107,18686,4664,3388,26738,799845
18-06-2018,338715,392997,139387,57757,928897,27841,12454,6272,46567,975464
19-06-2018,305178,431089,134147,77915,948356,29734,9362,10757,49853,998209
20-06-2018,319102,425665,139484,74015,958272,31469,9857,10818,52144,1.01042e+06
21-06-2018,310364,394426,122688,89167,916697,27449,14078,9405,50932,967629
22-06-2018,247167,397185,125450,90906,860738,16858,7698,11065,35621,896359
23-06-2018,219602,359607,119846,92336,791398,12855,3382,4478,20715,812113
24-06-2018,239841,339207,116815,47063,742927,17882,3380,4630,25892,768819
25-06-2018,329418,390031,133307,43848,896617,25075,8934,5130,39139,935756
26-06-2018,335125,397102,147983,24900,905124,25121,10356,5224,40701,945825
27-06-2018,331257,395689,151644,32998,911597,25386,11598,7085,44069,955666
28-06-2018,320892,401819,147106,35191,905014,25573,9480,6611,41664,946678
29-06-2018,281873,424965,167147,50780,924779,26094,10595,8902,45591,970370
30-06-2018,232749,342861,153993,31242,760856,19366,5223,8293,32882,793738
01-07-2018,213587,335567,139387,29887,718428,24335,6058,8816,39209,757637
02-07-2018,329915,373717,153587,39116,896340,29838,9734,6922,46494,942834
03-07-2018,341801,377349,152611,41681,913452,23940,11983,6290,42213,955665
04-07-2018,352658,382289,156828,34676,926460,23694,12175,5224,41093,967553
05-07-2018,345806,346200,157345,48997,898354,28919,11636,3999,44554,942908
06-07-2018,295818,330473,152830,92338,871467,29553,10695,5821,46069,917536
07-07-2018,224451,301371,146524,82196,754546,25259,11182,5619,42060,796606
08-07-2018,235658,292899,140857,46886,716314,21647,11346,7165,40158,756472
09-07-2018,299001,333142,142739,90799,865689,24177,11166,4700,40043,905732
10-07-2018,322283,347889,145063,53012,868254,25516,13769,4514,43799,912053
11-07-2018,341608,346100,146014,45100,878832,23419,14850,4894,43163,921995
12-07-2018,339348,341070,143501,35894,859821,24566,15206,5912,45684,905505
13-07-2018,329987,319672,142948,58196,850807,25307,11382,4278,40967,891774
14-07-2018,269072,268569,134391,55896,727937,24730,8301,4095,37126,765063
15-07-2018,254919,282756,138094,38939,714722,22718,9653,5572,37943,752665
16-07-2018,330827,332234,144651,35226,842949,27442,11702,6631,45775,888724
17-07-2018,312447,323529,146655,31496,814140,29157,10216,9377,48750,862890
18-07-2018,295459,331475,140604,49260,816800,31158,12154,8311,51623,868423
19-07-2018,304958,324514,126987,55157,811629,33656,12990,6414,53060,864689
20-07-2018,318593,317598,130709,51144,818046,29216,11280,6699,47195,865241
21-07-2018,269298,290809,142269,38578,740960,23541,7932,5185,36658,777618
22-07-2018,246363,272226,144350,41726,704678,21865,7813,4752,34430,739108
23-07-2018,323395,311856,153702,47750,836717,28172,11420,6113,45705,882422
24-07-2018,340225,311546,146108,33692,831570,28320,16307,5548,50175,881745
25-07-2018,338341,308022,148184,36349,830905,28791,16594,5124,50509,881414
26-07-2018,335278,305446,149330,38818,828876,28746,15165,5088,48999,877875
27-07-2018,309944,308031,149950,56487,824420,29665,14452,6230,50347,874767
28-07-2018,237035,300404,139499,69051,745995,25955,9811,6053,41819,787814
29-07-2018,240306,290460,140964,38845,710591,23107,9790,5018,37915,748506
30-07-2018,322204,306141,146615,40492,815459,26434,18515,7571,52520,867979
31-07-2018,320854,310744,151344,50260,833203,24740,18755,7629,51124,884327
01-08-2018,327194,315354,146679,31038,820268,26197,20133,7502,53832,874100
02-08-2018,336603,305577,147399,29913,819502,28132,21874,4342,54348,873850
03-08-2018,340725,314696,143646,34494,833573,31040,19982,7101,58123,891696
04-08-2018,297577,278979,127214,55065,758850,29282,8339,5326,42947,801797
05-08-2018,242205,292730,118283,86285,739507,22574,3227,7526,33327,772834
06-08-2018,329246,358171,136891,48427,872749,29570,15653,9094,54317,927066
07-08-2018,351940,338299,138888,34041,863181,29083,12482,7259,48824,912005
08-08-2018,327648,353723,144531,55305,881214,28681,11741,7906,48328,929542
09-08-2018,328935,338363,158103,42257,867668,30896,11570,10429,52895,920563
10-08-2018,283954,354847,144052,101035,883891,29037,11308,11774,52119,936010
11-08-2018,255844,312777,151266,67310,787206,16194,7881,4124,28199,815405
12-08-2018,271880,308734,130639,47609,758871,17499,4050,11238,32787,791658
13-08-2018,342149,363447,149710,39333,894648,29982,11892,7084,48958,943606
14-08-2018,350910,351879,137569,36948,877316,31177,12637,8889,52703,930019
15-08-2018,350334,333478,132064,40535,856421,31669,7944,6423,46036,902457
16-08-2018,365252,357710,139136,69398,931505,31164,16047,8939,56150,987655
17-08-2018,366488,358283,155325,43212,923315,31400,18724,6799,56923,980238
18-08-2018,310237,317844,146055,76830,850974,28725,16402,6901,52028,903002
19-08-2018,287512,327707,148137,51536,808061,31293,8475,6332,46100,854161
20-08-2018,372607,350151,142195,80385,867364,30660,16554,9689,54196,921560
21-08-2018,372371,354415,156087,39765,922645,36352,18254,12492,67098,989743
22-08-2018,372751,362580,152035,63208,950586,34413,19214,10677,64304,1.01489e+06
23-08-2018,368395,350065,157119,46226,921816,35721,19429,13390,68540,990356
24-08-2018,370883,324470,151427,59518,906307,34624,16652,11421,62697,969004
25-08-2018,352836,288721,152383,41648,835596,25059,10846,5337,41242,876838
26-08-2018,315566,263600,133023,53752,765952,23986,4936,4775,33697,799649
27-08-2018,349649,322692,137316,81743,891404,33466,15815,5705,54986,946390
28-08-2018,385835,331609,149016,48384,914847,34229,23320,14812,72361,987208
29-08-2018,376375,315471,157310,37846,887002,33683,19884,13978,67545,954547
30-08-2018,364075,315588,163626,48872,892168,34934,20133,6958,62025,954193
31-08-2018,382237,323963,156397,51149,913756,32184,18993,13078,64255,978011
01-09-2018,371756,281328,144668,26485,824248,23946,13851,4682,42479,866727
02-09-2018,321553,258016,140023,27215,746819,30106,9036,3553,42695,789514
03-09-2018,377729,323912,165420,42213,909287,35464,18155,7080,60699,969986
04-09-2018,392246,331755,160461,31856,916319,31488,20058,8297,59843,976162
05-09-2018,402042,328694,159563,29627,919934,28193,21216,6029,55438,975372
06-09-2018,401428,331248,157102,53833,943618,34086,22711,8267,65064,1.00868e+06
07-09-2018,390296,334319,150267,60054,934934,37354,19559,6923,63836,998770
08-09-2018,326345,289759,134149,77736,827995,29276,9062,5752,44090,872085
09-09-2018,314346,288405,133402,61189,797348,28663,9633,3571,41867,839215
10-09-2018,373134,349453,146972,69927,939492,32968,14421,10683,58072,997564
11-09-2018,354763,355317,156961,80438,947489,34519,10794,8884,54197,1.00169e+06
12-09-2018,377716,371733,148270,88702,986427,36961,12229,12906,62096,1.04852e+06
13-09-2018,417941,359344,162619,64585,1.00449e+06,29553,16824,8768,55145,1.05964e+06
14-09-2018,406403,357114,161666,73012,998199,28590,19686,4735,53011,1.05121e+06
15-09-2018,352546,323958,150134,63256,889898,28397,4351,6920,39668,929566
16-09-2018,339404,311546,154188,66495,871642,20384,4047,8055,32486,904128
17-09-2018,393993,376967,162530,57486,990984,30327,10864,12282,53473,1.04446e+06
18-09-2018,376163,358885,164058,75885,974997,27215,13869,9989,51073,1.02607e+06
19-09-2018,366103,382765,155059,82502,986441,24835,9346,17172,51353,1.03779e+06
20-09-2018,358708,407155,164294,66081,996366,23696,17052,10284,51032,1.0474e+06
21-09-2018,315764,388341,162842,102108,969064,21901,12060,13134,47095,1.01616e+06
22-09-2018,281896,378955,153622,102151,916636,15693,5110,12778,33581,950217
23-09-2018,324439,366822,152149,87927,931352,17891,6428,10658,34977,966329
24-09-2018,356034,396755,166125,97201,1.01612e+06,20324,11528,11111,42963,1.05908e+06
25-09-2018,388299,425002,174030,75450,1.06281e+06,22075,13789,14326,50190,1.113e+06
26-09-2018,331287,415588,174900,110036,1.03181e+06,18753,7370,17069,43192,1.07500e+06
27-09-2018,389629,404219,181823,102226,1.0779e+06,19343,9603,17433,46379,1.12428e+06
28-09-2018,417996,396932,174857,100731,1.09048e+06,20942,15561,16200,52703,1.14319e+06
29-09-2018,379173,383193,171167,76190,1.00973e+06,21282,11606,10416,43304,1.05304e+06
30-09-2018,328100,385787,167129,76877,957899,22984,6516,12678,42178,1.00008e+06
01-10-2018,435471,398270,164804,74623,1.07318e+06,33570,18210,11121,62901,1.13608e+06
02-10-2018,419804,391338,159243,100807,1.0712e+06,31787,9807,11715,53309,1.12450e+06
03-10-2018,404573,406753,171495,92568,1.07539e+06,29251,7575,14876,51702,1.12709e+06
04-10-2018,449813,401735,177347,76032,676703,32142,17079,13712,62933,739636
05-10-2018,415711,407429,187603,74039,1.08478e+06,30492,17745,13678,61915,1.1467e+06
06-10-2018,439901,361616,177636,49363,1.02853e+06,27457,6866,11388,45711,1.07424e+06
07-10-2018,438035,349590,161704,57448,1.00678e+06,25293,6600,8490,40383,1.04717e+06
08-10-2018,431458,411577,184966,97429,1.12544e+06,23416,17785,11043,52244,1.17769e+06
09-10-2018,413365,395134,176049,88685,1.07325e+06,24966,20636,12830,58432,1.13168e+06
10-10-2018,430718,385151,173948,59073,1.0489e+06,24520,22078,10597,57195,1.10609e+06
11-10-2018,419710,372522,171761,80686,1.04469e+06,22149,21107,9108,52364,1.09705e+06
12-10-2018,422960,385488,170608,72449,1.05151e+06,25542,16794,11731,54067,1.10558e+06
13-10-2018,360738,375250,158940,80271,975208,19037,6344,7868,33249,1.00846e+06
14-10-2018,321168,378958,161288,72707,934138,16676,4530,8026,29232,963370
15-10-2018,408771,411187,172634,60185,1.05279e+06,22962,11278,12654,46894,1.09968e+06
16-10-2018,441948,401860,166702,60899,1.07142e+06,23855,19189,10232,53276,1.12469e+06
17-10-2018,430314,402170,175233,61935,1.06966e+06,27277,18995,7751,54023,1.12368e+06
18-10-2018,436351,415783,179209,70628,1.10198e+06,27467,16143,8522,52132,1.15411e+06
19-10-2018,452015,426277,187067,56119,1.1215e+06,27090,15855,7840,50785,1.17228e+06
20-10-2018,433700,397109,171394,66273,1.06848e+06,24839,6992,5709,37540,1.10602e+06
21-10-2018,381130,394775,185209,72122,1.03324e+06,22685,6443,4689,33817,1.06706e+06
22-10-2018,393622,453566,186688,100322,1.13421e+06,24389,10169,11331,45889,1.1801e+06
23-10-2018,371394,439283,181898,126665,1.11924e+06,22930,7644,14992,45566,1.16481e+06
24-10-2018,420798,464762,180348,92807,1.15873e+06,27420,8373,16513,52306,1.21104e+06
25-10-2018,424488,439492,187743,114176,1.16591e+06,26249,7118,8385,41752,1.20766e+06
26-10-2018,489664,449402,196090,79860,1.21502e+06,26758,14025,7886,48669,1.26369e+06
27-10-2018,415293,461297,188342,96855,1.1618e+06,21883,7949,13967,43799,1.2056e+06
28-10-2018,423250,439020,197239,83392,1.14291e+06,21975,7447,7542,36964,1.17987e+06
29-10-2018,456958,476546,208721,126496,1.26873e+06,27532,11572,15067,54171,1.3229e+06
30-10-2018,430742,477357,215966,109276,1.19151e+06,31254,8505,16128,55887,1.2474e+06
31-10-2018,421372,460676,208814,92339,1.18321e+06,32758,12828,10866,56452,1.23966e+06
01-11-2018,431920,427782,188744,79350,1.12781e+06,29469,9328,8203,47000,1.17481e+06
02-11-2018,439683,435345,188762,86101,1.1499e+06,31157,7918,7388,46463,1.19636e+06
03-11-2018,425433,412830,183062,76479,1.09781e+06,25099,8799,5527,39425,1.13724e+06
04-11-2018,400174,390566,187358,74357,1.05247e+06,25635,7805,5129,38569,1.09104e+06
05-11-2018,447989,424173,205898,61684,1.13975e+06,34182,15126,9295,58603,1.19836e+06
06-11-2018,469047,417218,189528,57958,1.13376e+06,42279,16327,9778,68384,1.20215e+06
07-11-2018,471194,416691,178459,64889,1.13124e+06,43103,18303,8174,69580,1.20082e+06
08-11-2018,485308,420360,185049,60232,1.15096e+06,42283,19689,6772,68744,1.2197e+06
09-11-2018,483159,421599,189636,66652,1.16106e+06,40734,17397,5484,63615,1.22467e+06
10-11-2018,382067,398511,171599,91944,1.04413e+06,28048,12776,4491,45315,1.08944e+06
11-11-2018,327700,407970,182102,78430,996214,24732,10547,9409,44688,1.0409e+06
12-11-2018,437436,449003,205262,67626,1.15934e+06,31143,11662,11522,54327,1.21366e+06
13-11-2018,441887,433316,198351,73425,1.147e+06,28922,16680,9620,55222,1.20222e+06
14-11-2018,479341,445820,190969,78535,1.19466e+06,26629,19466,6619,52714,1.24738e+06
15-11-2018,443186,467934,204803,75250,1.14828e+06,28571,18533,7190,54294,1.20258e+06
16-11-2018,411378,474268,201359,77487,1.16451e+06,30162,19908,5908,55978,1.22048e+06
17-11-2018,372403,439453,202611,57510,1.07199e+06,26108,17557,4344,48009,1.12e+06
18-11-2018,389349,439361,194825,73075,1.09662e+06,24603,12716,7885,45204,1.14182e+06
19-11-2018,432669,477574,205677,100814,1.21674e+06,30682,14391,8953,54026,1.27077e+06
20-11-2018,436915,486878,210779,115563,1.25014e+06,29314,15500,5621,50435,1.30058e+06
21-11-2018,470615,482464,215401,119981,1.28847e+06,29413,16307,7235,52955,1.34142e+06
22-11-2018,538368,495660,225067,83728,1.34283e+06,32385,22156,7009,61550,1.40438e+06
23-11-2018,550478,497811,241984,69334,1.35962e+06,32278,21988,6701,60967,1.42058e+06
24-11-2018,499768,500254,221943,60409,1.28238e+06,27300,15950,4025,47275,1.32966e+06
25-11-2018,508066,487949,213750,78394,1.28817e+06,24415,15811,3671,43897,1.33207e+06
26-11-2018,538005,504399,235022,68021,1.34545e+06,35109,23539,4319,62967,1.40842e+06
27-11-2018,576042,512142,232394,74988,1.34159e+06,34676,26601,4837,66114,1.40771e+06
28-11-2018,525168,522394,235910,120870,1.40436e+06,29423,21110,4855,55388,1.45975e+06
29-11-2018,422244,563898,228410,133551,1.34812e+06,24742,18140,11731,54613,1.40273e+06
30-11-2018,408546,542457,224481,125288,1.30077e+06,26344,16106,14891,57341,1.35811e+06
01-12-2018,378146,495142,215175,95283,1.18375e+06,21692,16563,9308,47563,1.23131e+06
02-12-2018,350010,454084,200713,89875,1.09469e+06,17700,15081,5800,38581,1.13327e+06
03-12-2018,415187,487256,218361,109123,1.22997e+06,22169,18772,10681,51622,1.28159e+06
04-12-2018,397792,540069,208868,131081,1.27781e+06,22131,14676,10863,47670,1.32548e+06
05-12-2018,495053,551423,205271,81504,1.33326e+06,29343,15772,11750,56865,1.39013e+06
06-12-2018,499971,513966,209665,96475,1.32008e+06,23767,15328,7876,46971,1.36705e+06
07-12-2018,445339,491453,207681,105836,1.25031e+06,28329,15175,9083,52587,1.3029e+06
08-12-2018,354698,479709,195472,113845,1.14373e+06,18071,11531,11670,41272,1.185e+06
09-12-2018,340653,458067,203792,96248,1.09878e+06,16508,11772,10466,38746,1.13752e+06
10-12-2018,439813,507732,201836,127606,1.27698e+06,17285,15196,7497,39978,1.31696e+06
11-12-2018,494159,522764,201743,107991,1.32667e+06,30115,16988,6160,53263,1.37993e+06
12-12-2018,578066,519663,212361,87661,1.39776e+06,32666,24270,8754,65690,1.46345e+06
13-12-2018,584064,526575,224555,97382,1.43259e+06,33250,24752,6806,64808,1.49739e+06
14-12-2018,600153,532634,228429,91648,1.45288e+06,32580,27081,9551,69212,1.52209e+06
15-12-2018,544006,492805,212534,89247,1.3386e+06,26775,17310,4829,48914,1.38751e+06
16-12-2018,469268,503645,207599,108399,1.28892e+06,21830,15468,9189,46487,1.3354e+06
17-12-2018,568858,519758,221342,78602,1.33647e+06,31745,26358,9609,67712,1.40418e+06
18-12-2018,547486,516093,216709,95396,1.37569e+06,29950,25259,5601,60810,1.4365e+06
19-12-2018,503442,534368,215047,113387,1.36625e+06,28849,18690,7324,54863,1.42112e+06
20-12-2018,486769,541416,217234,96067,1.34149e+06,28678,20999,8326,58003,1.39949e+06
21-12-2018,429507,513323,222517,106932,1.27229e+06,24059,18815,5191,48065,1.32035e+06
22-12-2018,439001,488776,217702,71269,1.21676e+06,19450,18195,5983,43628,1.26039e+06
23-12-2018,453845,478928,209499,72464,1.21475e+06,21421,12835,5150,39406,1.25416e+06
