Date,NO Consume,SE Consume,FI Consume,DK Consume,Nordic Consume,EE Consume,LV Consume,LT Consume,Baltic Consume
28-11-2018,484632,519580,275982,111632,1.34076e+06,28173,23911,39829,91913
29-11-2018,448074,486417,273158,111986,1.31965e+06,28863,24438,39905,93206
30-11-2018,412715,461235,270740,104221,1.24892e+06,28431,23717,39747,91895
01-12-2018,386276,415128,256041,90647,1.1481e+06,26460,21579,36739,84778
02-12-2018,384996,402918,254477,90204,1.13422e+06,25865,20949,35258,82072
03-12-2018,401877,428556,273144,103340,1.213e+06,29065,23852,39299,92216
04-12-2018,427263,439160,266432,106457,1.23932e+06,27719,23181,38949,89849
05-12-2018,455418,474016,265520,104815,1.29977e+06,26464,23081,38797,88342
06-12-2018,466673,468995,257715,105368,1.29875e+06,27438,23541,39457,90436
07-12-2018,461640,444010,269307,98919,1.27388e+06,27359,23678,39112,90149
08-12-2018,431458,407562,258337,93353,1.19071e+06,24209,20883,34945,80037
09-12-2018,428086,405961,244366,90765,1.16918e+06,23205,19870,33183,76258
10-12-2018,451968,457447,264208,105743,1.27992e+06,27098,22953,37375,87426
11-12-2018,459598,460545,267005,106531,1.29369e+06,27647,23660,38339,89646
12-12-2018,484525,478467,272488,106120,1.3416e+06,27858,23609,38742,90209
13-12-2018,498626,487402,279605,108161,1.37380e+06,28141,24002,39117,91260
14-12-2018,510690,498588,286679,105333,1.4013e+06,28441,23707,38599,90747
15-12-2018,481211,458671,278214,93096,1.31119e+06,25975,21149,34959,82083
16-12-2018,461810,452967,271258,95347,1.28138e+06,25951,20768,34529,81248
17-12-2018,482316,493934,286150,107982,1.31852e+06,28868,23910,39310,92088
18-12-2018,490999,486934,281535,106618,1.36609e+06,28637,23744,39857,92238
19-12-2018,472035,475912,279338,106960,1.28475e+06,29274,23723,39747,92744
20-12-2018,453019,472757,280574,103293,1.30964e+06,29902,23852,40259,94013
21-12-2018,452306,467957,283652,99073,1.30299e+06,29282,23546,38931,91759
22-12-2018,446273,456662,277185,92083,1.27220e+06,26903,21053,34943,82899
23-12-2018,444589,465217,269222,90977,1.27002e+06,25361,20444,34334,80139
24-12-2018,453445,448090,265275,88079,1.2549e+06,24182,20048,33282,77512
25-12-2018,415984,392619,237356,85561,1.13152e+06,22977,18865,30377,72219
26-12-2018,412410,388044,234786,85939,1.12118e+06,22599,18968,30694,72261
27-12-2018,420413,399175,249133,89549,1.15828e+06,24978,21104,34526,80608
28-12-2018,433974,424991,262942,88552,1.16342e+06,24837,20879,33835,79551
29-12-2018,423291,405951,259479,85563,1.17429e+06,23914,19462,32500,75876
30-12-2018,426529,406290,256064,86712,1.1756e+06,23440,18916,31896,74252
31-12-2018,421564,413081,272725,85559,1.19293e+06,23295,19181,33712,76188
01-01-2019,410564,383617,252819,84659,1.13166e+06,20707,17307,29757,67771
02-01-2019,454919,466157,284691,98864,1.30464e+06,25007,21458,35864,82329
03-01-2019,457991,473677,308267,104761,1.29445e+06,27478,22842,37754,88074
04-01-2019,429673,439736,293880,102569,1.21912e+06,27995,23287,38536,89818
05-01-2019,401216,415149,279979,89429,1.18577e+06,25275,20908,34831,81014
06-01-2019,402811,415655,271111,90429,1.18001e+06,25071,20447,34261,79779
07-01-2019,449011,459577,275258,103042,1.28689e+06,27677,23723,39449,90849
08-01-2019,451888,461525,280027,106334,1.25004e+06,27327,23639,39267,90233
09-01-2019,456176,486311,284201,108301,1.33499e+06,28287,23848,39644,91779
10-01-2019,455205,494265,291708,108753,1.34994e+06,28580,24291,41014,93885
11-01-2019,445467,465779,279647,102569,1.24423e+06,27709,23898,40761,92368
12-01-2019,440771,443846,267962,93195,1.24578e+06,24650,20394,35410,80454
13-01-2019,436760,430336,273554,92253,1.23291e+06,25047,19978,33655,78680
14-01-2019,481502,498339,286997,107567,1.37441e+06,27892,22985,38224,89101
15-01-2019,483308,507603,291973,107826,1.39072e+06,28511,23391,38951,90853
16-01-2019,485553,500243,294917,105626,1.38635e+06,28620,23284,38611,90515
17-01-2019,499129,516555,300234,106148,1.42207e+06,28634,22836,38196,89666
18-01-2019,499268,525110,311395,105609,1.44138e+06,28814,22339,38326,89479
19-01-2019,465869,476713,299474,95703,1.33776e+06,25701,20129,34842,80672
20-01-2019,468845,482176,289903,93981,1.33491e+06,25431,19685,34159,79275
21-01-2019,498528,535808,321336,106682,1.46236e+06,30381,23137,38927,92445
22-01-2019,504255,511325,323456,109406,1.39423e+06,32462,23941,39834,96237
23-01-2019,493626,516556,298532,110624,1.3647e+06,30885,23774,40220,94879
24-01-2019,491264,528069,311635,113497,1.3896e+06,30384,23790,41290,95464
25-01-2019,489193,516676,312881,110875,1.42963e+06,30815,23924,40665,95404
26-01-2019,470875,485044,300574,98172,1.35467e+06,28566,21527,36686,86779
27-01-2019,473275,489893,310976,95367,1.36951e+06,28470,21108,35629,85207
28-01-2019,505708,514321,329015,107014,1.45606e+06,31151,24131,39807,95089
29-01-2019,518826,518088,308820,108607,1.45435e+06,30826,23952,39633,94411
30-01-2019,518315,547614,298911,108798,1.47364e+06,29426,23180,39434,92040
31-01-2019,510701,534879,300100,110399,1.45608e+06,29685,23868,39792,93345
01-02-2019,484029,509413,307587,106101,1.35393e+06,28797,23197,38312,90306
02-02-2019,472834,475470,297684,95541,1.34153e+06,25430,20497,34268,80195
03-02-2019,466315,490403,285393,93257,1.33538e+06,24455,19668,33154,77277
04-02-2019,504040,527951,298095,109569,1.43966e+06,28462,22987,38357,89806
05-02-2019,492351,502309,297859,107198,1.34644e+06,28086,23058,38637,89781
06-02-2019,500047,523467,299784,106118,1.3764e+06,28586,23342,38293,90221
07-02-2019,484615,481361,291050,106816,1.36385e+06,28519,23526,37985,90030
08-02-2019,465813,466488,278412,103437,1.26562e+06,27340,22646,37618,87604
09-02-2019,426094,425586,261796,94403,1.20788e+06,23732,19839,33417,76988
10-02-2019,416053,416172,253569,89929,1.17573e+06,23648,19335,31864,74847
11-02-2019,454458,465789,268727,103639,1.29262e+06,27312,22462,36401,86175
12-02-2019,464205,476889,273610,105551,1.32027e+06,26815,22669,36503,85987
13-02-2019,427426,443876,280910,103063,1.20758e+06,27486,22909,36958,87353
14-02-2019,428494,440014,273570,101986,1.24407e+06,26601,22424,35723,84748
15-02-2019,416207,430319,264231,96819,1.20758e+06,26245,22241,35696,84182
16-02-2019,406842,396928,251307,86374,1.14146e+06,22526,19362,30528,72416
17-02-2019,406268,403068,247403,84658,1.1414e+06,22633,19079,30385,72097
18-02-2019,420739,436581,273954,98676,1.18386e+06,25926,22227,35488,83641
19-02-2019,417852,431269,262308,102075,1.21351e+06,25676,22271,35350,83297
20-02-2019,436140,458378,270447,102426,1.21784e+06,26056,22328,36022,84406
21-02-2019,440345,474877,291281,102821,1.25848e+06,27071,22543,36728,86342
22-02-2019,430502,482849,299404,100178,1.31293e+06,27583,22923,37137,87643
23-02-2019,392546,412309,258718,88615,1.15219e+06,24055,20696,34281,79032
24-02-2019,385698,394375,244230,85499,1.1098e+06,22510,19625,32161,74296
25-02-2019,420223,429494,256803,99030,1.20556e+06,25029,22032,36521,83582
26-02-2019,409534,411551,261216,98406,1.13634e+06,26083,22446,36706,85235
27-02-2019,418417,417892,256658,97067,1.1448e+06,26122,22342,36335,84799
28-02-2019,420250,429287,263425,97193,1.21016e+06,25613,22046,36046,83705
01-03-2019,427793,453769,278931,96521,1.25702e+06,26915,22390,36892,86197
02-03-2019,415096,412815,265557,88404,1.18187e+06,23837,19913,33362,77112
03-03-2019,403726,403066,267740,86805,1.16134e+06,23667,19508,32092,75267
04-03-2019,433616,461658,286310,100235,1.2323e+06,26737,21892,36156,84785
05-03-2019,456126,487307,284070,101746,1.32925e+06,27176,21919,36054,85149
06-03-2019,461099,490052,290000,100992,1.34215e+06,27978,22308,36320,86606
07-03-2019,449060,456075,278627,100920,1.28469e+06,27277,22365,35763,85405
08-03-2019,444392,444208,270829,98309,1.2091e+06,25106,21408,35094,81608
09-03-2019,431445,426805,261498,90428,1.21018e+06,22773,19245,31923,73941
10-03-2019,427354,428645,258115,86742,1.20087e+06,22716,18958,30894,72568
11-03-2019,460123,477089,281079,100246,1.31854e+06,26564,21743,31474,79781
12-03-2019,470475,474803,279377,102461,1.32712e+06,27328,22246,36224,85798
13-03-2019,447950,462605,282381,103636,1.29657e+06,26335,21990,36203,84528
14-03-2019,449032,454380,266211,103093,1.27272e+06,26078,21827,36272,84177
15-03-2019,438408,446632,266541,100826,1.25267e+06,25572,21594,35742,82908
16-03-2019,411145,404674,252368,89535,1.15772e+06,23051,19194,32312,74557
17-03-2019,410090,400178,244122,88899,1.14329e+06,22355,18691,31135,72181
18-03-2019,427669,443724,254958,100001,1.22636e+06,24900,21242,35318,81460
19-03-2019,424596,436033,251492,98386,1.21051e+06,25687,21612,35628,82927
20-03-2019,403520,431207,256292,98718,1.14471e+06,25568,21555,35673,82796
21-03-2019,391315,409250,253602,97741,1.15192e+06,25224,21525,35628,82377
22-03-2019,409983,403653,252448,95706,1.11864e+06,24297,21095,34478,79870
23-03-2019,384430,361920,243820,83447,1.07363e+06,21728,18891,31080,71699
24-03-2019,389239,374904,232543,82902,1.0796e+06,20636,18264,29933,68833
25-03-2019,410504,413516,253810,97256,1.17509e+06,24367,21110,34523,80000
26-03-2019,415551,415669,254484,98464,1.13901e+06,24835,21565,35963,82363
27-03-2019,395418,405842,258549,97755,1.15757e+06,25276,21748,35757,82781
28-03-2019,386867,391769,250272,96356,1.12527e+06,24245,21677,35413,81335
29-03-2019,376918,374159,241966,91379,1.08442e+06,23237,20782,34338,78357
30-03-2019,372334,354401,230098,80810,1.03764e+06,20859,17973,30326,69158
31-03-2019,361106,342789,220368,78656,1.00292e+06,20346,16991,28424,65761
01-04-2019,411060,412856,245552,94416,1.16389e+06,24074,20457,33897,78428
02-04-2019,399677,400164,238376,93996,1.13222e+06,24244,20841,34189,79274
03-04-2019,399364,400478,234563,93191,1.0849e+06,23700,20506,33978,78184
04-04-2019,383976,385512,234710,87478,1.09168e+06,23157,20265,33920,77342
05-04-2019,369665,380719,239114,84395,1.07391e+06,23022,20286,33431,76739
06-04-2019,357379,347797,221369,75062,1.00161e+06,20159,18027,29855,68041
07-04-2019,354987,345058,215370,75241,990659,19796,17535,29117,66448
08-04-2019,387301,407044,239614,86570,1.0767e+06,24187,20503,33596,78286
09-04-2019,396049,424487,239460,91446,1.15097e+06,24093,21302,34860,80255
10-04-2019,401071,438288,244320,96205,1.18155e+06,25061,21407,35121,81589
11-04-2019,404182,436549,241332,98041,1.1801e+06,24890,21541,35482,81913
12-04-2019,396515,423792,244488,95079,1.15988e+06,24237,21123,35151,80511
13-04-2019,365737,377563,229078,84138,1.05651e+06,21231,18617,31694,71542
14-04-2019,354471,370289,217417,82272,1.02445e+06,20385,18111,30205,68701
15-04-2019,369922,404333,231449,92673,1.09838e+06,23348,20544,34559,78451
16-04-2019,362485,394562,226831,93148,1.07703e+06,23149,20493,34696,78338
17-04-2019,347449,384216,223042,90876,1.0456e+06,23025,20311,34331,77667
18-04-2019,316605,355985,219395,78683,970669,22396,19835,33871,76102
19-04-2019,304761,318310,203718,76566,903361,18973,17529,33129,69631
20-04-2019,297214,300879,203051,76022,877168,18374,17115,30133,65622
21-04-2019,290660,298897,198362,73741,861668,18145,15846,26159,60150
22-04-2019,295371,298427,200024,75768,835436,20798,16555,26505,63858
23-04-2019,315595,336109,207828,88860,948392,20841,19290,31886,72017
24-04-2019,318950,333989,205846,90334,949107,21109,19599,32484,73192
25-04-2019,317101,333824,208329,90791,913890,21218,19567,32383,73168
26-04-2019,315221,331704,208409,87684,943386,21049,19367,32359,72775
27-04-2019,293598,303928,194663,78412,870604,18190,17128,29372,64690
28-04-2019,292552,313240,197118,76455,879372,17333,16096,28448,61877
29-04-2019,316530,347711,219582,89560,973383,20961,18814,31615,71390
30-04-2019,307467,335407,214140,90780,947799,21027,18872,31924,71823
01-05-2019,298796,314082,204927,87041,904853,18447,17434,29311,65192
02-05-2019,333536,366035,227601,93096,1.02027e+06,21945,19194,32431,73570
03-05-2019,356834,369104,240607,92223,1.05878e+06,22078,18913,32432,73423
04-05-2019,335836,340830,223757,81721,982147,19466,17136,29509,66111
05-05-2019,335932,328212,210556,79319,954027,18488,16703,28277,63468
06-05-2019,365397,370330,218165,92723,1.04662e+06,21000,17516,32717,71233
07-05-2019,363434,379840,214933,93299,1.05152e+06,21164,19671,32932,73767
08-05-2019,354111,374667,211572,93784,1.03413e+06,21397,20007,33033,74437
09-05-2019,357768,366489,206800,93590,1.02466e+06,20996,19740,33044,73780
10-05-2019,342325,345990,213249,90142,991715,22076,19672,33204,74952
11-05-2019,316534,306623,199893,79401,902451,19171,17346,29333,65850
12-05-2019,318841,317435,192574,78177,907026,17572,16507,28497,62576
13-05-2019,341965,355833,207820,91465,997090,22023,19875,32611,74509
14-05-2019,333303,350059,203732,93767,980865,22133,19966,33315,75414
15-05-2019,322758,341093,199571,93283,956706,21332,19460,32813,73605
16-05-2019,306076,332095,196585,92220,926981,21158,19367,32950,73475
17-05-2019,267234,324627,196069,82708,870650,20750,19311,33019,73080
18-05-2019,275637,288902,181659,76969,823169,17763,17165,29540,64468
19-05-2019,276563,282646,176565,76398,812172,17660,16526,28845,63031
20-05-2019,299473,319407,192174,90697,901756,20942,19352,33098,73392
21-05-2019,299606,313124,187533,93447,893716,21149,19913,33733,74795
22-05-2019,295755,310958,186476,94129,887322,20989,20177,33466,74632
23-05-2019,302228,324505,192274,92240,911256,20739,19930,33493,74162
24-05-2019,309303,323734,201878,89068,923989,21047,18960,32833,72840
25-05-2019,295544,295370,194036,76792,861742,18735,16899,29117,64751
26-05-2019,290746,301356,190957,76653,859717,18507,16401,28469,63377
27-05-2019,320532,344003,202823,89151,956514,21637,18907,32548,73092
28-05-2019,324924,342386,201195,90323,958835,21616,19498,33397,74511
29-05-2019,324345,343238,200657,89739,957984,21150,19531,32947,73628
30-05-2019,310318,317435,194800,81160,903721,21292,19061,32451,72804
31-05-2019,314949,321171,202823,79615,918561,21072,18954,32855,72881
01-06-2019,295254,301012,188518,74828,859615,17798,16564,29072,63434
02-06-2019,290274,290846,186790,74287,842204,17355,16018,28068,61441
03-06-2019,309211,339497,201291,87542,937541,19481,18996,32548,71025
04-06-2019,306684,323972,198010,87324,915990,19898,19543,33782,73223
05-06-2019,312742,314049,193907,78337,899043,20077,19697,34083,73857
06-06-2019,301033,279212,196990,90472,867711,21014,19774,34412,75200
07-06-2019,295329,294439,197375,87430,874578,20874,19633,34113,74620
08-06-2019,272335,270761,183963,77903,804965,17729,17277,30326,65332
09-06-2019,265567,274341,177867,74131,791913,16773,16496,28920,62189
10-06-2019,275803,319790,194884,76043,866524,20046,18950,32993,71989
11-06-2019,300902,324564,195417,91150,912039,20887,19837,34691,75415
12-06-2019,305570,334785,196769,92789,929918,20697,20147,35385,76229
13-06-2019,303982,334539,202147,91045,931721,21375,20427,35457,77259
14-06-2019,298479,315113,202586,88141,904327,21600,19432,34419,75451
15-06-2019,278625,281360,185197,76593,821783,17820,16783,30515,65118
16-06-2019,273811,284149,175699,74582,808241,17372,16192,29175,62739
17-06-2019,295897,319657,186750,91366,893675,20364,18989,33156,72509
18-06-2019,298775,318128,180131,89934,886971,20266,19225,33512,73003
19-06-2019,301537,322501,176820,91646,892502,20246,19505,33618,73369
20-06-2019,300224,315403,175424,91631,882681,19873,20082,34138,74093
21-06-2019,293031,266360,157382,88736,805522,19551,19516,33701,72768
22-06-2019,278601,262413,149085,75667,765771,16283,17675,29408,63366
23-06-2019,278141,270034,152304,73663,774148,15001,17659,27698,60358
24-06-2019,303051,314740,176852,91074,885723,15244,14727,28131,58102
25-06-2019,304631,320187,189912,94628,909360,19099,18655,33126,70880
26-06-2019,297698,322618,196241,95915,912476,19692,19531,34113,73336
27-06-2019,295644,323847,193987,90275,903763,19890,18907,32870,71667
28-06-2019,298039,312882,193056,89630,893617,19137,18526,31950,69613
29-06-2019,274943,281560,183189,78079,817776,16758,16528,28296,61582
30-06-2019,270197,278379,177447,78349,804376,16481,16457,28163,61101
01-07-2019,287635,322935,193938,91722,896233,19191,18833,32305,70329
02-07-2019,295911,322868,193295,91282,903359,18802,18451,32252,69505
03-07-2019,301485,319663,193302,91437,905897,19172,18159,31855,69186
04-07-2019,302361,325537,195509,92953,916361,18855,17982,31512,68349
05-07-2019,301152,314641,196353,87153,899308,18943,17599,31097,67639
06-07-2019,279376,281123,185548,77484,823536,16488,15527,26757,58772
07-07-2019,276344,274209,182219,75634,808406,16390,15244,26705,58339
08-07-2019,291167,308923,194275,89421,883789,18646,17986,30796,67428
09-07-2019,289264,307706,194573,88608,880145,19222,18426,31318,68966
10-07-2019,285596,302560,188310,87443,863912,19042,18584,31329,68955
11-07-2019,284040,296268,195090,88875,864276,18888,18482,31540,68910
12-07-2019,279215,288870,194265,84431,846787,18627,18233,31400,68260
13-07-2019,261330,261264,185188,73291,781076,16496,16196,28013,60705
14-07-2019,260036,256519,182657,73272,772487,16142,15765,27073,58980
15-07-2019,278592,283975,188860,82932,834362,18195,18038,31068,67301
16-07-2019,278238,282234,187475,83867,831821,18442,18385,31380,68207
17-07-2019,273239,280256,188145,82969,824614,18293,18200,30955,67448
18-07-2019,274057,283398,191081,81838,830385,18451,18171,30894,67516
19-07-2019,269258,280286,191505,80415,821468,18526,18166,31197,67889
20-07-2019,256030,254115,180878,71752,762774,16560,16125,28595,61280
21-07-2019,249006,253038,178329,70786,751167,16395,16025,28153,60573
22-07-2019,267426,275835,188471,79676,811416,19106,17935,31212,68253
23-07-2019,263873,277674,188807,80376,810730,19204,18498,31735,69437
24-07-2019,261560,278063,187689,81651,808981,19297,18630,32437,70364
25-07-2019,261353,277468,190904,81926,811656,19117,18794,32419,70330
26-07-2019,263115,277628,194102,82542,817391,19004,18623,31701,69328
27-07-2019,248016,259434,183696,75813,766966,17098,17278,28904,63280
28-07-2019,246993,262443,178127,74228,761797,17081,17129,28759,62969
29-07-2019,270520,279778,193226,85476,829009,19540,19258,33056,71854
30-07-2019,269058,279451,190840,86548,825909,19724,18647,32431,70802
31-07-2019,273330,283739,191744,86162,834979,20250,18612,31386,70248
01-08-2019,274972,284033,192371,84571,835952,19999,18643,31569,70211
02-08-2019,276484,278055,196296,81883,832728,19840,18685,31310,69835
03-08-2019,257128,258699,187695,73272,776794,17253,16525,28387,62165
04-08-2019,254848,259422,184631,72478,771386,17106,15958,27424,60488
05-08-2019,282480,297621,196611,87750,864462,19894,18449,30974,69317
06-08-2019,282895,296470,193707,89871,862950,20813,19201,32160,72174
07-08-2019,280326,301647,194474,89889,866337,21245,19500,32398,73143
08-08-2019,281749,300894,195096,89802,867548,21194,19547,32360,73101
09-08-2019,284641,298429,197982,86977,868038,20377,18959,31557,70893
10-08-2019,264466,272624,185772,78240,801106,17362,16977,28767,63106
11-08-2019,251519,271036,183304,78060,783918,17404,16661,27781,61846
12-08-2019,279206,308801,199569,90854,878434,20237,19295,31954,71486
13-08-2019,285948,309230,201009,91516,887708,20046,19467,32524,72037
14-08-2019,292571,305810,199818,90664,888865,20169,19200,31778,71147
15-08-2019,295775,313846,202196,92383,904200,20387,19284,28177,67848
16-08-2019,288866,307549,204314,88504,889237,20188,19160,30050,69398
17-08-2019,270680,282902,190106,80158,823853,18411,17464,28138,64013
18-08-2019,266544,281087,182812,78274,808723,17496,16975,27869,62340
19-08-2019,291519,313429,202717,91847,899526,19939,19582,32783,72304
20-08-2019,294515,313749,200589,91252,900106,18412,19350,32980,70742
21-08-2019,297220,316991,200775,91361,906350,20483,19465,32783,72731
22-08-2019,301415,317268,202002,92987,913678,20364,19350,32276,71990
23-08-2019,299610,312912,206845,88588,907962,20438,19311,32141,71890
24-08-2019,272611,279947,190366,76902,819832,17567,17187,28865,63619
25-08-2019,266600,278196,185736,76571,807107,17376,16627,28077,62080
26-08-2019,289475,325351,200932,91499,907258,20502,19338,32692,72532
27-08-2019,288867,319522,199883,93184,901467,21032,19687,33304,74023
28-08-2019,286114,319591,199249,94571,899529,20829,19819,33156,73804
29-08-2019,285429,324997,201282,92860,904571,20447,19584,33409,73440
30-08-2019,285760,316025,204692,88676,895155,20552,19572,33423,73547
31-08-2019,272046,281102,188453,78187,819798,17643,16913,29673,64229
01-09-2019,267005,285201,185186,76951,814344,17177,16622,28529,62328
02-09-2019,295767,322807,204607,88333,911515,20407,18781,32488,71676
03-09-2019,300053,327344,200839,88964,917210,20558,19069,32697,72324
04-09-2019,311133,330631,200855,90670,933290,20517,19182,32555,72254
05-09-2019,308810,328721,202419,90984,930941,20977,19404,32579,72960
06-09-2019,316007,323808,204191,88302,932312,20560,18892,32167,71619
07-09-2019,297109,295162,194507,76824,863604,17699,16751,28755,63205
08-09-2019,295349,292371,187385,77795,852905,17572,16935,28277,62784
09-09-2019,311559,333433,204072,92218,941289,20616,19640,32235,72491
10-09-2019,307901,328103,198125,94156,928287,20315,19569,32056,71940
11-09-2019,304625,321479,195850,91869,913830,20566,19528,32366,72460
12-09-2019,306723,322681,199182,91567,920155,20727,19435,32684,72846
13-09-2019,308752,312875,203221,87974,912831,21472,19324,32157,72953
14-09-2019,306258,294170,193119,77350,870904,18495,16826,27946,63267
15-09-2019,293589,298605,190899,76300,859392,18698,16473,27883,63054
16-09-2019,320431,343914,206935,89753,961040,21523,18540,31690,71753
17-09-2019,330204,351361,210803,91876,984249,22104,18973,32204,73281
18-09-2019,328104,349466,216546,93217,987337,22473,19086,32754,74313
19-09-2019,341261,352937,216042,92307,1.00255e+06,22427,19439,33301,75167
20-09-2019,326915,346784,220599,90935,985237,22380,19526,33083,74989
21-09-2019,296606,291119,208660,78914,875301,19401,17379,29765,66545
22-09-2019,293753,298372,203359,76469,871960,18936,17275,29209,65420
23-09-2019,321403,345521,225533,91467,983925,22487,19928,33390,75805
24-09-2019,323945,349126,230703,93387,997165,22711,20126,34008,76845
25-09-2019,323432,355137,221671,94676,994916,22986,20469,34525,77980
26-09-2019,322218,347137,220652,96373,986382,23342,20274,33717,77333
27-09-2019,324517,341987,218664,92767,977942,22156,19901,33476,75533
28-09-2019,298856,306648,202103,81229,888843,19141,17570,30719,67430
29-09-2019,297381,307189,194919,80327,879822,18864,17140,29310,65314
30-09-2019,335753,347347,208818,96599,988521,21622,20041,34013,75676
01-10-2019,343081,356754,212544,97467,1.00985e+06,21921,19568,33891,75380
02-10-2019,342128,371875,216844,98445,1.02929e+06,22508,19876,34477,76861
03-10-2019,355692,385101,225900,96104,1.0628e+06,23083,19931,34272,77286
04-10-2019,363369,389990,233847,95187,1.08239e+06,23746,20132,34555,78433
05-10-2019,353424,367494,223310,84078,1.02832e+06,21440,17983,31105,70528
06-10-2019,349990,362771,217531,83479,1.01378e+06,21134,17762,30568,69464
07-10-2019,383928,408413,232905,97033,1.12229e+06,24210,20620,35101,79931
08-10-2019,379904,409683,232286,98518,1.1204e+06,24559,20988,34894,80441
09-10-2019,368666,387906,234031,96403,1.08701e+06,24289,21070,34068,79427
10-10-2019,356092,371621,235070,97044,1.05984e+06,24080,20811,34148,79039
11-10-2019,355192,362860,232672,95587,1.04632e+06,23200,20664,33748,77612
12-10-2019,333390,330751,219171,85596,968914,20393,17923,30477,68793
13-10-2019,334976,331008,214662,80928,961580,20115,17443,29502,67060
14-10-2019,363687,380628,236125,92930,1.07338e+06,23997,20303,32911,77211
15-10-2019,371137,380531,236199,93811,1.08168e+06,23285,20400,33361,77046
16-10-2019,373445,379299,234622,94694,1.08206e+06,23650,20185,33053,76888
17-10-2019,370957,379618,236490,93974,1.08104e+06,23943,20418,34339,78700
18-10-2019,364213,357987,234353,90705,1.04726e+06,23390,20178,33201,76769
19-10-2019,350272,323839,212051,79588,965753,20209,17670,29977,67856
20-10-2019,356275,335253,213398,80361,985297,20236,17303,29117,66656
21-10-2019,393366,385688,234896,96319,1.11027e+06,23308,19930,33358,76596
22-10-2019,378161,367727,226522,96826,1.06925e+06,23469,20317,34401,78187
23-10-2019,368308,375883,224569,98051,1.06681e+06,23136,20102,34430,77668
24-10-2019,366936,371100,224284,98541,1.06086e+06,22660,20100,34304,77064
25-10-2019,358860,355926,220112,96728,1.03163e+06,23126,20068,34613,77807
26-10-2019,359934,349311,216607,84575,1.01043e+06,20829,17715,30574,69118
27-10-2019,379846,372820,233085,88741,1.07449e+06,21273,18194,30634,70101
28-10-2019,401991,406519,246465,99198,1.15418e+06,23603,20244,34471,78318
29-10-2019,414365,419118,249483,100465,1.18343e+06,25047,20840,35455,81342
30-10-2019,421336,431050,250974,103403,1.20677e+06,25941,21262,36459,83662
31-10-2019,405731,410119,244929,100471,1.16125e+06,25707,21341,35961,83009
01-11-2019,411205,409260,252740,99269,1.17248e+06,24936,21054,30003,75993
02-11-2019,395477,375019,233507,89408,1.09342e+06,22466,19113,31091,72670
03-11-2019,401261,374463,228158,84655,1.08854e+06,21861,18592,30378,70831
04-11-2019,433208,433938,256663,103516,1.22733e+06,24883,21296,34821,81000
05-11-2019,452932,452753,264781,104542,1.27501e+06,25599,21471,35161,82231
06-11-2019,462691,461764,275968,103874,1.30430e+06,25884,21710,35392,82986
07-11-2019,465968,454825,278372,103572,1.30274e+06,26544,21604,35343,83491
08-11-2019,469975,435783,272061,100139,1.27796e+06,25505,21131,35373,82009
09-11-2019,446183,407351,242823,86321,1.18268e+06,21911,18595,31688,72194
10-11-2019,440705,410351,229641,88766,1.16946e+06,21441,18162,30770,70373
11-11-2019,477615,446609,251936,102575,1.27874e+06,25137,20983,35035,81155
12-11-2019,458371,432546,251896,106869,1.24968e+06,24586,21516,36046,82148
13-11-2019,439893,431467,239582,104784,1.21574e+06,24705,21567,35531,81803
14-11-2019,441450,430446,235957,104410,1.21226e+06,24491,21272,35898,81661
15-11-2019,437826,421069,245694,104211,1.20881e+06,25476,21166,35882,82524
16-11-2019,420231,383275,239787,89441,1.13274e+06,22619,18578,32083,73280
17-11-2019,407307,379781,228850,88792,1.10473e+06,21435,17796,31037,70268
18-11-2019,440312,413748,245918,101938,1.20192e+06,24479,17817,35619,77915
19-11-2019,424531,408439,238402,103255,1.17463e+06,24775,21105,36360,82240
20-11-2019,436291,406499,235974,103518,1.18228e+06,25072,21702,37007,83781
21-11-2019,427018,409301,239469,104367,1.18016e+06,25444,21896,37469,84809
22-11-2019,413042,409058,248046,101488,1.17164e+06,26475,22117,37878,86470
23-11-2019,395055,379049,244005,92738,1.11085e+06,23989,19721,34592,78302
24-11-2019,397402,390447,242740,91050,1.12165e+06,24153,19268,33598,77019
25-11-2019,428627,435964,259307,103766,1.22767e+06,27857,22666,38704,89227
26-11-2019,432637,431323,250786,104860,1.21961e+06,27907,22921,39247,90075
27-11-2019,437680,428597,254438,104359,1.22508e+06,27613,23046,39055,89714
28-11-2019,448999,431730,250448,104772,1.23596e+06,27043,22528,38726,88297
29-11-2019,459388,450889,253312,105921,1.26951e+06,26218,22038,37970,86226
30-11-2019,450872,442073,249901,93245,1.2361e+06,24530,19678,34339,78547
01-12-2019,453188,444023,243243,93194,1.23366e+06,23487,19531,33757,76775
02-12-2019,482401,488639,259037,107389,1.33747e+06,27447,22731,38625,88803
03-12-2019,462014,478005,265321,111829,1.31717e+06,28031,22995,38997,90023
04-12-2019,437820,445671,247948,108194,1.23964e+06,27315,22677,38959,88951
05-12-2019,429463,434197,241838,110888,1.21639e+06,26338,22430,38835,87603
06-12-2019,428268,422209,231808,108780,1.19107e+06,26218,22547,38143,86908
07-12-2019,418838,392200,232283,96196,1.13952e+06,23436,20077,34563,78076
08-12-2019,424274,408344,230733,98649,1.16200e+06,22616,19109,33075,74800
09-12-2019,450282,442131,234481,109034,1.23593e+06,25849,21761,37399,85009
10-12-2019,479076,485117,251132,110531,1.32586e+06,26998,22316,37896,87210
