Date,NO Consume,SE Consume,FI Consume,DK Consume,Nordic Consume,EE Consume,LV Consume,LT Consume,Baltic Consume
11-12-2019,438159,463480,246270,109144,1.25706e+06,27777,22913,39110,89800
12-12-2019,436210,452064,244299,106114,1.23869e+06,27811,23260,39206,90277
13-12-2019,441266,452174,252877,102544,1.24886e+06,27102,22837,38173,88112
14-12-2019,422215,415080,238737,92693,1.16873e+06,24076,20594,34417,79087
15-12-2019,415792,411436,232929,92707,1.15287e+06,23584,19645,33218,76447
16-12-2019,453105,447028,251153,103616,1.2549e+06,25984,22207,37148,85339
17-12-2019,460688,437476,250404,104851,1.25342e+06,25029,22205,37272,84506
18-12-2019,469338,441593,253257,106769,1.27096e+06,25233,21863,36600,83696
19-12-2019,472747,447669,253472,106023,1.27992e+06,26022,21881,36845,84748
20-12-2019,441854,418473,249711,100654,1.2107e+06,25567,21833,36175,83575
21-12-2019,407474,382793,234499,91857,1.11663e+06,23172,19764,32946,75882
22-12-2019,407024,381602,221879,88327,1.09884e+06,22221,18838,31967,73026
23-12-2019,429045,398944,221337,93465,1.1428e+06,22716,20016,33447,54837
24-12-2019,420220,371505,212020,85976,1.08973e+06,21282,18268,30322,69872
25-12-2019,415527,377500,211261,82556,1.08684e+06,20779,17131,27782,65692
26-12-2019,434658,403934,216217,84816,1.13963e+06,21932,18113,29311,69356
27-12-2019,460167,437592,241661,93113,1.23254e+06,24133,19943,32877,76953
28-12-2019,442388,441166,251740,92159,1.22745e+06,23841,19371,32318,75530
29-12-2019,394046,396131,231863,91624,1.11366e+06,23689,18901,31866,74456
30-12-2019,394922,389466,229510,96420,1.11033e+06,23980,19782,33985,77747
31-12-2019,410930,335013,240828,89113,985495,8478,18300,32882,27356
