Date,NO,SE
2016-03-31,34504.0,8976.0
2016-04-01,34504.0,8976.0
2016-04-02,34504.0,8976.0
2016-04-03,34504.0,8976.0
2016-04-04,32801.0,8566.0
2016-04-05,32801.0,8566.0
2016-04-06,32801.0,8566.0
2016-04-07,32801.0,8566.0
2016-04-08,32801.0,8566.0
2016-04-09,32801.0,8566.0
2016-04-10,32801.0,8566.0
2016-04-11,31593.0,8241.0
2016-04-12,31593.0,8241.0
2016-04-13,31593.0,8241.0
2016-04-14,31593.0,8241.0
2016-04-15,31593.0,8241.0
2016-04-16,31593.0,8241.0
2016-04-17,31593.0,8241.0
2016-04-18,29923.0,8180.0
2016-04-19,29923.0,8180.0
2016-04-20,29923.0,8180.0
2016-04-21,29923.0,8180.0
2016-04-22,29923.0,8180.0
2016-04-23,29923.0,8180.0
2016-04-24,29923.0,8180.0
2016-04-25,30014.0,9424.0
2016-04-26,30014.0,9424.0
2016-04-27,30014.0,9424.0
2016-04-28,30014.0,9424.0
2016-04-29,30014.0,9424.0
2016-04-30,30014.0,9424.0
2016-05-01,30014.0,9424.0
2016-05-02,32136.0,11416.0
2016-05-03,32136.0,11416.0
2016-05-04,32136.0,11416.0
2016-05-05,32136.0,11416.0
2016-05-06,32136.0,11416.0
2016-05-07,32136.0,11416.0
2016-05-08,32136.0,11416.0
2016-05-09,33688.0,12671.0
2016-05-10,33688.0,12671.0
2016-05-11,33688.0,12671.0
2016-05-12,33688.0,12671.0
2016-05-13,33688.0,12671.0
2016-05-14,33688.0,12671.0
2016-05-15,33688.0,12671.0
2016-05-16,38549.0,15548.0
2016-05-17,38549.0,15548.0
2016-05-18,38549.0,15548.0
2016-05-19,38549.0,15548.0
2016-05-20,38549.0,15548.0
2016-05-21,38549.0,15548.0
2016-05-22,38549.0,15548.0
2016-05-23,45833.0,17763.0
2016-05-24,45833.0,17763.0
2016-05-25,45833.0,17763.0
2016-05-26,45833.0,17763.0
2016-05-27,45833.0,17763.0
2016-05-28,45833.0,17763.0
2016-05-29,45833.0,17763.0
2016-05-30,49092.0,18310.0
2016-05-31,49092.0,18310.0
2016-06-01,49092.0,18310.0
2016-06-02,49092.0,18310.0
2016-06-03,49092.0,18310.0
2016-06-04,49092.0,18310.0
2016-06-05,49092.0,18310.0
2016-06-06,51242.0,18748.0
2016-06-07,51242.0,18748.0
2016-06-08,51242.0,18748.0
2016-06-09,51242.0,18748.0
2016-06-10,51242.0,18748.0
2016-06-11,51242.0,18748.0
2016-06-12,51242.0,18748.0
2016-06-13,54369.0,19417.0
2016-06-14,54369.0,19417.0
2016-06-15,54369.0,19417.0
2016-06-16,54369.0,19417.0
2016-06-17,54369.0,19417.0
2016-06-18,54369.0,19417.0
2016-06-19,54369.0,19417.0
2016-06-20,58018.0,20321.0
2016-06-21,58018.0,20321.0
2016-06-22,58018.0,20321.0
2016-06-23,58018.0,20321.0
2016-06-24,58018.0,20321.0
2016-06-25,58018.0,20321.0
2016-06-26,58018.0,20321.0
2016-06-27,59329.0,20916.0
2016-06-28,59329.0,20916.0
2016-06-29,59329.0,20916.0
2016-06-30,59329.0,20916.0
2016-07-01,59329.0,20916.0
2016-07-02,59329.0,20916.0
2016-07-03,59329.0,20916.0
2016-07-04,60932.0,21301.0
2016-07-05,60932.0,21301.0
2016-07-06,60932.0,21301.0
2016-07-07,60932.0,21301.0
2016-07-08,60932.0,21301.0
2016-07-09,60932.0,21301.0
2016-07-10,60932.0,21301.0
2016-07-11,62061.0,21271.0
2016-07-12,62061.0,21271.0
2016-07-13,62061.0,21271.0
2016-07-14,62061.0,21271.0
2016-07-15,62061.0,21271.0
2016-07-16,62061.0,21271.0
2016-07-17,62061.0,21271.0
2016-07-18,63807.0,21423.0
2016-07-19,63807.0,21423.0
2016-07-20,63807.0,21423.0
2016-07-21,63807.0,21423.0
2016-07-22,63807.0,21423.0
2016-07-23,63807.0,21423.0
2016-07-24,63807.0,21423.0
2016-07-25,64991.0,21880.0
2016-07-26,64991.0,21880.0
2016-07-27,64991.0,21880.0
2016-07-28,64991.0,21880.0
2016-07-29,64991.0,21880.0
2016-07-30,64991.0,21880.0
2016-07-31,64991.0,21880.0
2016-08-01,66996.0,22403.0
2016-08-02,66996.0,22403.0
2016-08-03,66996.0,22403.0
2016-08-04,66996.0,22403.0
2016-08-05,66996.0,22403.0
2016-08-06,66996.0,22403.0
2016-08-07,66996.0,22403.0
2016-08-08,67029.0,22456.0
2016-08-09,67029.0,22456.0
2016-08-10,67029.0,22456.0
2016-08-11,67029.0,22456.0
2016-08-12,67029.0,22456.0
2016-08-13,67029.0,22456.0
2016-08-14,67029.0,22456.0
2016-08-15,67724.0,22647.0
2016-08-16,67724.0,22647.0
2016-08-17,67724.0,22647.0
2016-08-18,67724.0,22647.0
2016-08-19,67724.0,22647.0
2016-08-20,67724.0,22647.0
2016-08-21,67724.0,22647.0
2016-08-22,68720.0,23003.0
2016-08-23,68720.0,23003.0
2016-08-24,68720.0,23003.0
2016-08-25,68720.0,23003.0
2016-08-26,68720.0,23003.0
2016-08-27,68720.0,23003.0
2016-08-28,68720.0,23003.0
2016-08-29,69235.0,23302.0
2016-08-30,69235.0,23302.0
2016-08-31,69235.0,23302.0
2016-09-01,69235.0,23302.0
2016-09-02,69235.0,23302.0
2016-09-03,69235.0,23302.0
2016-09-04,69235.0,23302.0
2016-09-05,69411.0,23383.0
2016-09-06,69411.0,23383.0
2016-09-07,69411.0,23383.0
2016-09-08,69411.0,23383.0
2016-09-09,69411.0,23383.0
2016-09-10,69411.0,23383.0
2016-09-11,69411.0,23383.0
2016-09-12,68544.0,23086.0
2016-09-13,68544.0,23086.0
2016-09-14,68544.0,23086.0
2016-09-15,68544.0,23086.0
2016-09-16,68544.0,23086.0
2016-09-17,68544.0,23086.0
2016-09-18,68544.0,23086.0
2016-09-19,70814.0,23251.0
2016-09-20,70814.0,23251.0
2016-09-21,70814.0,23251.0
2016-09-22,70814.0,23251.0
2016-09-23,70814.0,23251.0
2016-09-24,70814.0,23251.0
2016-09-25,70814.0,23251.0
2016-09-26,70102.0,22990.0
2016-09-27,70102.0,22990.0
2016-09-28,70102.0,22990.0
2016-09-29,70102.0,22990.0
2016-09-30,70102.0,22990.0
2016-10-01,70102.0,22990.0
2016-10-02,70102.0,22990.0
2016-10-03,68334.0,22360.0
2016-10-04,68334.0,22360.0
2016-10-05,68334.0,22360.0
2016-10-06,68334.0,22360.0
2016-10-07,68334.0,22360.0
2016-10-08,68334.0,22360.0
2016-10-09,68334.0,22360.0
2016-10-10,66485.0,21783.0
2016-10-11,66485.0,21783.0
2016-10-12,66485.0,21783.0
2016-10-13,66485.0,21783.0
2016-10-14,66485.0,21783.0
2016-10-15,66485.0,21783.0
2016-10-16,66485.0,21783.0
2016-10-17,65043.0,21278.0
2016-10-18,65043.0,21278.0
2016-10-19,65043.0,21278.0
2016-10-20,65043.0,21278.0
2016-10-21,65043.0,21278.0
2016-10-22,65043.0,21278.0
2016-10-23,65043.0,21278.0
2016-10-24,63471.0,20689.0
2016-10-25,63471.0,20689.0
2016-10-26,63471.0,20689.0
2016-10-27,63471.0,20689.0
2016-10-28,63471.0,20689.0
2016-10-29,63471.0,20689.0
2016-10-30,63471.0,20689.0
2016-10-31,60755.0,19716.0
2016-11-01,60755.0,19716.0
2016-11-02,60755.0,19716.0
2016-11-03,60755.0,19716.0
2016-11-04,60755.0,19716.0
2016-11-05,60755.0,19716.0
2016-11-06,60755.0,19716.0
2016-11-07,59577.0,19390.0
2016-11-08,59577.0,19390.0
2016-11-09,59577.0,19390.0
2016-11-10,59577.0,19390.0
2016-11-11,59577.0,19390.0
2016-11-12,59577.0,19390.0
2016-11-13,59577.0,19390.0
2016-11-14,58649.0,19180.0
2016-11-15,58649.0,19180.0
2016-11-16,58649.0,19180.0
2016-11-17,58649.0,19180.0
2016-11-18,58649.0,19180.0
2016-11-19,58649.0,19180.0
2016-11-20,58649.0,19180.0
2016-11-21,56891.0,18694.0
2016-11-22,56891.0,18694.0
2016-11-23,56891.0,18694.0
2016-11-24,56891.0,18694.0
2016-11-25,56891.0,18694.0
2016-11-26,56891.0,18694.0
2016-11-27,56891.0,18694.0
2016-11-28,56649.0,18459.0
2016-11-29,56649.0,18459.0
2016-11-30,56649.0,18459.0
2016-12-01,56649.0,18459.0
2016-12-02,56649.0,18459.0
2016-12-03,56649.0,18459.0
2016-12-04,56649.0,18459.0
2016-12-05,54457.0,17749.0
2016-12-06,54457.0,17749.0
2016-12-07,54457.0,17749.0
2016-12-08,54457.0,17749.0
2016-12-09,54457.0,17749.0
2016-12-10,54457.0,17749.0
2016-12-11,54457.0,17749.0
2016-12-12,53687.0,17801.0
2016-12-13,53687.0,17801.0
2016-12-14,53687.0,17801.0
2016-12-15,53687.0,17801.0
2016-12-16,53687.0,17801.0
2016-12-17,53687.0,17801.0
2016-12-18,53687.0,17801.0
2016-12-19,53987.0,17924.0
2016-12-20,53987.0,17924.0
2016-12-21,53987.0,17924.0
2016-12-22,53987.0,17924.0
2016-12-23,53987.0,17924.0
2016-12-24,53987.0,17924.0
2016-12-25,53987.0,17924.0
2016-12-26,64848.0,22522.0
2016-12-27,64848.0,22522.0
2016-12-28,64848.0,22522.0
2016-12-29,64848.0,22522.0
2016-12-30,64848.0,22522.0
2016-12-31,64848.0,22522.0
2017-01-01,64848.0,22522.0
2017-01-02,50102.0,16533.0
2017-01-03,50102.0,16533.0
2017-01-04,50102.0,16533.0
2017-01-05,50102.0,16533.0
2017-01-06,50102.0,16533.0
2017-01-07,50102.0,16533.0
2017-01-08,50102.0,16533.0
2017-01-09,48484.0,15735.0
2017-01-10,48484.0,15735.0
2017-01-11,48484.0,15735.0
2017-01-12,48484.0,15735.0
2017-01-13,48484.0,15735.0
2017-01-14,48484.0,15735.0
2017-01-15,48484.0,15735.0
2017-01-16,46780.0,15049.0
2017-01-17,46780.0,15049.0
2017-01-18,46780.0,15049.0
2017-01-19,46780.0,15049.0
2017-01-20,46780.0,15049.0
2017-01-21,46780.0,15049.0
2017-01-22,46780.0,15049.0
2017-01-23,44240.0,14159.0
2017-01-24,44240.0,14159.0
2017-01-25,44240.0,14159.0
2017-01-26,44240.0,14159.0
2017-01-27,44240.0,14159.0
2017-01-28,44240.0,14159.0
2017-01-29,44240.0,14159.0
2017-01-30,41458.0,13006.0
2017-01-31,41458.0,13006.0
2017-02-01,41458.0,13006.0
2017-02-02,41458.0,13006.0
2017-02-03,41458.0,13006.0
2017-02-04,41458.0,13006.0
2017-02-05,41458.0,13006.0
2017-02-06,39043.0,12132.0
2017-02-07,39043.0,12132.0
2017-02-08,39043.0,12132.0
2017-02-09,39043.0,12132.0
2017-02-10,39043.0,12132.0
2017-02-11,39043.0,12132.0
2017-02-12,39043.0,12132.0
2017-02-13,37381.0,11406.0
2017-02-14,37381.0,11406.0
2017-02-15,37381.0,11406.0
2017-02-16,37381.0,11406.0
2017-02-17,37381.0,11406.0
2017-02-18,37381.0,11406.0
2017-02-19,37381.0,11406.0
2017-02-20,35222.0,10534.0
2017-02-21,35222.0,10534.0
2017-02-22,35222.0,10534.0
2017-02-23,35222.0,10534.0
2017-02-24,35222.0,10534.0
2017-02-25,35222.0,10534.0
2017-02-26,35222.0,10534.0
2017-02-27,32716.0,9540.0
2017-02-28,32716.0,9540.0
2017-03-01,32716.0,9540.0
2017-03-02,32716.0,9540.0
2017-03-03,32716.0,9540.0
2017-03-04,32716.0,9540.0
2017-03-05,32716.0,9540.0
2017-03-06,31142.0,8862.0
2017-03-07,31142.0,8862.0
2017-03-08,31142.0,8862.0
2017-03-09,31142.0,8862.0
2017-03-10,31142.0,8862.0
2017-03-11,31142.0,8862.0
2017-03-12,31142.0,8862.0
2017-03-13,29456.0,8156.0
2017-03-14,29456.0,8156.0
2017-03-15,29456.0,8156.0
2017-03-16,29456.0,8156.0
2017-03-17,29456.0,8156.0
2017-03-18,29456.0,8156.0
2017-03-19,29456.0,8156.0
2017-03-20,28601.0,7636.0
2017-03-21,28601.0,7636.0
2017-03-22,28601.0,7636.0
2017-03-23,28601.0,7636.0
2017-03-24,28601.0,7636.0
2017-03-25,28601.0,7636.0
2017-03-26,28601.0,7636.0
2017-03-27,28251.0,7398.0
2017-03-28,28251.0,7398.0
2017-03-29,28251.0,7398.0
2017-03-30,28251.0,7398.0
2017-03-31,28251.0,7398.0
2017-04-01,28251.0,7398.0
2017-04-02,28251.0,7398.0
2017-04-03,27589.0,7203.0
2017-04-04,27589.0,7203.0
2017-04-05,27589.0,7203.0
2017-04-06,27589.0,7203.0
2017-04-07,27589.0,7203.0
2017-04-08,27589.0,7203.0
2017-04-09,27589.0,7203.0
2017-04-10,26148.0,6838.0
2017-04-11,26148.0,6838.0
2017-04-12,26148.0,6838.0
2017-04-13,26148.0,6838.0
2017-04-14,26148.0,6838.0
2017-04-15,26148.0,6838.0
2017-04-16,26148.0,6838.0
2017-04-17,24236.0,6373.0
2017-04-18,24236.0,6373.0
2017-04-19,24236.0,6373.0
2017-04-20,24236.0,6373.0
2017-04-21,24236.0,6373.0
2017-04-22,24236.0,6373.0
2017-04-23,24236.0,6373.0
2017-04-24,23543.0,6615.0
2017-04-25,23543.0,6615.0
2017-04-26,23543.0,6615.0
2017-04-27,23543.0,6615.0
2017-04-28,23543.0,6615.0
2017-04-29,23543.0,6615.0
2017-04-30,23543.0,6615.0
2017-05-01,23183.0,6873.0
2017-05-02,23183.0,6873.0
2017-05-03,23183.0,6873.0
2017-05-04,23183.0,6873.0
2017-05-05,23183.0,6873.0
2017-05-06,23183.0,6873.0
2017-05-07,23183.0,6873.0
2017-05-08,28682.0,8474.0
2017-05-09,28682.0,8474.0
2017-05-10,28682.0,8474.0
2017-05-11,28682.0,8474.0
2017-05-12,28682.0,8474.0
2017-05-13,28682.0,8474.0
2017-05-14,28682.0,8474.0
2017-05-15,33857.0,11123.0
2017-05-16,33857.0,11123.0
2017-05-17,33857.0,11123.0
2017-05-18,33857.0,11123.0
2017-05-19,33857.0,11123.0
2017-05-20,33857.0,11123.0
2017-05-21,33857.0,11123.0
2017-05-22,37965.0,12696.0
2017-05-23,37965.0,12696.0
2017-05-24,37965.0,12696.0
2017-05-25,37965.0,12696.0
2017-05-26,37965.0,12696.0
2017-05-27,37965.0,12696.0
2017-05-28,37965.0,12696.0
2017-05-29,44950.0,15186.0
2017-05-30,44950.0,15186.0
2017-05-31,44950.0,15186.0
2017-06-01,44950.0,15186.0
2017-06-02,44950.0,15186.0
2017-06-03,44950.0,15186.0
2017-06-04,44950.0,15186.0
2017-06-05,50159.0,18185.0
2017-06-06,50159.0,18185.0
2017-06-07,50159.0,18185.0
2017-06-08,50159.0,18185.0
2017-06-09,50159.0,18185.0
2017-06-10,50159.0,18185.0
2017-06-11,50159.0,18185.0
2017-06-12,53631.0,20285.0
2017-06-13,53631.0,20285.0
2017-06-14,53631.0,20285.0
2017-06-15,53631.0,20285.0
2017-06-16,53631.0,20285.0
2017-06-17,53631.0,20285.0
2017-06-18,53631.0,20285.0
2017-06-19,55720.0,21751.0
2017-06-20,55720.0,21751.0
2017-06-21,55720.0,21751.0
2017-06-22,55720.0,21751.0
2017-06-23,55720.0,21751.0
2017-06-24,55720.0,21751.0
2017-06-25,55720.0,21751.0
2017-06-26,56950.0,22576.0
2017-06-27,56950.0,22576.0
2017-06-28,56950.0,22576.0
2017-06-29,56950.0,22576.0
2017-06-30,56950.0,22576.0
2017-07-01,56950.0,22576.0
2017-07-02,56950.0,22576.0
2017-07-03,58713.0,24418.0
2017-07-04,58713.0,24418.0
2017-07-05,58713.0,24418.0
2017-07-06,58713.0,24418.0
2017-07-07,58713.0,24418.0
2017-07-08,58713.0,24418.0
2017-07-09,58713.0,24418.0
2017-07-10,60102.0,25453.0
2017-07-11,60102.0,25453.0
2017-07-12,60102.0,25453.0
2017-07-13,60102.0,25453.0
2017-07-14,60102.0,25453.0
2017-07-15,60102.0,25453.0
2017-07-16,60102.0,25453.0
2017-07-17,61742.0,26000.0
2017-07-18,61742.0,26000.0
2017-07-19,61742.0,26000.0
2017-07-20,61742.0,26000.0
2017-07-21,61742.0,26000.0
2017-07-22,61742.0,26000.0
2017-07-23,61742.0,26000.0
2017-07-24,64004.0,26679.0
2017-07-25,64004.0,26679.0
2017-07-26,64004.0,26679.0
2017-07-27,64004.0,26679.0
2017-07-28,64004.0,26679.0
2017-07-29,64004.0,26679.0
2017-07-30,64004.0,26679.0
2017-07-31,65357.0,26900.0
2017-08-01,65357.0,26900.0
2017-08-02,65357.0,26900.0
2017-08-03,65357.0,26900.0
2017-08-04,65357.0,26900.0
2017-08-05,65357.0,26900.0
2017-08-06,65357.0,26900.0
2017-08-07,66620.0,27290.0
2017-08-08,66620.0,27290.0
2017-08-09,66620.0,27290.0
2017-08-10,66620.0,27290.0
2017-08-11,66620.0,27290.0
2017-08-12,66620.0,27290.0
2017-08-13,66620.0,27290.0
2017-08-14,66678.0,27381.0
2017-08-15,66678.0,27381.0
2017-08-16,66678.0,27381.0
2017-08-17,66678.0,27381.0
2017-08-18,66678.0,27381.0
2017-08-19,66678.0,27381.0
2017-08-20,66678.0,27381.0
2017-08-21,66334.0,27241.0
2017-08-22,66334.0,27241.0
2017-08-23,66334.0,27241.0
2017-08-24,66334.0,27241.0
2017-08-25,66334.0,27241.0
2017-08-26,66334.0,27241.0
2017-08-27,66334.0,27241.0
2017-08-28,66891.0,26887.0
2017-08-29,66891.0,26887.0
2017-08-30,66891.0,26887.0
2017-08-31,66891.0,26887.0
2017-09-01,66891.0,26887.0
2017-09-02,66891.0,26887.0
2017-09-03,66891.0,26887.0
2017-09-04,68380.0,27346.0
2017-09-05,68380.0,27346.0
2017-09-06,68380.0,27346.0
2017-09-07,68380.0,27346.0
2017-09-08,68380.0,27346.0
2017-09-09,68380.0,27346.0
2017-09-10,68380.0,27346.0
2017-09-11,68189.0,27182.0
2017-09-12,68189.0,27182.0
2017-09-13,68189.0,27182.0
2017-09-14,68189.0,27182.0
2017-09-15,68189.0,27182.0
2017-09-16,68189.0,27182.0
2017-09-17,68189.0,27182.0
2017-09-18,68088.0,26797.0
2017-09-19,68088.0,26797.0
2017-09-20,68088.0,26797.0
2017-09-21,68088.0,26797.0
2017-09-22,68088.0,26797.0
2017-09-23,68088.0,26797.0
2017-09-24,68088.0,26797.0
2017-09-25,70394.0,27180.0
2017-09-26,70394.0,27180.0
2017-09-27,70394.0,27180.0
2017-09-28,70394.0,27180.0
2017-09-29,70394.0,27180.0
2017-09-30,70394.0,27180.0
2017-10-01,70394.0,27180.0
2017-10-02,70449.0,27269.0
2017-10-03,70449.0,27269.0
2017-10-04,70449.0,27269.0
2017-10-05,70449.0,27269.0
2017-10-06,70449.0,27269.0
2017-10-07,70449.0,27269.0
2017-10-08,70449.0,27269.0
2017-10-09,70854.0,27470.0
2017-10-10,70854.0,27470.0
2017-10-11,70854.0,27470.0
2017-10-12,70854.0,27470.0
2017-10-13,70854.0,27470.0
2017-10-14,70854.0,27470.0
2017-10-15,70854.0,27470.0
2017-10-16,71179.0,27397.0
2017-10-17,71179.0,27397.0
2017-10-18,71179.0,27397.0
2017-10-19,71179.0,27397.0
2017-10-20,71179.0,27397.0
2017-10-21,71179.0,27397.0
2017-10-22,71179.0,27397.0
2017-10-23,70968.0,27244.0
2017-10-24,70968.0,27244.0
2017-10-25,70968.0,27244.0
2017-10-26,70968.0,27244.0
2017-10-27,70968.0,27244.0
2017-10-28,70968.0,27244.0
2017-10-29,70968.0,27244.0
2017-10-30,69864.0,26901.0
2017-10-31,69864.0,26901.0
2017-11-01,69864.0,26901.0
2017-11-02,69864.0,26901.0
2017-11-03,69864.0,26901.0
2017-11-04,69864.0,26901.0
2017-11-05,69864.0,26901.0
2017-11-06,68313.0,26302.0
2017-11-07,68313.0,26302.0
2017-11-08,68313.0,26302.0
2017-11-09,68313.0,26302.0
2017-11-10,68313.0,26302.0
2017-11-11,68313.0,26302.0
2017-11-12,68313.0,26302.0
2017-11-13,67072.0,25651.0
2017-11-14,67072.0,25651.0
2017-11-15,67072.0,25651.0
2017-11-16,67072.0,25651.0
2017-11-17,67072.0,25651.0
2017-11-18,67072.0,25651.0
2017-11-19,67072.0,25651.0
2017-11-20,64762.0,24901.0
2017-11-21,64762.0,24901.0
2017-11-22,64762.0,24901.0
2017-11-23,64762.0,24901.0
2017-11-24,64762.0,24901.0
2017-11-25,64762.0,24901.0
2017-11-26,64762.0,24901.0
2017-11-27,64229.0,24360.0
2017-11-28,64229.0,24360.0
2017-11-29,64229.0,24360.0
2017-11-30,64229.0,24360.0
2017-12-01,64229.0,24360.0
2017-12-02,64229.0,24360.0
2017-12-03,64229.0,24360.0
2017-12-04,61616.0,23368.0
2017-12-05,61616.0,23368.0
2017-12-06,61616.0,23368.0
2017-12-07,61616.0,23368.0
2017-12-08,61616.0,23368.0
2017-12-09,61616.0,23368.0
2017-12-10,61616.0,23368.0
2017-12-11,60398.0,22745.0
2017-12-12,60398.0,22745.0
2017-12-13,60398.0,22745.0
2017-12-14,60398.0,22745.0
2017-12-15,60398.0,22745.0
2017-12-16,60398.0,22745.0
2017-12-17,60398.0,22745.0
2017-12-18,59449.0,22188.0
2017-12-19,59449.0,22188.0
2017-12-20,59449.0,22188.0
2017-12-21,59449.0,22188.0
2017-12-22,59449.0,22188.0
2017-12-23,59449.0,22188.0
2017-12-24,59449.0,22188.0
2017-12-25,57555.0,20281.0
2017-12-26,57555.0,20281.0
2017-12-27,57555.0,20281.0
2017-12-28,57555.0,20281.0
2017-12-29,57555.0,20281.0
2017-12-30,57555.0,20281.0
2017-12-31,57555.0,20281.0
2018-01-01,57555.0,20281.0
2018-01-02,57555.0,20281.0
2018-01-03,57555.0,20281.0
2018-01-04,57555.0,20281.0
2018-01-05,57555.0,20281.0
2018-01-06,57555.0,20281.0
2018-01-07,57555.0,20281.0
2018-01-08,54628.0,19159.0
2018-01-09,54628.0,19159.0
2018-01-10,54628.0,19159.0
2018-01-11,54628.0,19159.0
2018-01-12,54628.0,19159.0
2018-01-13,54628.0,19159.0
2018-01-14,54628.0,19159.0
2018-01-15,52108.0,18222.0
2018-01-16,52108.0,18222.0
2018-01-17,52108.0,18222.0
2018-01-18,52108.0,18222.0
2018-01-19,52108.0,18222.0
2018-01-20,52108.0,18222.0
2018-01-21,52108.0,18222.0
2018-01-22,49339.0,17152.0
2018-01-23,49339.0,17152.0
2018-01-24,49339.0,17152.0
2018-01-25,49339.0,17152.0
2018-01-26,49339.0,17152.0
2018-01-27,49339.0,17152.0
2018-01-28,49339.0,17152.0
2018-01-29,46228.0,15843.0
2018-01-30,46228.0,15843.0
2018-01-31,46228.0,15843.0
2018-02-01,46228.0,15843.0
2018-02-02,46228.0,15843.0
2018-02-03,46228.0,15843.0
2018-02-04,46228.0,15843.0
2018-02-05,43188.0,14554.0
2018-02-06,43188.0,14554.0
2018-02-07,43188.0,14554.0
2018-02-08,43188.0,14554.0
2018-02-09,43188.0,14554.0
2018-02-10,43188.0,14554.0
2018-02-11,43188.0,14554.0
2018-02-12,39811.0,13221.0
2018-02-13,39811.0,13221.0
2018-02-14,39811.0,13221.0
2018-02-15,39811.0,13221.0
2018-02-16,39811.0,13221.0
2018-02-17,39811.0,13221.0
2018-02-18,39811.0,13221.0
2018-02-19,36383.0,11769.0
2018-02-20,36383.0,11769.0
2018-02-21,36383.0,11769.0
2018-02-22,36383.0,11769.0
2018-02-23,36383.0,11769.0
2018-02-24,36383.0,11769.0
2018-02-25,36383.0,11769.0
2018-02-26,33282.0,10493.0
2018-02-27,33282.0,10493.0
2018-02-28,33282.0,10493.0
2018-03-01,33282.0,10493.0
2018-03-02,33282.0,10493.0
2018-03-03,33282.0,10493.0
2018-03-04,33282.0,10493.0
2018-03-05,30498.0,9294.0
2018-03-06,30498.0,9294.0
2018-03-07,30498.0,9294.0
2018-03-08,30498.0,9294.0
2018-03-09,30498.0,9294.0
2018-03-10,30498.0,9294.0
2018-03-11,30498.0,9294.0
2018-03-12,27833.0,8229.0
2018-03-13,27833.0,8229.0
2018-03-14,27833.0,8229.0
2018-03-15,27833.0,8229.0
2018-03-16,27833.0,8229.0
2018-03-17,27833.0,8229.0
2018-03-18,27833.0,8229.0
2018-03-19,25362.0,7181.0
2018-03-20,25362.0,7181.0
2018-03-21,25362.0,7181.0
2018-03-22,25362.0,7181.0
2018-03-23,25362.0,7181.0
2018-03-24,25362.0,7181.0
2018-03-25,25362.0,7181.0
2018-03-26,23244.0,6380.0
2018-03-27,23244.0,6380.0
2018-03-28,23244.0,6380.0
2018-03-29,23244.0,6380.0
2018-03-30,23244.0,6380.0
2018-03-31,23244.0,6380.0
2018-04-01,23244.0,6380.0
2018-04-02,21549.0,5705.0
2018-04-03,21549.0,5705.0
2018-04-04,21549.0,5705.0
2018-04-05,21549.0,5705.0
2018-04-06,21549.0,5705.0
2018-04-07,21549.0,5705.0
2018-04-08,21549.0,5705.0
2018-04-09,22422.0,5672.0
2018-04-10,22422.0,5672.0
2018-04-11,22422.0,5672.0
2018-04-12,22422.0,5672.0
2018-04-13,22422.0,5672.0
2018-04-14,22422.0,5672.0
2018-04-15,22422.0,5672.0
2018-04-16,23535.0,6763.0
2018-04-17,23535.0,6763.0
2018-04-18,23535.0,6763.0
2018-04-19,23535.0,6763.0
2018-04-20,23535.0,6763.0
2018-04-21,23535.0,6763.0
2018-04-22,23535.0,6763.0
2018-04-23,24740.0,8490.0
2018-04-24,24740.0,8490.0
2018-04-25,24740.0,8490.0
2018-04-26,24740.0,8490.0
2018-04-27,24740.0,8490.0
2018-04-28,24740.0,8490.0
2018-04-29,24740.0,8490.0
2018-04-30,33817.0,13115.0
2018-05-01,33817.0,13115.0
2018-05-02,33817.0,13115.0
2018-05-03,33817.0,13115.0
2018-05-04,33817.0,13115.0
2018-05-05,33817.0,13115.0
2018-05-06,33817.0,13115.0
2018-05-07,39703.0,17462.0
2018-05-08,39703.0,17462.0
2018-05-09,39703.0,17462.0
2018-05-10,39703.0,17462.0
2018-05-11,39703.0,17462.0
2018-05-12,39703.0,17462.0
2018-05-13,39703.0,17462.0
2018-05-14,43577.0,19281.0
2018-05-15,43577.0,19281.0
2018-05-16,43577.0,19281.0
2018-05-17,43577.0,19281.0
2018-05-18,43577.0,19281.0
2018-05-19,43577.0,19281.0
2018-05-20,43577.0,19281.0
2018-05-21,47973.0,20367.0
2018-05-22,47973.0,20367.0
2018-05-23,47973.0,20367.0
2018-05-24,47973.0,20367.0
2018-05-25,47973.0,20367.0
2018-05-26,47973.0,20367.0
2018-05-27,47973.0,20367.0
2018-05-28,49591.0,20494.0
2018-05-29,49591.0,20494.0
2018-05-30,49591.0,20494.0
2018-05-31,49591.0,20494.0
2018-06-01,49591.0,20494.0
2018-06-02,49591.0,20494.0
2018-06-03,49591.0,20494.0
2018-06-04,51743.0,20739.0
2018-06-05,51743.0,20739.0
2018-06-06,51743.0,20739.0
2018-06-07,51743.0,20739.0
2018-06-08,51743.0,20739.0
2018-06-09,51743.0,20739.0
2018-06-10,51743.0,20739.0
2018-06-11,53380.0,21620.0
2018-06-12,53380.0,21620.0
2018-06-13,53380.0,21620.0
2018-06-14,53380.0,21620.0
2018-06-15,53380.0,21620.0
2018-06-16,53380.0,21620.0
2018-06-17,53380.0,21620.0
2018-06-18,53640.0,21680.0
2018-06-19,53640.0,21680.0
2018-06-20,53640.0,21680.0
2018-06-21,53640.0,21680.0
2018-06-22,53640.0,21680.0
2018-06-23,53640.0,21680.0
2018-06-24,53640.0,21680.0
2018-06-25,53385.0,21524.0
2018-06-26,53385.0,21524.0
2018-06-27,53385.0,21524.0
2018-06-28,53385.0,21524.0
2018-06-29,53385.0,21524.0
2018-06-30,53385.0,21524.0
2018-07-01,53385.0,21524.0
