Date,NO,SE
2018-07-02,52813.0,21349.0
2018-07-03,52813.0,21349.0
2018-07-04,52813.0,21349.0
2018-07-05,52813.0,21349.0
2018-07-06,52813.0,21349.0
2018-07-07,52813.0,21349.0
2018-07-08,52813.0,21349.0
2018-07-09,52462.0,21356.0
2018-07-10,52462.0,21356.0
2018-07-11,52462.0,21356.0
2018-07-12,52462.0,21356.0
2018-07-13,52462.0,21356.0
2018-07-14,52462.0,21356.0
2018-07-15,52462.0,21356.0
2018-07-16,52328.0,21390.0
2018-07-17,52328.0,21390.0
2018-07-18,52328.0,21390.0
2018-07-19,52328.0,21390.0
2018-07-20,52328.0,21390.0
2018-07-21,52328.0,21390.0
2018-07-22,52328.0,21390.0
2018-07-23,52983.0,21523.0
2018-07-24,52983.0,21523.0
2018-07-25,52983.0,21523.0
2018-07-26,52983.0,21523.0
2018-07-27,52983.0,21523.0
2018-07-28,52983.0,21523.0
2018-07-29,52983.0,21523.0
2018-07-30,54591.0,21708.0
2018-07-31,54591.0,21708.0
2018-08-01,54591.0,21708.0
2018-08-02,54591.0,21708.0
2018-08-03,54591.0,21708.0
2018-08-04,54591.0,21708.0
2018-08-05,54591.0,21708.0
2018-08-06,56548.0,21911.0
2018-08-07,56548.0,21911.0
2018-08-08,56548.0,21911.0
2018-08-09,56548.0,21911.0
2018-08-10,56548.0,21911.0
2018-08-11,56548.0,21911.0
2018-08-12,56548.0,21911.0
2018-08-13,57334.0,22126.0
2018-08-14,57334.0,22126.0
2018-08-15,57334.0,22126.0
2018-08-16,57334.0,22126.0
2018-08-17,57334.0,22126.0
2018-08-18,57334.0,22126.0
2018-08-19,57334.0,22126.0
2018-08-20,56925.0,21985.0
2018-08-21,56925.0,21985.0
2018-08-22,56925.0,21985.0
2018-08-23,56925.0,21985.0
2018-08-24,56925.0,21985.0
2018-08-25,56925.0,21985.0
2018-08-26,56925.0,21985.0
2018-08-27,57143.0,21552.0
2018-08-28,57143.0,21552.0
2018-08-29,57143.0,21552.0
2018-08-30,57143.0,21552.0
2018-08-31,57143.0,21552.0
2018-09-01,57143.0,21552.0
2018-09-02,57143.0,21552.0
2018-09-03,60665.0,21442.0
2018-09-04,60665.0,21442.0
2018-09-05,60665.0,21442.0
2018-09-06,60665.0,21442.0
2018-09-07,60665.0,21442.0
2018-09-08,60665.0,21442.0
2018-09-09,60665.0,21442.0
2018-09-10,64258.0,21938.0
2018-09-11,64258.0,21938.0
2018-09-12,64258.0,21938.0
2018-09-13,64258.0,21938.0
2018-09-14,64258.0,21938.0
2018-09-15,64258.0,21938.0
2018-09-16,64258.0,21938.0
2018-09-17,66767.0,22871.0
2018-09-18,66767.0,22871.0
2018-09-19,66767.0,22871.0
2018-09-20,66767.0,22871.0
2018-09-21,66767.0,22871.0
2018-09-22,66767.0,22871.0
2018-09-23,66767.0,22871.0
2018-09-24,66872.0,23176.0
2018-09-25,66872.0,23176.0
2018-09-26,66872.0,23176.0
2018-09-27,66872.0,23176.0
2018-09-28,66872.0,23176.0
2018-09-29,66872.0,23176.0
2018-09-30,66872.0,23176.0
2018-10-01,69942.0,23564.0
2018-10-02,69942.0,23564.0
2018-10-03,69942.0,23564.0
2018-10-04,69942.0,23564.0
2018-10-05,69942.0,23564.0
2018-10-06,69942.0,23564.0
2018-10-07,69942.0,23564.0
2018-10-08,70673.0,23965.0
2018-10-09,70673.0,23965.0
2018-10-10,70673.0,23965.0
2018-10-11,70673.0,23965.0
2018-10-12,70673.0,23965.0
2018-10-13,70673.0,23965.0
2018-10-14,70673.0,23965.0
2018-10-15,70599.0,23955.0
2018-10-16,70599.0,23955.0
2018-10-17,70599.0,23955.0
2018-10-18,70599.0,23955.0
2018-10-19,70599.0,23955.0
2018-10-20,70599.0,23955.0
2018-10-21,70599.0,23955.0
2018-10-22,69347.0,23740.0
2018-10-23,69347.0,23740.0
2018-10-24,69347.0,23740.0
2018-10-25,69347.0,23740.0
2018-10-26,69347.0,23740.0
2018-10-27,69347.0,23740.0
2018-10-28,69347.0,23740.0
2018-10-29,68671.0,23525.0
2018-10-30,68671.0,23525.0
2018-10-31,68671.0,23525.0
2018-11-01,68671.0,23525.0
2018-11-02,68671.0,23525.0
2018-11-03,68671.0,23525.0
2018-11-04,68671.0,23525.0
2018-11-05,68952.0,23795.0
2018-11-06,68952.0,23795.0
2018-11-07,68952.0,23795.0
2018-11-08,68952.0,23795.0
2018-11-09,68952.0,23795.0
2018-11-10,68952.0,23795.0
2018-11-11,68952.0,23795.0
2018-11-12,66564.0,23080.0
2018-11-13,66564.0,23080.0
2018-11-14,66564.0,23080.0
2018-11-15,66564.0,23080.0
2018-11-16,66564.0,23080.0
2018-11-17,66564.0,23080.0
2018-11-18,66564.0,23080.0
2018-11-19,64590.0,22211.0
2018-11-20,64590.0,22211.0
2018-11-21,64590.0,22211.0
2018-11-22,64590.0,22211.0
2018-11-23,64590.0,22211.0
2018-11-24,64590.0,22211.0
2018-11-25,64590.0,22211.0
2018-11-26,62784.0,21649.0
2018-11-27,62784.0,21649.0
2018-11-28,62784.0,21649.0
2018-11-29,62784.0,21649.0
2018-11-30,62784.0,21649.0
2018-12-01,62784.0,21649.0
2018-12-02,62784.0,21649.0
2018-12-03,59720.0,20619.0
2018-12-04,59720.0,20619.0
2018-12-05,59720.0,20619.0
2018-12-06,59720.0,20619.0
2018-12-07,59720.0,20619.0
2018-12-08,59720.0,20619.0
2018-12-09,59720.0,20619.0
2018-12-10,57023.0,19461.0
2018-12-11,57023.0,19461.0
2018-12-12,57023.0,19461.0
2018-12-13,57023.0,19461.0
2018-12-14,57023.0,19461.0
2018-12-15,57023.0,19461.0
2018-12-16,57023.0,19461.0
2018-12-17,55522.0,18662.0
2018-12-18,55522.0,18662.0
2018-12-19,55522.0,18662.0
2018-12-20,55522.0,18662.0
2018-12-21,55522.0,18662.0
2018-12-22,55522.0,18662.0
2018-12-23,55522.0,18662.0
2018-12-24,54300.0,18035.0
2018-12-25,54300.0,18035.0
2018-12-26,54300.0,18035.0
2018-12-27,54300.0,18035.0
2018-12-28,54300.0,18035.0
2018-12-29,54300.0,18035.0
2018-12-30,54300.0,18035.0
2018-12-31,54300.0,18035.0
2019-01-01,54300.0,18035.0
2019-01-02,54300.0,18035.0
2019-01-03,54300.0,18035.0
2019-01-04,54300.0,18035.0
2019-01-05,54300.0,18035.0
2019-01-06,54300.0,18035.0
2019-01-07,52609.0,17301.0
2019-01-08,52609.0,17301.0
2019-01-09,52609.0,17301.0
2019-01-10,52609.0,17301.0
2019-01-11,52609.0,17301.0
2019-01-12,52609.0,17301.0
2019-01-13,52609.0,17301.0
2019-01-14,50025.0,16239.0
2019-01-15,50025.0,16239.0
2019-01-16,50025.0,16239.0
2019-01-17,50025.0,16239.0
2019-01-18,50025.0,16239.0
2019-01-19,50025.0,16239.0
2019-01-20,50025.0,16239.0
2019-01-21,46897.0,15003.0
2019-01-22,46897.0,15003.0
2019-01-23,46897.0,15003.0
2019-01-24,46897.0,15003.0
2019-01-25,46897.0,15003.0
2019-01-26,46897.0,15003.0
2019-01-27,46897.0,15003.0
2019-01-28,43889.0,13793.0
2019-01-29,43889.0,13793.0
2019-01-30,43889.0,13793.0
2019-01-31,43889.0,13793.0
2019-02-01,43889.0,13793.0
2019-02-02,43889.0,13793.0
2019-02-03,43889.0,13793.0
2019-02-04,41405.0,12848.0
2019-02-05,41405.0,12848.0
2019-02-06,41405.0,12848.0
2019-02-07,41405.0,12848.0
2019-02-08,41405.0,12848.0
2019-02-09,41405.0,12848.0
2019-02-10,41405.0,12848.0
2019-02-11,39684.0,12065.0
2019-02-12,39684.0,12065.0
2019-02-13,39684.0,12065.0
2019-02-14,39684.0,12065.0
2019-02-15,39684.0,12065.0
2019-02-16,39684.0,12065.0
2019-02-17,39684.0,12065.0
2019-02-18,38229.0,11207.0
2019-02-19,38229.0,11207.0
2019-02-20,38229.0,11207.0
2019-02-21,38229.0,11207.0
2019-02-22,38229.0,11207.0
2019-02-23,38229.0,11207.0
2019-02-24,38229.0,11207.0
2019-02-25,36832.0,10463.0
2019-02-26,36832.0,10463.0
2019-02-27,36832.0,10463.0
2019-02-28,36832.0,10463.0
2019-03-01,36832.0,10463.0
2019-03-02,36832.0,10463.0
2019-03-03,36832.0,10463.0
2019-03-04,34991.0,9690.0
2019-03-05,34991.0,9690.0
2019-03-06,34991.0,9690.0
2019-03-07,34991.0,9690.0
2019-03-08,34991.0,9690.0
2019-03-09,34991.0,9690.0
2019-03-10,34991.0,9690.0
2019-03-11,33093.0,8711.0
2019-03-12,33093.0,8711.0
2019-03-13,33093.0,8711.0
2019-03-14,33093.0,8711.0
2019-03-15,33093.0,8711.0
2019-03-16,33093.0,8711.0
2019-03-17,33093.0,8711.0
2019-03-18,31911.0,7993.0
2019-03-19,31911.0,7993.0
2019-03-20,31911.0,7993.0
2019-03-21,31911.0,7993.0
2019-03-22,31911.0,7993.0
2019-03-23,31911.0,7993.0
2019-03-24,31911.0,7993.0
2019-03-25,31372.0,7518.0
2019-03-26,31372.0,7518.0
2019-03-27,31372.0,7518.0
2019-03-28,31372.0,7518.0
2019-03-29,31372.0,7518.0
2019-03-30,31372.0,7518.0
2019-03-31,31372.0,7518.0
2019-04-01,30052.0,6906.0
2019-04-02,30052.0,6906.0
2019-04-03,30052.0,6906.0
2019-04-04,30052.0,6906.0
2019-04-05,30052.0,6906.0
2019-04-06,30052.0,6906.0
2019-04-07,30052.0,6906.0
2019-04-08,28209.0,6123.0
2019-04-09,28209.0,6123.0
2019-04-10,28209.0,6123.0
2019-04-11,28209.0,6123.0
2019-04-12,28209.0,6123.0
2019-04-13,28209.0,6123.0
2019-04-14,28209.0,6123.0
2019-04-15,27272.0,5697.0
2019-04-16,27272.0,5697.0
2019-04-17,27272.0,5697.0
2019-04-18,27272.0,5697.0
2019-04-19,27272.0,5697.0
2019-04-20,27272.0,5697.0
2019-04-21,27272.0,5697.0
2019-04-22,31079.0,7650.0
2019-04-23,31079.0,7650.0
2019-04-24,31079.0,7650.0
2019-04-25,31079.0,7650.0
2019-04-26,31079.0,7650.0
2019-04-27,31079.0,7650.0
2019-04-28,31079.0,7650.0
2019-04-29,34766.0,10050.0
2019-04-30,34766.0,10050.0
2019-05-01,34766.0,10050.0
2019-05-02,34766.0,10050.0
2019-05-03,34766.0,10050.0
2019-05-04,34766.0,10050.0
2019-05-05,34766.0,10050.0
2019-05-06,34912.0,11201.0
2019-05-07,34912.0,11201.0
2019-05-08,34912.0,11201.0
2019-05-09,34912.0,11201.0
2019-05-10,34912.0,11201.0
2019-05-11,34912.0,11201.0
2019-05-12,34912.0,11201.0
2019-05-13,36737.0,12601.0
2019-05-14,36737.0,12601.0
2019-05-15,36737.0,12601.0
2019-05-16,36737.0,12601.0
2019-05-17,36737.0,12601.0
2019-05-18,36737.0,12601.0
2019-05-19,36737.0,12601.0
2019-05-20,43636.0,15331.0
2019-05-21,43636.0,15331.0
2019-05-22,43636.0,15331.0
2019-05-23,43636.0,15331.0
2019-05-24,43636.0,15331.0
2019-05-25,43636.0,15331.0
2019-05-26,43636.0,15331.0
2019-05-27,45747.0,17171.0
2019-05-28,45747.0,17171.0
2019-05-29,45747.0,17171.0
2019-05-30,45747.0,17171.0
2019-05-31,45747.0,17171.0
2019-06-01,45747.0,17171.0
2019-06-02,45747.0,17171.0
2019-06-03,52231.0,19835.0
2019-06-04,52231.0,19835.0
2019-06-05,52231.0,19835.0
2019-06-06,52231.0,19835.0
2019-06-07,52231.0,19835.0
2019-06-08,52231.0,19835.0
2019-06-09,52231.0,19835.0
2019-06-10,56328.0,22379.0
2019-06-11,56328.0,22379.0
2019-06-12,56328.0,22379.0
2019-06-13,56328.0,22379.0
2019-06-14,56328.0,22379.0
2019-06-15,56328.0,22379.0
2019-06-16,56328.0,22379.0
2019-06-17,59464.0,24248.0
2019-06-18,59464.0,24248.0
2019-06-19,59464.0,24248.0
2019-06-20,59464.0,24248.0
2019-06-21,59464.0,24248.0
2019-06-22,59464.0,24248.0
2019-06-23,59464.0,24248.0
2019-06-24,61334.0,25300.0
2019-06-25,61334.0,25300.0
2019-06-26,61334.0,25300.0
2019-06-27,61334.0,25300.0
2019-06-28,61334.0,25300.0
2019-06-29,61334.0,25300.0
2019-06-30,61334.0,25300.0
2019-07-01,62817.0,25945.0
2019-07-02,62817.0,25945.0
2019-07-03,62817.0,25945.0
2019-07-04,62817.0,25945.0
2019-07-05,62817.0,25945.0
2019-07-06,62817.0,25945.0
2019-07-07,62817.0,25945.0
2019-07-08,62855.0,26124.0
2019-07-09,62855.0,26124.0
2019-07-10,62855.0,26124.0
2019-07-11,62855.0,26124.0
2019-07-12,62855.0,26124.0
2019-07-13,62855.0,26124.0
2019-07-14,62855.0,26124.0
2019-07-15,63207.0,26084.0
2019-07-16,63207.0,26084.0
2019-07-17,63207.0,26084.0
2019-07-18,63207.0,26084.0
2019-07-19,63207.0,26084.0
2019-07-20,63207.0,26084.0
2019-07-21,63207.0,26084.0
2019-07-22,64250.0,26231.0
2019-07-23,64250.0,26231.0
2019-07-24,64250.0,26231.0
2019-07-25,64250.0,26231.0
2019-07-26,64250.0,26231.0
2019-07-27,64250.0,26231.0
2019-07-28,64250.0,26231.0
2019-07-29,64000.0,25937.0
2019-07-30,64000.0,25937.0
2019-07-31,64000.0,25937.0
2019-08-01,64000.0,25937.0
2019-08-02,64000.0,25937.0
2019-08-03,64000.0,25937.0
2019-08-04,64000.0,25937.0
2019-08-05,64010.0,25669.0
2019-08-06,64010.0,25669.0
2019-08-07,64010.0,25669.0
2019-08-08,64010.0,25669.0
2019-08-09,64010.0,25669.0
2019-08-10,64010.0,25669.0
2019-08-11,64010.0,25669.0
2019-08-12,65675.0,25864.0
2019-08-13,65675.0,25864.0
2019-08-14,65675.0,25864.0
2019-08-15,65675.0,25864.0
2019-08-16,65675.0,25864.0
2019-08-17,65675.0,25864.0
2019-08-18,65675.0,25864.0
2019-08-19,67281.0,26044.0
2019-08-20,67281.0,26044.0
2019-08-21,67281.0,26044.0
2019-08-22,67281.0,26044.0
2019-08-23,67281.0,26044.0
2019-08-24,67281.0,26044.0
2019-08-25,67281.0,26044.0
2019-08-26,68356.0,26104.0
2019-08-27,68356.0,26104.0
2019-08-28,68356.0,26104.0
2019-08-29,68356.0,26104.0
2019-08-30,68356.0,26104.0
2019-08-31,68356.0,26104.0
2019-09-01,68356.0,26104.0
2019-09-02,69150.0,26376.0
2019-09-03,69150.0,26376.0
2019-09-04,69150.0,26376.0
2019-09-05,69150.0,26376.0
2019-09-06,69150.0,26376.0
2019-09-07,69150.0,26376.0
2019-09-08,69150.0,26376.0
2019-09-09,71046.0,26817.0
2019-09-10,71046.0,26817.0
2019-09-11,71046.0,26817.0
2019-09-12,71046.0,26817.0
2019-09-13,71046.0,26817.0
2019-09-14,71046.0,26817.0
2019-09-15,71046.0,26817.0
2019-09-16,71914.0,27207.0
2019-09-17,71914.0,27207.0
2019-09-18,71914.0,27207.0
2019-09-19,71914.0,27207.0
2019-09-20,71914.0,27207.0
2019-09-21,71914.0,27207.0
2019-09-22,71914.0,27207.0
2019-09-23,71555.0,27208.0
2019-09-24,71555.0,27208.0
2019-09-25,71555.0,27208.0
2019-09-26,71555.0,27208.0
2019-09-27,71555.0,27208.0
2019-09-28,71555.0,27208.0
2019-09-29,71555.0,27208.0
2019-09-30,70744.0,27044.0
2019-10-01,70744.0,27044.0
2019-10-02,70744.0,27044.0
2019-10-03,70744.0,27044.0
2019-10-04,70744.0,27044.0
2019-10-05,70744.0,27044.0
2019-10-06,70744.0,27044.0
2019-10-07,70471.0,26634.0
2019-10-08,70471.0,26634.0
2019-10-09,70471.0,26634.0
2019-10-10,70471.0,26634.0
2019-10-11,70471.0,26634.0
2019-10-12,70471.0,26634.0
2019-10-13,70471.0,26634.0
2019-10-14,70204.0,26270.0
2019-10-15,70204.0,26270.0
2019-10-16,70204.0,26270.0
2019-10-17,70204.0,26270.0
2019-10-18,70204.0,26270.0
2019-10-19,70204.0,26270.0
2019-10-20,70204.0,26270.0
2019-10-21,70670.0,26315.0
2019-10-22,70670.0,26315.0
2019-10-23,70670.0,26315.0
2019-10-24,70670.0,26315.0
2019-10-25,70670.0,26315.0
2019-10-26,70670.0,26315.0
2019-10-27,70670.0,26315.0
2019-10-28,69478.0,25846.0
2019-10-29,69478.0,25846.0
2019-10-30,69478.0,25846.0
2019-10-31,69478.0,25846.0
2019-11-01,69478.0,25846.0
2019-11-02,69478.0,25846.0
2019-11-03,69478.0,25846.0
2019-11-04,67024.0,24885.0
2019-11-05,67024.0,24885.0
2019-11-06,67024.0,24885.0
2019-11-07,67024.0,24885.0
2019-11-08,67024.0,24885.0
2019-11-09,67024.0,24885.0
2019-11-10,67024.0,24885.0
2019-11-11,64744.0,24177.0
2019-11-12,64744.0,24177.0
2019-11-13,64744.0,24177.0
2019-11-14,64744.0,24177.0
2019-11-15,64744.0,24177.0
2019-11-16,64744.0,24177.0
2019-11-17,64744.0,24177.0
2019-11-18,62907.0,23667.0
2019-11-19,62907.0,23667.0
2019-11-20,62907.0,23667.0
2019-11-21,62907.0,23667.0
2019-11-22,62907.0,23667.0
2019-11-23,62907.0,23667.0
2019-11-24,62907.0,23667.0
2019-11-25,60716.0,22921.0
2019-11-26,60716.0,22921.0
2019-11-27,60716.0,22921.0
2019-11-28,60716.0,22921.0
2019-11-29,60716.0,22921.0
2019-11-30,60716.0,22921.0
2019-12-01,60716.0,22921.0
2019-12-02,59597.0,22429.0
2019-12-03,59597.0,22429.0
2019-12-04,59597.0,22429.0
2019-12-05,59597.0,22429.0
2019-12-06,59597.0,22429.0
2019-12-07,59597.0,22429.0
2019-12-08,59597.0,22429.0
2019-12-09,58191.0,21817.0
2019-12-10,58191.0,21817.0
2019-12-11,58191.0,21817.0
2019-12-12,58191.0,21817.0
2019-12-13,58191.0,21817.0
2019-12-14,58191.0,21817.0
2019-12-15,58191.0,21817.0
2019-12-16,56532.0,21044.0
2019-12-17,56532.0,21044.0
2019-12-18,56532.0,21044.0
2019-12-19,56532.0,21044.0
2019-12-20,56532.0,21044.0
2019-12-21,56532.0,21044.0
2019-12-22,56532.0,21044.0
2019-12-23,56532.0,21044.0
2019-12-24,56532.0,21044.0
2019-12-25,56532.0,21044.0
2019-12-26,56532.0,21044.0
2019-12-27,56532.0,21044.0
2019-12-28,56532.0,21044.0
2019-12-29,56532.0,21044.0
2019-12-30,56532.0,21044.0
2019-12-31,56532.0,21044.0
