Date,NO Hydro,SE Hydro,FI Hydro,Total Hydro
08-06-2019,55157.43,21652.14,3859.86,80669.4
09-06-2019,55742.71,22015.57,3868.43,81626.7
10-06-2019,56328.0,22379.0,3877.0,82584
11-06-2019,56776.0,22646.0,3881.0,83303
12-06-2019,57224.0,22913.0,3885.0,84022
13-06-2019,57672.0,23180.0,3889.0,84741
14-06-2019,58120.0,23447.0,3893.0,85460
15-06-2019,58568.0,23714.0,3897.0,86179
16-06-2019,59016.0,23981.0,3901.0,86898
17-06-2019,59464.0,24248.0,3905.0,87617
18-06-2019,59731.14,24398.29,3903.71,88033.1
19-06-2019,59998.29,24548.57,3902.43,88449.3
20-06-2019,60265.43,24698.86,3901.14,88865.4
21-06-2019,60532.57,24849.14,3899.86,89281.6
22-06-2019,60799.71,24999.43,3898.57,89697.7
23-06-2019,61066.86,25149.71,3897.29,90113.9
24-06-2019,61334.0,25300.0,3896.0,90530
25-06-2019,61545.86,25392.14,3895.43,90833.4
26-06-2019,61757.71,25484.29,3894.86,91136.9
27-06-2019,61969.57,25576.43,3894.29,91440.3
28-06-2019,62181.43,25668.57,3893.71,91743.7
29-06-2019,62393.29,25760.71,3893.14,92047.1
30-06-2019,62605.14,25852.86,3892.57,92350.6
01-07-2019,62817.0,25945.0,3892.0,92654
02-07-2019,62822.43,25970.57,3883.43,92676.4
03-07-2019,62827.86,25996.14,3874.86,92698.9
04-07-2019,62833.29,26021.71,3866.29,92721.3
05-07-2019,62838.71,26047.29,3857.71,92743.7
06-07-2019,62844.14,26072.86,3849.14,92766.1
07-07-2019,62849.57,26098.43,3840.57,92788.6
08-07-2019,62855.0,26124.0,3832.0,92811
09-07-2019,62905.29,26118.29,3821.43,92845
10-07-2019,62955.57,26112.57,3810.86,92879
11-07-2019,63005.86,26106.86,3800.29,92913
12-07-2019,63056.14,26101.14,3789.71,92947
13-07-2019,63106.43,26095.43,3779.14,92981
14-07-2019,63156.71,26089.71,3768.57,93015
15-07-2019,63207.0,26084.0,3758.0,93049
16-07-2019,63356.0,26105.0,3743.43,93204.4
17-07-2019,63505.0,26126.0,3728.86,93359.9
18-07-2019,63654.0,26147.0,3714.29,93515.3
19-07-2019,63803.0,26168.0,3699.71,93670.7
20-07-2019,63952.0,26189.0,3685.14,93826.1
21-07-2019,64101.0,26210.0,3670.57,93981.6
22-07-2019,64250.0,26231.0,3656.0,94137
23-07-2019,64214.29,26189.0,3638.14,94041.4
24-07-2019,64178.57,26147.0,3620.29,93945.9
25-07-2019,64142.86,26105.0,3602.43,93850.3
26-07-2019,64107.14,26063.0,3584.57,93754.7
27-07-2019,64071.43,26021.0,3566.71,93659.1
28-07-2019,64035.71,25979.0,3548.86,93563.6
29-07-2019,64000.0,25937.0,3531.0,93468
30-07-2019,64001.43,25898.71,3520.0,93420.1
31-07-2019,64002.86,25860.43,3509.0,93372.3
01-08-2019,64004.29,25822.14,3498.0,93324.4
02-08-2019,64005.71,25783.86,3487.0,93276.6
03-08-2019,64007.14,25745.57,3476.0,93228.7
04-08-2019,64008.57,25707.29,3465.0,93180.9
05-08-2019,64010.0,25669.0,3454.0,93133
06-08-2019,64247.86,25696.86,3451.14,93395.9
07-08-2019,64485.71,25724.71,3448.29,93658.7
08-08-2019,64723.57,25752.57,3445.43,93921.6
09-08-2019,64961.43,25780.43,3442.57,94184.4
10-08-2019,65199.29,25808.29,3439.71,94447.3
11-08-2019,65437.14,25836.14,3436.86,94710.1
12-08-2019,65675.0,25864.0,3434.0,94973
13-08-2019,65904.43,25889.71,3426.71,95220.8
14-08-2019,66133.86,25915.43,3419.43,95468.7
15-08-2019,66363.29,25941.14,3412.14,95716.6
16-08-2019,66592.71,25966.86,3404.86,95964.4
17-08-2019,66822.14,25992.57,3397.57,96212.3
18-08-2019,67051.57,26018.29,3390.29,96460.2
19-08-2019,67281.0,26044.0,3383.0,96708
20-08-2019,67434.57,26052.57,3374.14,96861.3
21-08-2019,67588.14,26061.14,3365.29,97014.6
22-08-2019,67741.71,26069.71,3356.43,97167.9
23-08-2019,67895.29,26078.29,3347.57,97321.1
24-08-2019,68048.86,26086.86,3338.71,97474.4
25-08-2019,68202.43,26095.43,3329.86,97627.7
26-08-2019,68356.0,26104.0,3321.0,97781
27-08-2019,68469.43,26142.86,3310.29,97922.6
28-08-2019,68582.86,26181.71,3299.57,98064.1
29-08-2019,68696.29,26220.57,3288.86,98205.7
30-08-2019,68809.71,26259.43,3278.14,98347.3
31-08-2019,68923.14,26298.29,3267.43,98488.9
01-09-2019,69036.57,26337.14,3256.71,98630.4
02-09-2019,69150.0,26376.0,3246.0,98772
03-09-2019,69420.86,26439.0,3233.14,99093
04-09-2019,69691.71,26502.0,3220.29,99414
05-09-2019,69962.57,26565.0,3207.43,99735
06-09-2019,70233.43,26628.0,3194.57,100056
07-09-2019,70504.29,26691.0,3181.71,100377
08-09-2019,70775.14,26754.0,3168.86,100698
09-09-2019,71046.0,26817.0,3156.0,101019
10-09-2019,71170.0,26872.71,3142.57,101185
11-09-2019,71294.0,26928.43,3129.14,101352
12-09-2019,71418.0,26984.14,3115.71,101518
13-09-2019,71542.0,27039.86,3102.29,101684
14-09-2019,71666.0,27095.57,3088.86,101850
15-09-2019,71790.0,27151.29,3075.43,102017
16-09-2019,71914.0,27207.0,3062.0,102183
17-09-2019,71862.71,27207.14,3045.57,102115
18-09-2019,71811.43,27207.29,3029.14,102048
19-09-2019,71760.14,27207.43,3012.71,101980
20-09-2019,71708.86,27207.57,2996.29,101913
21-09-2019,71657.57,27207.71,2979.86,101845
22-09-2019,71606.29,27207.86,2963.43,101778
23-09-2019,71555.0,27208.0,2947.0,101710
24-09-2019,71439.14,27184.57,2947.29,101571
25-09-2019,71323.29,27161.14,2947.57,101432
26-09-2019,71207.43,27137.71,2947.86,101293
27-09-2019,71091.57,27114.29,2948.14,101154
28-09-2019,70975.71,27090.86,2948.43,101015
29-09-2019,70859.86,27067.43,2948.71,100876
30-09-2019,70744.0,27044.0,2949.0,100737
01-10-2019,70705.0,26985.43,2945.43,100636
02-10-2019,70666.0,26926.86,2941.86,100535
03-10-2019,70627.0,26868.29,2938.29,100434
04-10-2019,70588.0,26809.71,2934.71,100332
05-10-2019,70549.0,26751.14,2931.14,100231
06-10-2019,70510.0,26692.57,2927.57,100130
07-10-2019,70471.0,26634.0,2924.0,100029
08-10-2019,70432.86,26582.0,2922.86,99937.7
09-10-2019,70394.71,26530.0,2921.71,99846.4
10-10-2019,70356.57,26478.0,2920.57,99755.1
11-10-2019,70318.43,26426.0,2919.43,99663.9
12-10-2019,70280.29,26374.0,2918.29,99572.6
13-10-2019,70242.14,26322.0,2917.14,99481.3
14-10-2019,70204.0,26270.0,2916.0,99390
15-10-2019,70270.57,26276.43,2928.14,99475.1
16-10-2019,70337.14,26282.86,2940.29,99560.3
17-10-2019,70403.71,26289.29,2952.43,99645.4
18-10-2019,70470.29,26295.71,2964.57,99730.6
19-10-2019,70536.86,26302.14,2976.71,99815.7
20-10-2019,70603.43,26308.57,2988.86,99900.9
21-10-2019,70670.0,26315.0,3001.0,99986
22-10-2019,70499.71,26248.0,3002.43,99750.1
23-10-2019,70329.43,26181.0,3003.86,99514.3
24-10-2019,70159.14,26114.0,3005.29,99278.4
25-10-2019,69988.86,26047.0,3006.71,99042.6
26-10-2019,69818.57,25980.0,3008.14,98806.7
27-10-2019,69648.29,25913.0,3009.57,98570.9
28-10-2019,69478.0,25846.0,3011.0,98335
29-10-2019,69127.43,25708.71,3005.29,97841.4
30-10-2019,68776.86,25571.43,2999.57,97347.9
31-10-2019,68426.29,25434.14,2993.86,96854.3
01-11-2019,68075.71,25296.86,2988.14,96360.7
02-11-2019,67725.14,25159.57,2982.43,95867.1
03-11-2019,67374.57,25022.29,2976.71,95373.6
04-11-2019,67024.0,24885.0,2971.0,94880
05-11-2019,66698.29,24783.86,2977.43,94459.6
06-11-2019,66372.57,24682.71,2983.86,94039.1
07-11-2019,66046.86,24581.57,2990.29,93618.7
08-11-2019,65721.14,24480.43,2996.71,93198.3
09-11-2019,65395.43,24379.29,3003.14,92777.9
10-11-2019,65069.71,24278.14,3009.57,92357.4
11-11-2019,64744.0,24177.0,3016.0,91937
12-11-2019,64481.57,24104.14,3023.14,91608.8
13-11-2019,64219.14,24031.29,3030.29,91280.7
14-11-2019,63956.71,23958.43,3037.43,90952.6
15-11-2019,63694.29,23885.57,3044.57,90624.4
16-11-2019,63431.86,23812.71,3051.71,90296.3
17-11-2019,63169.43,23739.86,3058.86,89968.2
18-11-2019,62907.0,23667.0,3066.0,89640
19-11-2019,62594.0,23560.43,3073.0,89227.4
20-11-2019,62281.0,23453.86,3080.0,88814.9
21-11-2019,61968.0,23347.29,3087.0,88402.3
22-11-2019,61655.0,23240.71,3094.0,87989.7
23-11-2019,61342.0,23134.14,3101.0,87577.1
24-11-2019,61029.0,23027.57,3108.0,87164.6
25-11-2019,60716.0,22921.0,3115.0,86752
26-11-2019,60556.14,22850.71,3120.29,86527.1
27-11-2019,60396.29,22780.43,3125.57,86302.3
28-11-2019,60236.43,22710.14,3130.86,86077.4
29-11-2019,60076.57,22639.86,3136.14,85852.6
30-11-2019,59916.71,22569.57,3141.43,85627.7
01-12-2019,59756.86,22499.29,3146.71,85402.9
02-12-2019,59597.0,22429.0,3152.0,85178
03-12-2019,59396.14,22341.57,3155.86,84893.6
04-12-2019,59195.29,22254.14,3159.71,84609.1
05-12-2019,58994.43,22166.71,3163.57,84324.7
06-12-2019,58793.57,22079.29,3167.43,84040.3
07-12-2019,58592.71,21991.86,3171.29,83755.9
08-12-2019,58391.86,21904.43,3175.14,83471.4
09-12-2019,58191.0,21817.0,3179.0,83187
10-12-2019,57954.0,21706.57,3178.86,82839.4
11-12-2019,57717.0,21596.14,3178.71,82491.9
12-12-2019,57480.0,21485.71,3178.57,82144.3
13-12-2019,57243.0,21375.29,3178.43,81796.7
14-12-2019,57006.0,21264.86,3178.29,81449.1
15-12-2019,56769.0,21154.43,3178.14,81101.6
16-12-2019,56532.0,21044.0,3178.0,80754
17-12-2019,56489.0,21020.29,3181.81,80691.1
18-12-2019,56446.0,20996.57,3185.62,80628.2
19-12-2019,56403.0,20972.86,3189.43,80565.3
20-12-2019,56360.0,20949.14,3193.24,80502.4
21-12-2019,56317.0,20925.43,3197.05,80439.5
22-12-2019,56274.0,20901.71,3200.86,80376.6
23-12-2019,56231.0,20878.0,3204.67,80313.7
24-12-2019,56188.0,20854.29,3208.48,80250.8
25-12-2019,56145.0,20830.57,3212.29,80187.9
26-12-2019,56102.0,20806.86,3216.1,80125
27-12-2019,56059.0,20783.14,3219.9,80062
28-12-2019,56016.0,20759.43,3223.71,79999.1
29-12-2019,55973.0,20735.71,3227.52,79936.2
30-12-2019,55930.0,20712.0,3231.33,79873.3
31-12-2019,55887.0,20688.29,3235.14,79810.4
