Date,NO Hydro,SE Hydro,FI Hydro,Total Hydro
26-12-2017,59313.71,22051.86,4029.29,85394.9
27-12-2017,59178.43,21915.71,4019.57,85113.7
28-12-2017,59043.14,21779.57,4009.86,84832.6
29-12-2017,58907.86,21643.43,4000.14,84551.4
30-12-2017,58772.57,21507.29,3990.43,84270.3
31-12-2017,58637.29,21371.14,3980.71,83989.1
01-01-2018,58502.0,21235.0,3971.0,83708
02-01-2018,58366.71,21098.71,3961.29,83426.7
03-01-2018,58231.43,20962.43,3951.57,83145.4
04-01-2018,58096.14,20826.14,3941.86,82864.1
05-01-2018,57960.86,20689.86,3932.14,82582.9
06-01-2018,57825.57,20553.57,3922.43,82301.6
07-01-2018,57690.29,20417.29,3912.71,82020.3
08-01-2018,57555.0,20281.0,3903.0,81739
09-01-2018,57136.86,20120.71,3884.29,81141.9
10-01-2018,56718.71,19960.43,3865.57,80544.7
11-01-2018,56300.57,19800.14,3846.86,79947.6
12-01-2018,55882.43,19639.86,3828.14,79350.4
13-01-2018,55464.29,19479.57,3809.43,78753.3
14-01-2018,55046.14,19319.29,3790.71,78156.1
15-01-2018,54628.0,19159.0,3772.0,77559
16-01-2018,54268.0,19025.14,3756.0,77049.1
17-01-2018,53908.0,18891.29,3740.0,76539.3
18-01-2018,53548.0,18757.43,3724.0,76029.4
19-01-2018,53188.0,18623.57,3708.0,75519.6
20-01-2018,52828.0,18489.71,3692.0,75009.7
21-01-2018,52468.0,18355.86,3676.0,74499.9
22-01-2018,52108.0,18222.0,3660.0,73990
23-01-2018,51712.43,18069.14,3637.29,73418.9
24-01-2018,51316.86,17916.29,3614.57,72847.7
25-01-2018,50921.29,17763.43,3591.86,72276.6
26-01-2018,50525.71,17610.57,3569.14,71705.4
27-01-2018,50130.14,17457.71,3546.43,71134.3
28-01-2018,49734.57,17304.86,3523.71,70563.1
29-01-2018,49339.0,17152.0,3501.0,69992
30-01-2018,48894.57,16965.0,3475.43,69335
31-01-2018,48450.14,16778.0,3449.86,68678
01-02-2018,48005.71,16591.0,3424.29,68021
02-02-2018,47561.29,16404.0,3398.71,67364
03-02-2018,47116.86,16217.0,3373.14,66707
04-02-2018,46672.43,16030.0,3347.57,66050
05-02-2018,46228.0,15843.0,3322.0,65393
06-02-2018,45793.71,15658.86,3296.43,64749
07-02-2018,45359.43,15474.71,3270.86,64105
08-02-2018,44925.14,15290.57,3245.29,63461
09-02-2018,44490.86,15106.43,3219.71,62817
10-02-2018,44056.57,14922.29,3194.14,62173
11-02-2018,43622.29,14738.14,3168.57,61529
12-02-2018,43188.0,14554.0,3143.0,60885
13-02-2018,42705.57,14363.57,3114.86,60184
14-02-2018,42223.14,14173.14,3086.71,59483
15-02-2018,41740.71,13982.71,3058.57,58782
16-02-2018,41258.29,13792.29,3030.43,58081
17-02-2018,40775.86,13601.86,3002.29,57380
18-02-2018,40293.43,13411.43,2974.14,56679
19-02-2018,39811.0,13221.0,2946.0,55978
20-02-2018,39321.29,13013.57,2915.86,55250.7
21-02-2018,38831.57,12806.14,2885.71,54523.4
22-02-2018,38341.86,12598.71,2855.57,53796.1
23-02-2018,37852.14,12391.29,2825.43,53068.9
24-02-2018,37362.43,12183.86,2795.29,52341.6
25-02-2018,36872.71,11976.43,2765.14,51614.3
26-02-2018,36383.0,11769.0,2735.0,50887
27-02-2018,35940.0,11586.71,2708.71,50235.4
28-02-2018,35497.0,11404.43,2682.43,49583.9
01-03-2018,35054.0,11222.14,2656.14,48932.3
02-03-2018,34611.0,11039.86,2629.86,48280.7
03-03-2018,34168.0,10857.57,2603.57,47629.1
04-03-2018,33725.0,10675.29,2577.29,46977.6
05-03-2018,33282.0,10493.0,2551.0,46326
06-03-2018,32884.29,10321.71,2526.86,45732.9
07-03-2018,32486.57,10150.43,2502.71,45139.7
08-03-2018,32088.86,9979.14,2478.57,44546.6
09-03-2018,31691.14,9807.86,2454.43,43953.4
10-03-2018,31293.43,9636.57,2430.29,43360.3
11-03-2018,30895.71,9465.29,2406.14,42767.1
12-03-2018,30498.0,9294.0,2382.0,42174
13-03-2018,30117.29,9141.86,2357.0,41616.2
14-03-2018,29736.57,8989.71,2332.0,41058.3
15-03-2018,29355.86,8837.57,2307.0,40500.4
16-03-2018,28975.14,8685.43,2282.0,39942.6
17-03-2018,28594.43,8533.29,2257.0,39384.7
18-03-2018,28213.71,8381.14,2232.0,38826.8
19-03-2018,27833.0,8229.0,2207.0,38269
20-03-2018,27480.0,8079.29,2180.29,37739.6
21-03-2018,27127.0,7929.57,2153.57,37210.1
22-03-2018,26774.0,7779.86,2126.86,36680.7
23-03-2018,26421.0,7630.14,2100.14,36151.3
24-03-2018,26068.0,7480.43,2073.43,35621.9
25-03-2018,25715.0,7330.71,2046.71,35092.4
26-03-2018,25362.0,7181.0,2020.0,34563
27-03-2018,25059.43,7066.57,2004.0,34130
28-03-2018,24756.86,6952.14,1988.0,33697
29-03-2018,24454.29,6837.71,1972.0,33264
30-03-2018,24151.71,6723.29,1956.0,32831
31-03-2018,23849.14,6608.86,1940.0,32398
01-04-2018,23546.57,6494.43,1924.0,31965
02-04-2018,23244.0,6380.0,1908.0,31532
03-04-2018,23001.86,6283.57,1893.57,31179
04-04-2018,22759.71,6187.14,1879.14,30826
05-04-2018,22517.57,6090.71,1864.71,30473
06-04-2018,22275.43,5994.29,1850.29,30120
07-04-2018,22033.29,5897.86,1835.86,29767
08-04-2018,21791.14,5801.43,1821.43,29414
09-04-2018,21549.0,5705.0,1807.0,29061
10-04-2018,21673.71,5700.29,1812.14,29186.1
11-04-2018,21798.43,5695.57,1817.29,29311.3
12-04-2018,21923.14,5690.86,1822.43,29436.4
13-04-2018,22047.86,5686.14,1827.57,29561.6
14-04-2018,22172.57,5681.43,1832.71,29686.7
15-04-2018,22297.29,5676.71,1837.86,29811.9
16-04-2018,22422.0,5672.0,1843.0,29937
17-04-2018,22581.0,5827.86,1862.43,30271.3
18-04-2018,22740.0,5983.71,1881.86,30605.6
19-04-2018,22899.0,6139.57,1901.29,30939.9
20-04-2018,23058.0,6295.43,1920.71,31274.1
21-04-2018,23217.0,6451.29,1940.14,31608.4
22-04-2018,23376.0,6607.14,1959.57,31942.7
23-04-2018,23535.0,6763.0,1979.0,32277
24-04-2018,23707.14,7009.71,2042.14,32759
25-04-2018,23879.29,7256.43,2105.29,33241
26-04-2018,24051.43,7503.14,2168.43,33723
27-04-2018,24223.57,7749.86,2231.57,34205
28-04-2018,24395.71,7996.57,2294.71,34687
29-04-2018,24567.86,8243.29,2357.86,35169
30-04-2018,24740.0,8490.0,2421.0,35651
01-05-2018,26036.71,9150.71,2538.43,37725.8
02-05-2018,27333.43,9811.43,2655.86,39800.7
03-05-2018,28630.14,10472.14,2773.29,41875.6
04-05-2018,29926.86,11132.86,2890.71,43950.4
05-05-2018,31223.57,11793.57,3008.14,46025.3
06-05-2018,32520.29,12454.29,3125.57,48100.2
07-05-2018,33817.0,13115.0,3243.0,50175
08-05-2018,34657.86,13736.0,3326.43,51720.3
09-05-2018,35498.71,14357.0,3409.86,53265.6
10-05-2018,36339.57,14978.0,3493.29,54810.9
11-05-2018,37180.43,15599.0,3576.71,56356.1
12-05-2018,38021.29,16220.0,3660.14,57901.4
13-05-2018,38862.14,16841.0,3743.57,59446.7
14-05-2018,39703.0,17462.0,3827.0,60992
15-05-2018,40256.43,17721.86,3841.57,61819.9
16-05-2018,40809.86,17981.71,3856.14,62647.7
17-05-2018,41363.29,18241.57,3870.71,63475.6
18-05-2018,41916.71,18501.43,3885.29,64303.4
19-05-2018,42470.14,18761.29,3899.86,65131.3
20-05-2018,43023.57,19021.14,3914.43,65959.1
21-05-2018,43577.0,19281.0,3929.0,66787
22-05-2018,44205.0,19436.14,3925.57,67566.7
23-05-2018,44833.0,19591.29,3922.14,68346.4
24-05-2018,45461.0,19746.43,3918.71,69126.1
25-05-2018,46089.0,19901.57,3915.29,69905.9
26-05-2018,46717.0,20056.71,3911.86,70685.6
27-05-2018,47345.0,20211.86,3908.43,71465.3
28-05-2018,47973.0,20367.0,3905.0,72245
29-05-2018,48204.14,20385.14,3900.71,72490
30-05-2018,48435.29,20403.29,3896.43,72735
31-05-2018,48666.43,20421.43,3892.14,72980
01-06-2018,48897.57,20439.57,3887.86,73225
02-06-2018,49128.71,20457.71,3883.57,73470
03-06-2018,49359.86,20475.86,3879.29,73715
04-06-2018,49591.0,20494.0,3875.0,73960
05-06-2018,49898.43,20529.0,3870.43,74297.9
06-06-2018,50205.86,20564.0,3865.86,74635.7
07-06-2018,50513.29,20599.0,3861.29,74973.6
08-06-2018,50820.71,20634.0,3856.71,75311.4
09-06-2018,51128.14,20669.0,3852.14,75649.3
10-06-2018,51435.57,20704.0,3847.57,75987.1
11-06-2018,51743.0,20739.0,3843.0,76325
12-06-2018,51976.86,20864.86,3847.43,76689.1
13-06-2018,52210.71,20990.71,3851.86,77053.3
14-06-2018,52444.57,21116.57,3856.29,77417.4
15-06-2018,52678.43,21242.43,3860.71,77781.6
16-06-2018,52912.29,21368.29,3865.14,78145.7
17-06-2018,53146.14,21494.14,3869.57,78509.9
18-06-2018,53380.0,21620.0,3874.0,78874
19-06-2018,53417.14,21628.57,3874.14,78919.8
20-06-2018,53454.29,21637.14,3874.29,78965.7
21-06-2018,53491.43,21645.71,3874.43,79011.6
22-06-2018,53528.57,21654.29,3874.57,79057.4
23-06-2018,53565.71,21662.86,3874.71,79103.3
24-06-2018,53602.86,21671.43,3874.86,79149.2
25-06-2018,53640.0,21680.0,3875.0,79195
26-06-2018,53603.57,21657.71,3872.86,79134.1
27-06-2018,53567.14,21635.43,3870.71,79073.3
28-06-2018,53530.71,21613.14,3868.57,79012.4
29-06-2018,53494.29,21590.86,3866.43,78951.6
30-06-2018,53457.86,21568.57,3864.29,78890.7
01-07-2018,53421.43,21546.29,3862.14,78829.9
02-07-2018,53385.0,21524.0,3860.0,78769
03-07-2018,53303.29,21499.0,3850.57,78652.9
04-07-2018,53221.57,21474.0,3841.14,78536.7
05-07-2018,53139.86,21449.0,3831.71,78420.6
06-07-2018,53058.14,21424.0,3822.29,78304.4
07-07-2018,52976.43,21399.0,3812.86,78188.3
08-07-2018,52894.71,21374.0,3803.43,78072.1
09-07-2018,52813.0,21349.0,3794.0,77956
10-07-2018,52762.86,21350.0,3781.43,77894.3
11-07-2018,52712.71,21351.0,3768.86,77832.6
12-07-2018,52662.57,21352.0,3756.29,77770.9
13-07-2018,52612.43,21353.0,3743.71,77709.1
14-07-2018,52562.29,21354.0,3731.14,77647.4
15-07-2018,52512.14,21355.0,3718.57,77585.7
16-07-2018,52462.0,21356.0,3706.0,77524
17-07-2018,52442.86,21360.86,3696.29,77500
18-07-2018,52423.71,21365.71,3686.57,77476
19-07-2018,52404.57,21370.57,3676.86,77452
20-07-2018,52385.43,21375.43,3667.14,77428
21-07-2018,52366.29,21380.29,3657.43,77404
22-07-2018,52347.14,21385.14,3647.71,77380
23-07-2018,52328.0,21390.0,3638.0,77356
24-07-2018,52421.57,21409.0,3627.29,77457.9
25-07-2018,52515.14,21428.0,3616.57,77559.7
26-07-2018,52608.71,21447.0,3605.86,77661.6
27-07-2018,52702.29,21466.0,3595.14,77763.4
28-07-2018,52795.86,21485.0,3584.43,77865.3
29-07-2018,52889.43,21504.0,3573.71,77967.1
30-07-2018,52983.0,21523.0,3563.0,78069
31-07-2018,53212.71,21549.43,3551.29,78313.4
01-08-2018,53442.43,21575.86,3539.57,78557.9
02-08-2018,53672.14,21602.29,3527.86,78802.3
03-08-2018,53901.86,21628.71,3516.14,79046.7
04-08-2018,54131.57,21655.14,3504.43,79291.1
05-08-2018,54361.29,21681.57,3492.71,79535.6
06-08-2018,54591.0,21708.0,3481.0,79780
07-08-2018,54870.57,21737.0,3473.29,80080.9
08-08-2018,55150.14,21766.0,3465.57,80381.7
09-08-2018,55429.71,21795.0,3457.86,80682.6
10-08-2018,55709.29,21824.0,3450.14,80983.4
11-08-2018,55988.86,21853.0,3442.43,81284.3
12-08-2018,56268.43,21882.0,3434.71,81585.1
13-08-2018,56548.0,21911.0,3427.0,81886
14-08-2018,56660.29,21941.71,3421.14,82023.1
15-08-2018,56772.57,21972.43,3415.29,82160.3
16-08-2018,56884.86,22003.14,3409.43,82297.4
17-08-2018,56997.14,22033.86,3403.57,82434.6
18-08-2018,57109.43,22064.57,3397.71,82571.7
19-08-2018,57221.71,22095.29,3391.86,82708.9
20-08-2018,57334.0,22126.0,3386.0,82846
21-08-2018,57275.57,22105.86,3379.43,82760.9
22-08-2018,57217.14,22085.71,3372.86,82675.7
23-08-2018,57158.71,22065.57,3366.29,82590.6
24-08-2018,57100.29,22045.43,3359.71,82505.4
25-08-2018,57041.86,22025.29,3353.14,82420.3
26-08-2018,56983.43,22005.14,3346.57,82335.1
27-08-2018,56925.0,21985.0,3340.0,82250
28-08-2018,56956.14,21923.14,3329.14,82208.4
29-08-2018,56987.29,21861.29,3318.29,82166.9
30-08-2018,57018.43,21799.43,3307.43,82125.3
31-08-2018,57049.57,21737.57,3296.57,82083.7
01-09-2018,57080.71,21675.71,3285.71,82042.1
02-09-2018,57111.86,21613.86,3274.86,82000.6
03-09-2018,57143.0,21552.0,3264.0,81959
04-09-2018,57646.14,21536.29,3266.43,82448.9
05-09-2018,58149.29,21520.57,3268.86,82938.7
06-09-2018,58652.43,21504.86,3271.29,83428.6
07-09-2018,59155.57,21489.14,3273.71,83918.4
08-09-2018,59658.71,21473.43,3276.14,84408.3
09-09-2018,60161.86,21457.71,3278.57,84898.1
10-09-2018,60665.0,21442.0,3281.0,85388
11-09-2018,61178.29,21512.86,3282.71,85973.9
12-09-2018,61691.57,21583.71,3284.43,86559.7
13-09-2018,62204.86,21654.57,3286.14,87145.6
14-09-2018,62718.14,21725.43,3287.86,87731.4
15-09-2018,63231.43,21796.29,3289.57,88317.3
16-09-2018,63744.71,21867.14,3291.29,88903.1
17-09-2018,64258.0,21938.0,3293.0,89489
18-09-2018,64616.43,22071.29,3293.29,89981
19-09-2018,64974.86,22204.57,3293.57,90473
20-09-2018,65333.29,22337.86,3293.86,90965
21-09-2018,65691.71,22471.14,3294.14,91457
22-09-2018,66050.14,22604.43,3294.43,91949
23-09-2018,66408.57,22737.71,3294.71,92441
24-09-2018,66767.0,22871.0,3295.0,92933
25-09-2018,66782.0,22914.57,3289.14,92985.7
26-09-2018,66797.0,22958.14,3283.29,93038.4
27-09-2018,66812.0,23001.71,3277.43,93091.1
28-09-2018,66827.0,23045.29,3271.57,93143.9
29-09-2018,66842.0,23088.86,3265.71,93196.6
30-09-2018,66857.0,23132.43,3259.86,93249.3
01-10-2018,66872.0,23176.0,3254.0,93302
02-10-2018,67310.57,23231.43,3255.29,93797.3
03-10-2018,67749.14,23286.86,3256.57,94292.6
04-10-2018,68187.71,23342.29,3257.86,94787.9
05-10-2018,68626.29,23397.71,3259.14,95283.1
06-10-2018,69064.86,23453.14,3260.43,95778.4
07-10-2018,69503.43,23508.57,3261.71,96273.7
08-10-2018,69942.0,23564.0,3263.0,96769
09-10-2018,70046.43,23621.29,3263.57,96931.3
10-10-2018,70150.86,23678.57,3264.14,97093.6
11-10-2018,70255.29,23735.86,3264.71,97255.9
12-10-2018,70359.71,23793.14,3265.29,97418.1
13-10-2018,70464.14,23850.43,3265.86,97580.4
14-10-2018,70568.57,23907.71,3266.43,97742.7
15-10-2018,70673.0,23965.0,3267.0,97905
16-10-2018,70662.43,23963.57,3267.14,97893.1
17-10-2018,70651.86,23962.14,3267.29,97881.3
18-10-2018,70641.29,23960.71,3267.43,97869.4
19-10-2018,70630.71,23959.29,3267.57,97857.6
20-10-2018,70620.14,23957.86,3267.71,97845.7
21-10-2018,70609.57,23956.43,3267.86,97833.9
22-10-2018,70599.0,23955.0,3268.0,97822
23-10-2018,70420.14,23924.29,3263.86,97608.3
24-10-2018,70241.29,23893.57,3259.71,97394.6
25-10-2018,70062.43,23862.86,3255.57,97180.9
26-10-2018,69883.57,23832.14,3251.43,96967.1
27-10-2018,69704.71,23801.43,3247.29,96753.4
28-10-2018,69525.86,23770.71,3243.14,96539.7
29-10-2018,69347.0,23740.0,3239.0,96326
30-10-2018,69250.43,23709.29,3240.57,96200.3
31-10-2018,69153.86,23678.57,3242.14,96074.6
01-11-2018,69057.29,23647.86,3243.71,95948.9
02-11-2018,68960.71,23617.14,3245.29,95823.1
03-11-2018,68864.14,23586.43,3246.86,95697.4
04-11-2018,68767.57,23555.71,3248.43,95571.7
05-11-2018,68671.0,23525.0,3250.0,95446
06-11-2018,68711.14,23563.57,3253.71,95528.4
07-11-2018,68751.29,23602.14,3257.43,95610.9
08-11-2018,68791.43,23640.71,3261.14,95693.3
09-11-2018,68831.57,23679.29,3264.86,95775.7
10-11-2018,68871.71,23717.86,3268.57,95858.1
11-11-2018,68911.86,23756.43,3272.29,95940.6
12-11-2018,68952.0,23795.0,3276.0,96023
13-11-2018,68610.86,23692.86,3262.57,95566.3
14-11-2018,68269.71,23590.71,3249.14,95109.6
15-11-2018,67928.57,23488.57,3235.71,94652.9
16-11-2018,67587.43,23386.43,3222.29,94196.1
17-11-2018,67246.29,23284.29,3208.86,93739.4
18-11-2018,66905.14,23182.14,3195.43,93282.7
19-11-2018,66564.0,23080.0,3182.0,92826
20-11-2018,66282.0,22955.86,3174.71,92412.6
21-11-2018,66000.0,22831.71,3167.43,91999.1
22-11-2018,65718.0,22707.57,3160.14,91585.7
23-11-2018,65436.0,22583.43,3152.86,91172.3
24-11-2018,65154.0,22459.29,3145.57,90758.9
25-11-2018,64872.0,22335.14,3138.29,90345.4
26-11-2018,64590.0,22211.0,3131.0,89932
27-11-2018,64332.0,22130.71,3126.57,89589.3
28-11-2018,64074.0,22050.43,3122.14,89246.6
29-11-2018,63816.0,21970.14,3117.71,88903.9
30-11-2018,63558.0,21889.86,3113.29,88561.1
01-12-2018,63300.0,21809.57,3108.86,88218.4
02-12-2018,63042.0,21729.29,3104.43,87875.7
03-12-2018,62784.0,21649.0,3100.0,87533
04-12-2018,62346.29,21501.86,3085.71,86933.9
05-12-2018,61908.57,21354.71,3071.43,86334.7
06-12-2018,61470.86,21207.57,3057.14,85735.6
07-12-2018,61033.14,21060.43,3042.86,85136.4
08-12-2018,60595.43,20913.29,3028.57,84537.3
09-12-2018,60157.71,20766.14,3014.29,83938.1
10-12-2018,59720.0,20619.0,3000.0,83339
11-12-2018,59334.71,20453.57,2982.86,82771.1
12-12-2018,58949.43,20288.14,2965.71,82203.3
13-12-2018,58564.14,20122.71,2948.57,81635.4
14-12-2018,58178.86,19957.29,2931.43,81067.6
15-12-2018,57793.57,19791.86,2914.29,80499.7
16-12-2018,57408.29,19626.43,2897.14,79931.9
17-12-2018,57023.0,19461.0,2880.0,79364
18-12-2018,56808.57,19346.86,2864.86,79020.3
19-12-2018,56594.14,19232.71,2849.71,78676.6
20-12-2018,56379.71,19118.57,2834.57,78332.9
21-12-2018,56165.29,19004.43,2819.43,77989.1
22-12-2018,55950.86,18890.29,2804.29,77645.4
23-12-2018,55736.43,18776.14,2789.14,77301.7
24-12-2018,55522.0,18662.0,2774.0,76958
25-12-2018,55347.43,18572.43,2768.57,76688.4
26-12-2018,55172.86,18482.86,2763.14,76418.9
27-12-2018,54998.29,18393.29,2757.71,76149.3
28-12-2018,54823.71,18303.71,2752.29,75879.7
29-12-2018,54649.14,18214.14,2746.86,75610.1
30-12-2018,54474.57,18124.57,2741.43,75340.6
31-12-2018,54300.0,18035.0,2736.0,75071
01-01-2019,54058.43,17930.14,2726.14,74714.7
02-01-2019,53816.86,17825.29,2716.29,74358.4
03-01-2019,53575.29,17720.43,2706.43,74002.1
04-01-2019,53333.71,17615.57,2696.57,73645.9
05-01-2019,53092.14,17510.71,2686.71,73289.6
06-01-2019,52850.57,17405.86,2676.86,72933.3
07-01-2019,52609.0,17301.0,2667.0,72577
08-01-2019,52239.86,17149.29,2653.29,72042.4
09-01-2019,51870.71,16997.57,2639.57,71507.9
10-01-2019,51501.57,16845.86,2625.86,70973.3
11-01-2019,51132.43,16694.14,2612.14,70438.7
12-01-2019,50763.29,16542.43,2598.43,69904.1
13-01-2019,50394.14,16390.71,2584.71,69369.6
14-01-2019,50025.0,16239.0,2571.0,68835
15-01-2019,49578.14,16062.43,2548.43,68189
16-01-2019,49131.29,15885.86,2525.86,67543
17-01-2019,48684.43,15709.29,2503.29,66897
18-01-2019,48237.57,15532.71,2480.71,66251
19-01-2019,47790.71,15356.14,2458.14,65605
20-01-2019,47343.86,15179.57,2435.57,64959
21-01-2019,46897.0,15003.0,2413.0,64313
22-01-2019,46467.29,14830.14,2397.57,63695
23-01-2019,46037.57,14657.29,2382.14,63077
24-01-2019,45607.86,14484.43,2366.71,62459
25-01-2019,45178.14,14311.57,2351.29,61841
26-01-2019,44748.43,14138.71,2335.86,61223
27-01-2019,44318.71,13965.86,2320.43,60605
28-01-2019,43889.0,13793.0,2305.0,59987
29-01-2019,43534.14,13658.0,2295.71,59487.8
30-01-2019,43179.29,13523.0,2286.43,58988.7
31-01-2019,42824.43,13388.0,2277.14,58489.6
01-02-2019,42469.57,13253.0,2267.86,57990.4
02-02-2019,42114.71,13118.0,2258.57,57491.3
03-02-2019,41759.86,12983.0,2249.29,56992.2
04-02-2019,41405.0,12848.0,2240.0,56493
05-02-2019,41159.14,12736.14,2231.43,56126.7
06-02-2019,40913.29,12624.29,2222.86,55760.4
07-02-2019,40667.43,12512.43,2214.29,55394.2
08-02-2019,40421.57,12400.57,2205.71,55027.8
09-02-2019,40175.71,12288.71,2197.14,54661.6
10-02-2019,39929.86,12176.86,2188.57,54295.3
11-02-2019,39684.0,12065.0,2180.0,53929
12-02-2019,39476.14,11942.43,2167.71,53586.3
13-02-2019,39268.29,11819.86,2155.43,53243.6
14-02-2019,39060.43,11697.29,2143.14,52900.9
15-02-2019,38852.57,11574.71,2130.86,52558.1
16-02-2019,38644.71,11452.14,2118.57,52215.4
17-02-2019,38436.86,11329.57,2106.29,51872.7
18-02-2019,38229.0,11207.0,2094.0,51530
19-02-2019,38029.43,11100.71,2078.14,51208.3
20-02-2019,37829.86,10994.43,2062.29,50886.6
21-02-2019,37630.29,10888.14,2046.43,50564.9
22-02-2019,37430.71,10781.86,2030.57,50243.1
23-02-2019,37231.14,10675.57,2014.71,49921.4
24-02-2019,37031.57,10569.29,1998.86,49599.7
25-02-2019,36832.0,10463.0,1983.0,49278
26-02-2019,36569.0,10352.57,1970.14,48891.7
27-02-2019,36306.0,10242.14,1957.29,48505.4
28-02-2019,36043.0,10131.71,1944.43,48119.1
01-03-2019,35780.0,10021.29,1931.57,47732.9
02-03-2019,35517.0,9910.86,1918.71,47346.6
03-03-2019,35254.0,9800.43,1905.86,46960.3
04-03-2019,34991.0,9690.0,1893.0,46574
05-03-2019,34719.86,9550.14,1878.43,46148.4
06-03-2019,34448.71,9410.29,1863.86,45722.9
07-03-2019,34177.57,9270.43,1849.29,45297.3
08-03-2019,33906.43,9130.57,1834.71,44871.7
09-03-2019,33635.29,8990.71,1820.14,44446.1
10-03-2019,33364.14,8850.86,1805.57,44020.6
11-03-2019,33093.0,8711.0,1791.0,43595
12-03-2019,32924.14,8608.43,1785.43,43318
13-03-2019,32755.29,8505.86,1779.86,43041
14-03-2019,32586.43,8403.29,1774.29,42764
15-03-2019,32417.57,8300.71,1768.71,42487
16-03-2019,32248.71,8198.14,1763.14,42210
17-03-2019,32079.86,8095.57,1757.57,41933
18-03-2019,31911.0,7993.0,1752.0,41656
19-03-2019,31834.0,7925.14,1740.86,41500
20-03-2019,31757.0,7857.29,1729.71,41344
21-03-2019,31680.0,7789.43,1718.57,41188
22-03-2019,31603.0,7721.57,1707.43,41032
23-03-2019,31526.0,7653.71,1696.29,40876
24-03-2019,31449.0,7585.86,1685.14,40720
25-03-2019,31372.0,7518.0,1674.0,40564
26-03-2019,31183.43,7430.57,1664.0,40278
27-03-2019,30994.86,7343.14,1654.0,39992
28-03-2019,30806.29,7255.71,1644.0,39706
29-03-2019,30617.71,7168.29,1634.0,39420
30-03-2019,30429.14,7080.86,1624.0,39134
31-03-2019,30240.57,6993.43,1614.0,38848
01-04-2019,30052.0,6906.0,1604.0,38562
02-04-2019,29788.71,6794.14,1597.71,38180.6
03-04-2019,29525.43,6682.29,1591.43,37799.2
04-04-2019,29262.14,6570.43,1585.14,37417.7
05-04-2019,28998.86,6458.57,1578.86,37036.3
06-04-2019,28735.57,6346.71,1572.57,36654.8
07-04-2019,28472.29,6234.86,1566.29,36273.4
08-04-2019,28209.0,6123.0,1560.0,35892
09-04-2019,28075.14,6062.14,1565.29,35702.6
10-04-2019,27941.29,6001.29,1570.57,35513.2
11-04-2019,27807.43,5940.43,1575.86,35323.7
12-04-2019,27673.57,5879.57,1581.14,35134.3
13-04-2019,27539.71,5818.71,1586.43,34944.8
14-04-2019,27405.86,5757.86,1591.71,34755.4
15-04-2019,27272.0,5697.0,1597.0,34566
16-04-2019,27815.86,5976.0,1654.43,35446.3
17-04-2019,28359.71,6255.0,1711.86,36326.6
18-04-2019,28903.57,6534.0,1769.29,37206.9
19-04-2019,29447.43,6813.0,1826.71,38087.1
20-04-2019,29991.29,7092.0,1884.14,38967.4
21-04-2019,30535.14,7371.0,1941.57,39847.7
22-04-2019,31079.0,7650.0,1999.0,40728
23-04-2019,31605.71,7992.86,2068.71,41667.3
24-04-2019,32132.43,8335.71,2138.43,42606.6
25-04-2019,32659.14,8678.57,2208.14,43545.8
26-04-2019,33185.86,9021.43,2277.86,44485.2
27-04-2019,33712.57,9364.29,2347.57,45424.4
28-04-2019,34239.29,9707.14,2417.29,46363.7
29-04-2019,34766.0,10050.0,2487.0,47303
30-04-2019,34786.86,10214.43,2539.29,47540.6
01-05-2019,34807.71,10378.86,2591.57,47778.1
02-05-2019,34828.57,10543.29,2643.86,48015.7
03-05-2019,34849.43,10707.71,2696.14,48253.3
04-05-2019,34870.29,10872.14,2748.43,48490.9
05-05-2019,34891.14,11036.57,2800.71,48728.4
06-05-2019,34912.0,11201.0,2853.0,48966
07-05-2019,35172.71,11401.0,2931.0,49504.7
08-05-2019,35433.43,11601.0,3009.0,50043.4
09-05-2019,35694.14,11801.0,3087.0,50582.1
10-05-2019,35954.86,12001.0,3165.0,51120.9
11-05-2019,36215.57,12201.0,3243.0,51659.6
12-05-2019,36476.29,12401.0,3321.0,52198.3
13-05-2019,36737.0,12601.0,3399.0,52737
14-05-2019,37722.57,12991.0,3422.86,54136.4
15-05-2019,38708.14,13381.0,3446.71,55535.8
16-05-2019,39693.71,13771.0,3470.57,56935.3
17-05-2019,40679.29,14161.0,3494.43,58334.7
18-05-2019,41664.86,14551.0,3518.29,59734.2
19-05-2019,42650.43,14941.0,3542.14,61133.6
20-05-2019,43636.0,15331.0,3566.0,62533
21-05-2019,43937.57,15593.86,3589.43,63120.9
22-05-2019,44239.14,15856.71,3612.86,63708.7
23-05-2019,44540.71,16119.57,3636.29,64296.6
24-05-2019,44842.29,16382.43,3659.71,64884.4
25-05-2019,45143.86,16645.29,3683.14,65472.3
26-05-2019,45445.43,16908.14,3706.57,66060.1
27-05-2019,45747.0,17171.0,3730.0,66648
28-05-2019,46673.29,17551.57,3742.43,67967.3
29-05-2019,47599.57,17932.14,3754.86,69286.6
30-05-2019,48525.86,18312.71,3767.29,70605.9
31-05-2019,49452.14,18693.29,3779.71,71925.1
01-06-2019,50378.43,19073.86,3792.14,73244.4
02-06-2019,51304.71,19454.43,3804.57,74563.7
03-06-2019,52231.0,19835.0,3817.0,75883
04-06-2019,52816.29,20198.43,3825.57,76840.3
05-06-2019,53401.57,20561.86,3834.14,77797.6
06-06-2019,53986.86,20925.29,3842.71,78754.9
07-06-2019,54572.14,21288.71,3851.29,79712.1
