Date,System Price
24-06-2017,22.48
25-06-2017,19.98
26-06-2017,23.46
27-06-2017,25.44
28-06-2017,25.35
29-06-2017,24.89
30-06-2017,24.34
01-07-2017,24.15
02-07-2017,22.97
03-07-2017,24.8
04-07-2017,26.09
05-07-2017,27.3
06-07-2017,28.12
07-07-2017,28.14
08-07-2017,27.16
09-07-2017,27.0
10-07-2017,27.93
11-07-2017,27.66
12-07-2017,27.57
13-07-2017,26.56
14-07-2017,27.36
15-07-2017,26.77
16-07-2017,25.32
17-07-2017,25.57
18-07-2017,25.76
19-07-2017,26.08
20-07-2017,26.72
21-07-2017,27.39
22-07-2017,26.93
23-07-2017,25.61
24-07-2017,27.45
25-07-2017,27.3
26-07-2017,26.56
27-07-2017,27.3
28-07-2017,27.24
29-07-2017,22.27
30-07-2017,23.66
31-07-2017,26.66
01-08-2017,27.03
02-08-2017,27.3
03-08-2017,26.23
04-08-2017,24.52
05-08-2017,23.61
06-08-2017,20.45
07-08-2017,26.72
08-08-2017,26.68
09-08-2017,25.8
10-08-2017,26.56
11-08-2017,26.8
12-08-2017,23.38
13-08-2017,21.85
14-08-2017,27.29
15-08-2017,27.11
16-08-2017,27.5
17-08-2017,27.16
18-08-2017,27.02
19-08-2017,25.07
20-08-2017,23.92
21-08-2017,27.39
22-08-2017,29.39
23-08-2017,31.63
24-08-2017,30.81
25-08-2017,30.17
26-08-2017,29.53
27-08-2017,29.85
28-08-2017,34.97
29-08-2017,32.41
30-08-2017,33.17
31-08-2017,33.63
01-09-2017,33.71
02-09-2017,31.99
03-09-2017,31.37
04-09-2017,34.43
05-09-2017,34.69
06-09-2017,33.5
07-09-2017,32.94
08-09-2017,31.19
09-09-2017,29.93
10-09-2017,28.6
11-09-2017,28.7
12-09-2017,29.5
13-09-2017,29.83
14-09-2017,30.46
15-09-2017,31.23
16-09-2017,31.34
17-09-2017,31.31
18-09-2017,33.82
19-09-2017,33.2
20-09-2017,33.56
21-09-2017,33.45
22-09-2017,32.09
23-09-2017,30.81
24-09-2017,30.64
25-09-2017,31.26
26-09-2017,31.77
27-09-2017,32.25
28-09-2017,31.3
29-09-2017,30.64
30-09-2017,28.1
01-10-2017,27.03
02-10-2017,25.93
03-10-2017,25.86
04-10-2017,24.4
05-10-2017,28.31
06-10-2017,30.14
07-10-2017,27.78
08-10-2017,28.7
09-10-2017,34.41
10-10-2017,31.83
11-10-2017,31.92
12-10-2017,28.69
13-10-2017,30.42
14-10-2017,26.89
15-10-2017,26.48
16-10-2017,27.33
17-10-2017,27.67
18-10-2017,29.75
19-10-2017,31.67
20-10-2017,30.72
21-10-2017,28.9
22-10-2017,28.87
23-10-2017,32.21
24-10-2017,30.83
25-10-2017,28.55
26-10-2017,29.57
27-10-2017,28.42
28-10-2017,23.89
29-10-2017,22.0
30-10-2017,27.59
31-10-2017,31.7
01-11-2017,28.9
02-11-2017,27.85
03-11-2017,29.47
04-11-2017,27.72
05-11-2017,27.33
06-11-2017,29.93
07-11-2017,30.9
08-11-2017,32.03
09-11-2017,29.38
10-11-2017,29.31
11-11-2017,28.7
12-11-2017,29.99
13-11-2017,34.46
14-11-2017,32.27
15-11-2017,31.63
16-11-2017,31.13
17-11-2017,29.29
18-11-2017,28.15
19-11-2017,28.53
20-11-2017,39.22
21-11-2017,44.49
22-11-2017,31.38
23-11-2017,28.6
24-11-2017,31.64
25-11-2017,30.57
26-11-2017,28.63
27-11-2017,32.9
28-11-2017,37.25
29-11-2017,51.88
30-11-2017,44.68
01-12-2017,40.67
02-12-2017,30.47
03-12-2017,29.15
04-12-2017,34.88
05-12-2017,31.1
06-12-2017,31.31
07-12-2017,28.71
08-12-2017,27.95
09-12-2017,27.17
10-12-2017,28.34
11-12-2017,40.57
12-12-2017,33.27
13-12-2017,29.55
14-12-2017,30.71
15-12-2017,37.71
16-12-2017,31.12
17-12-2017,30.55
18-12-2017,37.69
19-12-2017,42.02
20-12-2017,32.69
21-12-2017,29.52
22-12-2017,29.21
23-12-2017,23.5
24-12-2017,24.55
25-12-2017,25.63
26-12-2017,25.72
27-12-2017,30.28
28-12-2017,32.17
29-12-2017,28.69
30-12-2017,26.93
31-12-2017,26.66
01-01-2018,25.77
02-01-2018,31.95
03-01-2018,28.58
04-01-2018,32.28
05-01-2018,31.96
06-01-2018,31.55
07-01-2018,28.49
08-01-2018,31.94
09-01-2018,30.61
10-01-2018,40.06
11-01-2018,42.31
12-01-2018,35.96
13-01-2018,31.02
14-01-2018,29.76
15-01-2018,29.2
16-01-2018,31.07
17-01-2018,34.14
18-01-2018,37.17
19-01-2018,42.44
20-01-2018,32.7
21-01-2018,33.09
22-01-2018,42.58
23-01-2018,41.21
24-01-2018,28.83
25-01-2018,29.67
26-01-2018,34.12
27-01-2018,31.1
28-01-2018,27.87
29-01-2018,30.08
30-01-2018,32.64
31-01-2018,30.74
01-02-2018,31.19
02-02-2018,35.74
03-02-2018,34.09
04-02-2018,33.43
05-02-2018,48.25
06-02-2018,46.03
07-02-2018,44.58
08-02-2018,38.89
09-02-2018,32.66
10-02-2018,32.22
11-02-2018,29.5
12-02-2018,32.06
13-02-2018,36.61
14-02-2018,35.64
15-02-2018,32.95
16-02-2018,36.6
17-02-2018,38.17
18-02-2018,36.17
19-02-2018,48.07
20-02-2018,49.42
21-02-2018,47.66
22-02-2018,48.08
23-02-2018,44.66
24-02-2018,38.02
25-02-2018,38.51
26-02-2018,46.64
27-02-2018,44.86
28-02-2018,47.6
01-03-2018,65.42
02-03-2018,53.58
03-03-2018,42.27
04-03-2018,40.5
05-03-2018,52.88
06-03-2018,48.62
07-03-2018,47.12
08-03-2018,40.16
09-03-2018,40.27
10-03-2018,37.31
11-03-2018,36.28
12-03-2018,42.38
13-03-2018,41.81
14-03-2018,47.55
15-03-2018,40.59
16-03-2018,40.41
17-03-2018,37.69
18-03-2018,37.15
19-03-2018,42.45
20-03-2018,43.34
21-03-2018,42.4
22-03-2018,41.45
23-03-2018,46.67
24-03-2018,40.25
25-03-2018,39.81
26-03-2018,47.71
27-03-2018,45.89
28-03-2018,42.89
29-03-2018,40.66
30-03-2018,40.68
31-03-2018,39.9
01-04-2018,39.24
02-04-2018,39.67
03-04-2018,43.16
04-04-2018,42.69
05-04-2018,41.94
06-04-2018,40.34
07-04-2018,38.85
08-04-2018,39.48
09-04-2018,43.14
10-04-2018,40.07
11-04-2018,40.11
12-04-2018,40.07
13-04-2018,39.58
14-04-2018,38.9
15-04-2018,39.79
16-04-2018,46.56
17-04-2018,43.11
18-04-2018,42.0
19-04-2018,39.84
20-04-2018,36.9
21-04-2018,32.49
22-04-2018,35.33
23-04-2018,36.03
24-04-2018,34.92
25-04-2018,37.31
26-04-2018,36.92
27-04-2018,37.85
28-04-2018,35.85
29-04-2018,35.07
30-04-2018,32.77
01-05-2018,28.34
02-05-2018,36.96
03-05-2018,37.36
04-05-2018,37.26
05-05-2018,32.39
06-05-2018,24.9
07-05-2018,30.21
08-05-2018,29.36
09-05-2018,20.88
10-05-2018,16.51
11-05-2018,27.86
12-05-2018,30.62
13-05-2018,18.93
14-05-2018,33.58
15-05-2018,36.41
16-05-2018,36.62
17-05-2018,29.97
18-05-2018,34.57
19-05-2018,35.12
20-05-2018,25.51
21-05-2018,28.89
22-05-2018,39.19
23-05-2018,40.27
24-05-2018,40.33
25-05-2018,40.26
26-05-2018,38.95
27-05-2018,37.8
28-05-2018,41.24
29-05-2018,41.55
30-05-2018,42.3
31-05-2018,42.98
01-06-2018,44.16
02-06-2018,42.21
03-06-2018,42.34
04-06-2018,42.71
05-06-2018,45.38
06-06-2018,46.97
07-06-2018,47.72
08-06-2018,48.74
09-06-2018,46.14
10-06-2018,45.94
11-06-2018,46.58
12-06-2018,46.8
13-06-2018,48.15
14-06-2018,46.5
15-06-2018,44.75
16-06-2018,44.04
17-06-2018,43.19
18-06-2018,44.05
19-06-2018,42.39
20-06-2018,42.94
21-06-2018,42.6
22-06-2018,40.41
23-06-2018,40.12
24-06-2018,42.41
25-06-2018,45.35
26-06-2018,46.47
27-06-2018,46.92
28-06-2018,46.5
29-06-2018,45.64
30-06-2018,45.93
01-07-2018,45.49
02-07-2018,49.54
03-07-2018,50.53
04-07-2018,50.98
05-07-2018,51.62
06-07-2018,49.52
07-07-2018,47.79
08-07-2018,49.08
09-07-2018,50.47
10-07-2018,51.51
11-07-2018,51.96
12-07-2018,52.49
13-07-2018,52.99
14-07-2018,51.66
15-07-2018,51.41
16-07-2018,53.19
17-07-2018,52.51
18-07-2018,51.82
19-07-2018,52.05
20-07-2018,53.48
21-07-2018,52.73
22-07-2018,52.58
23-07-2018,54.45
24-07-2018,54.51
25-07-2018,54.52
26-07-2018,53.7
27-07-2018,53.24
28-07-2018,50.46
29-07-2018,50.17
30-07-2018,53.03
31-07-2018,53.32
01-08-2018,53.88
02-08-2018,53.29
03-08-2018,53.52
04-08-2018,51.58
05-08-2018,49.53
06-08-2018,52.25
07-08-2018,53.52
08-08-2018,51.14
09-08-2018,50.53
10-08-2018,48.22
11-08-2018,47.18
12-08-2018,45.5
13-08-2018,50.81
14-08-2018,52.11
15-08-2018,51.13
16-08-2018,50.61
17-08-2018,49.84
18-08-2018,47.52
19-08-2018,45.77
20-08-2018,49.79
21-08-2018,51.9
22-08-2018,51.08
23-08-2018,52.59
24-08-2018,50.99
25-08-2018,50.84
26-08-2018,50.83
27-08-2018,51.65
28-08-2018,59.54
29-08-2018,59.25
30-08-2018,57.42
31-08-2018,59.72
01-09-2018,57.74
02-09-2018,56.26
03-09-2018,59.28
04-09-2018,60.86
05-09-2018,61.34
06-09-2018,60.79
07-09-2018,58.24
08-09-2018,54.41
09-09-2018,53.81
10-09-2018,55.7
11-09-2018,54.0
12-09-2018,53.07
13-09-2018,55.23
14-09-2018,54.8
15-09-2018,49.1
16-09-2018,48.74
17-09-2018,52.19
18-09-2018,49.97
19-09-2018,47.37
20-09-2018,43.86
21-09-2018,36.94
22-09-2018,20.93
23-09-2018,34.65
24-09-2018,37.19
25-09-2018,43.6
26-09-2018,29.7
27-09-2018,35.21
28-09-2018,40.86
29-09-2018,39.07
30-09-2018,34.41
01-10-2018,47.16
02-10-2018,46.92
03-10-2018,45.59
04-10-2018,49.34
05-10-2018,47.25
06-10-2018,46.72
07-10-2018,47.58
08-10-2018,46.65
09-10-2018,44.79
10-10-2018,46.76
11-10-2018,43.69
12-10-2018,44.35
13-10-2018,34.56
14-10-2018,20.07
15-10-2018,37.27
16-10-2018,44.26
17-10-2018,43.52
18-10-2018,43.25
19-10-2018,43.33
20-10-2018,42.12
21-10-2018,40.59
22-10-2018,38.05
23-10-2018,36.04
24-10-2018,41.65
25-10-2018,44.46
26-10-2018,49.04
27-10-2018,44.15
28-10-2018,44.06
29-10-2018,44.93
30-10-2018,42.78
31-10-2018,43.16
01-11-2018,44.67
02-11-2018,44.5
03-11-2018,43.82
04-11-2018,43.6
05-11-2018,45.83
06-11-2018,48.19
07-11-2018,48.07
08-11-2018,48.68
09-11-2018,47.92
10-11-2018,42.63
11-11-2018,40.36
12-11-2018,45.38
13-11-2018,47.85
14-11-2018,50.39
15-11-2018,47.76
16-11-2018,47.18
17-11-2018,46.02
18-11-2018,46.99
19-11-2018,48.52
20-11-2018,47.72
21-11-2018,50.19
22-11-2018,59.36
23-11-2018,52.63
24-11-2018,49.14
25-11-2018,49.39
26-11-2018,57.17
27-11-2018,64.29
28-11-2018,50.47
29-11-2018,46.48
30-11-2018,45.99
01-12-2018,45.92
02-12-2018,44.96
03-12-2018,47.48
04-12-2018,46.41
05-12-2018,51.38
06-12-2018,52.56
07-12-2018,48.65
08-12-2018,44.92
09-12-2018,44.4
10-12-2018,47.62
11-12-2018,51.74
12-12-2018,61.59
13-12-2018,57.89
14-12-2018,59.29
15-12-2018,52.14
16-12-2018,49.92
17-12-2018,65.15
18-12-2018,60.0
19-12-2018,53.31
20-12-2018,53.69
21-12-2018,52.37
22-12-2018,51.4
23-12-2018,53.32
24-12-2018,51.01
25-12-2018,47.27
26-12-2018,49.33
27-12-2018,51.64
28-12-2018,53.0
29-12-2018,50.19
30-12-2018,50.95
31-12-2018,48.88
01-01-2019,41.45
02-01-2019,47.53
03-01-2019,53.91
04-01-2019,51.1
05-01-2019,50.68
06-01-2019,51.08
07-01-2019,51.83
08-01-2019,49.5
09-01-2019,50.31
10-01-2019,53.8
11-01-2019,49.31
12-01-2019,49.11
13-01-2019,48.48
14-01-2019,48.48
15-01-2019,51.85
16-01-2019,52.39
17-01-2019,52.72
18-01-2019,57.35
19-01-2019,54.53
20-01-2019,54.38
21-01-2019,63.09
22-01-2019,60.05
23-01-2019,62.5
24-01-2019,68.65
25-01-2019,60.66
26-01-2019,53.86
27-01-2019,52.02
28-01-2019,55.97
29-01-2019,58.52
30-01-2019,55.77
31-01-2019,56.26
01-02-2019,54.43
02-02-2019,51.15
03-02-2019,50.32
04-02-2019,52.79
05-02-2019,52.58
06-02-2019,52.88
07-02-2019,49.84
08-02-2019,49.14
09-02-2019,46.87
10-02-2019,46.57
11-02-2019,47.3
12-02-2019,48.07
13-02-2019,46.07
14-02-2019,44.73
15-02-2019,43.82
16-02-2019,41.23
17-02-2019,42.49
18-02-2019,44.08
19-02-2019,42.69
20-02-2019,43.6
21-02-2019,44.07
22-02-2019,43.38
23-02-2019,40.24
24-02-2019,39.81
25-02-2019,41.43
26-02-2019,42.05
27-02-2019,41.18
28-02-2019,41.29
01-03-2019,44.81
02-03-2019,42.09
03-03-2019,40.22
04-03-2019,42.01
05-03-2019,43.73
06-03-2019,44.78
07-03-2019,43.82
08-03-2019,41.35
09-03-2019,40.51
10-03-2019,41.61
11-03-2019,45.46
12-03-2019,44.91
13-03-2019,42.18
14-03-2019,42.31
15-03-2019,42.74
16-03-2019,40.68
17-03-2019,36.38
18-03-2019,41.48
19-03-2019,45.88
20-03-2019,41.63
21-03-2019,39.69
22-03-2019,40.33
23-03-2019,36.16
24-03-2019,36.35
25-03-2019,39.35
26-03-2019,40.24
27-03-2019,40.07
28-03-2019,38.87
29-03-2019,36.2
30-03-2019,35.44
31-03-2019,35.05
01-04-2019,39.42
02-04-2019,37.37
03-04-2019,40.44
04-04-2019,39.67
05-04-2019,40.01
06-04-2019,39.27
07-04-2019,39.72
08-04-2019,41.33
09-04-2019,42.52
10-04-2019,44.09
11-04-2019,47.29
12-04-2019,47.01
13-04-2019,43.95
14-04-2019,42.69
15-04-2019,45.4
16-04-2019,45.05
17-04-2019,44.03
18-04-2019,43.61
19-04-2019,42.09
20-04-2019,41.75
21-04-2019,40.25
22-04-2019,38.4
23-04-2019,38.07
24-04-2019,36.94
25-04-2019,40.26
26-04-2019,41.25
27-04-2019,33.48
28-04-2019,29.26
29-04-2019,40.2
30-04-2019,39.73
01-05-2019,28.89
02-05-2019,31.11
03-05-2019,39.25
04-05-2019,40.53
05-05-2019,40.38
06-05-2019,43.4
07-05-2019,43.98
08-05-2019,42.67
09-05-2019,43.04
10-05-2019,42.89
11-05-2019,40.59
12-05-2019,33.21
13-05-2019,41.89
14-05-2019,42.9
15-05-2019,42.45
16-05-2019,40.1
17-05-2019,39.21
18-05-2019,36.44
19-05-2019,37.04
20-05-2019,41.52
21-05-2019,39.98
22-05-2019,38.67
23-05-2019,38.51
24-05-2019,38.38
25-05-2019,35.42
26-05-2019,29.92
27-05-2019,35.45
28-05-2019,37.64
29-05-2019,37.03
30-05-2019,25.85
31-05-2019,31.9
01-06-2019,31.49
02-06-2019,27.55
03-06-2019,33.77
04-06-2019,32.62
05-06-2019,31.35
06-06-2019,24.06
07-06-2019,28.23
08-06-2019,9.79
09-06-2019,15.01
10-06-2019,23.93
11-06-2019,30.14
12-06-2019,29.84
13-06-2019,29.18
14-06-2019,31.34
15-06-2019,26.29
16-06-2019,26.22
17-06-2019,30.58
18-06-2019,30.92
19-06-2019,32.28
20-06-2019,30.11
21-06-2019,29.89
22-06-2019,27.25
23-06-2019,24.68
24-06-2019,31.36
25-06-2019,32.01
26-06-2019,31.48
27-06-2019,28.69
28-06-2019,30.69
29-06-2019,26.84
30-06-2019,21.28
01-07-2019,27.25
02-07-2019,27.6
03-07-2019,29.0
04-07-2019,29.28
05-07-2019,29.45
06-07-2019,28.59
07-07-2019,27.67
08-07-2019,30.63
09-07-2019,32.28
10-07-2019,33.35
11-07-2019,35.34
12-07-2019,36.85
13-07-2019,36.57
14-07-2019,36.23
15-07-2019,38.3
16-07-2019,37.73
17-07-2019,38.74
18-07-2019,38.74
19-07-2019,38.61
20-07-2019,36.45
21-07-2019,35.38
22-07-2019,37.41
23-07-2019,38.02
24-07-2019,38.97
25-07-2019,39.8
26-07-2019,39.28
27-07-2019,37.19
28-07-2019,35.45
29-07-2019,39.66
30-07-2019,40.0
31-07-2019,39.91
01-08-2019,40.13
02-08-2019,40.51
03-08-2019,39.09
04-08-2019,39.17
05-08-2019,41.44
06-08-2019,40.4
07-08-2019,39.92
08-08-2019,38.31
09-08-2019,38.16
10-08-2019,33.56
11-08-2019,29.83
12-08-2019,36.61
13-08-2019,36.84
14-08-2019,35.32
15-08-2019,33.67
16-08-2019,34.34
17-08-2019,30.85
18-08-2019,33.37
19-08-2019,34.2
20-08-2019,35.38
21-08-2019,35.79
22-08-2019,35.13
23-08-2019,34.37
24-08-2019,33.42
25-08-2019,32.61
26-08-2019,37.4
27-08-2019,37.95
28-08-2019,37.98
29-08-2019,36.46
30-08-2019,34.89
31-08-2019,32.21
01-09-2019,31.13
02-09-2019,35.18
03-09-2019,35.69
04-09-2019,35.79
05-09-2019,32.59
06-09-2019,32.67
07-09-2019,33.3
08-09-2019,34.06
09-09-2019,36.48
10-09-2019,34.35
11-09-2019,32.32
12-09-2019,31.55
13-09-2019,31.74
14-09-2019,29.89
15-09-2019,21.99
16-09-2019,29.6
17-09-2019,33.84
18-09-2019,34.3
19-09-2019,35.37
20-09-2019,34.73
21-09-2019,31.5
22-09-2019,31.22
23-09-2019,33.78
24-09-2019,35.69
25-09-2019,35.18
26-09-2019,34.88
27-09-2019,33.84
28-09-2019,31.32
29-09-2019,30.9
30-09-2019,32.77
01-10-2019,33.9
02-10-2019,34.93
03-10-2019,36.03
04-10-2019,37.32
05-10-2019,36.13
06-10-2019,35.53
07-10-2019,44.1
08-10-2019,39.12
09-10-2019,39.08
10-10-2019,36.36
11-10-2019,34.14
12-10-2019,33.82
13-10-2019,34.78
14-10-2019,36.48
15-10-2019,36.86
16-10-2019,37.37
17-10-2019,37.51
18-10-2019,37.7
19-10-2019,35.37
20-10-2019,36.52
21-10-2019,39.31
22-10-2019,36.61
23-10-2019,37.82
24-10-2019,37.41
25-10-2019,35.44
26-10-2019,33.71
27-10-2019,36.2
28-10-2019,40.38
29-10-2019,40.32
30-10-2019,40.55
31-10-2019,39.48
01-11-2019,37.79
02-11-2019,36.36
03-11-2019,37.22
04-11-2019,40.74
05-11-2019,43.86
06-11-2019,52.42
07-11-2019,47.58
08-11-2019,49.41
09-11-2019,41.72
10-11-2019,42.12
11-11-2019,43.87
12-11-2019,41.84
13-11-2019,43.8
14-11-2019,44.93
15-11-2019,41.13
16-11-2019,39.95
17-11-2019,39.59
18-11-2019,42.28
19-11-2019,41.0
20-11-2019,45.06
21-11-2019,42.11
22-11-2019,40.12
23-11-2019,37.67
24-11-2019,38.53
25-11-2019,43.3
26-11-2019,45.54
27-11-2019,42.32
28-11-2019,40.86
29-11-2019,40.96
30-11-2019,40.33
01-12-2019,40.24
02-12-2019,42.65
03-12-2019,42.6
04-12-2019,40.19
05-12-2019,37.71
06-12-2019,36.26
07-12-2019,35.31
08-12-2019,34.01
09-12-2019,36.05
10-12-2019,40.98
11-12-2019,36.34
12-12-2019,38.46
13-12-2019,36.83
14-12-2019,35.03
15-12-2019,34.54
16-12-2019,39.93
17-12-2019,38.71
18-12-2019,38.63
19-12-2019,37.38
20-12-2019,36.47
21-12-2019,35.35
22-12-2019,36.22
23-12-2019,36.51
24-12-2019,36.05
25-12-2019,35.52
26-12-2019,36.39
27-12-2019,38.14
28-12-2019,34.48
29-12-2019,31.52
30-12-2019,30.95
31-12-2019,31.15
