Date,Hour,System Price
24-06-2015,12,16.06
24-06-2015,13,15.1
24-06-2015,14,13.84
24-06-2015,15,13.54
24-06-2015,16,13.14
24-06-2015,17,12.93
24-06-2015,18,13.17
24-06-2015,19,13.23
24-06-2015,20,12.83
24-06-2015,21,12.67
24-06-2015,22,11.78
24-06-2015,23,11.04
25-06-2015,0,8.25
25-06-2015,1,6.61
25-06-2015,2,5.32
25-06-2015,3,4.99
25-06-2015,4,5.32
25-06-2015,5,6.88
25-06-2015,6,11.77
25-06-2015,7,14.1
25-06-2015,8,15.95
25-06-2015,9,17.18
25-06-2015,10,19.82
25-06-2015,11,18.79
25-06-2015,12,17.95
25-06-2015,13,18.05
25-06-2015,14,16.66
25-06-2015,15,15.92
25-06-2015,16,15.06
25-06-2015,17,14.84
25-06-2015,18,15.74
25-06-2015,19,15.05
25-06-2015,20,14.09
25-06-2015,21,13.81
25-06-2015,22,12.68
25-06-2015,23,11.28
26-06-2015,0,12.61
26-06-2015,1,12.36
26-06-2015,2,12.08
26-06-2015,3,11.93
26-06-2015,4,11.92
26-06-2015,5,12.41
26-06-2015,6,17.3
26-06-2015,7,20.88
26-06-2015,8,23.16
26-06-2015,9,23.51
26-06-2015,10,24.44
26-06-2015,11,24.3
26-06-2015,12,23.34
26-06-2015,13,21.16
26-06-2015,14,19.11
26-06-2015,15,17.47
26-06-2015,16,17.18
26-06-2015,17,16.62
26-06-2015,18,17.29
26-06-2015,19,16.65
26-06-2015,20,16.7
26-06-2015,21,14.89
26-06-2015,22,14.0
26-06-2015,23,12.87
27-06-2015,0,16.09
27-06-2015,1,14.94
27-06-2015,2,14.17
27-06-2015,3,13.72
27-06-2015,4,13.16
27-06-2015,5,13.44
27-06-2015,6,12.28
27-06-2015,7,13.43
27-06-2015,8,14.4
27-06-2015,9,16.67
27-06-2015,10,17.27
27-06-2015,11,17.31
27-06-2015,12,16.71
27-06-2015,13,15.93
27-06-2015,14,15.25
27-06-2015,15,15.22
27-06-2015,16,14.92
27-06-2015,17,16.56
27-06-2015,18,17.23
27-06-2015,19,16.99
27-06-2015,20,16.22
27-06-2015,21,15.84
27-06-2015,22,15.81
27-06-2015,23,14.41
28-06-2015,0,14.19
28-06-2015,1,13.47
28-06-2015,2,13.12
28-06-2015,3,12.71
28-06-2015,4,12.12
28-06-2015,5,12.13
28-06-2015,6,12.74
28-06-2015,7,13.4
28-06-2015,8,14.37
28-06-2015,9,15.3
28-06-2015,10,15.13
28-06-2015,11,16.16
28-06-2015,12,15.26
28-06-2015,13,15.03
28-06-2015,14,14.37
28-06-2015,15,14.77
28-06-2015,16,15.86
28-06-2015,17,17.06
28-06-2015,18,17.68
28-06-2015,19,18.75
28-06-2015,20,18.32
28-06-2015,21,17.86
28-06-2015,22,17.48
28-06-2015,23,15.61
29-06-2015,0,13.6
29-06-2015,1,12.76
29-06-2015,2,11.62
29-06-2015,3,11.28
29-06-2015,4,11.28
29-06-2015,5,13.88
29-06-2015,6,16.66
29-06-2015,7,18.83
29-06-2015,8,21.92
29-06-2015,9,21.86
29-06-2015,10,22.52
29-06-2015,11,22.13
29-06-2015,12,20.79
29-06-2015,13,20.58
29-06-2015,14,19.54
29-06-2015,15,18.96
29-06-2015,16,18.11
29-06-2015,17,18.42
29-06-2015,18,17.97
29-06-2015,19,17.21
29-06-2015,20,16.62
29-06-2015,21,15.95
29-06-2015,22,15.08
29-06-2015,23,14.0
30-06-2015,0,13.66
30-06-2015,1,12.18
30-06-2015,2,11.61
30-06-2015,3,11.39
30-06-2015,4,11.49
30-06-2015,5,13.64
30-06-2015,6,16.04
30-06-2015,7,18.78
30-06-2015,8,20.3
30-06-2015,9,20.17
30-06-2015,10,19.32
30-06-2015,11,19.0
30-06-2015,12,19.38
30-06-2015,13,19.71
30-06-2015,14,18.88
30-06-2015,15,17.43
30-06-2015,16,17.34
30-06-2015,17,17.62
30-06-2015,18,17.95
30-06-2015,19,17.78
30-06-2015,20,17.02
30-06-2015,21,16.43
30-06-2015,22,15.68
30-06-2015,23,14.83
01-07-2015,0,13.34
01-07-2015,1,12.71
01-07-2015,2,12.15
01-07-2015,3,11.76
01-07-2015,4,11.84
01-07-2015,5,13.14
01-07-2015,6,15.18
01-07-2015,7,18.33
01-07-2015,8,19.96
01-07-2015,9,20.18
01-07-2015,10,21.5
01-07-2015,11,20.0
01-07-2015,12,19.25
01-07-2015,13,18.87
01-07-2015,14,18.52
01-07-2015,15,17.78
01-07-2015,16,16.69
01-07-2015,17,16.04
01-07-2015,18,15.84
01-07-2015,19,15.24
01-07-2015,20,14.47
01-07-2015,21,14.05
01-07-2015,22,13.38
01-07-2015,23,12.35
02-07-2015,0,10.57
02-07-2015,1,9.03
02-07-2015,2,7.77
02-07-2015,3,6.94
02-07-2015,4,6.8
02-07-2015,5,9.23
02-07-2015,6,12.47
02-07-2015,7,13.76
02-07-2015,8,14.53
02-07-2015,9,14.6
02-07-2015,10,14.59
02-07-2015,11,14.37
02-07-2015,12,13.8
02-07-2015,13,13.49
02-07-2015,14,13.32
02-07-2015,15,12.6
02-07-2015,16,12.09
02-07-2015,17,12.37
02-07-2015,18,12.83
02-07-2015,19,12.89
02-07-2015,20,12.6
02-07-2015,21,11.58
02-07-2015,22,10.8
02-07-2015,23,8.78
03-07-2015,0,4.95
03-07-2015,1,4.79
03-07-2015,2,4.41
03-07-2015,3,4.27
03-07-2015,4,4.34
03-07-2015,5,5.1
03-07-2015,6,10.14
03-07-2015,7,13.25
03-07-2015,8,14.23
03-07-2015,9,14.72
03-07-2015,10,15.06
03-07-2015,11,14.92
03-07-2015,12,14.47
03-07-2015,13,13.85
03-07-2015,14,13.82
03-07-2015,15,13.58
03-07-2015,16,13.47
03-07-2015,17,13.36
03-07-2015,18,13.51
03-07-2015,19,13.53
03-07-2015,20,12.74
03-07-2015,21,12.26
03-07-2015,22,11.95
03-07-2015,23,10.71
04-07-2015,0,9.55
04-07-2015,1,9.16
04-07-2015,2,8.94
04-07-2015,3,8.56
04-07-2015,4,8.22
04-07-2015,5,8.39
04-07-2015,6,8.22
04-07-2015,7,9.23
04-07-2015,8,9.3
04-07-2015,9,10.68
04-07-2015,10,11.41
04-07-2015,11,11.51
04-07-2015,12,11.12
04-07-2015,13,10.24
04-07-2015,14,9.53
04-07-2015,15,9.39
04-07-2015,16,9.99
04-07-2015,17,11.13
04-07-2015,18,11.72
04-07-2015,19,11.26
04-07-2015,20,10.21
04-07-2015,21,9.95
04-07-2015,22,10.62
04-07-2015,23,9.57
05-07-2015,0,10.28
05-07-2015,1,10.05
05-07-2015,2,9.53
05-07-2015,3,9.14
05-07-2015,4,8.95
05-07-2015,5,8.83
05-07-2015,6,9.48
05-07-2015,7,9.98
05-07-2015,8,9.55
05-07-2015,9,11.31
05-07-2015,10,12.29
05-07-2015,11,12.54
05-07-2015,12,12.66
05-07-2015,13,12.35
05-07-2015,14,12.07
05-07-2015,15,11.8
05-07-2015,16,12.19
05-07-2015,17,12.68
05-07-2015,18,13.26
05-07-2015,19,13.47
05-07-2015,20,13.06
05-07-2015,21,12.24
05-07-2015,22,12.0
05-07-2015,23,10.86
06-07-2015,0,10.77
06-07-2015,1,9.41
06-07-2015,2,8.64
06-07-2015,3,7.19
06-07-2015,4,6.1
06-07-2015,5,8.74
06-07-2015,6,11.12
06-07-2015,7,12.44
06-07-2015,8,13.49
06-07-2015,9,13.85
06-07-2015,10,13.93
06-07-2015,11,13.58
06-07-2015,12,13.01
06-07-2015,13,12.5
06-07-2015,14,11.94
06-07-2015,15,11.44
06-07-2015,16,10.67
06-07-2015,17,10.97
06-07-2015,18,11.13
06-07-2015,19,11.18
06-07-2015,20,11.0
06-07-2015,21,11.1
06-07-2015,22,10.92
06-07-2015,23,9.55
07-07-2015,0,5.75
07-07-2015,1,5.93
07-07-2015,2,5.16
07-07-2015,3,5.1
07-07-2015,4,4.77
07-07-2015,5,7.78
07-07-2015,6,10.29
07-07-2015,7,12.21
07-07-2015,8,12.58
07-07-2015,9,12.99
07-07-2015,10,13.75
07-07-2015,11,13.8
07-07-2015,12,13.45
07-07-2015,13,12.85
07-07-2015,14,12.56
07-07-2015,15,12.39
07-07-2015,16,12.47
07-07-2015,17,12.79
07-07-2015,18,12.91
07-07-2015,19,12.88
07-07-2015,20,12.28
07-07-2015,21,12.01
07-07-2015,22,11.57
07-07-2015,23,10.67
08-07-2015,0,8.12
08-07-2015,1,6.88
08-07-2015,2,6.11
08-07-2015,3,5.28
08-07-2015,4,4.93
08-07-2015,5,6.85
08-07-2015,6,8.81
08-07-2015,7,10.13
08-07-2015,8,11.38
08-07-2015,9,11.63
08-07-2015,10,11.84
08-07-2015,11,11.49
08-07-2015,12,10.98
08-07-2015,13,10.72
08-07-2015,14,10.32
08-07-2015,15,9.81
08-07-2015,16,9.52
08-07-2015,17,9.36
08-07-2015,18,9.5
08-07-2015,19,8.97
08-07-2015,20,8.2
08-07-2015,21,7.86
08-07-2015,22,7.76
08-07-2015,23,5.49
09-07-2015,0,4.35
09-07-2015,1,3.96
09-07-2015,2,3.58
09-07-2015,3,3.31
09-07-2015,4,3.3
09-07-2015,5,4.0
09-07-2015,6,5.43
09-07-2015,7,7.18
09-07-2015,8,7.76
09-07-2015,9,8.39
09-07-2015,10,8.6
09-07-2015,11,8.58
09-07-2015,12,8.39
09-07-2015,13,8.15
09-07-2015,14,7.91
09-07-2015,15,7.17
09-07-2015,16,7.03
09-07-2015,17,7.19
09-07-2015,18,7.02
09-07-2015,19,6.57
09-07-2015,20,6.07
09-07-2015,21,5.71
09-07-2015,22,5.46
09-07-2015,23,4.5
10-07-2015,0,3.86
10-07-2015,1,3.54
10-07-2015,2,3.27
10-07-2015,3,3.06
10-07-2015,4,3.06
10-07-2015,5,3.71
10-07-2015,6,5.0
10-07-2015,7,6.54
10-07-2015,8,7.47
10-07-2015,9,7.97
10-07-2015,10,8.12
10-07-2015,11,8.0
10-07-2015,12,7.66
10-07-2015,13,7.43
10-07-2015,14,7.1
10-07-2015,15,6.74
10-07-2015,16,6.97
10-07-2015,17,7.21
10-07-2015,18,6.95
10-07-2015,19,7.0
10-07-2015,20,7.24
10-07-2015,21,7.37
10-07-2015,22,8.08
10-07-2015,23,7.9
11-07-2015,0,7.4
11-07-2015,1,6.98
11-07-2015,2,6.76
11-07-2015,3,6.57
11-07-2015,4,6.18
11-07-2015,5,6.48
11-07-2015,6,6.77
11-07-2015,7,8.12
11-07-2015,8,8.95
11-07-2015,9,10.18
11-07-2015,10,11.32
11-07-2015,11,11.75
11-07-2015,12,11.42
11-07-2015,13,10.29
11-07-2015,14,9.42
11-07-2015,15,9.24
11-07-2015,16,9.24
11-07-2015,17,10.38
11-07-2015,18,10.78
11-07-2015,19,11.03
11-07-2015,20,10.48
11-07-2015,21,9.6
11-07-2015,22,9.47
11-07-2015,23,8.69
12-07-2015,0,8.21
12-07-2015,1,7.5
12-07-2015,2,6.64
12-07-2015,3,6.18
12-07-2015,4,5.71
12-07-2015,5,5.71
12-07-2015,6,6.15
12-07-2015,7,7.03
12-07-2015,8,8.08
12-07-2015,9,8.84
12-07-2015,10,9.55
12-07-2015,11,10.19
12-07-2015,12,9.53
12-07-2015,13,9.11
12-07-2015,14,8.9
12-07-2015,15,8.83
12-07-2015,16,8.94
12-07-2015,17,9.41
12-07-2015,18,9.86
12-07-2015,19,10.16
12-07-2015,20,9.93
12-07-2015,21,9.77
12-07-2015,22,9.43
12-07-2015,23,8.67
13-07-2015,0,8.41
13-07-2015,1,7.82
13-07-2015,2,7.4
13-07-2015,3,7.11
13-07-2015,4,7.02
13-07-2015,5,8.25
13-07-2015,6,10.87
13-07-2015,7,12.4
13-07-2015,8,13.89
13-07-2015,9,15.08
13-07-2015,10,15.38
13-07-2015,11,15.31
13-07-2015,12,14.7
13-07-2015,13,14.27
13-07-2015,14,13.86
13-07-2015,15,13.33
13-07-2015,16,12.43
13-07-2015,17,12.26
13-07-2015,18,12.22
13-07-2015,19,11.97
13-07-2015,20,11.21
13-07-2015,21,11.2
13-07-2015,22,10.7
13-07-2015,23,9.22
14-07-2015,0,8.79
14-07-2015,1,8.2
14-07-2015,2,7.7
14-07-2015,3,7.39
14-07-2015,4,7.75
14-07-2015,5,8.79
14-07-2015,6,12.28
14-07-2015,7,13.81
14-07-2015,8,14.83
14-07-2015,9,15.25
14-07-2015,10,15.56
14-07-2015,11,15.42
14-07-2015,12,15.33
14-07-2015,13,14.93
14-07-2015,14,14.55
14-07-2015,15,13.66
14-07-2015,16,13.53
14-07-2015,17,13.33
14-07-2015,18,13.06
14-07-2015,19,12.89
14-07-2015,20,12.06
14-07-2015,21,11.57
14-07-2015,22,11.01
14-07-2015,23,9.18
15-07-2015,0,7.81
15-07-2015,1,6.19
15-07-2015,2,5.75
15-07-2015,3,5.43
15-07-2015,4,5.3
15-07-2015,5,5.97
15-07-2015,6,8.67
15-07-2015,7,11.12
15-07-2015,8,12.23
15-07-2015,9,12.84
15-07-2015,10,12.72
15-07-2015,11,12.74
15-07-2015,12,12.39
15-07-2015,13,11.91
15-07-2015,14,11.46
15-07-2015,15,11.08
15-07-2015,16,11.41
15-07-2015,17,11.81
15-07-2015,18,12.26
15-07-2015,19,11.88
15-07-2015,20,11.77
15-07-2015,21,11.58
15-07-2015,22,11.1
15-07-2015,23,10.04
16-07-2015,0,9.67
16-07-2015,1,8.7
16-07-2015,2,8.18
16-07-2015,3,7.89
16-07-2015,4,7.37
16-07-2015,5,8.57
16-07-2015,6,10.82
16-07-2015,7,12.91
16-07-2015,8,14.23
16-07-2015,9,15.14
16-07-2015,10,15.36
16-07-2015,11,15.32
16-07-2015,12,15.29
16-07-2015,13,14.93
16-07-2015,14,14.45
16-07-2015,15,14.1
16-07-2015,16,14.01
16-07-2015,17,14.24
16-07-2015,18,14.2
16-07-2015,19,13.4
16-07-2015,20,12.46
16-07-2015,21,11.64
16-07-2015,22,12.34
16-07-2015,23,10.76
17-07-2015,0,9.27
17-07-2015,1,8.31
17-07-2015,2,7.08
17-07-2015,3,6.44
17-07-2015,4,6.04
17-07-2015,5,8.28
17-07-2015,6,10.6
17-07-2015,7,12.47
17-07-2015,8,13.31
17-07-2015,9,13.89
17-07-2015,10,13.98
17-07-2015,11,13.54
17-07-2015,12,12.62
17-07-2015,13,11.99
17-07-2015,14,11.59
17-07-2015,15,10.82
17-07-2015,16,10.95
17-07-2015,17,10.93
17-07-2015,18,10.73
17-07-2015,19,10.09
17-07-2015,20,9.68
17-07-2015,21,9.01
17-07-2015,22,8.91
17-07-2015,23,8.41
18-07-2015,0,7.6
18-07-2015,1,7.05
18-07-2015,2,6.64
18-07-2015,3,6.2
18-07-2015,4,5.29
18-07-2015,5,5.82
18-07-2015,6,6.67
18-07-2015,7,7.25
18-07-2015,8,8.1
18-07-2015,9,8.36
18-07-2015,10,8.37
18-07-2015,11,7.95
18-07-2015,12,7.08
18-07-2015,13,6.58
18-07-2015,14,5.85
18-07-2015,15,5.62
18-07-2015,16,5.67
18-07-2015,17,6.24
18-07-2015,18,6.87
18-07-2015,19,6.96
18-07-2015,20,7.18
18-07-2015,21,7.47
18-07-2015,22,8.12
18-07-2015,23,7.85
19-07-2015,0,7.4
19-07-2015,1,6.64
19-07-2015,2,6.09
19-07-2015,3,5.41
19-07-2015,4,4.99
19-07-2015,5,5.6
19-07-2015,6,7.01
19-07-2015,7,7.81
19-07-2015,8,8.96
19-07-2015,9,9.79
19-07-2015,10,10.68
19-07-2015,11,10.81
19-07-2015,12,10.4
19-07-2015,13,10.23
19-07-2015,14,10.16
19-07-2015,15,10.76
19-07-2015,16,11.04
19-07-2015,17,11.05
19-07-2015,18,11.62
19-07-2015,19,11.53
19-07-2015,20,11.39
19-07-2015,21,11.24
19-07-2015,22,11.05
19-07-2015,23,9.87
20-07-2015,0,9.19
20-07-2015,1,8.48
20-07-2015,2,8.05
20-07-2015,3,7.55
20-07-2015,4,7.27
20-07-2015,5,8.42
20-07-2015,6,9.59
20-07-2015,7,10.66
20-07-2015,8,11.94
20-07-2015,9,11.93
20-07-2015,10,12.0
20-07-2015,11,11.93
20-07-2015,12,11.61
20-07-2015,13,11.3
20-07-2015,14,10.98
20-07-2015,15,10.78
20-07-2015,16,10.85
20-07-2015,17,11.55
20-07-2015,18,11.98
20-07-2015,19,12.03
20-07-2015,20,12.0
20-07-2015,21,11.75
20-07-2015,22,11.53
20-07-2015,23,10.66
21-07-2015,0,9.54
21-07-2015,1,8.74
21-07-2015,2,8.01
21-07-2015,3,7.34
21-07-2015,4,6.37
21-07-2015,5,7.48
21-07-2015,6,8.98
21-07-2015,7,9.51
21-07-2015,8,9.85
21-07-2015,9,10.33
21-07-2015,10,10.38
21-07-2015,11,10.19
21-07-2015,12,9.94
21-07-2015,13,9.75
21-07-2015,14,9.53
21-07-2015,15,9.15
21-07-2015,16,9.3
21-07-2015,17,9.65
21-07-2015,18,9.94
21-07-2015,19,9.97
21-07-2015,20,9.96
21-07-2015,21,9.97
21-07-2015,22,10.0
21-07-2015,23,9.62
22-07-2015,0,8.87
22-07-2015,1,8.3
22-07-2015,2,7.88
22-07-2015,3,7.58
22-07-2015,4,7.18
22-07-2015,5,8.12
22-07-2015,6,9.78
22-07-2015,7,10.44
22-07-2015,8,10.95
22-07-2015,9,11.58
22-07-2015,10,11.93
22-07-2015,11,11.67
22-07-2015,12,11.24
22-07-2015,13,10.96
22-07-2015,14,10.8
22-07-2015,15,10.72
22-07-2015,16,10.75
22-07-2015,17,11.12
22-07-2015,18,11.44
22-07-2015,19,11.6
22-07-2015,20,11.27
22-07-2015,21,11.19
22-07-2015,22,11.15
22-07-2015,23,10.34
23-07-2015,0,8.96
23-07-2015,1,8.38
23-07-2015,2,7.76
23-07-2015,3,7.2
23-07-2015,4,7.04
23-07-2015,5,8.37
23-07-2015,6,9.54
23-07-2015,7,9.94
23-07-2015,8,10.57
23-07-2015,9,10.76
23-07-2015,10,10.98
23-07-2015,11,10.89
23-07-2015,12,10.71
23-07-2015,13,10.38
23-07-2015,14,10.16
23-07-2015,15,9.97
23-07-2015,16,9.98
23-07-2015,17,10.1
23-07-2015,18,10.37
23-07-2015,19,10.46
23-07-2015,20,10.22
23-07-2015,21,10.48
23-07-2015,22,10.5
23-07-2015,23,9.79
24-07-2015,0,9.19
24-07-2015,1,8.69
24-07-2015,2,8.27
24-07-2015,3,8.07
24-07-2015,4,7.99
24-07-2015,5,8.91
24-07-2015,6,9.92
24-07-2015,7,10.52
24-07-2015,8,11.43
24-07-2015,9,11.9
24-07-2015,10,12.38
24-07-2015,11,11.9
24-07-2015,12,11.73
24-07-2015,13,11.24
24-07-2015,14,10.97
24-07-2015,15,10.67
24-07-2015,16,10.62
24-07-2015,17,10.68
24-07-2015,18,10.85
24-07-2015,19,10.68
24-07-2015,20,10.37
24-07-2015,21,10.1
24-07-2015,22,10.01
24-07-2015,23,9.54
25-07-2015,0,8.2
25-07-2015,1,7.48
25-07-2015,2,6.34
25-07-2015,3,5.63
25-07-2015,4,4.91
25-07-2015,5,4.66
25-07-2015,6,4.52
25-07-2015,7,5.8
25-07-2015,8,7.14
25-07-2015,9,7.66
25-07-2015,10,7.91
25-07-2015,11,7.9
25-07-2015,12,7.69
25-07-2015,13,7.42
25-07-2015,14,7.09
25-07-2015,15,6.45
25-07-2015,16,7.79
25-07-2015,17,8.17
25-07-2015,18,8.53
25-07-2015,19,8.26
25-07-2015,20,7.9
25-07-2015,21,7.91
25-07-2015,22,7.77
25-07-2015,23,6.84
26-07-2015,0,3.76
26-07-2015,1,2.78
26-07-2015,2,2.07
26-07-2015,3,1.52
26-07-2015,4,1.18
26-07-2015,5,1.15
26-07-2015,6,1.39
26-07-2015,7,1.93
26-07-2015,8,2.58
26-07-2015,9,2.71
26-07-2015,10,2.86
26-07-2015,11,2.92
26-07-2015,12,2.77
26-07-2015,13,2.32
26-07-2015,14,2.11
26-07-2015,15,2.96
26-07-2015,16,3.99
26-07-2015,17,5.02
26-07-2015,18,6.84
26-07-2015,19,7.75
26-07-2015,20,7.9
26-07-2015,21,8.38
26-07-2015,22,8.49
26-07-2015,23,7.84
27-07-2015,0,7.64
27-07-2015,1,7.07
27-07-2015,2,6.74
27-07-2015,3,6.66
27-07-2015,4,6.81
27-07-2015,5,7.97
27-07-2015,6,9.06
27-07-2015,7,9.95
27-07-2015,8,10.86
27-07-2015,9,11.43
27-07-2015,10,11.87
27-07-2015,11,11.88
27-07-2015,12,11.45
27-07-2015,13,11.17
27-07-2015,14,10.89
27-07-2015,15,10.48
27-07-2015,16,10.31
27-07-2015,17,10.47
27-07-2015,18,10.57
27-07-2015,19,10.15
27-07-2015,20,9.88
27-07-2015,21,9.9
27-07-2015,22,9.64
27-07-2015,23,8.89
28-07-2015,0,8.57
28-07-2015,1,7.8
28-07-2015,2,7.52
28-07-2015,3,7.18
28-07-2015,4,7.16
28-07-2015,5,8.07
28-07-2015,6,9.19
28-07-2015,7,9.89
28-07-2015,8,11.23
28-07-2015,9,12.57
28-07-2015,10,12.94
28-07-2015,11,12.76
28-07-2015,12,12.49
28-07-2015,13,11.33
28-07-2015,14,10.77
28-07-2015,15,10.09
28-07-2015,16,9.94
28-07-2015,17,9.96
28-07-2015,18,9.94
28-07-2015,19,9.87
28-07-2015,20,9.66
28-07-2015,21,9.64
28-07-2015,22,9.59
28-07-2015,23,8.97
29-07-2015,0,7.53
29-07-2015,1,6.19
29-07-2015,2,5.09
29-07-2015,3,4.9
29-07-2015,4,4.86
29-07-2015,5,5.62
29-07-2015,6,7.72
29-07-2015,7,8.32
29-07-2015,8,9.45
29-07-2015,9,9.74
29-07-2015,10,9.9
29-07-2015,11,9.88
29-07-2015,12,9.72
29-07-2015,13,9.51
29-07-2015,14,8.95
29-07-2015,15,8.56
29-07-2015,16,8.21
29-07-2015,17,8.17
29-07-2015,18,8.57
29-07-2015,19,8.57
29-07-2015,20,8.38
29-07-2015,21,8.48
29-07-2015,22,8.21
29-07-2015,23,6.87
30-07-2015,0,7.03
30-07-2015,1,5.56
30-07-2015,2,4.89
30-07-2015,3,4.81
30-07-2015,4,4.78
30-07-2015,5,4.92
30-07-2015,6,6.35
30-07-2015,7,7.68
30-07-2015,8,9.22
30-07-2015,9,9.75
30-07-2015,10,10.07
30-07-2015,11,10.04
30-07-2015,12,9.81
30-07-2015,13,9.58
30-07-2015,14,9.27
30-07-2015,15,8.53
30-07-2015,16,7.75
30-07-2015,17,7.61
30-07-2015,18,7.64
30-07-2015,19,7.37
30-07-2015,20,7.14
30-07-2015,21,7.18
30-07-2015,22,6.9
30-07-2015,23,5.63
31-07-2015,0,4.09
31-07-2015,1,3.47
31-07-2015,2,3.14
31-07-2015,3,2.98
31-07-2015,4,2.98
31-07-2015,5,3.66
31-07-2015,6,4.86
31-07-2015,7,6.98
31-07-2015,8,7.98
31-07-2015,9,8.72
31-07-2015,10,8.89
31-07-2015,11,8.41
31-07-2015,12,8.01
31-07-2015,13,7.63
31-07-2015,14,7.33
31-07-2015,15,6.81
31-07-2015,16,6.62
31-07-2015,17,6.85
31-07-2015,18,7.42
31-07-2015,19,7.41
31-07-2015,20,7.32
31-07-2015,21,7.74
31-07-2015,22,7.76
31-07-2015,23,7.3
01-08-2015,0,6.32
01-08-2015,1,5.02
01-08-2015,2,4.86
01-08-2015,3,4.78
01-08-2015,4,4.52
01-08-2015,5,4.51
01-08-2015,6,4.87
01-08-2015,7,5.23
01-08-2015,8,6.24
01-08-2015,9,7.39
01-08-2015,10,7.86
01-08-2015,11,7.91
01-08-2015,12,7.73
01-08-2015,13,7.39
01-08-2015,14,7.2
01-08-2015,15,7.37
01-08-2015,16,7.41
01-08-2015,17,7.7
01-08-2015,18,7.94
01-08-2015,19,8.0
01-08-2015,20,7.86
01-08-2015,21,7.93
01-08-2015,22,7.7
01-08-2015,23,7.22
02-08-2015,0,7.55
02-08-2015,1,6.21
02-08-2015,2,5.65
02-08-2015,3,4.95
02-08-2015,4,4.87
02-08-2015,5,4.83
02-08-2015,6,4.91
02-08-2015,7,5.97
02-08-2015,8,7.11
02-08-2015,9,8.17
02-08-2015,10,8.86
02-08-2015,11,9.15
02-08-2015,12,8.92
02-08-2015,13,8.39
02-08-2015,14,7.73
02-08-2015,15,7.75
02-08-2015,16,7.72
02-08-2015,17,7.86
02-08-2015,18,8.21
02-08-2015,19,9.11
02-08-2015,20,9.51
02-08-2015,21,9.68
02-08-2015,22,9.24
02-08-2015,23,8.18
03-08-2015,0,7.84
03-08-2015,1,6.6
03-08-2015,2,5.66
03-08-2015,3,5.28
03-08-2015,4,5.22
03-08-2015,5,6.52
03-08-2015,6,8.86
03-08-2015,7,10.27
03-08-2015,8,11.83
03-08-2015,9,12.85
03-08-2015,10,13.23
03-08-2015,11,13.02
03-08-2015,12,12.14
03-08-2015,13,11.6
03-08-2015,14,10.73
03-08-2015,15,10.31
03-08-2015,16,9.92
03-08-2015,17,9.88
03-08-2015,18,9.8
03-08-2015,19,9.52
03-08-2015,20,8.49
03-08-2015,21,8.35
03-08-2015,22,7.72
03-08-2015,23,6.47
04-08-2015,0,4.42
04-08-2015,1,3.82
04-08-2015,2,3.59
04-08-2015,3,3.63
04-08-2015,4,3.89
04-08-2015,5,4.83
04-08-2015,6,7.79
04-08-2015,7,10.15
04-08-2015,8,11.04
04-08-2015,9,11.87
04-08-2015,10,11.98
04-08-2015,11,11.91
04-08-2015,12,11.22
04-08-2015,13,10.69
04-08-2015,14,10.38
04-08-2015,15,10.16
04-08-2015,16,9.95
04-08-2015,17,9.98
04-08-2015,18,9.92
04-08-2015,19,9.83
04-08-2015,20,9.01
04-08-2015,21,9.23
04-08-2015,22,8.69
04-08-2015,23,7.61
05-08-2015,0,4.41
05-08-2015,1,3.55
05-08-2015,2,3.38
05-08-2015,3,3.57
05-08-2015,4,3.69
05-08-2015,5,4.91
05-08-2015,6,8.02
05-08-2015,7,10.14
05-08-2015,8,11.17
05-08-2015,9,12.85
05-08-2015,10,12.86
05-08-2015,11,12.56
05-08-2015,12,12.11
05-08-2015,13,11.27
05-08-2015,14,10.94
05-08-2015,15,10.69
05-08-2015,16,10.39
05-08-2015,17,10.41
05-08-2015,18,10.72
05-08-2015,19,10.62
05-08-2015,20,10.22
05-08-2015,21,10.05
05-08-2015,22,9.53
05-08-2015,23,8.02
06-08-2015,0,6.18
06-08-2015,1,5.23
06-08-2015,2,4.85
06-08-2015,3,4.64
06-08-2015,4,4.63
06-08-2015,5,5.25
06-08-2015,6,7.79
06-08-2015,7,9.76
06-08-2015,8,10.67
06-08-2015,9,11.45
06-08-2015,10,11.48
06-08-2015,11,11.19
06-08-2015,12,10.88
06-08-2015,13,10.52
06-08-2015,14,10.34
06-08-2015,15,9.96
06-08-2015,16,9.82
06-08-2015,17,9.83
06-08-2015,18,9.82
06-08-2015,19,9.64
06-08-2015,20,9.13
06-08-2015,21,9.04
06-08-2015,22,8.53
06-08-2015,23,6.91
07-08-2015,0,5.38
07-08-2015,1,5.44
07-08-2015,2,4.97
07-08-2015,3,4.89
07-08-2015,4,4.92
07-08-2015,5,5.79
07-08-2015,6,7.93
07-08-2015,7,9.3
07-08-2015,8,10.11
07-08-2015,9,10.39
07-08-2015,10,10.46
07-08-2015,11,10.39
07-08-2015,12,10.15
07-08-2015,13,9.83
07-08-2015,14,9.44
07-08-2015,15,9.16
07-08-2015,16,8.83
07-08-2015,17,8.88
07-08-2015,18,9.43
07-08-2015,19,9.37
07-08-2015,20,8.88
07-08-2015,21,8.91
07-08-2015,22,8.72
07-08-2015,23,7.53
08-08-2015,0,6.0
08-08-2015,1,5.64
08-08-2015,2,5.37
08-08-2015,3,5.06
08-08-2015,4,4.53
08-08-2015,5,4.49
08-08-2015,6,5.36
08-08-2015,7,5.77
