Date,Hour,System Price
02-05-2016,4,20.64
02-05-2016,5,22.91
02-05-2016,6,24.65
02-05-2016,7,29.88
02-05-2016,8,31.15
02-05-2016,9,28.2
02-05-2016,10,27.41
02-05-2016,11,25.47
02-05-2016,12,24.49
02-05-2016,13,24.38
02-05-2016,14,24.1
02-05-2016,15,24.18
02-05-2016,16,23.95
02-05-2016,17,23.9
02-05-2016,18,23.84
02-05-2016,19,23.89
02-05-2016,20,23.83
02-05-2016,21,23.88
02-05-2016,22,23.43
02-05-2016,23,22.41
03-05-2016,0,21.75
03-05-2016,1,21.11
03-05-2016,2,21.04
03-05-2016,3,20.85
03-05-2016,4,21.16
03-05-2016,5,22.51
03-05-2016,6,23.63
03-05-2016,7,25.69
03-05-2016,8,28.39
03-05-2016,9,27.88
03-05-2016,10,26.66
03-05-2016,11,26.67
03-05-2016,12,25.12
03-05-2016,13,24.72
03-05-2016,14,24.15
03-05-2016,15,24.01
03-05-2016,16,23.85
03-05-2016,17,24.23
03-05-2016,18,24.21
03-05-2016,19,24.3
03-05-2016,20,24.23
03-05-2016,21,24.53
03-05-2016,22,24.21
03-05-2016,23,23.61
04-05-2016,0,22.14
04-05-2016,1,21.46
04-05-2016,2,21.25
04-05-2016,3,21.17
04-05-2016,4,21.54
04-05-2016,5,23.2
04-05-2016,6,24.69
04-05-2016,7,31.8
04-05-2016,8,33.05
04-05-2016,9,30.81
04-05-2016,10,28.57
04-05-2016,11,27.67
04-05-2016,12,25.57
04-05-2016,13,24.39
04-05-2016,14,23.99
04-05-2016,15,23.36
04-05-2016,16,23.78
04-05-2016,17,24.55
04-05-2016,18,25.62
04-05-2016,19,25.45
04-05-2016,20,24.59
04-05-2016,21,24.67
04-05-2016,22,24.26
04-05-2016,23,23.69
05-05-2016,0,23.12
05-05-2016,1,21.86
05-05-2016,2,21.26
05-05-2016,3,20.26
05-05-2016,4,19.79
05-05-2016,5,20.27
05-05-2016,6,20.44
05-05-2016,7,20.73
05-05-2016,8,21.34
05-05-2016,9,21.54
05-05-2016,10,21.47
05-05-2016,11,21.29
05-05-2016,12,20.98
05-05-2016,13,20.62
05-05-2016,14,20.19
05-05-2016,15,19.67
05-05-2016,16,19.71
05-05-2016,17,20.48
05-05-2016,18,21.46
05-05-2016,19,23.42
05-05-2016,20,23.26
05-05-2016,21,23.52
05-05-2016,22,23.35
05-05-2016,23,21.62
06-05-2016,0,20.73
06-05-2016,1,19.08
06-05-2016,2,18.46
06-05-2016,3,18.24
06-05-2016,4,19.11
06-05-2016,5,21.15
06-05-2016,6,23.05
06-05-2016,7,24.0
06-05-2016,8,25.27
06-05-2016,9,25.63
06-05-2016,10,23.96
06-05-2016,11,23.08
06-05-2016,12,22.45
06-05-2016,13,22.12
06-05-2016,14,21.75
06-05-2016,15,20.87
06-05-2016,16,20.66
06-05-2016,17,21.85
06-05-2016,18,22.91
06-05-2016,19,22.76
06-05-2016,20,22.25
06-05-2016,21,22.09
06-05-2016,22,21.8
06-05-2016,23,20.91
07-05-2016,0,19.81
07-05-2016,1,16.9
07-05-2016,2,14.95
07-05-2016,3,14.64
07-05-2016,4,14.96
07-05-2016,5,15.2
07-05-2016,6,16.27
07-05-2016,7,19.32
07-05-2016,8,19.94
07-05-2016,9,20.1
07-05-2016,10,20.2
07-05-2016,11,19.93
07-05-2016,12,19.89
07-05-2016,13,19.33
07-05-2016,14,18.72
07-05-2016,15,18.55
07-05-2016,16,18.15
07-05-2016,17,19.26
07-05-2016,18,19.92
07-05-2016,19,21.42
07-05-2016,20,19.98
07-05-2016,21,19.86
07-05-2016,22,19.75
07-05-2016,23,18.25
08-05-2016,0,15.17
08-05-2016,1,13.99
08-05-2016,2,11.89
08-05-2016,3,9.93
08-05-2016,4,9.08
08-05-2016,5,7.45
08-05-2016,6,9.57
08-05-2016,7,13.94
08-05-2016,8,16.94
08-05-2016,9,18.59
08-05-2016,10,20.02
08-05-2016,11,19.73
08-05-2016,12,19.23
08-05-2016,13,18.48
08-05-2016,14,18.02
08-05-2016,15,17.63
08-05-2016,16,17.18
08-05-2016,17,17.72
08-05-2016,18,17.93
08-05-2016,19,19.35
08-05-2016,20,19.4
08-05-2016,21,20.02
08-05-2016,22,20.12
08-05-2016,23,18.66
09-05-2016,0,15.75
09-05-2016,1,13.1
09-05-2016,2,12.49
09-05-2016,3,12.35
09-05-2016,4,14.71
09-05-2016,5,20.12
09-05-2016,6,22.47
09-05-2016,7,26.59
09-05-2016,8,28.92
09-05-2016,9,28.0
09-05-2016,10,24.24
09-05-2016,11,22.82
09-05-2016,12,22.38
09-05-2016,13,22.19
09-05-2016,14,22.02
09-05-2016,15,22.01
09-05-2016,16,21.94
09-05-2016,17,22.76
09-05-2016,18,22.87
09-05-2016,19,22.81
09-05-2016,20,22.43
09-05-2016,21,22.7
09-05-2016,22,22.13
09-05-2016,23,21.31
10-05-2016,0,21.07
10-05-2016,1,20.4
10-05-2016,2,19.59
10-05-2016,3,19.29
10-05-2016,4,19.86
10-05-2016,5,21.6
10-05-2016,6,23.36
10-05-2016,7,28.49
10-05-2016,8,33.42
10-05-2016,9,31.33
10-05-2016,10,29.37
10-05-2016,11,26.79
10-05-2016,12,24.18
10-05-2016,13,23.95
10-05-2016,14,23.88
10-05-2016,15,23.45
10-05-2016,16,23.06
10-05-2016,17,23.48
10-05-2016,18,23.32
10-05-2016,19,23.12
10-05-2016,20,22.46
10-05-2016,21,22.45
10-05-2016,22,22.22
10-05-2016,23,21.61
11-05-2016,0,21.08
11-05-2016,1,20.05
11-05-2016,2,19.75
11-05-2016,3,19.43
11-05-2016,4,19.92
11-05-2016,5,21.72
11-05-2016,6,23.92
11-05-2016,7,29.4
11-05-2016,8,36.24
11-05-2016,9,34.49
11-05-2016,10,29.61
11-05-2016,11,26.25
11-05-2016,12,24.49
11-05-2016,13,24.16
11-05-2016,14,23.74
11-05-2016,15,23.16
11-05-2016,16,23.0
11-05-2016,17,23.74
11-05-2016,18,24.15
11-05-2016,19,23.92
11-05-2016,20,23.48
11-05-2016,21,23.45
11-05-2016,22,22.22
11-05-2016,23,20.67
12-05-2016,0,19.47
12-05-2016,1,18.04
12-05-2016,2,17.52
12-05-2016,3,17.75
12-05-2016,4,18.62
12-05-2016,5,19.97
12-05-2016,6,23.39
12-05-2016,7,26.13
12-05-2016,8,29.12
12-05-2016,9,27.27
12-05-2016,10,26.32
12-05-2016,11,25.67
12-05-2016,12,24.81
12-05-2016,13,24.61
12-05-2016,14,24.52
12-05-2016,15,23.93
12-05-2016,16,23.81
12-05-2016,17,24.19
12-05-2016,18,24.48
12-05-2016,19,24.71
12-05-2016,20,24.22
12-05-2016,21,24.22
12-05-2016,22,23.78
12-05-2016,23,23.08
13-05-2016,0,22.3
13-05-2016,1,21.41
13-05-2016,2,21.04
13-05-2016,3,20.55
13-05-2016,4,21.15
13-05-2016,5,22.62
13-05-2016,6,24.35
13-05-2016,7,28.88
13-05-2016,8,32.63
13-05-2016,9,31.68
13-05-2016,10,32.68
13-05-2016,11,29.9
13-05-2016,12,27.76
13-05-2016,13,27.21
13-05-2016,14,25.01
13-05-2016,15,23.91
13-05-2016,16,23.65
13-05-2016,17,23.87
13-05-2016,18,24.21
13-05-2016,19,24.04
13-05-2016,20,23.65
13-05-2016,21,23.52
13-05-2016,22,23.03
13-05-2016,23,22.28
14-05-2016,0,20.91
14-05-2016,1,19.83
14-05-2016,2,19.24
14-05-2016,3,18.96
14-05-2016,4,18.45
14-05-2016,5,18.79
14-05-2016,6,18.56
14-05-2016,7,20.0
14-05-2016,8,20.41
14-05-2016,9,21.5
14-05-2016,10,21.7
14-05-2016,11,21.58
14-05-2016,12,21.1
14-05-2016,13,20.73
14-05-2016,14,20.3
14-05-2016,15,20.04
14-05-2016,16,20.03
14-05-2016,17,20.32
14-05-2016,18,20.5
14-05-2016,19,20.76
14-05-2016,20,20.46
14-05-2016,21,20.66
14-05-2016,22,22.18
14-05-2016,23,20.62
15-05-2016,0,20.42
15-05-2016,1,19.51
15-05-2016,2,18.99
15-05-2016,3,18.73
15-05-2016,4,18.08
15-05-2016,5,18.05
15-05-2016,6,17.9
15-05-2016,7,18.56
15-05-2016,8,19.3
15-05-2016,9,20.26
15-05-2016,10,20.58
15-05-2016,11,20.54
15-05-2016,12,20.24
15-05-2016,13,20.04
15-05-2016,14,19.85
15-05-2016,15,19.74
15-05-2016,16,19.92
15-05-2016,17,20.23
15-05-2016,18,20.48
15-05-2016,19,21.44
15-05-2016,20,21.69
15-05-2016,21,22.33
15-05-2016,22,22.29
15-05-2016,23,21.74
16-05-2016,0,21.46
16-05-2016,1,20.09
16-05-2016,2,18.76
16-05-2016,3,18.65
16-05-2016,4,18.69
16-05-2016,5,20.03
16-05-2016,6,21.82
16-05-2016,7,22.71
16-05-2016,8,23.19
16-05-2016,9,23.52
16-05-2016,10,23.68
16-05-2016,11,23.87
16-05-2016,12,23.54
16-05-2016,13,23.29
16-05-2016,14,23.03
16-05-2016,15,22.74
16-05-2016,16,22.75
16-05-2016,17,23.25
16-05-2016,18,23.84
16-05-2016,19,24.51
16-05-2016,20,24.1
16-05-2016,21,24.01
16-05-2016,22,23.57
16-05-2016,23,22.86
17-05-2016,0,22.9
17-05-2016,1,22.54
17-05-2016,2,22.08
17-05-2016,3,21.59
17-05-2016,4,21.72
17-05-2016,5,22.78
17-05-2016,6,24.45
17-05-2016,7,26.51
17-05-2016,8,27.96
17-05-2016,9,27.16
17-05-2016,10,26.4
17-05-2016,11,25.99
17-05-2016,12,25.39
17-05-2016,13,25.2
17-05-2016,14,25.43
17-05-2016,15,24.82
17-05-2016,16,24.6
17-05-2016,17,25.45
17-05-2016,18,25.45
17-05-2016,19,25.71
17-05-2016,20,25.0
17-05-2016,21,25.45
17-05-2016,22,24.96
17-05-2016,23,23.92
18-05-2016,0,23.47
18-05-2016,1,23.21
18-05-2016,2,22.9
18-05-2016,3,22.37
18-05-2016,4,22.66
18-05-2016,5,23.69
18-05-2016,6,26.8
18-05-2016,7,30.22
18-05-2016,8,31.32
18-05-2016,9,30.39
18-05-2016,10,29.67
18-05-2016,11,28.93
18-05-2016,12,28.78
18-05-2016,13,28.18
18-05-2016,14,28.41
18-05-2016,15,27.25
18-05-2016,16,28.02
18-05-2016,17,28.97
18-05-2016,18,30.28
18-05-2016,19,30.4
18-05-2016,20,29.92
18-05-2016,21,29.86
18-05-2016,22,28.02
18-05-2016,23,25.32
19-05-2016,0,24.47
19-05-2016,1,22.89
19-05-2016,2,22.21
19-05-2016,3,21.93
19-05-2016,4,22.33
19-05-2016,5,24.18
19-05-2016,6,29.03
19-05-2016,7,32.82
19-05-2016,8,38.99
19-05-2016,9,36.76
19-05-2016,10,38.92
19-05-2016,11,37.79
19-05-2016,12,33.15
19-05-2016,13,32.0
19-05-2016,14,30.9
19-05-2016,15,30.28
19-05-2016,16,29.82
19-05-2016,17,30.06
19-05-2016,18,30.15
19-05-2016,19,29.78
19-05-2016,20,27.63
19-05-2016,21,27.95
19-05-2016,22,26.54
19-05-2016,23,24.72
20-05-2016,0,23.91
20-05-2016,1,22.98
20-05-2016,2,21.64
20-05-2016,3,21.45
20-05-2016,4,21.69
20-05-2016,5,23.62
20-05-2016,6,25.78
20-05-2016,7,29.56
20-05-2016,8,30.06
20-05-2016,9,29.56
20-05-2016,10,28.19
20-05-2016,11,26.9
20-05-2016,12,26.08
20-05-2016,13,24.73
20-05-2016,14,24.49
20-05-2016,15,24.35
20-05-2016,16,24.48
20-05-2016,17,25.22
20-05-2016,18,25.09
20-05-2016,19,24.98
20-05-2016,20,24.47
20-05-2016,21,24.45
20-05-2016,22,24.36
20-05-2016,23,23.98
21-05-2016,0,24.02
21-05-2016,1,23.48
21-05-2016,2,22.59
21-05-2016,3,21.82
21-05-2016,4,21.54
21-05-2016,5,21.25
21-05-2016,6,21.64
21-05-2016,7,23.16
21-05-2016,8,23.63
21-05-2016,9,23.67
21-05-2016,10,23.67
21-05-2016,11,23.57
21-05-2016,12,23.18
21-05-2016,13,22.91
21-05-2016,14,22.61
21-05-2016,15,22.46
21-05-2016,16,22.01
21-05-2016,17,22.51
21-05-2016,18,23.67
21-05-2016,19,24.14
21-05-2016,20,23.95
21-05-2016,21,23.97
21-05-2016,22,23.92
21-05-2016,23,23.46
22-05-2016,0,21.9
22-05-2016,1,21.01
22-05-2016,2,20.3
22-05-2016,3,20.43
22-05-2016,4,20.52
22-05-2016,5,19.94
22-05-2016,6,19.82
22-05-2016,7,20.79
22-05-2016,8,22.16
22-05-2016,9,23.19
22-05-2016,10,23.35
22-05-2016,11,23.32
22-05-2016,12,23.01
22-05-2016,13,22.76
22-05-2016,14,22.48
22-05-2016,15,22.17
22-05-2016,16,22.16
22-05-2016,17,21.83
22-05-2016,18,21.86
22-05-2016,19,23.27
22-05-2016,20,23.72
22-05-2016,21,23.85
22-05-2016,22,23.84
22-05-2016,23,22.9
23-05-2016,0,22.04
23-05-2016,1,20.8
23-05-2016,2,19.45
23-05-2016,3,18.9
23-05-2016,4,19.39
23-05-2016,5,21.65
23-05-2016,6,24.84
23-05-2016,7,26.22
23-05-2016,8,27.88
23-05-2016,9,27.75
23-05-2016,10,27.41
23-05-2016,11,27.1
23-05-2016,12,25.97
23-05-2016,13,26.31
23-05-2016,14,25.88
23-05-2016,15,25.24
23-05-2016,16,25.0
23-05-2016,17,25.54
23-05-2016,18,25.11
23-05-2016,19,24.93
23-05-2016,20,24.08
23-05-2016,21,24.01
23-05-2016,22,23.88
23-05-2016,23,22.69
24-05-2016,0,21.47
24-05-2016,1,21.06
24-05-2016,2,19.99
24-05-2016,3,19.62
24-05-2016,4,20.3
24-05-2016,5,22.22
24-05-2016,6,24.09
24-05-2016,7,25.57
24-05-2016,8,25.77
24-05-2016,9,26.17
24-05-2016,10,25.99
24-05-2016,11,25.96
24-05-2016,12,25.76
24-05-2016,13,25.55
24-05-2016,14,25.35
24-05-2016,15,24.81
24-05-2016,16,24.65
24-05-2016,17,25.04
24-05-2016,18,24.84
24-05-2016,19,24.86
24-05-2016,20,24.35
24-05-2016,21,24.24
24-05-2016,22,23.87
24-05-2016,23,23.2
25-05-2016,0,21.64
25-05-2016,1,21.14
25-05-2016,2,20.88
25-05-2016,3,20.38
25-05-2016,4,20.94
25-05-2016,5,22.43
25-05-2016,6,24.47
25-05-2016,7,25.82
25-05-2016,8,26.94
25-05-2016,9,26.89
25-05-2016,10,26.93
25-05-2016,11,25.99
25-05-2016,12,26.04
25-05-2016,13,25.77
25-05-2016,14,25.64
25-05-2016,15,24.57
25-05-2016,16,24.46
25-05-2016,17,24.91
25-05-2016,18,24.67
25-05-2016,19,24.72
25-05-2016,20,24.2
25-05-2016,21,24.05
25-05-2016,22,23.3
25-05-2016,23,22.66
26-05-2016,0,22.85
26-05-2016,1,22.51
26-05-2016,2,22.46
26-05-2016,3,22.46
26-05-2016,4,22.58
26-05-2016,5,23.21
26-05-2016,6,25.24
26-05-2016,7,27.33
26-05-2016,8,29.15
26-05-2016,9,28.42
26-05-2016,10,25.96
26-05-2016,11,25.73
26-05-2016,12,25.51
26-05-2016,13,25.3
26-05-2016,14,25.58
26-05-2016,15,25.13
26-05-2016,16,25.49
26-05-2016,17,26.57
26-05-2016,18,26.13
26-05-2016,19,26.03
26-05-2016,20,25.66
26-05-2016,21,25.51
26-05-2016,22,25.32
26-05-2016,23,23.98
27-05-2016,0,23.65
27-05-2016,1,22.85
27-05-2016,2,21.96
27-05-2016,3,20.69
27-05-2016,4,21.76
27-05-2016,5,23.66
27-05-2016,6,25.84
27-05-2016,7,28.81
27-05-2016,8,31.25
27-05-2016,9,30.81
27-05-2016,10,30.38
27-05-2016,11,30.18
27-05-2016,12,29.27
27-05-2016,13,27.85
27-05-2016,14,27.12
27-05-2016,15,25.57
27-05-2016,16,25.65
27-05-2016,17,26.1
27-05-2016,18,25.75
27-05-2016,19,25.46
27-05-2016,20,24.7
27-05-2016,21,24.7
27-05-2016,22,24.26
27-05-2016,23,23.89
28-05-2016,0,23.81
28-05-2016,1,23.56
28-05-2016,2,22.79
28-05-2016,3,22.14
28-05-2016,4,21.69
28-05-2016,5,21.91
28-05-2016,6,22.56
28-05-2016,7,23.43
28-05-2016,8,23.87
28-05-2016,9,24.19
28-05-2016,10,23.91
28-05-2016,11,23.59
28-05-2016,12,23.14
28-05-2016,13,22.61
28-05-2016,14,22.11
28-05-2016,15,21.91
28-05-2016,16,22.15
28-05-2016,17,22.95
28-05-2016,18,23.8
28-05-2016,19,23.96
28-05-2016,20,23.82
28-05-2016,21,23.72
28-05-2016,22,23.34
28-05-2016,23,22.31
29-05-2016,0,20.73
29-05-2016,1,20.09
29-05-2016,2,18.36
29-05-2016,3,17.34
29-05-2016,4,17.05
29-05-2016,5,15.56
29-05-2016,6,16.35
29-05-2016,7,19.22
29-05-2016,8,21.79
29-05-2016,9,22.28
29-05-2016,10,22.68
29-05-2016,11,22.68
29-05-2016,12,22.72
29-05-2016,13,22.51
29-05-2016,14,21.96
29-05-2016,15,21.3
29-05-2016,16,21.43
29-05-2016,17,22.25
29-05-2016,18,22.58
29-05-2016,19,22.56
29-05-2016,20,22.77
29-05-2016,21,23.04
29-05-2016,22,22.81
29-05-2016,23,20.01
30-05-2016,0,18.07
30-05-2016,1,14.17
30-05-2016,2,12.69
30-05-2016,3,11.55
30-05-2016,4,12.54
30-05-2016,5,20.45
30-05-2016,6,24.38
30-05-2016,7,25.75
30-05-2016,8,27.25
30-05-2016,9,26.97
30-05-2016,10,26.94
30-05-2016,11,26.38
30-05-2016,12,25.87
30-05-2016,13,25.61
30-05-2016,14,25.26
30-05-2016,15,24.51
30-05-2016,16,24.45
30-05-2016,17,24.9
30-05-2016,18,24.85
30-05-2016,19,24.89
30-05-2016,20,24.35
30-05-2016,21,24.07
30-05-2016,22,23.43
30-05-2016,23,21.99
31-05-2016,0,21.15
31-05-2016,1,19.22
31-05-2016,2,16.39
31-05-2016,3,16.08
31-05-2016,4,17.27
31-05-2016,5,22.4
31-05-2016,6,24.63
31-05-2016,7,26.02
31-05-2016,8,27.93
31-05-2016,9,27.97
31-05-2016,10,27.67
31-05-2016,11,27.46
31-05-2016,12,26.92
31-05-2016,13,26.65
31-05-2016,14,26.48
31-05-2016,15,25.74
31-05-2016,16,25.65
31-05-2016,17,25.98
31-05-2016,18,25.99
31-05-2016,19,25.94
31-05-2016,20,25.26
31-05-2016,21,25.06
31-05-2016,22,24.82
31-05-2016,23,24.04
01-06-2016,0,23.17
01-06-2016,1,21.88
01-06-2016,2,21.18
01-06-2016,3,20.09
01-06-2016,4,20.31
01-06-2016,5,23.19
01-06-2016,6,25.69
01-06-2016,7,28.02
01-06-2016,8,29.33
01-06-2016,9,29.33
01-06-2016,10,29.38
01-06-2016,11,28.96
01-06-2016,12,28.36
01-06-2016,13,27.87
01-06-2016,14,26.88
01-06-2016,15,26.13
01-06-2016,16,25.5
01-06-2016,17,25.83
01-06-2016,18,26.34
01-06-2016,19,26.21
01-06-2016,20,25.6
01-06-2016,21,25.15
01-06-2016,22,24.94
01-06-2016,23,24.07
02-06-2016,0,22.04
02-06-2016,1,20.73
02-06-2016,2,20.01
02-06-2016,3,19.94
02-06-2016,4,20.26
02-06-2016,5,22.56
02-06-2016,6,25.15
02-06-2016,7,26.84
02-06-2016,8,28.09
02-06-2016,9,27.83
02-06-2016,10,27.48
02-06-2016,11,26.98
02-06-2016,12,26.81
02-06-2016,13,26.3
02-06-2016,14,25.83
02-06-2016,15,25.35
02-06-2016,16,24.66
02-06-2016,17,25.07
02-06-2016,18,25.99
02-06-2016,19,26.1
02-06-2016,20,25.35
02-06-2016,21,24.68
02-06-2016,22,24.24
02-06-2016,23,22.91
03-06-2016,0,22.65
03-06-2016,1,21.73
03-06-2016,2,21.39
03-06-2016,3,20.77
03-06-2016,4,21.06
03-06-2016,5,22.32
03-06-2016,6,25.01
03-06-2016,7,26.99
03-06-2016,8,28.19
03-06-2016,9,27.98
03-06-2016,10,27.83
03-06-2016,11,27.26
03-06-2016,12,26.4
03-06-2016,13,25.33
03-06-2016,14,24.7
03-06-2016,15,24.32
03-06-2016,16,23.95
03-06-2016,17,24.18
03-06-2016,18,24.97
03-06-2016,19,25.02
03-06-2016,20,24.48
03-06-2016,21,24.25
03-06-2016,22,24.09
03-06-2016,23,23.58
04-06-2016,0,22.73
04-06-2016,1,22.51
04-06-2016,2,21.66
04-06-2016,3,21.53
04-06-2016,4,20.99
04-06-2016,5,21.03
04-06-2016,6,20.49
04-06-2016,7,22.54
04-06-2016,8,23.41
04-06-2016,9,23.77
04-06-2016,10,23.45
04-06-2016,11,23.5
04-06-2016,12,23.23
04-06-2016,13,22.63
04-06-2016,14,22.35
04-06-2016,15,22.34
04-06-2016,16,22.41
04-06-2016,17,22.97
04-06-2016,18,23.68
04-06-2016,19,24.37
04-06-2016,20,24.14
04-06-2016,21,24.12
04-06-2016,22,24.55
04-06-2016,23,23.99
05-06-2016,0,22.94
05-06-2016,1,22.0
05-06-2016,2,20.57
05-06-2016,3,19.74
05-06-2016,4,19.9
05-06-2016,5,18.79
05-06-2016,6,19.7
05-06-2016,7,20.89
05-06-2016,8,22.01
05-06-2016,9,22.8
05-06-2016,10,22.95
05-06-2016,11,22.9
05-06-2016,12,22.9
05-06-2016,13,22.76
05-06-2016,14,22.7
05-06-2016,15,22.59
05-06-2016,16,22.56
05-06-2016,17,22.72
05-06-2016,18,23.15
05-06-2016,19,23.68
05-06-2016,20,24.06
05-06-2016,21,24.26
05-06-2016,22,24.96
05-06-2016,23,23.67
06-06-2016,0,23.08
06-06-2016,1,22.42
06-06-2016,2,21.92
06-06-2016,3,21.74
06-06-2016,4,21.84
06-06-2016,5,23.07
06-06-2016,6,26.44
06-06-2016,7,29.21
06-06-2016,8,29.93
06-06-2016,9,29.95
06-06-2016,10,29.84
06-06-2016,11,29.78
06-06-2016,12,28.76
06-06-2016,13,28.65
06-06-2016,14,28.29
06-06-2016,15,28.23
06-06-2016,16,27.6
06-06-2016,17,27.84
06-06-2016,18,29.41
06-06-2016,19,29.92
06-06-2016,20,28.55
06-06-2016,21,27.7
06-06-2016,22,27.54
06-06-2016,23,24.35
07-06-2016,0,23.63
07-06-2016,1,23.05
07-06-2016,2,22.66
07-06-2016,3,22.38
07-06-2016,4,22.3
07-06-2016,5,23.19
07-06-2016,6,26.72
07-06-2016,7,29.56
07-06-2016,8,30.84
07-06-2016,9,30.87
07-06-2016,10,30.81
07-06-2016,11,30.71
07-06-2016,12,30.1
07-06-2016,13,30.03
07-06-2016,14,29.93
07-06-2016,15,29.31
07-06-2016,16,27.84
07-06-2016,17,28.33
07-06-2016,18,29.2
07-06-2016,19,29.6
07-06-2016,20,29.02
07-06-2016,21,26.65
07-06-2016,22,26.42
07-06-2016,23,24.38
08-06-2016,0,24.23
08-06-2016,1,23.32
08-06-2016,2,22.7
08-06-2016,3,21.87
08-06-2016,4,21.76
08-06-2016,5,23.16
08-06-2016,6,25.87
08-06-2016,7,28.92
08-06-2016,8,29.88
08-06-2016,9,29.86
08-06-2016,10,29.92
08-06-2016,11,29.94
08-06-2016,12,29.02
08-06-2016,13,28.78
08-06-2016,14,28.26
08-06-2016,15,27.6
08-06-2016,16,26.64
08-06-2016,17,26.5
08-06-2016,18,27.03
08-06-2016,19,27.66
08-06-2016,20,27.0
08-06-2016,21,26.76
08-06-2016,22,26.03
08-06-2016,23,24.63
09-06-2016,0,23.67
09-06-2016,1,22.05
09-06-2016,2,20.95
09-06-2016,3,20.8
09-06-2016,4,21.26
09-06-2016,5,23.11
09-06-2016,6,25.96
09-06-2016,7,29.6
09-06-2016,8,30.4
09-06-2016,9,30.38
09-06-2016,10,30.34
09-06-2016,11,30.04
09-06-2016,12,29.79
09-06-2016,13,29.74
09-06-2016,14,29.83
09-06-2016,15,29.46
09-06-2016,16,28.27
09-06-2016,17,28.5
09-06-2016,18,28.95
09-06-2016,19,29.15
09-06-2016,20,28.34
09-06-2016,21,27.08
09-06-2016,22,26.3
09-06-2016,23,25.16
10-06-2016,0,23.98
10-06-2016,1,23.01
10-06-2016,2,21.51
10-06-2016,3,20.03
10-06-2016,4,21.33
10-06-2016,5,23.57
10-06-2016,6,26.53
10-06-2016,7,28.47
10-06-2016,8,29.42
10-06-2016,9,29.57
10-06-2016,10,29.42
10-06-2016,11,28.76
10-06-2016,12,28.38
10-06-2016,13,28.17
10-06-2016,14,27.9
10-06-2016,15,26.89
10-06-2016,16,26.61
10-06-2016,17,26.97
10-06-2016,18,27.79
10-06-2016,19,27.92
10-06-2016,20,27.57
10-06-2016,21,27.76
10-06-2016,22,27.76
10-06-2016,23,26.34
11-06-2016,0,24.87
11-06-2016,1,24.2
11-06-2016,2,23.68
11-06-2016,3,23.3
11-06-2016,4,23.18
11-06-2016,5,23.55
11-06-2016,6,24.06
11-06-2016,7,24.58
11-06-2016,8,25.7
11-06-2016,9,26.95
11-06-2016,10,27.54
11-06-2016,11,27.59
11-06-2016,12,27.01
11-06-2016,13,25.97
11-06-2016,14,25.21
11-06-2016,15,25.0
11-06-2016,16,25.49
11-06-2016,17,26.93
11-06-2016,18,27.37
11-06-2016,19,27.55
11-06-2016,20,27.47
11-06-2016,21,26.54
11-06-2016,22,27.08
11-06-2016,23,26.08
12-06-2016,0,25.03
12-06-2016,1,24.39
12-06-2016,2,23.79
12-06-2016,3,23.71
12-06-2016,4,23.83
12-06-2016,5,23.63
12-06-2016,6,23.97
12-06-2016,7,23.96
12-06-2016,8,24.48
12-06-2016,9,24.57
12-06-2016,10,25.1
12-06-2016,11,25.84
12-06-2016,12,25.49
12-06-2016,13,25.1
12-06-2016,14,24.89
12-06-2016,15,24.86
12-06-2016,16,24.97
12-06-2016,17,25.78
12-06-2016,18,27.33
12-06-2016,19,27.91
12-06-2016,20,27.45
12-06-2016,21,27.61
12-06-2016,22,27.4
12-06-2016,23,25.15
13-06-2016,0,24.77
13-06-2016,1,24.13
13-06-2016,2,23.48
13-06-2016,3,22.97
13-06-2016,4,23.06
13-06-2016,5,24.24
13-06-2016,6,26.68
13-06-2016,7,29.64
13-06-2016,8,31.24
13-06-2016,9,31.56
13-06-2016,10,31.19
13-06-2016,11,30.91
13-06-2016,12,30.25
13-06-2016,13,29.99
13-06-2016,14,29.46
13-06-2016,15,28.74
13-06-2016,16,28.07
13-06-2016,17,28.65
13-06-2016,18,28.92
13-06-2016,19,29.68
13-06-2016,20,29.28
13-06-2016,21,28.13
13-06-2016,22,27.39
13-06-2016,23,25.9
14-06-2016,0,25.21
14-06-2016,1,24.13
14-06-2016,2,23.43
14-06-2016,3,22.96
14-06-2016,4,23.51
14-06-2016,5,24.88
14-06-2016,6,27.66
14-06-2016,7,29.66
14-06-2016,8,30.07
14-06-2016,9,30.09
14-06-2016,10,30.11
14-06-2016,11,30.13
14-06-2016,12,29.98
14-06-2016,13,29.87
14-06-2016,14,29.42
14-06-2016,15,29.21
14-06-2016,16,28.04
14-06-2016,17,28.02
14-06-2016,18,28.52
14-06-2016,19,29.22
14-06-2016,20,29.29
14-06-2016,21,27.81
14-06-2016,22,27.1
14-06-2016,23,26.13
15-06-2016,0,26.55
15-06-2016,1,25.2
15-06-2016,2,24.82
15-06-2016,3,24.55
15-06-2016,4,24.66
15-06-2016,5,26.55
15-06-2016,6,29.14
15-06-2016,7,30.84
15-06-2016,8,31.95
15-06-2016,9,31.95
15-06-2016,10,31.0
15-06-2016,11,30.91
15-06-2016,12,30.86
15-06-2016,13,30.47
15-06-2016,14,30.39
15-06-2016,15,30.04
15-06-2016,16,28.66
15-06-2016,17,28.73
15-06-2016,18,29.06
15-06-2016,19,29.52
15-06-2016,20,29.0
15-06-2016,21,27.96
15-06-2016,22,27.64
15-06-2016,23,26.66
