Date,Hour,NO Consume,SE Consume,FI Consume,DK Consume,Nordic Consume,EE Consume,LV Consume,LT Consume,Baltic Consume,Total Consume
26-08-2018,6,10628,10318,7401,2418,30765,611,594,1015,2220,32985
26-08-2018,7,10942,10721,7699,2644,32006,676,665,1123,2464,34470
26-08-2018,8,11479,11459,7951,2924,33813,741,723,1217,2681,36494
26-08-2018,9,11929,12020,8164,3151,35264,775,762,1267,2804,38068
26-08-2018,10,12100,12352,8198,3253,35903,779,766,1278,2823,38726
26-08-2018,11,12061,12517,8203,3306,36087,791,761,1281,2833,38920
26-08-2018,12,12095,12504,8187,3306,36092,780,759,1279,2818,38910
26-08-2018,13,12013,12444,8119,3246,35822,774,754,1280,2808,38630
26-08-2018,14,11739,12347,8108,3217,35411,773,751,1259,2783,38194
26-08-2018,15,11827,12192,8113,3196,35328,775,752,1262,2789,38117
26-08-2018,16,11910,12379,8236,3293,35818,784,759,1257,2800,38618
26-08-2018,17,11958,12838,8375,3552,36723,788,763,1261,2812,39535
26-08-2018,18,12184,13084,8580,3570,37418,804,773,1262,2839,40257
26-08-2018,19,12279,13168,8561,3400,37408,810,790,1293,2893,40301
26-08-2018,20,12470,13220,8518,3329,37537,826,800,1294,2920,40457
26-08-2018,21,12635,12989,8631,3247,37502,761,724,1174,2659,40161
26-08-2018,22,12299,12060,8373,2979,35711,689,643,1070,2402,38113
26-08-2018,23,11682,11259,7933,2761,33635,640,580,989,2209,35844
27-08-2018,0,11506,10850,7610,2633,32599,613,547,945,2105,34704
27-08-2018,1,11052,10529,7502,2585,31668,599,534,927,2060,33728
27-08-2018,2,11036,10525,7452,2538,31551,596,528,921,2045,33596
27-08-2018,3,10897,10599,7566,2583,31645,603,539,931,2073,33718
27-08-2018,4,10986,10843,7744,2637,32210,627,573,987,2187,34397
27-08-2018,5,11379,11379,8245,2832,33835,699,639,1132,2470,36305
27-08-2018,6,12484,12833,8898,3381,37596,821,761,1292,2874,40470
27-08-2018,7,13656,14341,9203,3945,41145,935,873,1431,3239,44384
27-08-2018,8,13938,14920,9260,4293,42411,979,928,1498,3405,45816
27-08-2018,9,13902,15297,9225,4370,42794,987,944,1523,3454,46248
27-08-2018,10,13788,15459,9152,4462,42861,989,938,1536,3463,46324
27-08-2018,11,13724,15392,9184,4464,42764,974,919,1544,3437,46201
27-08-2018,12,13708,15163,9094,4362,42327,992,953,1565,3510,45837
27-08-2018,13,13628,15099,9059,4432,42218,979,942,1554,3475,45693
27-08-2018,14,13539,14995,9015,4389,41938,971,921,1531,3423,45361
27-08-2018,15,13578,14933,8951,4221,41683,938,900,1474,3312,44995
27-08-2018,16,13667,14686,8930,4116,41399,910,867,1419,3196,44595
27-08-2018,17,13860,14935,8882,4248,41925,900,851,1395,3146,45071
27-08-2018,18,13696,14527,8978,4237,41438,883,838,1375,3096,44534
27-08-2018,19,13763,14345,8966,3977,41051,883,839,1394,3116,44167
27-08-2018,20,13819,14134,8899,3804,40656,892,862,1439,3193,43849
27-08-2018,21,13730,13569,8861,3657,39817,818,784,1280,2882,42699
27-08-2018,22,13053,12759,8534,3286,37632,731,690,1139,2560,40192
27-08-2018,23,12215,11936,8054,2973,35178,679,613,1056,2348,37526
28-08-2018,0,11560,11298,7754,2781,33393,646,580,1006,2232,35625
28-08-2018,1,11237,10965,7621,2670,32493,631,560,982,2173,34666
28-08-2018,2,10989,10884,7626,2630,32129,625,547,977,2149,34278
28-08-2018,3,11048,10905,7709,2636,32298,634,553,982,2169,34467
28-08-2018,4,11204,11047,7896,2714,32861,661,580,1035,2276,35137
28-08-2018,5,11493,11708,8396,2940,34537,735,647,1168,2550,37087
28-08-2018,6,12455,13218,8929,3448,38050,853,764,1322,2939,40989
28-08-2018,7,13586,14561,9166,3947,41260,969,884,1459,3312,44572
28-08-2018,8,13856,15038,9273,4161,42328,1015,942,1533,3490,45818
28-08-2018,9,13772,15223,9331,3831,42157,1015,947,1557,3519,45676
28-08-2018,10,13700,15304,9332,4255,42591,1008,945,1551,3504,46095
28-08-2018,11,13503,15240,9232,4265,42240,990,927,1546,3463,45703
28-08-2018,12,13530,15036,9172,4224,41962,1011,955,1566,3532,45494
28-08-2018,13,13413,15081,9070,4258,41822,995,942,1560,3497,45319
28-08-2018,14,13415,14937,9067,4198,41617,986,925,1536,3447,45064
28-08-2018,15,13333,14908,8951,4076,41268,953,901,1483,3337,44605
28-08-2018,16,13382,14791,8937,4070,41180,937,871,1454,3262,44442
28-08-2018,17,13254,14987,9011,4283,41535,932,861,1440,3233,44768
28-08-2018,18,13106,14626,9103,4180,41015,922,847,1423,3192,44207
28-08-2018,19,13089,14303,9119,3933,40444,923,854,1446,3223,43667
28-08-2018,20,13278,14435,8943,3809,40465,932,862,1450,3244,43709
28-08-2018,21,13564,13972,8840,3681,40057,852,777,1300,2929,42986
28-08-2018,22,12919,13056,8529,3363,37867,758,688,1151,2597,40464
28-08-2018,23,12086,11973,7979,3041,35079,702,615,1068,2385,37464
29-08-2018,0,11509,11457,7696,2814,33476,663,579,1016,2258,35734
29-08-2018,1,11216,11155,7563,2685,32619,645,558,992,2195,34814
29-08-2018,2,11129,11034,7525,2633,32321,643,555,983,2181,34502
29-08-2018,3,11005,10956,7623,2638,32222,643,559,991,2193,34415
29-08-2018,4,11103,11031,7893,2723,32750,674,589,1042,2305,35055
29-08-2018,5,11384,11559,8458,2950,34351,746,665,1186,2597,36948
29-08-2018,6,12317,13214,9028,3452,38011,869,777,1346,2992,41003
29-08-2018,7,13574,14694,9215,3938,41421,978,895,1483,3356,44777
29-08-2018,8,14048,15025,9264,4146,42483,1015,956,1554,3525,46008
29-08-2018,9,14056,15098,9208,4208,42570,1016,967,1558,3541,46111
29-08-2018,10,13986,15122,9262,4340,42710,1010,959,1562,3531,46241
29-08-2018,11,13896,15160,9232,4318,42606,989,940,1557,3486,46092
29-08-2018,12,13703,15066,9208,4245,42222,1002,972,1554,3528,45750
29-08-2018,13,13470,14872,9151,4249,41742,992,964,1551,3507,45249
29-08-2018,14,13495,14860,9059,4233,41647,990,947,1544,3481,45128
29-08-2018,15,13593,14797,8982,4093,41465,983,927,1516,3426,44891
29-08-2018,16,13556,14693,8870,4029,41148,951,894,1471,3316,44464
29-08-2018,17,13580,14810,8902,4193,41485,940,879,1444,3263,44748
29-08-2018,18,13362,14541,8938,4080,40921,923,856,1421,3200,44121
29-08-2018,19,13306,14330,8877,3867,40380,923,864,1444,3231,43611
29-08-2018,20,13158,14376,8801,3770,40105,937,888,1467,3292,43397
29-08-2018,21,13123,13867,8677,3635,39302,858,794,1311,2963,42265
29-08-2018,22,12595,12807,8306,3293,37001,765,698,1162,2625,39626
29-08-2018,23,11666,11795,7781,2956,34198,711,621,1070,2402,36600
30-08-2018,0,11248,11319,7460,2734,32761,675,585,1026,2286,35047
30-08-2018,1,10858,11082,7393,2595,31928,660,565,1003,2228,34156
30-08-2018,2,10687,11030,7376,2591,31684,640,560,995,2195,33879
30-08-2018,3,10650,10912,7473,2612,31647,648,567,1001,2216,33863
30-08-2018,4,10796,11048,7720,2733,32297,690,593,1048,2331,34628
30-08-2018,5,11137,11635,8312,2973,34057,763,663,1186,2612,36669
30-08-2018,6,12017,13363,8940,3466,37786,877,784,1342,3003,40789
30-08-2018,7,13120,14837,9237,3961,41155,989,904,1479,3372,44527
30-08-2018,8,13668,15222,9344,4177,42411,1030,959,1541,3530,45941
30-08-2018,9,13592,15316,9385,4273,42566,1037,973,1557,3567,46133
30-08-2018,10,13424,15374,9402,4356,42556,1036,966,1570,3572,46128
30-08-2018,11,13222,15395,9396,4375,42388,1014,950,1574,3538,45926
30-08-2018,12,13164,15472,9385,4284,42305,1023,972,1592,3587,45892
30-08-2018,13,13189,15454,9287,4254,42184,1013,965,1583,3561,45745
30-08-2018,14,13181,15130,9247,4162,41720,1003,943,1552,3498,45218
30-08-2018,15,13073,15191,9209,4082,41555,974,927,1508,3409,44964
30-08-2018,16,13119,14948,9150,4160,41377,950,895,1462,3307,44684
30-08-2018,17,13046,14951,9122,4450,41569,923,878,1430,3231,44800
30-08-2018,18,12918,14749,9250,4317,41234,912,856,1407,3175,44409
30-08-2018,19,12983,14623,9257,4089,40952,919,862,1439,3220,44172
30-08-2018,20,13079,14694,9074,3940,40787,931,884,1468,3283,44070
30-08-2018,21,13181,13750,8964,3741,39636,847,799,1310,2956,42592
30-08-2018,22,12664,12645,8559,3375,37243,751,696,1148,2595,39838
30-08-2018,23,11830,11762,8048,3046,34686,697,622,1063,2382,37068
31-08-2018,0,11406,11242,7755,2863,33266,670,578,1021,2269,35535
31-08-2018,1,11083,11099,7636,2730,32548,651,562,1002,2215,34763
31-08-2018,2,11152,10953,7635,2676,32416,640,557,996,2193,34609
31-08-2018,3,11246,10843,7733,2660,32482,647,561,1007,2215,34697
31-08-2018,4,11174,11026,7978,2716,32894,674,588,1060,2322,35216
31-08-2018,5,11472,11556,8442,2959,34429,741,654,1188,2583,37012
31-08-2018,6,12502,12938,9008,3454,37902,853,766,1339,2958,40860
31-08-2018,7,13582,14517,9328,3994,41421,945,881,1467,3293,44714
31-08-2018,8,13802,15246,9464,4226,42738,984,938,1539,3461,46199
31-08-2018,9,13727,15646,9449,4282,43104,1001,949,1575,3525,46629
31-08-2018,10,13684,15775,9463,4350,43272,1003,952,1586,3541,46813
31-08-2018,11,13551,15630,9364,4256,42801,992,930,1582,3504,46305
31-08-2018,12,13406,15072,9298,4066,41842,1015,955,1588,3558,45400
31-08-2018,13,13088,15064,9216,3964,41332,995,948,1563,3506,44838
31-08-2018,14,12926,15033,9218,3884,41061,977,934,1529,3440,44501
31-08-2018,15,12964,14868,9139,3733,40704,952,913,1474,3339,44043
31-08-2018,16,12847,14729,9144,3745,40465,920,890,1441,3251,43716
31-08-2018,17,12771,14704,9124,3912,40511,906,874,1422,3202,43713
31-08-2018,18,12734,14574,9113,3850,40271,895,861,1399,3155,43426
31-08-2018,19,12714,14323,9110,3628,39775,900,865,1425,3190,42965
31-08-2018,20,12688,14138,9034,3520,39380,909,861,1423,3193,42573
31-08-2018,21,12817,13643,8930,3356,38746,832,780,1278,2890,41636
31-08-2018,22,12476,12611,8466,3092,36645,739,709,1154,2602,39247
31-08-2018,23,11984,11829,7950,2844,34607,679,636,1077,2392,36999
01-09-2018,0,11564,11320,7605,2679,33168,644,603,1026,2273,35441
01-09-2018,1,11249,11100,7413,2564,32326,622,576,992,2190,34516
01-09-2018,2,11163,10946,7355,2499,31963,612,562,972,2146,34109
01-09-2018,3,10990,10705,7437,2465,31597,611,563,975,2149,33746
01-09-2018,4,10916,10680,7547,2479,31622,619,574,991,2184,33806
01-09-2018,5,11005,10846,7594,2532,31977,622,578,1021,2221,34198
01-09-2018,6,11189,10946,7726,2614,32475,663,634,1106,2403,34878
01-09-2018,7,11514,11602,8042,2855,34013,744,717,1219,2680,36693
01-09-2018,8,11935,12410,8295,3205,35845,814,787,1304,2905,38750
01-09-2018,9,12516,13154,8430,3387,37487,821,804,1342,2967,40454
01-09-2018,10,12692,13390,8540,3452,38074,818,806,1350,2974,41048
01-09-2018,11,12564,13500,8526,3456,38046,808,808,1349,2965,41011
01-09-2018,12,12455,13311,8484,3391,37641,814,802,1342,2958,40599
01-09-2018,13,12366,13029,8455,3342,37192,811,799,1324,2934,40126
01-09-2018,14,12266,12899,8530,3276,36971,811,795,1300,2906,39877
01-09-2018,15,12201,12741,8605,3246,36793,798,788,1290,2876,39669
01-09-2018,16,12212,12652,8667,3310,36841,781,780,1277,2838,39679
01-09-2018,17,12296,13016,8657,3526,37495,788,777,1262,2827,40322
01-09-2018,18,12397,13075,8717,3544,37733,787,769,1248,2804,40537
01-09-2018,19,12538,12849,8700,3392,37479,797,795,1286,2878,40357
01-09-2018,20,12499,13179,8642,3323,37643,817,814,1313,2944,40587
01-09-2018,21,12487,12918,8648,3242,37295,744,739,1200,2683,39978
01-09-2018,22,12096,12122,8267,3021,35506,682,672,1094,2448,37954
01-09-2018,23,11632,11436,7774,2809,33651,630,606,1012,2248,35899
02-09-2018,0,11343,10951,7452,2628,32374,602,564,964,2130,34504
02-09-2018,1,11069,10722,7262,2512,31565,584,545,940,2069,33634
02-09-2018,2,10774,10615,7246,2455,31090,573,539,930,2042,33132
02-09-2018,3,10709,10487,7309,2423,30928,568,540,930,2038,32966
02-09-2018,4,10639,10494,7365,2429,30927,575,550,943,2068,32995
02-09-2018,5,10613,10586,7219,2476,30894,570,546,958,2074,32968
02-09-2018,6,10563,10640,7381,2532,31116,610,600,1018,2228,33344
02-09-2018,7,10693,10902,7662,2740,31997,680,670,1129,2479,34476
02-09-2018,8,11070,11467,7912,3041,33490,743,743,1233,2719,36209
02-09-2018,9,11548,12323,8079,3246,35196,775,776,1293,2844,38040
02-09-2018,10,11869,12540,8112,3353,35874,781,783,1301,2865,38739
02-09-2018,11,11926,12598,8086,3364,35974,771,781,1300,2852,38826
02-09-2018,12,11874,12480,8085,3354,35793,771,777,1298,2846,38639
02-09-2018,13,11738,12488,8050,3329,35605,768,770,1286,2824,38429
02-09-2018,14,11786,12516,8030,3294,35626,764,766,1274,2804,38430
02-09-2018,15,11961,12489,8027,3283,35760,765,765,1267,2797,38557
02-09-2018,16,11912,12591,8105,3369,35977,772,767,1264,2803,38780
02-09-2018,17,12086,12956,8262,3688,36992,781,771,1278,2830,39822
02-09-2018,18,12115,13220,8428,3684,37447,793,769,1285,2847,40294
02-09-2018,19,12181,13177,8537,3506,37401,823,817,1347,2987,40388
02-09-2018,20,12389,13307,8535,3443,37674,840,838,1365,3043,40717
02-09-2018,21,12507,12742,8575,3330,37154,760,745,1221,2726,39880
02-09-2018,22,11970,11846,8329,3027,35172,689,649,1082,2420,37592
02-09-2018,23,11347,11221,7823,2763,33154,642,581,997,2220,35374
03-09-2018,0,10820,11018,7611,2618,32067,611,550,957,2118,34185
03-09-2018,1,10553,10752,7463,2551,31319,595,538,941,2074,33393
03-09-2018,2,10384,10646,7392,2529,30951,593,528,937,2058,33009
03-09-2018,3,10447,10857,7455,2542,31301,597,535,949,2081,33382
03-09-2018,4,10560,10983,7709,2635,31887,629,572,1010,2211,34098
03-09-2018,5,10958,11465,8275,2883,33581,712,665,1186,2563,36144
03-09-2018,6,12297,13216,8886,3420,37819,841,797,1365,3003,40822
03-09-2018,7,13502,14460,9165,3972,41099,959,895,1495,3349,44448
03-09-2018,8,13820,15087,9309,4197,42413,1005,924,1527,3456,45869
03-09-2018,9,13579,15215,9281,4258,42333,1000,928,1518,3446,45779
03-09-2018,10,13501,15214,9337,4321,42373,992,933,1522,3447,45820
03-09-2018,11,13417,15206,9412,4319,42354,975,923,1536,3434,45788
03-09-2018,12,13406,15223,9330,4243,42202,996,963,1575,3534,45736
03-09-2018,13,13412,15264,9245,4257,42178,984,959,1565,3508,45686
03-09-2018,14,13424,15307,9206,4155,42092,977,948,1547,3472,45564
03-09-2018,15,13397,15135,9161,4063,41756,947,933,1503,3383,45139
03-09-2018,16,13375,15031,9109,4039,41554,924,910,1461,3295,44849
03-09-2018,17,13281,15126,9059,4242,41708,904,891,1438,3233,44941
03-09-2018,18,13005,14541,9129,4147,40822,883,873,1411,3167,43989
03-09-2018,19,12897,14287,9134,3924,40242,898,904,1459,3261,43503
03-09-2018,20,13180,14355,9028,3870,40433,911,901,1455,3267,43700
03-09-2018,21,13290,13751,8923,3657,39621,822,798,1295,2915,42536
03-09-2018,22,12562,12880,8501,3345,37288,723,700,1158,2581,39869
03-09-2018,23,11753,11997,7915,3026,34691,665,620,1068,2353,37044
04-09-2018,0,11224,11350,7574,2823,32971,636,584,1022,2242,35213
04-09-2018,1,10957,11189,7421,2714,32281,619,564,1002,2185,34466
04-09-2018,2,10819,11011,7433,2676,31939,615,557,991,2163,34102
04-09-2018,3,10841,11091,7497,2669,32098,623,565,1000,2188,34286
04-09-2018,4,10768,11236,7807,2740,32551,655,599,1057,2311,34862
04-09-2018,5,11106,11817,8345,2975,34243,738,686,1233,2657,36900
04-09-2018,6,12272,13476,8932,3511,38191,860,811,1375,3046,41237
04-09-2018,7,13441,14814,9251,4001,41507,961,873,1499,3333,44840
04-09-2018,8,13794,15082,9444,4184,42504,998,969,1551,3518,46022
04-09-2018,9,13937,15381,9447,4274,43039,1003,978,1559,3540,46579
04-09-2018,10,13781,15597,9431,4354,43163,1003,969,1566,3538,46701
04-09-2018,11,13621,15470,9467,4371,42929,987,933,1562,3482,46411
04-09-2018,12,13508,15396,9367,4318,42589,1017,962,1564,3543,46132
04-09-2018,13,13402,15283,9281,4326,42292,1005,958,1549,3512,45804
04-09-2018,14,13461,15177,9252,4230,42120,996,940,1540,3476,45596
04-09-2018,15,13450,15137,9214,4119,41920,962,922,1501,3385,45305
04-09-2018,16,13528,15053,9214,4078,41873,939,888,1460,3287,45160
04-09-2018,17,13391,15076,9183,4254,41904,920,877,1447,3244,45148
04-09-2018,18,13190,14806,9196,4144,41336,908,855,1425,3188,44524
04-09-2018,19,13182,14805,9292,3935,41214,935,883,1481,3299,44513
04-09-2018,20,13341,15039,9140,3889,41409,913,870,1467,3250,44659
04-09-2018,21,13299,14295,8940,3721,40255,818,778,1282,2878,43133
04-09-2018,22,12783,13262,8513,3384,37942,722,680,1143,2545,40487
04-09-2018,23,12136,12391,7965,3055,35547,669,610,1052,2331,37878
05-09-2018,0,11480,11651,7658,2864,33653,643,571,1016,2230,35883
05-09-2018,1,11071,11303,7470,2767,32611,628,552,997,2177,34788
05-09-2018,2,10896,11182,7497,2723,32298,624,547,993,2164,34462
05-09-2018,3,10908,11091,7573,2736,32308,629,555,1004,2188,34496
05-09-2018,4,10922,11363,7880,2797,32962,658,592,1053,2303,35265
05-09-2018,5,11327,11853,8375,3034,34589,747,689,1243,2679,37268
05-09-2018,6,12383,13326,8963,3538,38210,874,820,1396,3090,41300
05-09-2018,7,13631,14718,9266,4029,41644,978,929,1518,3425,45069
05-09-2018,8,13910,15151,9440,4277,42778,1018,971,1572,3561,46339
05-09-2018,9,13887,15281,9354,4333,42855,1021,976,1567,3564,46419
05-09-2018,10,13746,15437,9455,4438,43076,1012,958,1575,3545,46621
05-09-2018,11,13710,15431,9480,4438,43059,991,936,1579,3506,46565
05-09-2018,12,13707,15264,9480,4413,42864,1014,966,1585,3565,46429
05-09-2018,13,13613,15149,9448,4448,42658,1000,959,1577,3536,46194
05-09-2018,14,13514,15102,9403,4336,42355,989,937,1551,3477,45832
05-09-2018,15,13570,15124,9316,4164,42174,958,920,1512,3390,45564
05-09-2018,16,13548,14974,9281,4082,41885,940,891,1463,3294,45179
05-09-2018,17,13369,15052,9258,4250,41929,917,875,1447,3239,45168
05-09-2018,18,13331,14696,9367,4104,41498,916,861,1433,3210,44708
05-09-2018,19,13161,14768,9454,3917,41300,937,894,1498,3329,44629
05-09-2018,20,13304,14829,9212,3802,41147,925,890,1481,3296,44443
05-09-2018,21,13229,13973,8985,3672,39859,831,790,1298,2919,42778
05-09-2018,22,12703,12970,8578,3380,37631,737,695,1161,2593,40224
05-09-2018,23,11897,12078,8029,3046,35050,679,620,1080,2379,37429
06-09-2018,0,11285,11475,7707,2844,33311,655,578,1028,2261,35572
06-09-2018,1,11065,11219,7461,2728,32473,641,561,1002,2204,34677
06-09-2018,2,11006,11082,7496,2691,32275,636,553,993,2182,34457
06-09-2018,3,10918,11158,7575,2688,32339,640,557,1003,2200,34539
06-09-2018,4,11000,11271,7906,2759,32936,674,594,1060,2328,35264
06-09-2018,5,11533,11891,8396,2978,34798,779,692,1245,2716,37514
06-09-2018,6,12399,13223,8838,3486,37946,902,820,1396,3118,41064
06-09-2018,7,13494,14749,9163,3998,41404,1008,925,1513,3446,44850
06-09-2018,8,13799,15068,9281,4216,42364,1041,978,1570,3589,45953
06-09-2018,9,13955,15187,9290,4286,42718,1036,983,1591,3610,46328
06-09-2018,10,13774,15216,9393,4380,42763,1029,984,1588,3601,46364
06-09-2018,11,13617,15191,9385,4366,42559,1012,965,1570,3547,46106
06-09-2018,12,13612,15135,9333,4327,42407,1039,992,1601,3632,46039
06-09-2018,13,13410,14974,9273,4359,42016,1025,986,1593,3604,45620
06-09-2018,14,13578,14840,9233,4277,41928,1022,974,1581,3577,45505
06-09-2018,15,13589,14993,9126,4127,41835,994,955,1545,3494,45329
06-09-2018,16,13679,14763,9084,4114,41640,969,922,1496,3387,45027
06-09-2018,17,13616,14958,9060,4225,41859,945,910,1472,3327,45186
06-09-2018,18,13642,14668,9150,4185,41645,937,886,1450,3273,44918
06-09-2018,19,13642,14582,9371,3976,41571,962,921,1517,3400,44971
06-09-2018,20,13861,14690,9167,3979,41697,952,906,1499,3357,45054
06-09-2018,21,13402,13930,8987,3738,40057,858,807,1323,2988,43045
06-09-2018,22,12728,12966,8632,3441,37767,754,699,1171,2624,40391
06-09-2018,23,11782,11967,8085,3126,34960,697,625,1082,2404,37364
07-09-2018,0,11373,11431,7767,2911,33482,667,586,1029,2282,35764
07-09-2018,1,11039,11120,7613,2853,32625,651,571,1004,2226,34851
07-09-2018,2,10909,11043,7615,2823,32390,642,563,995,2200,34590
07-09-2018,3,10892,11050,7747,2780,32469,651,570,1007,2228,34697
07-09-2018,4,10951,11143,8038,2865,32997,681,603,1063,2347,35344
07-09-2018,5,11187,11673,8538,3093,34491,769,693,1251,2713,37204
07-09-2018,6,12204,13208,9068,3610,38090,893,817,1404,3114,41204
07-09-2018,7,13509,14816,9373,4058,41756,994,920,1515,3429,45185
07-09-2018,8,13726,15203,9412,4310,42651,1025,969,1556,3550,46201
07-09-2018,9,13801,15357,9342,4369,42869,1023,974,1564,3561,46430
07-09-2018,10,13805,15579,9432,4386,43202,1020,964,1559,3543,46745
07-09-2018,11,13520,15412,9417,4383,42732,1008,943,1560,3511,46243
07-09-2018,12,13385,15300,9337,4242,42264,1030,969,1582,3581,45845
07-09-2018,13,13495,14898,9207,4132,41732,1012,965,1573,3550,45282
07-09-2018,14,13455,14535,9103,3994,41087,1002,954,1539,3495,44582
07-09-2018,15,13192,14439,9054,3906,40591,969,925,1487,3381,43972
07-09-2018,16,13194,14176,9054,4005,40429,952,894,1446,3292,43721
07-09-2018,17,13079,14126,9091,4148,40444,924,876,1420,3220,43664
07-09-2018,18,12955,13980,9164,4011,40110,911,849,1393,3153,43263
07-09-2018,19,12790,13955,9239,3748,39732,938,880,1447,3265,42997
07-09-2018,20,12749,13745,9037,3627,39158,919,867,1435,3221,42379
07-09-2018,21,12477,12986,8785,3414,37662,830,779,1281,2890,40552
07-09-2018,22,12084,12186,8453,3155,35878,744,687,1167,2598,38476
07-09-2018,23,11547,11319,7933,2896,33695,694,618,1082,2394,36089
08-09-2018,0,11088,10817,7636,2668,32209,655,577,1016,2248,34457
08-09-2018,1,10861,10616,7502,2575,31554,637,551,986,2174,33728
08-09-2018,2,10880,10432,7454,2493,31259,626,544,976,2146,33405
08-09-2018,3,10762,10362,7487,2462,31073,625,545,972,2142,33215
08-09-2018,4,10723,10356,7595,2489,31163,636,559,994,2189,33352
08-09-2018,5,10954,10507,7642,2581,31684,644,577,1039,2260,33944
08-09-2018,6,10987,10728,7834,2699,32248,679,622,1112,2413,34661
08-09-2018,7,11155,11350,8067,2927,33499,758,713,1224,2695,36194
08-09-2018,8,11938,12060,8350,3202,35550,816,777,1313,2906,38456
08-09-2018,9,12692,12797,8434,3503,37426,837,802,1339,2978,40404
08-09-2018,10,12583,13062,8482,3529,37656,839,802,1343,2984,40640
08-09-2018,11,12462,12929,8458,3530,37379,830,803,1337,2970,40349
08-09-2018,12,12094,12749,8429,3591,36863,828,805,1314,2947,39810
08-09-2018,13,11951,12507,8311,3582,36351,821,802,1297,2920,39271
08-09-2018,14,11993,12252,8342,3562,36149,818,791,1283,2892,39041
08-09-2018,15,12025,12164,8465,3485,36139,809,777,1280,2866,39005
08-09-2018,16,12119,11998,8574,3503,36194,816,771,1265,2852,39046
08-09-2018,17,12237,12239,8718,3631,36825,814,766,1260,2840,39665
08-09-2018,18,12464,12635,8761,3601,37461,815,765,1257,2837,40298
08-09-2018,19,12401,12817,8835,3455,37508,857,805,1326,2988,40496
08-09-2018,20,12436,12781,8592,3351,37160,846,787,1302,2935,40095
08-09-2018,21,12256,12032,8525,3208,36021,782,724,1200,2706,38727
08-09-2018,22,12035,11540,8250,2978,34803,710,652,1101,2463,37266
08-09-2018,23,11637,11162,7776,2736,33311,660,592,1020,2272,35583
09-09-2018,0,11124,10687,7434,2617,31862,638,559,971,2168,34030
09-09-2018,1,10700,10388,7258,2509,30855,623,539,945,2107,32962
09-09-2018,2,10660,10298,7242,2448,30648,614,531,932,2077,32725
09-09-2018,3,10662,10335,7255,2431,30683,612,528,929,2069,32752
09-09-2018,4,10626,10422,7340,2444,30832,617,542,947,2106,32938
09-09-2018,5,10728,10444,7299,2493,30964,619,551,980,2150,33114
09-09-2018,6,10780,10485,7305,2573,31143,642,592,1027,2261,33404
09-09-2018,7,10832,10745,7586,2784,31947,710,665,1133,2508,34455
09-09-2018,8,11289,11503,7861,3078,33731,779,734,1235,2748,36479
09-09-2018,9,11829,12303,8115,3306,35553,810,772,1287,2869,38422
09-09-2018,10,12107,12841,8251,3324,36523,817,773,1292,2882,39405
09-09-2018,11,12344,12842,8233,3356,36775,815,761,1297,2873,39648
09-09-2018,12,12464,12945,8151,3385,36945,812,756,1297,2865,39810
09-09-2018,13,12184,12758,8103,3367,36412,808,755,1285,2848,39260
09-09-2018,14,12066,12635,8117,3369,36187,807,747,1271,2825,39012
09-09-2018,15,11897,12611,8171,3383,36062,807,738,1270,2815,38877
09-09-2018,16,11980,12672,8263,3497,36412,826,742,1269,2837,39249
09-09-2018,17,12049,13099,8413,3787,37348,829,747,1272,2848,40196
09-09-2018,18,12309,13318,8567,3722,37916,839,755,1290,2884,40800
09-09-2018,19,12293,13367,8680,3548,37888,899,823,1384,3106,40994
09-09-2018,20,12831,13445,8397,3527,38200,875,811,1354,3040,41240
09-09-2018,21,12477,12630,8366,3326,36799,787,718,1199,2704,39503
09-09-2018,22,12117,11928,8104,3012,35161,711,636,1073,2420,37581
09-09-2018,23,11403,11270,7691,2793,33157,668,572,990,2230,35387
10-09-2018,0,10965,10735,7467,2654,31821,647,544,949,2140,33961
10-09-2018,1,10772,10631,7370,2562,31335,633,538,932,2103,33438
10-09-2018,2,10730,10545,7348,2541,31164,609,536,930,2075,33239
10-09-2018,3,10708,10444,7461,2558,31171,617,543,942,2102,33273
10-09-2018,4,10760,10488,7772,2596,31616,654,581,1007,2242,33858
10-09-2018,5,11190,11189,8489,2818,33686,748,681,1215,2644,36330
10-09-2018,6,12261,12908,9061,3424,37654,875,803,1360,3038,40692
10-09-2018,7,13460,14428,9347,3854,41089,979,909,1485,3373,44462
10-09-2018,8,13479,14952,9419,4171,42021,1015,961,1549,3525,45546
10-09-2018,9,13577,15207,9584,4289,42657,1019,964,1566,3549,46206
10-09-2018,10,13550,15308,9557,4261,42676,1012,951,1561,3524,46200
10-09-2018,11,13249,15281,9490,4473,42493,992,922,1557,3471,45964
10-09-2018,12,13167,15298,9404,4347,42216,1008,949,1592,3549,45765
10-09-2018,13,13115,15313,9318,4452,42198,994,946,1580,3520,45718
10-09-2018,14,13010,15012,9240,4369,41631,989,929,1562,3480,45111
10-09-2018,15,13157,14748,9114,4170,41189,958,909,1513,3380,44569
10-09-2018,16,13249,14805,9092,4146,41292,939,872,1455,3266,44558
10-09-2018,17,13047,15065,9065,4322,41499,919,863,1435,3217,44716
10-09-2018,18,12880,14580,9184,4219,40863,913,851,1430,3194,44057
10-09-2018,19,12977,14528,9406,4035,40946,953,898,1522,3373,44319
10-09-2018,20,13246,14669,9109,3928,40952,917,868,1459,3244,44196
10-09-2018,21,13043,13539,8854,3654,39090,824,766,1285,2875,41965
