Date,System Price,Total Vol,NO Buy Vol,NO Sell Vol,SE Buy Vol,SE Sell Vol,DK Buy Vol,DK Sell Vol,FI Buy Vol,FI Sell Vol,Nordic Buy Vol,Nordic Sell Vol,Baltic Buy Vol,Baltic Sell Vol,NO Prod,SE Prod,FI Prod,DK Prod,Nordic Prod,EE Prod,LV Prod,LT Prod,Baltic Prod,Total Prod,NO Hydro,SE Hydro,FI Hydro,Total Hydro,NO Consume,SE Consume,FI Consume,DK Consume,Nordic Consume,EE Consume,LV Consume,LT Consume,Baltic Consume,Total Consume,Sine Week,Sine Month,Sine Season,NO Hydro Dev,SE Hydro Dev,FI Hydro Dev,Total Hydro Dev
2015-05-23,18.23,801871,301295,300825,278342,365539,78253.3,39606.5,121543,95900.5,779433,801871,60803.1,38364.9,309686,395222,160607,60485,926012,15831,8533,7524,31888,957900,29028.7,14981,4334.86,48344.6,295865,290055,184951,75349,846227,18339,16334,22997,57670,903897,0.955,0.966,1,-9590.86,-573.167,512.24,-9651.77
2015-05-24,19.78,789627,295263,317349,282969,328616,70224.2,48013.2,117285,95643.6,765741,789621,56881.9,33001.2,326456,351573,156066,49043,883127,12777,8804,7170,28751,911878,29251.9,15334,4356.43,48942.3,298256,289148,179276,71190,837882,17607,15584,22000,55191,893073,0.955,0.966,1,-9960.28,-511.668,512.002,-9959.92
2015-05-25,22.27,858810,298254,361360,328023,335835,63527.9,47879.1,145353,111728,835158,856801,66890.4,45247.4,373899,361898,165138,43777,944719,17175,11565,11970,40710,985429,29475,15687,4378,49540,298470,339899,200833,74943,914147,20241,18028,25426,63695,977842,0.971,0.966,1,-10329.7,-450.167,511.762,-10268.1
2015-05-26,24.46,913234,328512,405707,338591,337453,79608.5,57041.4,137043,104278,883755,904479,66125,45401.2,410901,355271,163362,76060,1.0056e+06,18794,11410,10594,40798,1.04639e+06,29883.6,16141.3,4387,50411.9,318137,343000,198388,88844,948379,20772,18672,26133,65577,1.01396e+06,0.971,0.966,1,-10544.6,-304.258,501.047,-10347.8
2015-05-27,22.68,898815,326445,383278,329939,343820,83596.3,63665,133799,104576,873780,895339,67046.9,45487.5,388883,371255,161257,81305,1.0027e+06,19271,11031,10547,40849,1.04355e+06,30292.1,16595.6,4396,51283.7,313572,343951,194313,89182,941024,20868,18681,26188,65737,1.00676e+06,0.971,0.966,1,-10768.1,-145.358,495.238,-10418.2
2015-05-28,22.88,901094,331486,401658,332955,338656,81873.2,58425.5,129820,97844.3,876134,896583,66480.9,46032.1,405338,365522,163378,74779,1.00902e+06,20285,12548,9317,42150,1.05117e+06,30700.7,17049.9,4405,52155.6,321957,345698,194876,92851,955391,20685,18574,25587,64846,1.02024e+06,0.971,0.966,1,-11095.6,-6.068,491.262,-10610.4
2015-05-29,21.19,886678,324311,394247,318293,337104,85286.8,50765.1,132920,97766.2,860811,879882,65904.9,46833.9,400497,373656,161934,67169,1.00327e+06,20806,11436,10170,42412,1.04568e+06,31109.3,17504.1,4414,53027.4,317291,334374,199498,87095,938263,20383,18115,25064,63562,1.00182e+06,0.971,0.966,1,-11357,156.047,487.428,-10713.5
2015-05-30,16.77,808453,310371,302280,289042,341914,66221.8,73887.9,122621,90197.6,788255,808279,59520.5,39497.3,308221,372137,151021,90690,922077,15530,9292,9249,34071,956148,31517.9,17958.4,4423,53899.3,301590,312086,184102,75191,872976,17510,16212,22161,55883,928859,0.971,0.966,1,-11686.9,296.335,486.547,-10904
2015-05-31,13.51,776921,301578,268943,274342,343716,63038.9,79411.1,116536,84810,755495,776881,58797,37411.3,272768,387011,148421,83003,891206,14652,9703,8474,32829,924035,31926.4,18412.7,4432,54771.1,289667,308106,179555,74274,851607,17133,15672,21308,54113,905720,0.971,0.966,1,-11921,476.328,484.907,-10959.8
2015-06-01,19.47,892634,319049,362552,315129,356357,94709.6,69170.6,140384,99839.9,869271,887919,63729.7,45081.6,367089,398505,162452,90917,1.01898e+06,20685,11132,11221,43038,1.06202e+06,32335,18867,4441,55643,315426,343464,202460,88402,949764,20057,18065,24747,62869,1.01263e+06,0.984,1,1,-12155,656.333,483.262,-11015.5
2015-06-02,16.47,874850,321609,328076,316676,351807,76621.6,93237.9,136483,96619.4,851390,869740,63934.6,45584.4,348055,402565,163980,100829,1.01544e+06,19786,10797,10863,41446,1.05688e+06,32765,19090.9,4440.71,56296.6,327764,351330,203502,92007,974613,20249,18302,25476,64027,1.03864e+06,0.984,1,1,-12371.3,644.312,473.878,-11253
2015-06-03,15.77,870014,321319,327837,305824,353921,79138.8,84169.7,141650,98230.6,847932,864158,65943.6,49717.1,338391,410171,162549,105385,1.0165e+06,23608,10953,12276,46837,1.06334e+06,33195,19314.7,4440.43,56950.1,317656,350886,204419,89187,962160,20447,18189,25448,64084,1.02624e+06,0.984,1,1,-12570.7,642.377,464.595,-11463.8
2015-06-04,18.75,890411,323455,379368,310997,368210,97946.1,40803.2,135055,98709.9,867454,887091,64277.8,44640.3,388143,409825,168545,54416,1.02094e+06,19792,10473,12397,42662,1.0636e+06,33625,19538.6,4440.14,57603.7,317724,338429,201873,86691,944716,20380,17933,24663,62976,1.00769e+06,0.984,1,1,-12713.4,643.308,455.952,-11614.1
2015-06-05,17.17,868214,316052,384313,316628,338786,80283.5,42365.1,131336,102121,844300,867585,64990,41705.6,385630,363407,174955,56762,980765,16166,10262,9965,36393,1.01716e+06,34055,19762.4,4439.86,58257.3,309157,317499,199735,74379,900779,19886,17882,24626,62394,963173,0.984,1,1,-12868.7,641.428,447.36,-11780
2015-06-06,10.09,774809,298359,292128,269243,336767,69641.7,55056.1,115307,90860.9,752551,774812,55594.6,33332.9,291245,366276,152234,75302,885056,12773,7749,9445,29967,915023,34485,19986.3,4439.57,58910.9,285290,278035,188807,70257,822398,17382,15604,21917,54903,877301,0.984,1,1,-12981.8,627.432,442.285,-11912.1
2015-06-07,8.39,772858,295500,277310,270753,344838,75613.7,64127.8,111876,86573,753742,772848,53583,34477.2,280734,377255,159762,79905,897666,12845,8912,8100,29857,927523,34915,20210.1,4439.29,59564.4,277530,297181,181265,70330,826317,16506,15181,21091,52778,879095,0.984,1,1,-13068.5,616.022,435.763,-12016.7
2015-06-08,17.67,889874,317563,382991,326714,364296,91248.7,43399,132325,97619.2,867851,888306,62751.2,42295.9,391198,393248,172747,57229,1.01443e+06,15336,13398,10107,38841,1.05327e+06,35345,20434,4439,60218,308384,343430,204029,87407,943258,19569,17516,24866,61951,1.00521e+06,0.993,1,1,-13155.1,604.62,429.238,-12121.3
2015-06-09,18.55,905189,316909,398715,333070,365398,104278,38092.5,133960,102509,888218,904714,65587.8,49091.7,405972,379898,175041,43361,1.00428e+06,21125,13140,9869,44134,1.04841e+06,35703.3,20548,4443.71,60695,309088,339468,202822,88191,939575,19596,17847,25197,62640,1.00222e+06,0.993,1,1,-13301.6,501.668,426.878,-12373
2015-06-10,17.22,896028,317216,385940,321317,366749,108296,39838.1,132843,102867,879672,895393,63763.4,48042.4,372189,403146,173456,54045,1.00283e+06,22987,13688,8786,45461,1.0483e+06,36061.6,20662,4448.43,61172,304665,332598,200811,87449,925535,19407,17968,25288,62663,988198,0.993,1,1,-13393,433.69,425.835,-12533.5
2015-06-11,16.47,894977,316909,381625,323877,366376,106290,45043.5,131186,101009,878261,894053,63522.3,47730.3,377449,394687,174069,53106,999308,23070,14205,7910,45185,1.04449e+06,36419.9,20776,4453.14,61649,298088,334047,203399,88388,923920,19407,18082,25155,62644,986564,0.993,1,1,-13461.5,381.785,425.545,-12654.2
2015-06-12,15.08,886655,316925,389404,309496,361545,111718,37862.6,132444,98053.8,870584,886865,67008.5,50727.3,389956,388811,168833,45747,993353,20373,12982,7352,40707,1.03406e+06,36778.1,20890,4457.86,62126,297850,323551,205337,84626,911372,19297,18114,26103,63514,974886,0.993,1,1,-13517.8,314.737,423.763,-12779.3
2015-06-13,9.94,806444,300831,344970,279758,346111,85713,23917.3,116524,90958.9,782827,805957,54553,31422.4,344125,369976,163510,32245,909853,13542,7472,11042,32056,941909,37136.4,21004,4462.57,62603,279894,287769,186665,74085,828386,16700,16042,22953,55695,884081,0.993,1,1,-13532.7,269.097,423.165,-12840.4
2015-06-14,8.01,796435,299308,298361,280444,355866,77011.7,53093.3,116482,89114.2,773246,796435,56648.4,33459.6,292900,372784,158958,72187,896831,12605,5396,10109,28110,924941,37494.7,21118,4467.29,63080,276959,288380,185311,70441,821097,16564,15620,22138,54322,875419,0.993,1,1,-13570.8,217.953,423.432,-12929.5
2015-06-15,12.7,905903,324543,357671,324140,397092,99858.1,50919.2,133654,96157.3,882195,901840,64722.8,45077.6,363272,416471,170047,75183,1.02499e+06,18269,11821,10210,40300,1.06529e+06,37853,21232,4472,63557,309942,337875,204301,85836,937956,19410,17585,25195,62190,1.00015e+06,0.998,1,1,-13609,166.81,423.692,-13018.5
2015-06-16,14.45,910856,323308,372273,328622,390641,103114,40104.1,133274,105029,888318,908047,64466.4,44737.7,369263,420678,171536,56917,1.0184e+06,18978,12250,9577,40805,1.05921e+06,38389.9,21486,4477.71,64353.6,307443,339622,198919,87891,933876,18995,17852,25523,62370,996246,0.998,1,1,-13498.4,232.333,424.783,-12841.2
2015-06-17,14.4,909376,327099,362652,327516,393369,99292.7,47232,133664,105022,887572,908275,64231.1,43528,380293,409725,165181,66479,1.02168e+06,18243,10049,10476,38768,1.06045e+06,38926.7,21740,4483.43,65150.1,314981,349161,190011,88937,943098,18938,18025,25645,62608,1.00571e+06,0.998,1,1,-13338.8,308.547,427.263,-12603
2015-06-18,11.1,887347,329045,347721,318304,375776,86207.9,62881.6,133796,100921,867353,887300,65659.4,45712.6,358818,400846,160977,77036,997684,19459,10024,9652,39135,1.03682e+06,39463.6,21994,4489.14,65946.7,307746,344833,186770,88332,927683,19382,18032,25824,63238,990921,0.998,1,1,-13149.1,404.213,430.617,-12314.3
2015-06-19,10.54,833442,328607,344619,276557,345307,86535.5,45304.7,118233,98209.7,809933,833440,64337.1,40829.5,333522,366116,154066,64822,918530,16425,8116,11258,35799,954329,40000.4,22248,4494.86,66743.3,298767,287957,169202,85698,841629,19350,17939,25675,62964,904593,0.998,1,1,-12926.6,519.428,434.693,-11972.5
2015-06-20,9.31,806663,305535,323552,275816,350852,87516,34800.1,114712,97459.3,783578,806663,58214.9,35130.1,313015,360883,149714,47280,870891,13744,4030,9455,27229,898120,40537.3,22502,4500.57,67539.9,277275,273286,160392,72871,783834,17018,16125,22569,55712,839546,0.998,1,1,-12671.2,649.738,439.712,-11581.7
2015-06-21,11.42,822812,303254,363475,276211,336927,103102,25238.8,115130,95818.3,797698,821459,57168.7,33407.3,350058,354455,147486,35615,887619,13689,3784,8736,26209,913828,41074.1,22756,4506.29,68336.4,271139,281152,159828,73414,785540,16273,15399,21893,53565,839105,0.998,1,1,-12428.3,774.453,446.052,-11207.8
2015-06-22,17.27,904959,323326,398263,329116,377521,96497.6,31674.9,135230,99297.3,884169,906756,61367,38780,381322,394403,158335,45168,979234,13632,8793,8641,31066,1.0103e+06,41611,23010,4512,69133,293949,333504,182687,87875,898028,16654,15734,24819,57207,955235,1,1,1,-12185.3,899.165,452.38,-10833.7
2015-06-23,16.31,897930,323802,394791,329291,373926,90190.1,31942.7,132670,95288.2,875953,895947,56815.1,36820.8,379222,392851,162111,40368,974556,14273,6747,9791,30811,1.00537e+06,42415.4,23237.3,4511,70163.7,292095,336411,192792,87306,908606,14956,14521,24747,54224,962830,1,1,1,-11719.3,1001.62,453.12,-10264.6
2015-06-24,11.83,884170,320126,350952,326144,368049,80599.7,67838.4,136110,92698.7,862980,879538,53242.8,36684.9,338767,390964,163327,80424,973479,16866,5278,9890,32034,1.00551e+06,43219.9,23464.6,4510,71194.4,293628,331762,199797,87184,912376,15000,13704,21541,50245,962621,1,1,1,-11277.5,1093.71,452.213,-9731.58
2015-06-25,13.17,892951,323076,373087,324457,379488,91382.9,37523.4,131360,97151.7,870276,887251,62364.8,45390.1,376233,401429,174040,57125,1.00882e+06,19488,8368,12456,40312,1.04914e+06,44024.3,23691.9,4509,72225.1,301015,338709,201103,87909,928747,18372,16740,24681,59793,988540,1,1,1,-10826.4,1195.5,451.192,-9179.75
2015-06-26,17.26,897329,316999,395617,322793,364864,100117,32558.7,134033,94405.8,873942,887446,62769.9,49265.8,395044,388817,165172,44209,993243,22599,8695,11362,42656,1.0359e+06,44828.7,23919.1,4508,73255.9,297279,328767,200946,84371,911369,19163,17382,24418,60963,972332,1,1,1,-10363.1,1302.42,450.547,-8610.07
2015-06-27,15.33,810427,302856,368441,287057,331444,79919.6,19207.8,121032,93228.3,790864,812321,58518.9,37061.8,354424,349232,158232,32336,894235,14366,4920,7708,26994,921229,45633.1,24146.4,4507,74286.6,270367,291132,187075,73728,822311,16712,16687,22067,55466,877777,1,1,1,-9879.29,1424.62,451.785,-8002.87
2015-06-28,15.12,804807,299204,372892,282193,319186,78989.8,23881.1,120657,88222.4,781045,804182,58322.9,35186,349866,333559,157316,37232,877973,13559,4649,6854,25062,903035,46437.6,24373.7,4506,75317.3,266928,278741,179549,72017,797242,15918,15422,21364,52704,849946,1,1,1,-9339.83,1554.16,449.762,-7335.88
2015-06-29,17.15,890346,323465,392567,320780,373192,96778.2,31500.3,129587,91037.5,870609,888297,65032.1,47344.2,376215,404493,163154,46866,990728,17584,10055,10331,37970,1.0287e+06,47242,24601,4505,76348,290870,328119,197856,86721,903574,18987,18023,24831,61841,965415,0.998,1,1,-8800.38,1683.71,447.738,-6668.92
2015-06-30,16.57,901640,321007,392498,322557,378873,106940,36210,128676,92734,879180,900315,65076.9,43942.2,374835,403027,165389,50106,993359,15961,10098,10224,36283,1.02964e+06,48218,24893.3,4499.14,77610.4,291373,322589,199889,87576,901440,19280,18053,25018,62351,963791,0.998,1,1,-8117.95,1867.43,441.663,-5808.88
2015-07-01,15.94,886034,316602,384830,326791,382754,89673.6,23486.9,128734,90850.6,861801,881921,63831.4,43710.8,368394,390362,164714,35971,959450,16666,12307,8473,37446,996896,49194,25185.6,4493.29,78872.9,287782,320628,196103,87845,892362,19267,18038,25129,62434,954796,0.998,0.966,1,-7491.71,2046.66,436.885,-5008.15
2015-07-02,11.74,830979,304816,326747,306731,362820,68640.2,47283.7,126068,90857.4,806255,827708,64622.8,43169.2,319959,375458,163634,66526,925583,15055,10430,10835,36320,961903,50170,25477.9,4487.43,80135.3,283741,310558,197067,87235,878608,19370,18278,25239,62887,941495,0.998,0.966,1,-6831.07,2237,433.43,-4160.63
2015-07-03,11.14,838598,303615,337575,296015,367860,91247,40414.7,124767,88789,815644,834638,63032.6,44038.9,339933,397638,164395,43241,945217,14282,11262,10808,36352,981569,51146,25770.1,4481.57,81397.7,279367,306675,199415,86088,871553,19134,18517,25347,62998,934551,0.998,0.966,1,-6162.88,2427.78,431.19,-3303.93
2015-07-04,9.91,785102,287482,329970,284653,355369,84201.3,18681.3,112419,85043.2,768754,789064,59628.6,39319,318012,371731,156733,30734,877218,14226,9386,7091,30703,907921,52122,26062.4,4475.71,82660.1,260823,269408,184738,75339,790313,16842,16543,22840,56225,846538,0.998,0.966,1,-5507.38,2594.36,426.425,-2486.62
2015-07-05,11.27,772521,283360,346678,269883,333154,87438.3,11803.4,110445,79913.9,751126,771549,58093.7,37670.6,331566,351572,153651,23437,860241,12252,6957,6815,26024,886265,53098,26354.7,4469.86,83922.6,254014,273510,178114,74924,780570,16045,16061,21783,53889,834459,0.998,0.966,1,-4858.83,2765.92,423.265,-1669.62
2015-07-06,11.03,825456,303695,329287,288907,347481,82363.8,52723.8,129021,91752.6,803988,821245,60152.3,42895.1,298009,379377,161343,75810,914545,16166,10003,11667,37836,952381,54074,26647,4464,85185,274061,300682,195763,84808,855324,18544,18477,21510,58531,913855,0.993,0.966,1,-4210.28,2937.5,420.095,-852.667
2015-07-07,10.79,837780,304670,346294,289220,359018,93943.3,36093,128323,88870.4,816157,830275,63963.4,49845,337877,401182,159838,49216,948121,21026,9730,11857,42613,990734,54591,26796,4451.29,85838.3,282608,306135,197871,87160,873786,18918,17747,24374,61039,934825,0.993,0.966,1,-3944.24,2989.67,411.218,-543.35
2015-07-08,8.83,840578,310593,337992,296596,347058,80882,59400.6,131730,88007.6,819801,832458,64020.6,51362.7,327958,373439,155554,73752,930702,23961,10158,11200,45319,976021,55108,26945,4438.57,86491.6,284376,310732,196056,85246,876419,19131,18365,25429,62925,939344,0.993,0.966,1,-3618.28,3042.29,401.69,-174.283
2015-07-09,6.23,821806,308510,314082,284018,331762,80027.6,83347.6,128800,86697.2,801355,815889,63394.3,48860.7,293983,365299,156437,98431,914157,23061,9439,12040,44540,958697,55625,27094,4425.86,87144.9,281317,301849,197808,83951,864926,18763,18248,24917,61928,926854,0.993,0.966,1,-3299.81,3100.12,392.502,192.833
2015-07-10,6.3,814889,304900,299802,277246,350465,81472.8,70909.1,128031,85523.5,791649,806699,63909.1,48859.5,287787,386786,155947,88044,918570,22498,7284,13517,43299,961869,56142,27243,4413.14,87798.1,279032,304251,195669,79608,858571,18552,17707,24235,60494,919065,0.993,0.966,1,-2986.59,3153.62,383.83,550.817
2015-07-11,9.06,806827,291935,344552,272709,357631,102110,20600.8,115136,80729.5,781889,803514,58279.3,36654.4,326472,379013,152091,28363,885944,15186,5773,6674,27633,913577,56659,27392,4400.43,88451.4,262268,271171,184309,71097,788858,16349,15769,21699,53817,842675,0.993,0.966,1,-2664.48,3226.33,375.69,937.517
2015-07-12,8.43,779727,286203,330877,271134,354506,85952.8,13679.8,112387,78565.6,755676,777629,52479.1,30526.9,310789,372676,149003,22739,855205,12952,5843,6516,25311,880516,57176,27541,4387.71,89104.7,254992,268796,181641,69573,775006,15871,15403,21133,52407,827413,0.993,0.966,1,-2331.07,3308.93,369.187,1347.02
2015-07-13,11.51,848386,301592,367383,296990,362591,97123.3,22833.1,128473,87046.8,824178,839854,61500.3,45824.8,352348,382393,156602,34117,925467,21586,11270,7625,40481,965948,57693,27690,4375,89758,273008,290648,192927,79437,836027,17906,17737,24540,60183,896210,0.984,0.966,1,-1997.67,3391.52,362.692,1756.55
2015-07-14,12.12,857776,302730,361941,302255,376331,99124.6,22194,130195,90277.9,834304,850744,65180.3,48740.4,344480,390448,158428,40367,933727,22015,10253,7308,39576,973303,58159.4,27828.4,4372.71,90360.6,274034,288251,196897,80768,839979,18228,17760,25162,61150,901129,0.984,0.966,1,-1706.4,3465.31,364.878,2123.82
2015-07-15,10.23,850038,300403,336037,296323,375659,97677.8,40230.1,131148,90326.5,825551,842252,60308.6,43607.5,318851,392454,155106,62439,928859,21715,10092,7911,39718,968577,58625.9,27966.9,4370.43,90963.1,269632,290328,195350,81429,836741,18125,17822,24588,60535,897276,0.984,0.966,1,-1387.5,3553.14,368.93,2534.55
2015-07-16,12.33,857898,301318,346614,289485,380361,110920,30814.8,130341,90327.2,832064,848117,62499.1,46446,329847,404366,154378,48704,937300,20841,10683,8394,39918,977218,59092.3,28105.3,4368.14,91565.7,274385,289002,193196,81094,837685,18267,18102,24972,61341,899026,0.984,0.966,1,-1085.04,3636.53,373.64,2925.12
2015-07-17,10.37,822327,298248,331982,285722,367711,83869.1,27707.2,132050,88122.8,799889,815523,62987.5,47353.8,312607,385853,150808,38533,887802,21220,9678,8754,39652,927454,59558.7,28243.7,4365.86,92168.3,271571,276962,191797,78771,819108,18049,17795,24766,60610,879718,0.984,0.966,1,-787.765,3719.26,377.883,3309.4
2015-07-18,6.95,735995,282177,259718,245552,354978,67452.3,45393.2,117599,75231.5,712780,735320,56309.6,33769.3,245721,384660,142314,63484,836185,12818,5083,7669,25570,861755,60025.1,28382.1,4363.57,92770.9,256481,259361,182241,70998,769092,16115,15711,23049,54875,823967,0.984,0.966,1,-496.455,3813.62,383.95,3701.15
2015-07-19,9.23,750035,281240,303081,253793,355527,79251.1,19768.9,114747,71431.4,729031,749809,55361.4,34583.4,289553,391666,136981,30068,848276,12662,5864,5899,24425,872701,60491.6,28520.6,4361.29,93373.4,255490,263975,178641,70308,768421,15294,15164,22016,52474,820895,0.984,0.966,1,-219.835,3903.64,389.098,4072.87
2015-07-20,10.58,813094,299272,335782,278583,353329,82153,21963.1,130129,87787.4,790136,798862,61610.5,52884.8,317585,377454,153050,30941,879039,22435,10754,12580,44729,923768,60958,28659,4359,93976,269966,282951,191205,77234,821362,17790,17538,25033,57279,878641,0.971,0.966,1,56.785,3993.67,394.238,4444.68
2015-07-21,9.31,808235,299778,323210,276953,353726,79229.6,43286.1,129168,83334.6,785128,803557,63507.8,45079,307627,379402,150319,55058,892406,17442,8304,13651,39397,931803,61343.1,28877.9,4372.43,94593.4,273437,282490,193453,78337,827727,17683,17754,25237,60674,888401,0.971,0.966,1,265.663,4150.72,412.477,4828.83
2015-07-22,10.29,825242,301032,350631,280028,363014,89058,20781.4,130146,84545.1,800265,818972,61792.7,43085.8,336822,394146,150517,31245,912729,18739,7783,12590,39112,951841,61728.3,29096.7,4385.86,95210.9,270633,286212,194645,78312,829809,18683,17683,25168,61534,891343,0.971,0.966,1,476.243,4311.21,428.598,5216.08
2015-07-23,9.73,816711,301283,322947,275902,370267,85725,34591,130971,81892.6,793882,809697,61334.9,45519.3,307305,396009,148115,54225,905657,13250,14376,11212,38838,944495,62113.4,29315.6,4399.29,95828.3,270810,283069,194014,77041,824940,16217,18058,25294,59569,884509,0.971,0.966,1,717.597,4482.21,445.267,5645.1
2015-07-24,10.28,824121,300680,336409,280030,372008,93954.5,15464.2,127565,86878.2,802230,810759,61373.2,52844,324071,401169,152671,27090,905000,22540,14206,9503,46249,951249,62498.6,29534.4,4412.71,96445.7,273396,284786,192820,75880,826891,17524,17738,24551,59813,886704,0.971,0.966,1,940.167,4650.86,462.09,6053.1
2015-07-25,7.08,752286,292370,270177,249923,360128,68865.3,45935.3,121852,73718.1,733011,749959,54319.9,37372,251933,384022,137176,53485,826624,14808,10646,8233,33687,860311,62883.7,29753.3,4426.14,97063.1,262509,272239,181891,70704,787350,15341,15830,21905,53076,840426,0.971,0.966,1,1147.92,4816.36,477.998,6442.25
2015-07-26,3.88,735879,290555,233503,254650,339208,59474.6,96565.9,115368,63814.6,720048,733091,52495.2,39451.6,227234,373956,132989,83731,817914,16396,7533,9179,33108,851022,63268.9,29972.1,4439.57,97680.6,259481,277277,181342,69751,787853,15375,15747,21445,52567,840420,0.971,0.966,1,1369.08,4974.59,492.357,6836.05
2015-07-27,9.66,821653,306721,330830,282533,383348,85764.1,24069.2,130376,81130,805394,819378,59336.6,45353,316725,412265,149349,35300,913648,16297,12908,11325,40530,954178,63654,30191,4453,98298,272843,295856,195446,79504,843660,17597,17800,24346,59743,903403,0.955,0.966,1,1590.21,5132.83,506.717,7229.78
2015-07-28,9.88,827967,307732,325107,279542,386420,87868.1,28672.6,130053,81202.5,805195,821402,63076.1,46868.5,313154,406818,150402,38527,908905,17406,13470,10111,40987,949892,64058.9,30227.9,4450.71,98737.4,277352,294140,196481,81281,849270,18502,17822,25241,61565,910835,0.955,0.966,1,1827.79,5139.41,507.972,7475.13
2015-07-29,7.98,818698,305990,289492,277994,402526,84376.9,40150.4,133526,82425.4,801887,814593,61712.9,49006.9,280134,423608,147573,56825,908133,18646,12074,10681,41401,949534,64463.7,30264.7,4448.43,99176.9,275961,297635,196111,80508,850227,18632,17950,25087,61669,911896,0.955,0.966,1,2059.02,5144.19,510.93,7714.18
2015-07-30,7.48,826127,303460,281610,287754,416230,83459.1,40100.8,131167,84175.9,805840,822116,63350.9,47074.9,267325,422919,149681,50058,889986,18630,10464,10248,39342,929328,64868.6,30301.6,4446.14,99616.3,273982,289719,193910,81128,838745,18692,18079,25014,61785,900530,0.955,0.966,1,2284.07,5148.36,512.735,7945.18
2015-07-31,6.43,817794,303113,265130,285374,409485,80080.7,57487.1,130217,82832.2,798784,814934,62958.1,46808.1,250181,423139,149809,79324,902465,16550,10375,13557,40482,942947,65273.4,30338.4,4443.86,100056,273200,287801,194606,78556,834172,18460,17862,24573,60895,895067,0.955,0.966,1,2486.43,5151.29,514.715,8152.67
2015-08-01,6.71,788158,288264,274793,272743,408101,89655.2,16974.3,117735,87898.5,768397,787767,58359.9,38989.5,270705,427552,150536,27073,875863,11956,6640,8003,26599,902462,65678.3,30375.3,4441.57,100495,266816,270846,182012,69180,788852,16025,15655,22174,53854,842706,0.955,0.866,0.707,2710.43,5165.12,516.57,8392
2015-08-02,7.52,777292,287499,275800,264419,400756,92849,14927.1,115094,85510.4,759861,776994,54283.2,37149.6,266772,426797,151286,25070,869926,11516,7179,7401,26096,896022,66083.1,30412.1,4439.29,100935,262471,274162,176164,69053,781859,15443,15146,21590,52179,834038,0.955,0.866,0.707,2914.88,5177.38,521.052,8613.67
2015-08-03,9.25,853635,302536,328055,304611,398408,90161,29603.3,132858,92921.8,830166,848988,61729.3,42906.8,332094,408669,159314,41649,941732,14125,11944,11178,37247,978979,66488,30449,4437,101374,284692,304813,196448,83788,869744,18169,17900,25520,61589,931333,0.935,0.866,0.707,3119.33,5189.65,525.523,8834.5
2015-08-04,8.57,859943,306596,323091,302185,405050,91184.3,32472.9,135127,92669.1,835092,853282,63087.6,44897.6,325104,425350,157324,43994,951772,15237,13236,10511,38984,990756,66811,30447,4429.14,101687,287370,304809,195966,88243,876398,18575,18299,26313,63187,939585,0.935,0.866,0.707,3255.57,5169.52,525.355,8950.33
2015-08-05,9,881442,305261,339229,309846,410921,104716,30712.8,136518,94016.5,856340,874880,63660.5,45121.2,339600,429647,157746,38493,965492,17059,14272,9397,40728,1.00622e+06,67134,30445,4421.29,102000,282529,315409,197638,86618,882212,18843,18956,26723,64522,946734,0.935,0.866,0.707,3392.55,5155.14,524.147,9071.58
2015-08-06,8.65,869857,305647,345962,313581,399131,93761.1,25812.4,134640,93239.5,847629,864145,64514.8,47998.6,344839,421136,157615,31736,955332,16776,15593,8833,41202,996534,67457,30443,4413.43,102313,286261,312393,197371,87477,883504,19160,19359,27363,65882,949386,0.935,0.866,0.707,3490.12,5129.74,521.573,9141.07
2015-08-07,8.3,861087,299973,330923,310517,407350,88790.7,21128.7,136141,94707.2,835422,854109,65083,46395.5,326694,426011,156945,31185,940833,14905,18131,6828,39864,980697,67780,30441,4405.57,102627,277471,306651,196452,84948,865538,18768,19124,27428,65320,930858,0.935,0.866,0.707,3579.38,5103.9,518.33,9201.97
2015-08-08,6.34,775193,286304,302950,276119,368749,72033.7,20082.1,120071,82188.2,754528,773970,57744.4,38302.5,287633,382732,144227,25754,840346,11153,12742,7747,31642,871988,68103,30439,4397.71,102940,262011,270014,179089,72871,783991,16617,17097,24310,58024,842015,0.935,0.866,0.707,3670.79,5074.05,516.14,9261.22
2015-08-09,7.84,779501,288246,316037,279626,369328,73938,14925,116210,75477.5,758020,775768,56477,38729.6,305475,377812,138030,20531,841855,11007,11640,7144,29791,871646,68426,30437,4389.86,103253,265779,273061,173578,71164,783588,15873,16564,23134,55571,839159,0.935,0.866,0.707,3809.14,5055.38,513.36,9377.98
2015-08-10,11.66,885201,307474,346466,323744,403088,91692.3,36666.2,139105,84734.4,862015,870954,63799.7,54860.8,341128,419521,143176,38832,942725,22154,15744,10184,48082,990807,68749,30435,4382,103566,287601,321421,194349,87978,891416,18904,18956,27085,64945,956361,0.912,0.866,0.707,3947.5,5036.72,510.573,9494.8
2015-08-11,10.46,883182,310751,341102,327950,404821,88911.1,44326.7,134212,83107.2,861823,873357,65141.2,53607.5,330417,418242,145015,43881,937560,21264,16851,9236,47351,984911,69002,30377.6,4360,103740,285689,320436,195260,89976,891366,19609,19269,27921,66799,958165,0.912,0.866,0.707,4027.53,4971.86,496,9495.73
