Date,System Price,Total Vol,NO Buy Vol,NO Sell Vol,SE Buy Vol,SE Sell Vol,DK Buy Vol,DK Sell Vol,FI Buy Vol,FI Sell Vol,Nordic Buy Vol,Nordic Sell Vol,Baltic Buy Vol,Baltic Sell Vol,NO Prod,SE Prod,FI Prod,DK Prod,Nordic Prod,EE Prod,LV Prod,LT Prod,Baltic Prod,Total Prod,NO Hydro,SE Hydro,FI Hydro,Total Hydro,NO Consume,SE Consume,FI Consume,DK Consume,Nordic Consume,EE Consume,LV Consume,LT Consume,Baltic Consume,Total Consume,Sine Week,Sine Month,Sine Season,NO Hydro Dev,SE Hydro Dev,FI Hydro Dev,Total Hydro Dev
2016-07-27,27.06,842415,283194,353079,300413,350288,88469.7,41335,139178,80695.6,811255,825398,68984.5,54841.5,333406,334500,135650,53890,857442,32538,14380,6423,53341,910783,64145.3,21553.6,4336.43,90035.3,262183,272356,194064,76498,805101,19275,19058,27760,66093,871194,0.971,0.966,1,2081.5,-3504.6,390.147,-1032.92
2016-07-28,26.33,827980,283059,349220,299651,347455,92977,41870.9,138639,80578,814325,819124,69355.8,64557.2,332572,342698,137018,51189,863488,31630,18049,4827,54506,917994,64314.4,21618.9,4346.14,90279.4,264372,271671,192893,77091,806029,19167,19229,28115,66511,872540,0.971,0.966,1,2083.36,-3469.59,403.402,-982.867
2016-07-29,26.1,807844,283089,351107,298054,318673,75193.9,46561.9,140249,82435.7,796586,798777,66849,64657.4,339338,313716,136090,50429,839587,32522,19098,1837,53457,893044,64483.6,21684.1,4355.86,90523.6,265817,273084,195995,77101,812003,18823,18419,27302,64544,876547,0.971,0.966,1,2078.88,-3436.38,418.36,-939.117
2016-07-30,24.61,747802,271828,332017,274437,273129,66375.4,48828.5,129851,93395.4,742492,747370,59227.9,54349.4,313265,266594,127532,47552,754945,30696,9066,2122,41884,796829,64652.7,21749.4,4365.57,90767.7,252068,251038,183616,69084,755819,16522,16232,24473,57227,813046,0.971,0.966,1,2068.21,-3403.78,432.165,-903.417
2016-07-31,23.95,723933,261713,310528,264214,275715,63633.5,45764.8,125419,90689.6,714979,722697,58448.3,50729.8,291124,277665,128350,40431,737576,26967,10855,2319,40141,777717,64821.9,21814.7,4375.29,91011.9,247078,245982,177429,67224,737725,16157,15673,23953,55783,793508,0.971,0.966,1,2034.86,-3372.43,446.145,-891.433
2016-08-01,25.6,817631,289949,342706,302831,323920,75623.5,51347.9,139644,92392.4,808048,810367,63490.3,61171,323121,319308,138994,60355,841788,33895,18906,2513,55314,897102,64991,21880,4385,91256,269364,273834,195618,77434,816255,18906,18299,27220,64425,880680,0.955,0.866,0.707,2023.14,-3330.17,460,-847
2016-08-02,26.37,837161,301221,366415,300973,332967,90134.3,41722.6,140427,94813.6,832755,835918,63706.9,60544,346762,337860,143360,51562,879546,32616,16819,5591,55026,934572,65277.4,21954.7,4379,91611.1,274864,273873,198116,79559,826416,19215,18082,26989,64286,890702,0.955,0.866,0.707,2109.17,-3280.05,460.762,-710.233
2016-08-03,25.41,812185,301755,361634,296931,297199,66998.2,58258,139078,92561.7,804762,809653,64846.4,59956,341259,296359,141760,64339,843720,33358,18138,3977,55473,899193,65563.9,22029.4,4373,91966.3,274067,281007,193870,81716,830671,19402,18367,27377,65146,895817,0.955,0.866,0.707,2195.19,-3229.93,461.523,-573.2
2016-08-04,24.54,804780,294789,341341,294968,293252,68407.4,67765.7,138838,95700.7,797003,798058,66230,65174.4,335509,300840,148104,73093,857553,34737,16214,6900,57851,915404,65850.3,22104.1,4367,92321.4,273508,285114,197272,80959,836862,19500,18579,27459,65538,902400,0.955,0.866,0.707,2294.86,-3173.34,463.215,-415.267
2016-08-05,25.6,817300,295757,363722,299112,306093,72065.8,43786.9,140585,94156.4,807520,807759,62581.9,62343,351710,301379,142486,56803,852379,36018,16752,5312,58082,910461,66136.7,22178.9,4361,92676.6,271563,278046,200187,78299,828110,19505,18787,27759,66051,894161,0.955,0.866,0.707,2395.26,-3111,463.857,-251.817
2016-08-06,22.74,748558,282437,303697,272775,269510,56637.6,77962.8,127608,99625.9,739457,750796,58593.4,47255,292886,267900,132365,75805,768954,24492,10892,2313,37697,806651,66423.1,22253.6,4355,93031.7,258023,253598,186961,68446,767038,17066,16586,24505,58157,825195,0.955,0.866,0.707,2456.26,-3059.69,463.143,-140.233
2016-08-07,20.81,726290,271940,273544,264279,278066,54620,87087.7,124126,88301.1,714965,726999,56559.9,44611,268824,282044,122947,64858,738683,24257,8341,5189,37787,776470,66709.6,22328.3,4349,93386.9,257926,256348,182090,70212,766583,16468,15401,22904,54773,821356,0.955,0.866,0.707,2508.95,-3008.8,461.76,-38.133
2016-08-08,22.27,797531,296221,295742,282544,305481,67989,102591,141607,84526.9,788360,788341,66234.5,66273.8,285824,332768,136363,92123,847087,37789,15577,5062,58428,905515,66996,22403,4343,93742,278378,289996,197737,83598,849722,19645,18381,26707,64733,914455,0.935,0.866,0.707,2563.79,-2961.95,461.43,63.217
2016-08-09,23.23,816370,299795,325563,281736,314584,76978.1,81733.6,140605,91926.7,799114,813808,70133.5,55439.8,335977,346947,148520,90367,921809,35915,10705,4652,51272,973081,67000.7,22410.6,4340.57,93751.9,289140,301772,202478,83724,877114,20117,18655,28644,67416,944530,0.935,0.866,0.707,2383.85,-2971.05,464.07,-123.117
2016-08-10,25.02,849686,307234,359755,302423,325462,71510.8,63784.5,143533,88380.3,824701,837382,65831.8,53150.7,360301,341091,145615,76848,923851,33652,9958,5943,49553,973404,67005.4,22418.1,4338.14,93761.7,297614,308017,205096,86960,897703,20080,18321,28253,66654,964357,0.935,0.866,0.707,2203.93,-2980.14,466.713,-309.5
2016-08-11,26.08,884959,315417,374112,316543,330253,75328.2,68737,144097,90205.2,851385,863308,65366.3,53443.1,363616,329936,144425,56698,894678,33723,10958,5758,50439,945117,67010.1,22425.7,4335.71,93771.6,300164,305919,207400,87879,901372,20051,18264,27811,66126,967498,0.935,0.866,0.707,2035.66,-2980,471.71,-472.667
2016-08-12,24.97,860750,302299,358054,311886,327938,72681.9,65049.8,145050,92571.8,831918,843614,70356.1,58660,358904,334580,151055,55537,900084,33230,13923,4547,51700,951784,67014.9,22433.3,4333.29,93781.4,299105,303538,203202,84887,890745,19906,18185,27724,65815,956560,0.935,0.866,0.707,1872.05,-2990.52,475.98,-642.483
2016-08-13,20.68,766446,278172,280240,270322,302118,59275.8,90646.2,128615,89054.8,736385,762059,66768.9,41094.3,283597,320308,134930,77710,816556,25913,8372,5355,39640,856196,67019.6,22440.9,4330.86,93791.3,272851,277007,190818,71560,812233,17561,16478,25133,59172,871405,0.935,0.866,0.707,1709.83,-3000.69,480.98,-809.917
2016-08-14,22,760134,273003,294569,275997,304044,60138.5,65130.6,125502,88732.3,734641,752476,57151.3,39329.2,291824,311606,129728,56291,789448,24216,7922,5455,37593,827041,67024.3,22448.4,4328.43,93801.1,261713,276054,185289,71028,794084,17232,15907,23780,56919,851003,0.935,0.866,0.707,1575.5,-3011.14,485.668,-949.95
2016-08-15,25.54,867902,304703,333307,310253,341932,79423.5,70962.2,146699,98749.3,841078,844950,59988.7,56116.9,323597,351401,149294,54911,879200,33495,12004,6536,52035,931235,67029,22456,4326,93811,287600,319335,205246,86128,898320,20020,18362,23605,61987,960307,0.912,0.866,0.707,1469.86,-3014.48,490.905,-1053.75
2016-08-16,25.65,872972,305215,341800,315503,341404,80543.3,62247.2,142824,108372,844085,853823,68598.6,58860.8,338239,354956,162497,46227,901916,36927,10370,7426,54723,956639,67128.3,22483.3,4325.57,93937.1,290514,322289,204576,88816,906213,21060,18771,27288,67119,973332,0.912,0.866,0.707,1443.03,-3001.38,497.807,-1060.5
2016-08-17,26.75,881395,303712,342102,321485,356091,79718.2,62296,144779,101030,849694,861520,69029.1,57203.3,338342,371247,156348,47512,913453,35261,9302,6615,51178,964631,67227.6,22510.6,4325.14,94063.3,288559,326016,204910,89349,908842,20739,18925,28021,67685,976527,0.912,0.866,0.707,1416.19,-2988.29,504.713,-1067.38
2016-08-18,26.27,880984,304398,344194,321522,342636,72997.5,70985.9,146836,101564,845754,859381,69752.1,56124.9,344817,359150,157524,57725,919226,34188,9392,6263,49843,969069,67326.9,22537.9,4324.71,94189.4,285523,331200,204757,88664,910155,20647,18790,28264,67701,977856,0.912,0.866,0.707,1364.41,-2984.05,509.758,-1109.98
2016-08-19,27.49,899953,306369,351749,332327,351387,80597.4,67284.5,144595,100415,863888,870835,67000.4,60053.5,345664,342877,157024,43268,888848,33465,13907,5491,52863,941711,67426.1,22565.1,4324.29,94315.6,280003,322261,203675,87280,893231,20215,18644,28162,67021,960252,0.912,0.866,0.707,1331.26,-2968.84,515.003,-1122.53
2016-08-20,24.98,816733,279164,321984,303615,305039,66557.3,71771.8,129039,106896,778376,805691,66896.5,39581.2,307827,295150,145971,36985,785941,20524,9138,2224,31886,817827,67525.4,22592.4,4323.86,94441.7,265576,279236,188678,76990,810492,17262,16678,25695,59635,870127,0.912,0.866,0.707,1310.77,-2950.76,520.502,-1119.57
2016-08-21,23.63,787443,267019,296473,301674,294441,61555,79801.1,123195,103946,753443,774662,60431.7,39579.2,274124,282373,142277,42061,740836,21875,7861,4377,34113,774949,67624.7,22619.7,4323.43,94567.9,261260,283436,184848,74548,804108,17119,16476,24696,58291,862399,0.912,0.866,0.707,1318.71,-2924.22,526.12,-1079.32
2016-08-22,28.51,897653,304179,348217,335542,343119,77514.8,73522.7,139925,101156,857161,866014,65820.9,57046.7,335412,328129,161403,55613,880560,31294,12210,4935,48439,928999,67724,22647,4323,94694,287327,320648,203679,89230,900893,20603,19066,29156,68825,969718,0.885,0.866,0.707,1336.24,-2892.16,529.928,-1026.02
2016-08-23,27.47,904072,309564,350681,329193,347220,82312.4,67153.2,142815,111385,863884,876440,71579.3,59023.6,344752,341611,167929,45095,899390,35911,8543,5367,49821,949211,67866.3,22697.9,4323,94887.1,289967,317442,202333,90528,900282,20445,18924,29203,68572,968854,0.885,0.866,0.707,1389.6,-2840.47,534.095,-916.75
2016-08-24,27.73,901421,307292,346125,334231,348186,80744,71301.1,140139,105924,862405,871535,71917,62787,341293,341037,162910,49520,894765,34590,11597,7708,53895,948660,68008.6,22748.7,4323,95080.3,288899,321420,201680,89928,901946,20749,18869,28841,68459,970405,0.885,0.866,0.707,1442.95,-2788.79,538.263,-807.55
2016-08-25,26.92,898206,309948,347651,329249,352120,80018.9,73588.1,139937,101418,859152,874778,74498.3,58872.7,342390,348300,163054,57503,911253,36905,9480,6841,53226,964479,68150.9,22799.6,4323,95273.4,291458,320986,208868,90537,911855,20728,18807,29019,68554,980409,0.885,0.866,0.707,1532.31,-2732.62,542.285,-658.117
2016-08-26,25.86,873268,305767,339687,314924,338265,76448.2,71156.7,139670,102158,836810,851266,72161,57704.5,337735,344575,161943,70220,914480,36176,10597,9393,56166,970646,68293.1,22850.4,4323,95466.6,286811,312191,207600,85871,892489,20751,18824,28402,67977,960466,0.885,0.866,0.707,1618.16,-2668.43,547.667,-502.533
2016-08-27,23.33,787901,287923,312304,272166,316264,78442.1,44511.5,123562,108334,762093,781412,65610.1,46290.4,306482,329539,158759,38830,833622,28928,8660,4163,41751,875373,68435.4,22901.3,4323,95659.7,266528,273782,190429,72798,803542,17459,16655,25466,59580,863122,0.885,0.866,0.707,1710.72,-2609.28,553.357,-345.283
2016-08-28,23.02,797113,280341,301673,298241,308475,62709.3,78187.1,124112,101119,765403,789454,63163.7,39112.4,302699,301911,142062,52430,799118,24441,5993,2470,32904,832022,68577.7,22952.1,4323,95852.9,273114,282638,186124,72977,814860,17124,15876,24858,57858,872718,0.885,0.866,0.707,1788.33,-2543.19,559.763,-195
2016-08-29,26.83,891807,311061,352455,332422,345701,75714.2,75556.6,143150,95715.9,862347,869428,67089.8,60009.3,349341,353192,153947,84155,940640,36094,9332,11193,56619,997259,68720,23003,4323,96046,295672,323169,208777,84986,912618,20201,18495,28733,67429,980047,0.856,0.866,0.707,1844.5,-2472,567.475,-60.05
2016-08-30,28.43,899344,310774,361440,330508,354487,84236.6,59529.7,142760,97342,868278,872799,69381.3,64860.8,356729,357513,153236,67336,934816,36148,9732,13127,59007,993823,68793.6,23045.7,4313.29,96152.6,297286,323699,206680,88141,915812,20531,18504,28348,67383,983195,0.856,0.866,0.707,1843.4,-2407.6,567.098,3
2016-08-31,26.72,893269,303230,351952,330910,365080,86750.9,58068.2,143963,102101,864854,877201,75288.3,62941.1,355937,371697,158261,54585,940487,35515,11979,8873,56367,996854,68867.1,23088.4,4303.57,96259.1,294623,328417,205639,89715,918400,20421,18375,28920,67716,986116,0.856,0.866,0.707,1842.31,-2343.19,566.713,65.8
2016-09-01,25.51,904522,306873,361942,326490,372676,92955.9,47585.9,146603,105596,872922,887800,75347.3,60469.8,363120,387647,165490,52253,968520,36499,8055,9447,54001,1.02252e+06,68940.7,23131.1,4293.86,96365.7,291099,325906,209252,87826,914093,20205,18179,28683,67067,981160,0.856,0.707,0.707,1886.59,-2267.5,566.147,185.183
2016-09-02,24.89,896899,305620,363810,323702,365534,84290.3,48102.2,145419,96635.2,859032,874082,73287.9,58237.8,361569,370743,155308,52290,939911,37139,7698,9254,54091,994002,69014.3,23173.9,4284.14,96472.3,291306,312605,207275,84137,895329,20244,17995,28485,66724,962053,0.856,0.707,0.707,1927.26,-2193.71,565.52,299.15
2016-09-03,23.76,826434,289524,352576,294679,325928,76528.9,35672.3,130637,97786.4,791369,811963,63681.4,43088.2,342698,328911,139046,46162,856827,28100,7573,3315,38988,895815,69087.9,23216.6,4274.43,96578.9,269561,277570,193825,71612,812578,17954,16216,25108,59278,871856,0.856,0.707,0.707,1941.69,-2123.95,565.263,383.05
2016-09-04,22.91,805241,280834,335026,298412,309199,67106.4,53116.5,127562,97410.5,773914,794752,62773.7,41945.2,326909,304029,137613,23534,792083,29268,4710,2144,36122,828205,69161.4,23259.3,4264.71,96685.4,269979,274910,186666,73590,805151,17311,15872,24561,57744,862895,0.856,0.707,0.707,1877.45,-2061.88,562.782,378.3
2016-09-05,26.72,906310,296972,353593,336538,376835,89316.2,41689.7,147032,99053.9,869858,871172,67672.7,66358.9,343314,378331,152843,41051,915544,39281,12157,10568,62006,977550,69235,23302,4255,96792,294742,328863,203974,86739,914318,20548,18365,27881,66794,981112,0.823,0.707,0.707,1791.03,-2019.16,555.618,327.417
2016-09-06,25.98,901186,293269,377687,338192,362068,91829.8,41777.2,148273,98977.1,871564,880509,72917.3,63972.2,367200,372980,154984,57688,952856,36306,11532,10176,58014,1.01087e+06,69260.1,23313.6,4246.29,96820,295982,327798,208871,88065,920726,20737,18730,28249,67716,988442,0.823,0.707,0.707,1664.23,-2002.41,549.288,211.167
2016-09-07,24.88,894814,292832,364253,325661,367949,98074,40249.2,146734,105138,863301,877589,77972.9,63685,356312,391101,158413,43526,949358,36265,9824,14333,60225,1.00958e+06,69285.3,23325.1,4237.57,96848,289287,328462,206493,90797,915042,20835,18963,28521,67390,982432,0.823,0.707,0.707,1537.46,-1985.64,542.953,94.767
2016-09-08,26.13,907136,291900,375114,342946,363552,90649.3,44528.1,147669,103837,873165,887031,75915.6,62049.5,365525,359940,157108,45362,927938,34110,10660,12077,56847,984785,69310.4,23336.7,4228.86,96876,289101,325071,206553,89201,909929,20676,18946,29224,68846,978775,0.823,0.707,0.707,1356.6,-1995.41,534.883,-103.983
2016-09-09,25.43,900247,287613,364900,336653,368114,88555.3,41204.4,149287,100385,862109,874603,74993.1,62498.7,357500,373496,156520,44408,931939,32630,10961,10431,54022,985961,69335.6,23348.3,4220.14,96904,283194,322135,211067,86426,902825,20662,18552,28600,67814,970639,0.823,0.707,0.707,1205.1,-2002.23,527.45,-269.617
2016-09-10,24.27,819098,272565,349718,301353,320672,76537.3,36656,132438,100404,782892,807450,65032.4,40475.2,341849,318371,142409,46048,848686,23618,6165,576,30359,879045,69360.7,23359.9,4211.43,96932,267677,283819,196530,72729,820759,17599,16491,9968,44058,864817,0.823,0.707,0.707,1078.07,-2007.86,520.122,-409.6
2016-09-11,23.01,797934,273367,334674,287599,323846,76360.5,31680.1,127591,97176.4,764918,787377,65608.5,43149.7,318213,333388,134526,44459,830593,27943,5257,1124,34324,864917,69385.9,23371.4,4202.71,96960,261294,278092,187340,71181,797911,17124,16321,24990,58435,856346,0.823,0.707,0.707,949.358,-2027.9,512.902,-565.75
2016-09-12,25.61,906188,293523,369879,342012,372589,94129.1,41097.7,146177,101593,875841,885159,66570.6,57252.7,360186,375991,157888,51564,945658,36350,9507,5256,51113,996771,69411,23383,4194,96988,290053,331614,206274,86822,914783,20128,18784,28571,67483,982266,0.787,0.707,0.707,860.643,-2033.12,509.262,-663.3
2016-09-13,25.8,907925,294112,375480,341835,364137,88555.5,46878.6,149038,94873.9,873540,881370,69115.8,61285.8,377336,369529,149461,53526,950097,36490,9437,9737,55664,1.00576e+06,69287.1,23340.6,4177.86,96805.6,290615,334176,209366,89596,924001,20626,18866,28502,67994,991995,0.787,0.707,0.707,647.76,-2083.33,499.43,-936.05
2016-09-14,26.09,930075,306793,381592,349849,366277,83406.7,53636.6,151118,99878.4,891167,901384,71005.9,60788.6,371550,360673,152586,53481,938294,31204,10905,11552,53661,991955,69163.3,23298.1,4161.71,96623.1,287844,329816,208976,89458,916096,20793,18777,28443,68013,984109,0.787,0.707,0.707,434.885,-2133.55,489.59,-1209.02
2016-09-15,25.86,926363,307370,378807,346031,364775,83110.8,54285.5,148280,101531,884792,899398,71411.3,56805.3,368658,359053,160644,50033,938390,23885,8952,9346,42183,980573,69039.4,23255.7,4145.57,96440.7,287735,328364,208497,89504,914115,15811,18891,28455,63157,977272,0.787,0.707,0.707,254.262,-2186.32,477.618,-1454.45
2016-09-16,24.66,914382,303075,372918,335857,360403,82497.3,45140.5,149971,109702,871400,888163,70144.8,53381.6,366648,362594,161261,53067,943571,30632,5697,11609,47938,991509,68915.6,23213.3,4129.43,96258.3,286128,319638,210389,84665,900826,20597,18795,28196,67588,968414,0.787,0.707,0.707,46.833,-2246.61,463.12,-1736.72
2016-09-17,23.99,849072,288640,351089,306724,333581,74994.4,44012.1,139215,110341,809573,839023,59792.7,30343.1,346774,332876,138601,49290,867543,18981,3553,3307,25841,893384,68791.7,23170.9,4113.29,96075.9,270760,292765,196162,72648,832344,17742,16584,24915,59241,891585,0.787,0.707,0.707,-131.385,-2297.66,449.122,-1979.85
2016-09-18,23.74,834574,281285,332058,312135,330935,68701.8,55455.1,132711,106451,794832,824898,59447.3,29395.9,322356,323181,133816,36108,815462,19846,4288,1689,25823,841285,68667.9,23128.4,4097.14,95893.4,266523,294548,189861,72065,823008,17425,16243,23961,57629,880637,0.787,0.707,0.707,-283.783,-2359.12,435.355,-2207.57
2016-09-19,28.07,945595,314393,386617,346244,381210,90052.9,43995.1,159414,114068,910104,925889,73886.5,58100.7,372436,371242,159497,37670,940856,30804,11437,11109,53350,994206,68544,23086,4081,95711,293157,332576,211043,87731,892529,20782,19011,27598,67391,959920,0.749,0.707,0.707,-438.333,-2415.31,423.05,-2430.48
2016-09-20,27.28,939252,315099,382317,344611,381131,90668.3,50717.8,151467,104717,901846,918883,75421,58383.6,370102,370993,158738,39169,939008,30970,10773,11896,53639,992647,68868.3,23109.6,4079.14,96057,293337,329642,213843,88839,925671,20714,19431,27466,67611,993282,0.749,0.707,0.707,-219.425,-2416.5,422.64,-2213.38
2016-09-21,27.35,932767,315668,380038,346192,376596,85337.1,60183.7,150954,99137.6,898151,915955,77256.6,59452,376166,364076,155490,42140,937869,30378,10322,12862,53562,991431,69192.6,23133.1,4077.29,96403,296836,333858,214930,89744,935384,20608,19577,27252,67437,1.00282e+06,0.749,0.707,0.707,-0.523,-2417.69,422.242,-1995.97
2016-09-22,26.56,936474,314060,372396,344408,378393,84166.8,59999.9,156562,107339,899197,918129,75637.8,56706,366629,365666,156953,49598,938852,32728,14349,4764,51841,990693,69516.9,23156.7,4075.43,96749,295295,337674,214089,88228,935302,21085,19785,27926,68796,1.0041e+06,0.749,0.707,0.707,222.24,-2421.77,424.643,-1775.02
2016-09-23,26.09,927218,315608,373942,335456,372061,80587.7,55414.5,160066,110087,891717,911504,72522.3,52736.2,366299,362177,159753,56990,945230,34077,10840,3604,48521,993751,69841.1,23180.3,4073.57,97095,296842,324818,218609,84484,924767,21613,19403,27636,68652,993419,0.749,0.707,0.707,438.948,-2431.23,426.787,-1565.47
2016-09-24,24.86,850031,297581,358746,298025,333083,71126.9,41475.3,143051,104605,809784,837909,64717.1,36591.9,353275,327818,140975,47854,869930,24821,6336,2153,33310,903240,70165.4,23203.9,4071.71,97441,285412,292937,201636,72640,852640,18719,17059,24278,60056,912696,0.749,0.707,0.707,666.43,-2436.78,426.138,-1344.27
2016-09-25,23.5,810471,280822,301683,290546,324763,62903.3,75966.4,136932,101589,771204,804001,63312.6,30617.9,282358,315560,136430,55041,789405,20125,4929,1514,26568,815973,70489.7,23227.4,4069.86,97787,269976,283937,191737,69693,815350,18154,16433,23613,58200,873550,0.749,0.707,0.707,951.138,-2427.38,426.527,-1049.67
2016-09-26,27.18,943700,313812,377657,342558,381565,89944.6,55085.7,160261,105455,906576,919763,73628.1,60440.3,364298,377413,151226,51770,944718,37490,11448,5190,54128,998846,70814,23251,4068,98133,295629,332779,210505,87928,896233,21287,19149,27449,67885,964118,0.707,0.707,0.707,1178.55,-2436.26,426.045,-831.683
2016-09-27,25.99,930451,310820,365303,344256,377713,85244,60625.3,154018,104255,894337,907896,78093.8,64534.5,360903,374979,157240,61217,954341,38677,10589,9080,58346,1.01269e+06,70712.3,23213.7,4055.57,97981.6,305623,332907,211537,87711,937784,21977,19498,28443,69918,1.0077e+06,0.707,0.707,0.707,1050.95,-2495.86,416.762,-1028.03
2016-09-28,23.02,880313,305864,302323,310960,362560,77172.3,97011.7,155370,103215,849366,865110,74856.6,59113.5,305130,395205,160555,97105,957993,39155,8411,7576,55142,1.01314e+06,70610.6,23176.4,4043.14,97830.1,303045,336416,215299,85272,940024,22400,19865,28323,70588,1.01061e+06,0.707,0.707,0.707,923.357,-2555.45,407.473,-1224.67
2016-09-29,23.26,876540,310384,300447,310624,351554,72740.8,107622,153333,98134,847082,857758,70955.3,60279.4,309243,384581,156307,99009,949143,38755,10493,8769,58017,1.00716e+06,70508.9,23139.1,4030.71,97678.7,307471,337834,216134,85817,947263,22087,19555,28007,69649,1.01691e+06,0.707,0.707,0.707,822.932,-2591.17,399.355,-1368.85
2016-09-30,23.39,884859,320102,337985,301831,358485,77871.1,70895.1,155442,103460,855246,870825,75442.3,59863.6,334643,393575,166238,81711,976176,37963,8786,10338,57087,1.03326e+06,70407.1,23101.9,4018.29,97527.3,309556,329179,215072,83263,937069,21531,19138,27299,67968,1.00504e+06,0.707,0.707,0.707,704.783,-2628.47,391.86,-1531.9
2016-10-01,25.35,859322,316565,361514,292187,339709,79516.8,36881.7,142345,116474,830614,854578,64363.2,40398.9,352444,358426,160774,45817,917466,24565,6538,4738,35841,953307,70305.4,23064.6,4005.86,97375.9,298197,301364,199947,74754,874267,18315,16669,24225,58361,932628,0.707,0.5,0.707,573.835,-2659.93,385.003,-1701.1
2016-10-02,25.76,864591,314794,350883,312724,332222,66019.2,57187.1,141418,112269,834955,852561,63989.9,46383.7,342393,340569,151394,46554,880911,28858,4752,3326,36936,917847,70203.7,23027.3,3993.43,97224.4,298245,303497,199026,74540,875291,18163,16898,23854,58915,934206,0.707,0.5,0.707,372.283,-2693.36,376.952,-1944.17
2016-10-03,27.45,962884,337587,382853,351445,376465,76396.9,60075.1,162323,120289,927752,939682,73625.6,61696.1,367967,390588,169313,74291,1.00216e+06,36444,13793,8518,58755,1.06092e+06,70102,22990,3981,97073,329580,349519,222410,86948,988469,21002,19412,27874,68288,1.05676e+06,0.663,0.5,0.707,224.333,-2719.79,368.332,-2127.15
2016-10-04,27.6,974537,343558,371518,358900,384527,78876,75976.9,166589,117047,947923,949069,72422.1,71281.8,362551,393756,173898,72593,1.00271e+06,41209,11221,8540,60970,1.06368e+06,69849.4,22900,3965.14,96714.6,337424,360465,225739,88875,1.01242e+06,22086,19522,27494,69102,1.08152e+06,0.663,0.5,0.707,-49.332,-2790.14,356.855,-2482.63
2016-10-05,27.71,969982,343770,366557,354260,398956,78331.1,77574.2,167414,103980,943775,947067,72450.6,69199.7,351265,410125,168325,83784,1.01351e+06,42009,9566,10054,61629,1.07514e+06,69596.9,22810,3949.29,96356.1,338051,366611,230314,87829,1.02281e+06,22230,20092,28744,71066,1.09388e+06,0.663,0.5,0.707,-322.998,-2860.5,345.385,-2838.17
2016-10-06,28.28,968940,344472,356728,349483,399000,79296.4,86457.8,169418,105152,942669,947338,73584.3,68942.5,347687,426524,171053,92962,1.03824e+06,40602,11125,9943,61670,1.09991e+06,69344.3,22720,3933.43,95997.7,340413,363297,234128,87713,1.02556e+06,22377,20349,29197,71923,1.09748e+06,0.663,0.5,0.707,-589.663,-2924.98,334.002,-3180.48
2016-10-07,28.87,970182,346408,380500,342342,389524,84706.4,70834.9,171258,113683,944715,954542,79029.7,69203.1,368934,419394,177099,81714,1.04715e+06,42321,13334,6820,62475,1.10962e+06,69091.7,22630,3917.57,95639.3,331478,355748,232892,85569,1.0057e+06,22451,20327,29716,72494,1.0782e+06,0.663,0.5,0.707,-823.362,-2984.5,324,-3483.82
2016-10-08,28.94,911323,338166,357298,315258,351802,77801.9,64645.7,153988,126635,885213,900381,70359.1,55191.4,349470,381309,163024,76867,970677,33355,7903,4185,45443,1.01612e+06,68839.1,22540,3901.71,95280.9,317484,330475,215363,73781,937104,20093,18142,26472,64707,1.00181e+06,0.663,0.5,0.707,-1057.19,-3045.12,313.592,-3788.6
2016-10-09,29.29,885704,333959,362580,311903,325544,73023.9,64852.1,147065,124571,865951,877548,68494.8,56898.1,361803,357740,163375,74491,957409,35121,7150,3907,46178,1.00359e+06,68586.6,22450,3885.86,94922.4,327121,336672,212218,74967,950985,19442,17816,25685,62943,1.01393e+06,0.663,0.5,0.707,-1235.33,-3106.05,303.313,-4038.13
2016-10-10,32.71,1.01434e+06,360424,415989,363735,377275,96207.2,65041.8,174101,139529,994467,997834,74940,71572.5,411798,407115,191680,82248,1.04298e+06,42642,18125,7279,64820,1.1078e+06,68334,22360,3870,94564,359162,372771,233728,90304,1.05597e+06,22836,20498,29635,72969,1.12894e+06,0.617,0.5,0.707,-1421.81,-3169.64,292.715,-4298.77
2016-10-11,32.23,1.01936e+06,365765,416624,370607,364938,82247.5,82724.2,167750,133615,986370,997901,76222,64698.5,412043,382008,191281,97034,1.08237e+06,40922,14510,5923,61355,1.14372e+06,68069.9,22277.6,3859.86,94207.3,366466,381989,236416,92942,1.07783e+06,23399,19961,29848,73208,1.15104e+06,0.617,0.5,0.707,-1617.93,-3226.93,286.883,-4557.98
2016-10-12,33.18,1.03593e+06,375956,425682,381255,370504,81452.5,90318.8,167734,127266,1.0064e+06,1.01377e+06,76267,68949,412427,377081,193228,91064,1.07381e+06,39250,18312,6797,64359,1.13817e+06,67805.7,22195.1,3849.71,93850.6,370974,393196,237427,93328,1.09494e+06,23660,20924,30119,74703,1.16964e+06,0.617,0.5,0.707,-1814.05,-3284.22,281.042,-4817.17
2016-10-13,33.56,1.05322e+06,381682,417126,389988,387178,80462.8,92704.7,171053,127312,1.02319e+06,1.02432e+06,77004.8,75877.1,411419,386338,194604,91971,1.08425e+06,39120,26280,5400,70800,1.15505e+06,67541.6,22112.7,3839.57,93493.9,376316,391857,243132,91721,1.10304e+06,24219,21251,29782,75252,1.17829e+06,0.617,0.5,0.707,-2030.26,-3345.84,273.808,-5102.2
